tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,8,0,8,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.5669323001057,None,1972.863309965893,5.616156682525062,0.00014047720099993226,0,"[0.40410709280204427, 0.7724051759891651, 0.4841978915410616, 0.7145057975809419]","[391.4656617036653, 586.5357712848147, 878.8106969573605, 1316.728286486142]",Perfect_5th,"[12.0, 7.0, 5.81671246552616, 10.132798210540699]",False,1128.5316041000187,1131.2153024000581,1131.2153024000581,1132.4485845000017,None,0,3.422476549865678,4.453186149941757,None,1,['space'],0,[0.6253117001615465],,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.0416870000772,None,2639.015821545789,-1.0,6.885497846131265e-05,0,"[0.666519827169368, 0.666519827169368, 0.666519827169368, 0.666519827169368]","[1047.2941228206273, 1319.507910772895, 1662.4757922855763, 2094.588245641254]",Major_3rd,"[8.0, 10.132798210540699, 10.667652715985808, 12.0]",False,1134.0535387001,1137.0884903999977,1137.0884903999977,1138.3157130000181,None,0,3.684090350056067,4.704397150082514,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.818755300017,None,,,,,"[0.5988585035883978, 0.5988585035883978, 0.5988585035883978, 0.5988585035883978]","[5983.212200261651, 5330.436079574743, 4748.878670422155, 4230.769920083097]",Tone,"[-7.1489029137240525, -8.44087783935553, -7.0, -4.0]",True,1139.8102068000007,1142.6486667001154,1142.6486667001154,1143.8497758999001,None,1,3.4196586499456316,4.429119849810377,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.2830936000682,None,752.346415437153,-0.83758257481514,3.680859984642955e-05,1,"[0.6173481181111664, 0.6173481181111664, 0.6173481181111664, 0.6173481181111664]","[3791.588342488889, 2530.5816150803353, 1688.9605970196023, 1127.2459585122901]",Perfect_5th,"[0.0, 12.662837838969763, 10.841202016064528, 8.975157741519983]",False,1145.2776325999293,1148.1659985000733,1148.1659985000733,1149.3965922000352,['space'],1,3.4947790501173586,4.52319375006482,None,1,None,1,,[0.21121730003505945],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.8565205999184,None,1148.6983549970344,0.0,5.027206816493324e-05,1,"[0.6188161855130705, 0.5918839321557472, 0.6031840733740368, 0.7660679241451488]","[227.93062213955412, 341.51006418859873, 511.6869459983872, 766.6641723347999]",Perfect_5th,"[11.994205410041342, 12.977149928426584, 9.0, 5.16241742518486]",False,1150.87705869996,1153.7380884999875,1153.7380884999875,1154.9744537000079,['space'],1,3.6372827000450343,4.6695602000691,None,1,None,1,,[0.6439306999091059],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.5914251001086,None,,,,,"[0.4601136011960358, 0.4601136011960358, 0.4601136011960358, 0.4601136011960358]","[2402.524330091636, 3026.9909763670303, 3813.769648966656, 4805.048660183271]",Major_3rd,"[12.662837838969763, 9.378506373774725, 0.0, -8.0]",True,1156.5905244001187,1159.0142020001076,1159.0142020001076,1160.2412074999884,None,1,2.8624970503151417,3.890849550254643,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.5335391000845,None,8000.0,-13.0,4.064152580820497e-05,1,"[0.5439119783923861, 0.5439119783923861, 0.5439119783923861, 0.5439119783923861]","[5095.383836605198, 5106.781105736219, 4010.032655461608, 6556.617952915631]",None,"[-8.002661085914196, -8.44087783935553, -2.1218966447230265, -5.697084775535606]",False,1161.5487728000153,1164.2159847998992,1164.2159847998992,1165.4471799000166,['space'],1,3.192228949861601,4.218915649922565,None,1,None,1,,[0.29818479996174574],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.8350643999875,None,276.41629622650413,6.652210799972767,0.0003000375358405324,1,"[0.5539840864093628, 0.4475341820978841, 0.6141459273520391, 0.7958623117818633]","[696.5254202994987, 552.8325924530083, 438.7835194111061, 348.26271014974935]",Major_3rd,"[5.236218676588652, 8.0, 11.0, 12.784698087435721]",False,1166.838614600012,1169.4913820999209,1169.4913820999209,1170.723334300099,['space'],1,3.4583782500121742,4.48235095012933,None,1,None,1,,[0.24368419987149537],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.3834651999641,None,1165.7812941106142,3.0,7.20204844778445e-05,1,"[0.7602847884071534, 0.7602847884071534, 0.7602847884071534, 0.7602847884071534]","[2064.305659441054, 414.6908931852078, 1722.3436511844839, 1079.6774251734194]",None,"[12.0, 11.823746365296673, 10.841202016064528, 8.162925942570439]",False,1172.37724660011,1175.6946787999477,1175.6946787999477,1176.9288339000195,['space'],1,4.088581149931997,5.119638449978083,None,1,None,1,,[0.2594703999347985],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.5600966999773,None,8000.0,-10.0,5.740768107484415e-05,0,"[0.4944892616396826, 0.6192461286494062, 0.5711787622075795, 0.4421062132270505]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[-8.002661085914196, -8.116298065300079, -6.0, -3.0]",False,1178.5705750000197,1181.2677132999524,1181.2677132999524,1182.502184299985,None,0,3.1558353500440717,4.185975749976933,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.8279297999106,None,,,,,"[0.5586593820808597, 0.5586593820808597, 0.5586593820808597, 0.5586593820808597]","[674.6258090819622, 1010.796623991161, 1514.4837350090147, 2269.1616979786354]",Perfect_5th,"[5.583743565933323, 7.299366577576018, 10.562014860488507, 12.55667241725619]",True,1183.8237133999355,1186.5380927999504,1186.5380927999504,1187.7735770998988,None,1,3.257983749965206,4.286974849877879,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.1601686000358,None,287.17458874925893,1.0,0.00014373014543855395,1,"[0.6357603971386081, 0.6357603971386081, 0.6357603971386081, 0.6357603971386081]","[1447.2692374403791, 965.9363289248462, 644.68515421979, 430.2757186221653]",Perfect_5th,"[10.417032437983572, 7.0, 5.583743565933323, 11.04734342328066]",False,1189.1796293000225,1192.1133930999786,1192.1133930999786,1193.3426427000668,['space'],1,3.577543899649754,4.606211299775168,None,1,None,1,,[0.2952868000138551],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.8316484000534,None,307.7861033362292,-3.0,7.522887020865065e-05,0,"[0.6908200302927985, 0.6908200302927985, 0.6908200302927985, 0.6908200302927985]","[317.27159696379476, 248.5697889520801, 598.7515181952485, 2154.211169290924]",None,"[13.0, 12.341250460895301, 6.194639860553464, 12.140037333310634]",False,1194.8518507999834,1197.9514359999448,1197.9514359999448,1199.1846258000005,None,0,3.784349650144577,4.819401650223881,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.737944399938,None,4939.179369240593,-14.002661085914196,2.9632784445984027e-05,1,"[0.6202004637212268, 0.6202004637212268, 0.6202004637212268, 0.6202004637212268]","[5071.250145057925, 1027.865191062704, 1644.2828184237794, 169.83236190292507]",None,"[-8.002661085914196, 7.299366577576018, 10.667652715985808, 12.0]",False,1200.741094399942,1203.6223595999181,1203.6223595999181,1204.8585258999374,['space'],1,3.525244050193578,4.556339550297707,None,1,None,1,,[0.2207069001160562],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205.3653677999973,None,,,,,"[0.4408298034296789, 0.4408298034296789, 0.4408298034296789, 0.4408298034296789]","[369.1921831329428, 293.02802994183475, 232.57650149291877, 184.5960915664714]",Major_3rd,"[12.408253094745191, 12.884343599480179, 11.994205410041342, 11.48691210644989]",True,1206.377892300021,1208.7293283999898,1208.7293283999898,1209.965638200054,None,1,2.793966949917376,3.821533649927005,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.2520731000695,None,1741.101126592249,0.0,6.312169477569904e-05,1,"[0.42797415861294674, 0.42797415861294674, 0.42797415861294674, 0.42797415861294674]","[1645.3757693121888, 2111.9122835825724, 159.38431452501473, 1178.706673566992]",None,"[10.667652715985808, 12.0, 12.880741781152295, 9.0]",False,1211.2646075999364,1213.5720941999462,1213.5720941999462,1214.805115000112,['space'],1,2.721673950087279,3.7573978500440717,None,1,None,1,,[0.39175750012509525],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.0933940000832,None,3123.464349035413,2.0,8.372861437241765e-05,1,"[0.7215591816692428, 0.7215591816692428, 0.7215591816692428, 0.7215591816692428]","[620.5409226356619, 357.3558547944298, 354.11130508792246, 2577.3422836154928]",None,"[6.194639860553464, 12.784698087435721, 12.784698087435721, 12.254883937865648]",False,1216.088182500098,1219.2747951999772,1219.2747951999772,1220.5022774001118,['space'],1,3.927649850025773,4.940878949826583,None,1,None,1,,[0.2694002001080662],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221.0862284000032,None,176.7766952966369,4.0,0.0005547458636343738,1,"[0.7235499999927332, 0.7235499999927332, 0.7235499999927332, 0.7235499999927332]","[434.1850080771797, 884.4980593874726, 6773.0566143570895, 697.5746323518191]",None,"[11.04734342328066, 6.0, -5.0, 5.236218676588652]",False,1223.357290700078,1226.5435399999842,1226.5435399999842,1227.7799895999487,['space'],1,3.932401849888265,4.937362549826503,None,1,None,1,,[0.26662499993108213],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228.3421767998952,None,260.9998255777782,6.652210799972767,0.0003351659985346871,1,"[0.684055840857644, 0.684055840857644, 0.684055840857644, 0.684055840857644]","[1315.3566970573324, 877.8952708407938, 585.9247976528441, 391.0578857267646]",Perfect_5th,"[10.132798210540699, 5.81671246552616, 7.0, 12.0]",False,1229.3656283000018,1232.4468330000527,1232.4468330000527,1233.6768255999777,['space'],1,3.75760814989917,4.770212349947542,None,1,None,1,,[0.18036300013773143],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,8,0,8,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.1886591999792,None,,,,,"[0.7568417092753565, 0.546138808162512, 0.6699620431184261, 0.5185620150644248]","[464.9070194088457, 585.746139997089, 737.9938916770017, 929.8140388176912]",Major_3rd,"[10.105712428777647, 7.0, 5.16241742518486, 6.486717348887886]",True,1235.1874357000925,1238.186772499932,1238.186772499932,1239.4071532001253,None,1,3.5459234500303864,4.572340950137004,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,9,0,9,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243.0038690001238,None,3444.0386119730842,-1.9846920192176176,5.902784065014738e-05,1,"[0.7983675566023423, 0.6592111648681991, 0.5539054545113213, 0.4970451924962395]","[5467.070515665171, 4870.606114388945, 4339.21674387561, 3865.802634851878]",Tone,"[-8.44087783935553, -8.0, -5.0, -1.0]",False,1243.9772363000084,1247.0297040999867,1247.0297040999867,1248.2592150000855,['space'],1,3.532413049833849,4.566285349894315,None,1,None,1,,[0.21110950014553964],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,9,0,9,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248.598920499906,None,378.9291416275994,-3.0,5.806893951290537e-05,0,"[0.5678564909662163, 0.5678564909662163, 0.5678564909662163, 0.5678564909662163]","[954.8416039104162, 757.8582832551988, 601.5125180410581, 477.4208019552081]",Major_3rd,"[7.0, 5.16241742518486, 6.194639860553464, 10.0]",False,1249.6713757999241,1252.4019196000881,1252.4019196000881,1253.6351813999936,None,0,3.3094961997121572,4.3266154997982085,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,9,0,9,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.045891399961,None,933.0329915368076,-3.0,2.9839290159157653e-05,1,"[0.6074780482013054, 0.718423465878183, 0.531324199568101, 0.6749552420068066]","[370.2743880716412, 466.5164957684039, 587.7739531418046, 740.5487761432823]",Major_3rd,"[12.408253094745191, 10.105712428777647, 7.0, 5.16241742518486]",False,1255.084556600079,1257.9582567000762,1257.9582567000762,1259.1855478999205,['space'],1,3.5508224500808865,4.58108945004642,None,1,None,1,,[0.4009805000387132],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,9,0,9,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.7346276999451,None,4135.318008493174,-9.0,3.308665799446953e-05,0,"[0.46324140884582277, 0.46324140884582277, 0.46324140884582277, 0.46324140884582277]","[204.3636984443671, 3291.192306195275, 699.7860099600915, 647.1506595393827]",None,"[11.489678846650868, 6.0, 5.236218676588652, 5.583743565933323]",False,1260.743822599994,1263.1774631999433,1263.1774631999433,1264.4133033000398,None,0,2.8744030497036874,3.900409049820155,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,9,0,9,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.7010292999912,None,,,,,"[0.49357150884492684, 0.49357150884492684, 0.49357150884492684, 0.49357150884492684]","[2398.2051524053786, 1600.6099079533103, 1068.2789480577544, 712.9906576191653]",Perfect_5th,"[12.662837838969763, 10.667652715985808, 8.162925942570439, 5.236218676588652]",True,1265.7009968999773,1268.2067692999262,1268.2067692999262,1269.4251947999,None,1,2.995029749814421,4.0107224497478455,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,9,0,9,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.7548972000368,None,506.9162756773127,3.0,9.93942726996141e-05,1,"[0.703830805764723, 0.703830805764723, 0.703830805764723, 0.703830805764723]","[319.33724313007934, 358.44393602525713, 402.339714634984, 451.61106020539273]",Tone,"[13.0, 12.784698087435721, 11.823746365296673, 11.0]",False,1270.76898719999,1273.9113525000867,1273.9113525000867,1275.1371236001141,['space'],1,3.8591972501017153,4.87416685000062,None,1,None,1,,[0.4187764001544565],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,9,0,9,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.7006107000634,None,125.0,2.0,0.000909850429304992,1,"[0.5698633110393807, 0.5698633110393807, 0.5698633110393807, 0.5698633110393807]","[746.778279940246, 2844.51122488999, 678.0594715196339, 2738.70177356023]",None,"[5.16241742518486, 11.0, 5.583743565933323, 12.0]",False,1276.7267434999812,1279.474223199999,1279.474223199999,1280.701595700113,['space'],1,3.3272328001912683,4.35043720016256,None,1,None,1,,[0.318981199990958],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,9,0,9,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.1241719000973,None,2000.0,3.0,0.00010567445199183233,0,"[0.7896283955074614, 0.7896283955074614, 0.7896283955074614, 0.7896283955074614]","[793.7005259841001, 1000.0000000000003, 1259.9210498948735, 1587.4010519681997]",Major_3rd,"[5.363737063009177, 7.299366577576018, 9.649313447323593, 10.667652715985808]",False,1282.1485460000113,1285.550029099919,1285.550029099919,1286.7727026001085,None,0,4.182485850062221,5.194701550062746,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,9,0,9,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.4065610999241,None,6427.769222387243,-12.0,3.3629378600730186e-05,1,"[0.7750246830463782, 0.7750246830463782, 0.7750246830463782, 0.7750246830463782]","[2550.8619063565816, 3213.884611193622, 4049.240873576044, 5101.723812713162]",Major_3rd,"[12.254883937865648, 7.0, -3.0, -8.44087783935553]",False,1288.4126418000087,1291.7548710000701,1291.7548710000701,1292.9797630000394,['space'],1,4.133886249968782,5.151058349991217,None,1,None,1,,[0.32362370006740093],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,9,0,9,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293.621153499931,None,175.310241465838,5.72279626284238,0.000686768735686394,1,"[0.5772164447775973, 0.5865453409358241, 0.42254122872225347, 0.4461481732198995]","[278.28766172367034, 247.92612110389027, 220.87706348496235, 196.7790927253553]",Tone,"[12.884343599480179, 12.341250460895301, 11.682205299554338, 11.489678846650868]",False,1294.617890200112,1297.2397688999772,1297.2397688999772,1298.4662001999095,['space'],1,3.066765450173989,4.096553550101817,None,1,None,1,,[0.2400791000109166],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
