tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_both,Audiogram_none,Audiogram_time,Audiogram_frequency,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,5,0,5,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.8266884000041,None,8000.0,6.0,0.00036221798003749513,0,"[0.7141819007880189, 0.7750405496737873, 0.48542772576513704, 0.4270452584155626]","[3115.0436196484093, 1086.593865732011, 239.36716712633987, 4024.1012966191465]",None,"[28.0, 26.186896755875843, 24.653218692910055, 25.641664062083585]",False,831.8534278000006,834.8499924000062,834.8499924000062,836.0881162000005,None,0,3.4156875666521955,4.450783166656038,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,5,0,5,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.3653642999998,None,,,,,"[0.5402236607107976, 0.5066677726486866, 0.44976628657185697, 0.7188184149060084]","[1059.4807631118313, 3262.306196537076, 7117.03023694122, 138.54745657360985]",None,"[26.186896755875843, 27.7872268042997, 15.0, 27.64817655585913]",True,837.3915557,839.9185324999999,839.9185324999999,841.1330000000016,None,1,3.2545525666646427,4.285965866656625,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,5,0,5,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.7176711000066,None,198.18030786040129,19.500858518366996,0.002568755591257911,0,"[0.4465550032123144, 0.6545759859403566, 0.7339786616817383, 0.43990200064908824]","[162.4656519043827, 7102.5768658374345, 1436.4608052924318, 5991.084295208524]",None,"[27.100592925878615, 15.0, 28.623583972636972, 18.0]",False,842.7262318000139,845.5771017000079,845.5771017000079,846.7953264000098,None,0,3.31847776666109,4.357966766663594,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,5,0,5,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.1318455,None,1000.0,12.0,0.00017537593697628396,0,"[0.4843628477787681, 0.4843628477787681, 0.4843628477787681, 0.4843628477787681]","[139.6876193537572, 126.32616219348408, 561.1670287527667, 3539.1402060981336]",None,"[27.639725384498178, 27.49372105900766, 25.652914047237584, 27.0]",False,848.2171202000027,850.6996565000009,850.6996565000009,851.9180313000106,None,0,2.967452933327877,4.006750533328159,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.316132100008,None,1231.1444133449168,14.0,0.0002692405367327771,0,"[0.7664680586165343, 0.6150099730402812, 0.48838051214971, 0.6676120083205804]","[2230.1023132312134, 3115.019212182133, 190.84079952923753, 140.43762007125048]",None,"[29.45727754036458, 28.0, 26.0, 27.639725384498178]",False,855.3107923000061,858.2163467000064,858.2163467000064,859.429759000006,None,0,3.5599040666565998,4.591653966665035,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.9622656000138,None,5656.85424949238,17.0,0.0009098780175804486,0,"[0.7479927618699287, 0.5334144633669164, 0.47764204734085247, 0.7596247228321252]","[2244.9240966187467, 2828.427124746191, 3563.594872561358, 4489.8481932374925]",Major_3rd,"[29.45727754036458, 28.64606431841785, 27.0, 24.0]",False,860.9832753000082,863.7703751000081,863.7703751000081,864.9953024999995,None,0,3.5376358666690066,4.575785166671267,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.6167703000101,None,152.83346417009335,21.4547801860206,0.00561516896369312,1,"[0.7473161587955348, 0.7473161587955348, 0.7473161587955348, 0.7473161587955348]","[1008.3859619732272, 3808.079215065837, 608.4839570111017, 965.6786920885575]",None,"[25.79433112672813, 26.490680930160096, 25.545558910866454, 25.550552382978218]",False,866.6230211000075,869.8830356000108,869.8830356000108,871.1212285000074,['space'],1,4.028524766661576,5.045400566668832,None,1,None,1,,[0.3273893999867141],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.7220023000118,None,,,,,"[0.7497616399467517, 0.40803051327045, 0.5599652386373108, 0.7362047447283668]","[138.88207877868868, 155.8898626193906, 174.98045450642795, 196.40891937939017]",Tone,"[27.639725384498178, 27.4547801860206, 26.61195803563669, 26.0]",True,872.728772500006,875.4913814000029,875.4913814000029,876.7143763000058,None,1,3.4944739666680107,4.527295566673274,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.2972481000033,None,203.0630990890589,13.0,0.001158880507206526,0,"[0.5696422022703838, 0.5696422022703838, 0.5696422022703838, 0.5696422022703838]","[428.5773252806458, 234.99844293316644, 7355.46678721334, 6566.267843726334]",None,"[26.094873375709398, 24.653218692910055, 14.58243639270409, 16.571895402035647]",False,878.3076620000065,881.0542937000137,881.0542937000137,882.2805612000084,None,0,3.292962866660673,4.332444766667322,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.6994498000131,None,202.47365353466841,19.500858518366996,0.0024604267820451785,1,"[0.6123824157928879, 0.426022101449718, 0.6776406003199811, 0.7231884307947004]","[127.55040906872507, 143.17049342597957, 160.70344530838867, 180.38351839122726]",Tone,"[27.49372105900766, 27.639725384498178, 27.100592925878615, 26.61195803563669]",False,883.7056526000088,886.4437422000046,886.4437422000046,887.6715924000018,['space'],1,3.468490966668469,4.486470066665788,None,1,None,1,,[0.4295389999897452],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.2411000000138,None,965.251138698905,19.550552382978218,0.00040893117828800596,1,"[0.643363207577025, 0.643363207577025, 0.643363207577025, 0.643363207577025]","[1116.4776181201926, 3790.4600722356936, 190.1268465471109, 286.3250075515525]",None,"[26.70514406971935, 26.490680930160096, 26.05866239498316, 24.606844944034993]",False,889.2476747000037,892.1907549000025,892.1907549000025,893.4237888000062,['space'],1,3.592674766681739,4.6065024666750105,None,1,None,1,,[0.42479099999764003],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.9056342000113,None,4427.044953718585,18.0,0.000900159714814959,0,"[0.7149151174402403, 0.7009953434963179, 0.7881411957359344, 0.6380555029746712]","[380.5454601415007, 1596.8044420577128, 189.14882507058667, 1082.2848292680349]",None,"[25.849647623110307, 29.546558954001995, 26.05866239498316, 26.186896755875843]",False,894.9184401000093,898.1519868000032,898.1519868000032,899.3869384999998,None,0,3.862495466659311,4.873930366651621,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.8416115,None,,,,,"[0.6580721148429043, 0.7702742361379444, 0.6942278041565948, 0.5650130757086067]","[164.20147808701972, 1541.996038920616, 2482.1024798758335, 2404.4375260356924]",None,"[27.100592925878615, 29.16105476387758, 29.22822029262, 29.22822029262]",True,900.8639511000074,904.0216979000106,904.0216979000106,905.2407931000052,None,1,3.725560566657805,4.750288466661004,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.6566157000052,None,2639.015821545789,18.0,0.0006136706414882376,0,"[0.7370745790753215, 0.7370745790753215, 0.7370745790753215, 0.7370745790753215]","[204.060340076074, 735.0459810374181, 3525.6702162194056, 6990.030211285422]",None,"[25.500858518366996, 25.38904172910234, 27.0, 15.417890868073467]",False,906.6827568000008,909.930611600008,909.930611600008,911.1581094000139,None,0,3.9771454666624777,5.003682466660393,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.7485207999998,None,5026.940606938082,16.0,0.0009574940813360863,1,"[0.7381174533770906, 0.7381174533770906, 0.7381174533770906, 0.7381174533770906]","[187.93887391121763, 2711.5484885504916, 2539.7058395192385, 2092.789326798631]",None,"[26.05866239498316, 28.958951076732028, 29.0, 29.64975290668494]",False,912.7563561999996,916.0035683000024,916.0035683000024,917.2374156000005,['space'],1,3.9904062666755635,5.001113666672609,None,1,None,1,,[0.7289045999932569],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.8065006000106,None,659.7539553864473,14.0,0.00024335369146398,0,"[0.5533527394053249, 0.5533527394053249, 0.5533527394053249, 0.5533527394053249]","[158.48529871550147, 191.05032368464765, 2058.907404775337, 6950.0371584378045]",None,"[27.4547801860206, 26.0, 29.789018856764294, 15.417890868073467]",False,920.4539071000036,923.1495837000111,923.1495837000111,924.3737544000032,None,0,3.227535199985141,4.240126999982749,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.73949610001,None,,,,,"[0.5919021624455669, 0.5488844747598822, 0.5865483486400039, 0.6652484373537066]","[189.58278383775829, 238.8593400548612, 300.94391049911724, 379.1655676755165]",Major_3rd,"[26.05866239498316, 24.653218692910055, 24.88373465489432, 25.849647623110307]",True,925.751236600001,928.5040764000005,928.5040764000005,929.7351286000048,None,1,3.4269255666586105,4.455144866660703,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.2504177000083,None,230.83495469926822,18.653218692910055,0.0017558192199590122,1,"[0.567913246720362, 0.567913246720362, 0.567913246720362, 0.567913246720362]","[6652.468616555396, 2662.493134491011, 6396.531077245163, 148.13022598851236]",None,"[16.0, 28.958951076732028, 17.0, 27.639725384498178]",False,931.2569772999996,933.9843615000136,933.9843615000136,935.2224451000075,['space'],1,3.3145224666659487,4.345068266658927,None,1,None,1,,[0.42350219999207184],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.656261000011,None,125.0,23.0,0.01020868972334765,1,"[0.6934918762407956, 0.6789254723954843, 0.5829637669168835, 0.5222254881891305]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[25.500858518366996, 26.61195803563669, 27.4547801860206, 27.639725384498178]",False,936.688922100002,939.6851716000092,939.6851716000092,940.8989427000051,['space'],1,3.4935084333410487,4.531828433347982,None,1,None,1,,[0.3295825000095647],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.2681422000023,None,2036.7372478022583,23.789018856764294,0.001169830444928579,1,"[0.5320319514776721, 0.5232486969693998, 0.7648295203808744, 0.48435957216097864]","[3233.1188497441212, 2880.381438832406, 2566.128131611016, 2286.160263036118]",Tone,"[27.7872268042997, 28.64606431841785, 29.0, 29.45727754036458]",False,942.2774806000089,945.1340027000115,945.1340027000115,946.3490571000002,['space'],1,3.3360887666640338,4.3568314666626975,None,1,None,1,,[0.24312659999122843],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,6,0,6,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.6891637000081,None,8000.0,6.0,0.00036221798003749513,0,"[0.6512660364631078, 0.7311986753926146, 0.7110895325165185, 0.480667426296174]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[28.0, 25.641664062083585, 22.0, 17.0]",False,949.0196493000112,952.1317128000082,952.1317128000082,953.3706514000078,None,0,3.6010126666660653,4.63475496666797,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
