tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_both,Audiogram_frequency,Audiogram_time,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.59903949999716,None,,,,,"[0.7199978854737505, 0.7199978854737505, 0.7199978854737505, 0.7199978854737505]","[657.6589207036361, 985.3750150613383, 1476.3943584438698, 2212.092115517258]",Perfect_5th,"[9.0, 5.786718495687481, 8.0, 9.287558113264184]",True,403.6063375000376,406.80025950004347,406.80025950004347,408.02490379998926,None,1,,3.9267506666947156,4.967372466693632,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.60907270002645,None,803.6760159811732,0.5678025459517234,4.107155453785521e-05,1,"[0.7488083161187986, 0.7467999780720385, 0.5501851559336159, 0.5721952384619919]","[1275.756153210126, 1136.5695215545516, 1012.5683298303287, 902.0958270753441]",Tone,"[7.0, 6.386062410243027, 5.786718495687481, 6.0]",False,409.62653930007946,412.6955716999946,412.6955716999946,413.9313913000515,['space'],1,[0.41976189997512847],3.6368536667432636,4.671954166726209,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.345887600095,None,164.93848884661182,-6.0,0.00019703447331607919,0,"[0.7235390655437578, 0.686135110922655, 0.5146414794068553, 0.6372985777310655]","[261.82353070515677, 233.25824788420192, 207.809474035697, 185.13719403582058]",Tone,"[4.166112115179603, 4.777367351145056, 6.0, 7.0]",False,416.30033870006446,419.25370300002396,419.25370300002396,420.47458849998657,None,0,,3.5796859000111,4.618910399964079,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.96875010000076,None,2639.015821545789,-2.0,6.136706414882377e-05,1,"[0.6677655453670579, 0.7835168585120282, 0.4491910936889165, 0.7908131819175049]","[127.34409268845818, 347.6740882089614, 1300.2943219821316, 227.24086707718806]",None,"[5.519069313787341, 6.0, 7.352140834021614, 5.0]",False,422.0122896000976,424.9462887000991,424.9462887000991,426.17610090004746,['space'],1,[0.4858298000181094],3.730477733304724,4.764009733335115,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.81153230008204,None,,,,,"[0.7012924450311077, 0.7012924450311077, 0.7012924450311077, 0.7012924450311077]","[3855.469399448252, 3434.832745797751, 3060.0880902576782, 2726.2285570070844]",Tone,"[-3.0, 0.0, 3.870210701214482, 7.0]",True,427.8315739000682,430.95210460003,430.95210460003,432.195350300055,None,1,,3.848762566689402,4.873293966753408,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.7451654000906,None,1956.2652437495085,3.2893933736755847,0.00010637066007505268,0,"[0.4520189603749897, 0.4082795665921426, 0.6697212911533272, 0.4415659280608223]","[1011.9382789802688, 2160.3333236572503, 156.26253913567194, 1201.7747525108184]",None,"[5.786718495687481, 9.287558113264184, 7.187234213785111, 6.852407138679844]",False,433.74493710009847,436.3191408000421,436.3191408000421,437.5436599000823,None,0,,2.993514566682279,4.033797166659497,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.82238190004136,None,855.7822019502512,0.06004359513904567,4.023065402099157e-05,1,"[0.4288115586953069, 0.4288115586953069, 0.4288115586953069, 0.4288115586953069]","[842.7565820287202, 4950.513483558556, 3887.7998007917718, 905.8565714604662]",None,"[6.060043595139046, -2.4511633178272483, -3.0, 6.0]",False,438.845708000008,441.1566828000359,441.1566828000359,442.3755007000873,['space'],1,[0.3112555999541655],2.735087366658263,3.771359366714023,None,1,['space'],0,,[-1.1054755999939516],,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.6634830000112,None,1772.9767649974171,3.0,9.119480650823419e-05,1,"[0.7157718233516563, 0.5623783893575467, 0.7677309724117958, 0.7009731263156072]","[351.8031477340094, 527.109145917359, 789.7713636144023, 1183.3200232180059]",Perfect_5th,"[6.427211407105848, 10.563290713616208, 7.0, 6.386062410243027]",False,443.6762998000486,446.73499610007275,446.73499610007275,447.97036040003877,['space'],1,[0.336901200003922],3.783688166644424,4.799575566663407,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.518974000006,None,,,,,"[0.6066825626593932, 0.6685148761361572, 0.647443596146606, 0.6187039999562095]","[4839.373597209455, 5432.013200458023, 6097.228663429665, 6843.907774563882]",Tone,"[-3.0, 0.0, 3.2849684731018804, 6.0]",True,449.5365272000199,452.4838778000558,452.4838778000558,453.7055446000304,None,1,,3.5678115667542443,4.592725166701712,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.1710975000169,None,5656.85424949238,-5.0,7.227417995191064e-05,1,"[0.6959085892003858, 0.6959085892003858, 0.6959085892003858, 0.6959085892003858]","[3563.5948725613575, 4000.0000000000005, 4489.8481932374925, 5039.684199579493]",Tone,"[-1.0, -3.4533741550294863, -3.5669840555213455, -2.0]",False,455.243023200077,458.36787170008756,458.36787170008756,459.59715500008315,['space'],1,[0.6605360999237746],3.7967265334445983,4.8138403333723545,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.1095949000446,None,1231.1444133449168,-5.0,3.020928508603416e-05,0,"[0.7559398052531974, 0.5311932552505382, 0.4321552556205633, 0.7417738777801332]","[1954.319936868493, 1741.101126592249, 1551.1447618337354, 1381.9128799677767]",Tone,"[9.289393373675585, 8.884424055216082, 8.232537979003954, 7.813764485311658]",False,461.1494367000414,463.88663900003303,463.88663900003303,465.11642780003604,None,0,,3.484220933401957,4.526129633421078,None,1,['space'],0,,[0.5646657000761479],,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.71458730008453,None,329.87697769322364,-1.0,8.44539939287158e-05,0,"[0.41320124252662815, 0.5027480310884903, 0.43648484781097996, 0.794849765870406]","[760.9977004259034, 321.00987736794997, 1048.5388625034393, 1129.0436958815133]",None,"[7.283414805690885, 5.0, 6.0, 6.386062410243027]",False,466.7293061000528,469.1121274000034,469.1121274000034,470.33408960001543,None,0,,3.1904400333296508,4.227009233320132,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.111513699987,None,,,,,"[0.730778241898474, 0.730778241898474, 0.730778241898474, 0.730778241898474]","[1970.6988869068198, 2376.9032499613445, 503.6176658316441, 1165.7049808773002]",None,"[9.289393373675585, 9.0, 10.506260120300766, 6.386062410243027]",True,475.1065534000518,478.32147399999667,478.32147399999667,479.5571154000936,None,1,,3.940786666702479,4.957323866779916,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.106755200075,None,338.5178322936975,0.0,9.251569623550498e-05,1,"[0.7892237144349319, 0.4101546627775245, 0.4489878636778332, 0.5182458652142443]","[1706.022970686448, 1138.6337267009135, 759.946838851265, 507.2036637746006]",Perfect_5th,"[8.884424055216082, 6.386062410243027, 7.283414805690885, 10.506260120300766]",False,481.1018203999847,483.78633130004164,483.78633130004164,485.0079059000127,['space'],1,[0.4144784000236541],3.2237642667023465,4.260275366716087,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.40685480006505,None,6062.8662660415985,-1.0,0.00010590954282987185,1,"[0.48133965958616676, 0.5873478083422559, 0.4148002041700566, 0.6434180405652344]","[3819.3664156416694, 4287.0938501451765, 4812.100144328471, 5401.399784672765]",Tone,"[-3.0, -3.9208068451520646, -3.0, 0.0]",False,487.53769870009273,490.0747562000761,490.0747562000761,491.28937570005655,['space'],1,[0.4458879000740126],3.156180266640149,4.185557766701095,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.7854178000707,None,1351.0819290356278,1.3521408340216137,6.0758607181336734e-05,1,"[0.7934088773053515, 0.7934088773053515, 0.7934088773053515, 0.7934088773053515]","[851.1282812622793, 955.3591939596942, 1072.35443772319, 1203.6771586804177]",Tone,"[6.060043595139046, 5.794435681114329, 6.003534794823851, 6.852407138679844]",False,492.7819070999976,496.1936223000521,496.1936223000521,497.411611400079,['space'],1,[0.4133392999647185],4.216398366726935,5.230863666627556,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.06194310006686,None,,,,,"[0.6642343044782204, 0.6642343044782204, 0.6642343044782204, 0.6642343044782204]","[244.30492586217738, 366.0437993351334, 548.4460149906582, 821.7405455453178]",Perfect_5th,"[4.339753944047711, 7.0, 10.563290713616208, 6.567802545951723]",True,499.06283439998515,502.082030700054,502.082030700054,503.318019600003,None,1,,3.6935867668362334,4.728633166756481,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.826990300091,None,329.87697769322364,-7.0,4.232726358590751e-05,0,"[0.5989183276646872, 0.5989183276646872, 0.5989183276646872, 0.5989183276646872]","[130.9117653525784, 164.93848884661188, 207.80947403569704, 261.82353070515677]",Major_3rd,"[6.0, 7.314859589979637, 6.0, 4.166112115179603]",False,504.8395462000044,507.63855200004764,507.63855200004764,508.8659871000564,None,0,,3.424106466700323,4.455966666806489,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.3452629999956,None,125.91009170218098,-0.480930686212659,0.0006761251905520114,1,"[0.4077497248588353, 0.7143033011195379, 0.7083635130822138, 0.5122077144044994]","[229.75297193775162, 1760.309715171459, 7933.338342091521, 4743.386130378909]",None,"[5.0, 8.884424055216082, 8.0, -3.0]",False,510.3649353000801,513.2260055000661,513.2260055000661,514.4470027000643,['space'],1,[0.5378551000030711],3.3739811667473987,4.412278366740793,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.8215773000848,None,3175.30637736379,-4.0,4.38284701575562e-05,1,"[0.5065071232602305, 0.5065071232602305, 0.5065071232602305, 0.5065071232602305]","[5040.484683748614, 4490.561343557653, 4000.635344706073, 3564.1609003455746]",Tone,"[-2.0, -3.5669840555213455, -3.4533741550294863, -1.0]",False,515.8424373000162,518.3935108000878,518.3935108000878,519.6096415000502,['space'],1,[0.35459280002396554],3.0550369668053463,4.0600064668105915,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.9520421000198,None,615.5722066724584,-4.0,3.370283309245974e-05,1,"[0.7517180415275561, 0.41115808682244837, 0.5253569963872499, 0.7200344579658979]","[1597.0318675386015, 671.1468425831374, 2668.2811951006374, 890.3348632549136]",None,"[8.583577695568755, 8.969791673775818, 7.0, 6.0]",False,520.9658305000048,523.6711037000641,523.6711037000641,524.8821786000626,['space'],1,[0.4563111999304965],3.432014866732061,4.4630919666960835,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.4910932000494,None,,,,,"[0.4414381592382641, 0.4414381592382641, 0.4414381592382641, 0.4414381592382641]","[856.943020275173, 301.2745848378226, 3264.6377383793774, 151.0724256755442]",None,"[6.060043595139046, 4.754544511099742, 1.7189995720140203, 7.0]",True,526.4868300000671,528.8427257000003,528.8427257000003,530.063791600056,None,1,,2.804535166709684,3.824627266731113,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.3545817000559,None,360.959972480775,1.0,9.726723562582983e-05,1,"[0.5801473534279098, 0.6011931515486684, 0.6000337767385019, 0.7413638321111252]","[2521.648837839533, 420.8006846789866, 3125.5644122745084, 391.71300329717826]",None,"[8.0, 9.0, 3.0, 8.0]",False,531.3662203000858,534.1819897000678,534.1819897000678,535.4173172999872,['space'],1,[0.5146917999954894],3.5465800667880103,4.567533266847022,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.9813859000569,None,6062.8662660415985,-4.0,7.497821437245907e-05,1,"[0.7179859925933505, 0.43973915080177495, 0.7611968735341574, 0.5353625140707755]","[392.41146403091767, 1305.2697305166632, 577.1803433340875, 2202.8399852200364]",None,"[8.0, 7.352140834021614, 10.29197494321869, 9.287558113264184]",False,537.8880267000059,540.8400901000714,540.8400901000714,542.0841726000654,['space'],1,[0.06890229997225106],3.481681766686961,4.516356666688807,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.4417408000445,None,1660.426176457209,2.583577695568755,8.008336733626241e-05,0,"[0.7514636008757224, 0.5218392982308349, 0.5349764694673849, 0.40262899810113173]","[1887.7071597744318, 7039.5748964132945, 311.06413875461516, 251.02733665221552]",None,"[9.133831670886767, 6.546509291340277, 4.754544511099742, 4.339753944047711]",False,543.4430762000848,546.284713900066,546.284713900066,547.5189646000508,None,0,,3.2304504667408764,4.2514421667438,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.7418991000159,None,,,,,"[0.7066348894833714, 0.6836531877126424, 0.4572731866841873, 0.6973860335783735]","[5078.535821428935, 4726.968280579832, 504.51338265989483, 539.7010010093544]",None,"[-2.0, -3.0, 10.506260120300766, 10.563290713616208]",True,548.764346800046,551.6179302000673,551.6179302000673,552.8343336000107,None,1,,3.584315766696818,4.629631266696379,None,1,['space'],0,0,[0.4821064999559894],,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.4350875000237,None,1000.0,-8.0,1.7537593697628398e-05,0,"[0.6938638651323008, 0.6938638651323008, 0.6938638651323008, 0.6938638651323008]","[396.85026299205003, 500.00000000000017, 629.9605249474367, 793.7005259840998]",Major_3rd,"[8.0, 10.506260120300766, 9.728343920540128, 7.0]",False,554.4668449000455,557.5718156000366,557.5718156000366,558.8031128000002,None,0,,3.7829527666326612,4.820999466697685,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.3386204000562,None,176.7766952966369,-10.0,0.00011068635160945309,0,"[0.48863744577067814, 0.5897553897341858, 0.6001288920338763, 0.46561705657160474]","[3339.829908176457, 6291.571089447325, 6011.92771185819, 254.4317696307218]",None,"[1.0, 4.0, 3.0, 4.339753944047711]",False,560.4326208999846,563.1280368000735,563.1280368000735,564.3537504000124,None,0,,3.1696833334863186,4.208875033422373,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.695502000046,None,489.2506948445459,4.506260120300766,0.00012095087741026707,1,"[0.5859543169953558, 0.6143495051541397, 0.5061377418040782, 0.7740670389348523]","[776.6370676724049, 691.9049680496174, 616.4172491103366, 549.165337071993]",Tone,"[7.0, 8.118394698341916, 9.728343920540128, 10.563290713616208]",False,565.6876615000656,568.4153362000361,568.4153362000361,569.6346879000776,['space'],1,[0.4465768999652937],3.5010536668123677,4.534346966771409,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.2698559000855,None,,,,,"[0.4527749584891628, 0.42819053188273976, 0.5984170283415784, 0.42472815147358184]","[135.71906466860116, 152.33949932255032, 170.9953064480142, 191.93574192692694]",Tone,"[6.199426132780234, 7.187234213785111, 7.145550616388114, 6.705302221717382]",True,571.2736706000287,573.7875354000134,573.7875354000134,575.0003976000007,None,1,,2.9289874667301774,3.9639335667015985,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
