tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,answer_too_late.rt,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,6,0,6,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.1072543000337,None,307.7861033362292,9.0,0.00029949152662702187,1,"[0.403252979048617, 0.6745868338775686, 0.7758028545884426, 0.48217222896408074]","[4201.042607623243, 147.66988482897355, 3487.818748921537, 2704.138825365656]",None,"[11.0, 15.184035227740313, 14.170865312533543, 13.125812735173945]",False,1001.1272160999943,1004.0207749000401,1004.0207749000401,1005.2248511000071,['space'],1,[0.6966874999925494],3.3734880999545567,4.395552099973429,None,1,None,1,,,,"{'estimation': [[125.0, 7.268284726191856], [131.91022226080378, 7.0], [133.9716828170366, 6.925501704804117], [143.5872943746293, 6.568602614409694], [153.89305166811442, 6.301346435367768], [164.93848884661162, 6.201226761519681], [176.77669529663666, 6.312846899831227], [189.46457081379947, 6.6289492786183395], [200.0198630696705, 7.0], [203.0630990890585, 7.105106064663232], [217.6376408240306, 7.636034020291003], [228.84470405389197, 8.0], [233.25824788420132, 8.141799275178236], [249.99999999999937, 8.527245424351793], [267.94336563407256, 8.756876611971718], [287.1745887492579, 8.830323341173994], [307.78610333622805, 8.782908024788211], [329.87697769322244, 8.67415192699984], [353.55339059327247, 8.564272023024984], [378.929141627598, 8.496279367957941], [406.12619817811606, 8.48724919628771], [435.2752816480596, 8.52783154484833], [466.5164957684015, 8.589827987835175], [499.9999999999975, 8.638919426736704], [535.8867312681438, 8.64758457282056], [574.3491774985143, 8.604233044011503], [615.5722066724546, 8.515645387438092], [659.7539553864432, 8.401579903439506], [707.1067811865431, 8.283416456417038], [757.8582832551941, 8.170464555737519], [812.2523963562301, 8.048176533525611], [827.9444148466267, 8.0], [870.5505632961181, 7.874563316506076], [933.0329915368008, 7.591882366957306], [999.9999999999914, 7.1300047539083575], [1012.7461058065198, 7.0], [1071.773462536285, 6.431765611491204], [1105.6716989620647, 6.0], [1148.698354997026, 5.485688351958215], [1181.9019528273764, 5.0], [1231.1444133449063, 4.328867248138638], [1252.8786798168958, 4.0], [1319.5079107728832, 3.0424630521068834], [1322.5714573518583, 3.0], [1395.3429704549328, 2.0], [1414.2135623730828, 1.7542073563799883], [1481.335024136978, 1.0], [1515.7165665103846, 0.6160126880662844], [1594.2280921746967, 0.0], [1624.5047927124563, -0.24239898698088203], [1741.1011265922318, -0.7153011114663193], [1866.065983073597, -0.7678522224234481], [1999.9999999999802, -0.4218577082568962], [2088.893431606139, 0.0], [2143.5469250725646, 0.2498152940908509], [2277.913930635268, 1.0], [2297.396709994046, 1.1060144188275025], [2462.2888266898062, 1.9922914894099555], [2464.0109418676666, 2.0], [2639.01582154576, 2.75379365394238], [2729.7173324484356, 3.0], [2828.427124746159, 3.260641218116162], [3031.4331330207615, 3.4045626885729536], [3249.0095854249043, 3.1416762395345943], [3296.5843354474055, 3.0], [3482.2022531844555, 2.4728452121170923], [3596.432656429694, 2.0], [3732.1319661471844, 1.4565094889514523], [3827.589022392528, 1.0], [3999.9999999999504, 0.19681059228348208], [4040.7305558112785, 0.0], [4249.405229003031, -1.0], [4287.093850145118, -1.172341285204356], [4478.888975829594, -2.0], [4594.793419988081, -2.4798633135957244], [4748.853621897362, -3.0], [4924.577653379601, -3.572050558997396], [5123.689507484408, -4.0], [5278.031643091506, -4.320803330729252], [5656.854249492303, -4.637235000419157], [6062.866266041508, -4.513111846771906], [6487.2019512554325, -4.0], [6498.019170849792, -3.987600951461423], [6964.404506368894, -3.1688261761758536], [7048.272724644035, -3.0], [7464.2639322943505, -2.174707912170595], [7558.095495093022, -2.0], [7999.999999999892, -1.1383932221263513]], 'plus_line': [[125.0, 4.426438283703828], [133.9716828170366, 4.214987203127205], [140.49802839038387, 4.0], [143.5872943746293, 3.88789204981718], [153.89305166811442, 3.607741068737229], [164.93848884661162, 3.521578478753451], [176.77669529663666, 3.653437960768435], [189.46457081379958, 3.993604686573188], [189.64453132794574, 4.0], [203.0630990890585, 4.408300303265165], [217.63764082403046, 4.902345914627769], [220.77844107344688, 5.0], [233.25824788420132, 5.339858449748819], [249.99999999999937, 5.683559905307899], [267.94336563407256, 5.896607618661921], [287.1745887492579, 5.9564599480906555], [307.78610333622805, 5.897887971540552], [329.87697769322244, 5.792678146294456], [353.55339059327247, 5.7091370631816645], [378.929141627598, 5.687654414305398], [406.12619817811606, 5.73561413521484], [435.2752816480601, 5.8328484539378636], [466.5164957684015, 5.9422969303122954], [490.28046759603455, 6.0], [499.9999999999975, 6.019390434035715], [535.8867312681438, 6.036878353656798], [570.2779405767039, 6.0], [574.3491774985143, 5.995028736990513], [615.5722066724546, 5.889574767375842], [659.7539553864432, 5.755297476972964], [707.1067811865431, 5.620544867995443], [757.8582832551941, 5.4992158835749905], [812.2523963562301, 5.378587485241124], [870.5505632961181, 5.216536505653992], [921.2437898330181, 5.0], [933.0329915368008, 4.944138793595978], [999.9999999999926, 4.476557753836291], [1052.9143715371533, 4.0], [1071.773462536285, 3.826601941742802], [1145.8388143703282, 3.0000000000000004], [1148.698354997026, 2.968980013890725], [1222.7141605857637, 2.0], [1231.1444133449063, 1.8985443986472654], [1293.61939686256, 1.0], [1319.5079107728832, 0.6671317201111743], [1366.3369214307668, 0.0], [1414.2135623730828, -0.6262551706616947], [1444.670498961917, -1.0], [1515.7165665103846, -1.8524637923396483], [1532.171230016231, -2.0], [1624.5047927124563, -2.851396808787796], [1654.7379083850465, -3.0], [1741.1011265922318, -3.4606191439575515], [1866.065983073597, -3.569530509511313], [1999.9999999999802, -3.217916371182174], [2042.352290618855, -3.0], [2143.5469250725646, -2.5343446281083395], [2235.0373838673513, -2.0], [2297.396709994046, -1.6600680156157632], [2417.491451136456, -1.0], [2462.2888266898062, -0.7676033495145702], [2638.2648412080043, 0.0], [2639.01582154576, 0.0030733961699963563], [2828.427124746159, 0.4851205204394291], [3031.4331330207615, 0.6381083382467698], [3249.0095854249043, 0.3836061032305442], [3383.378484217323, 0.0], [3482.2022531844596, -0.2910642376636571], [3651.0934222042815, -1.0], [3732.1319661471844, -1.3308240989590074], [3866.1856259624988, -2.0], [3999.9999999999504, -2.6235674670189324], [4074.585167096884, -3.0], [4286.285083973614, -4.0], [4287.093850145114, -4.0036783334376], [4507.190694732711, -5.0], [4594.7934199880865, -5.360980726492739], [4781.510251345128, -6.0], [4924.577653379601, -6.4676076927364825], [5183.485862693168, -7.0], [5278.031643091513, -7.198274570861816], [5656.854249492303, -7.4868198316401875], [6062.866266041508, -7.288415524513048], [6251.8692980582955, -7.0], [6498.019170849792, -6.675670639213667], [6845.890488346404, -6.0], [6964.404506368894, -5.787677226285801], [7374.78161225749, -5.0], [7464.2639322943505, -4.833284529638168], [7998.870069128165, -4.0], [7999.999999999882, -3.998201409426007]], 'minus_line': [[124.99999999999991, 10.050790620965518], [125.7710601055207, 10.0], [133.9716828170366, 9.560176731248024], [143.5872943746293, 9.134009800348036], [147.76056829955746, 9.0], [153.89305166811442, 8.834586563270681], [164.93848884661162, 8.716247317348294], [176.77669529663666, 8.809902701451044], [184.19248149869927, 9.0], [189.46457081379947, 9.14855539360729], [203.0630990890585, 9.67513966123835], [211.072368895561, 10.0], [217.6376408240306, 10.284822376900772], [233.25824788420132, 10.844767342627279], [239.26211452470375, 11.0], [249.99999999999937, 11.29947195004228], [267.94336563407256, 11.571352117549687], [287.1745887492579, 11.672197090758747], [307.78610333622805, 11.648035477456379], [329.87697769322284, 11.55229060068014], [353.55339059327247, 11.438841722626133], [378.929141627598, 11.352614108933416], [406.12619817811606, 11.31972998143074], [435.2752816480601, 11.340145600766764], [466.5164957684015, 11.389413505543393], [499.9999999999975, 11.430925660521012], [535.8867312681438, 11.43198959749135], [574.3491774985143, 11.37616834214402], [615.5722066724546, 11.267549290118527], [659.7539553864432, 11.125702719145394], [698.7676932035573, 10.999999999999998], [707.1067811865431, 10.97797198142829], [757.8582832551951, 10.855206609672566], [812.2523963562301, 10.726994345239904], [870.5505632961181, 10.556332965146321], [933.0329915368008, 10.273234947940534], [969.537219710119, 10.0], [999.9999999999926, 9.799479190190134], [1071.773462536285, 9.06903484584863], [1076.7393137974393, 9.0], [1148.698354997026, 8.051072999668344], [1151.9432592874884, 8.0], [1217.15809683008, 6.999999999999999], [1231.1444133449063, 6.797171849470215], [1282.6794549981444, 6.0], [1319.5079107728832, 5.4349815627855005], [1351.2133530410867, 5.0], [1414.2135623730828, 4.112216510279333], [1424.6656654121564, 4.0], [1515.7165665103846, 3.0227053368699757], [1518.85327335654, 3.0], [1624.5047927124563, 2.2866091915312867], [1705.3504939385475, 2.0], [1741.1011265922318, 1.8855471373069819], [1866.065983073597, 1.8815669623923736], [1910.3944772180434, 2.0], [1999.9999999999802, 2.257239602362816], [2143.5469250725646, 2.919467395199744], [2157.395562389172, 3.0], [2297.396709994046, 3.80881007138479], [2330.9731181827547, 4.0], [2462.2888266898062, 4.745954344591607], [2518.0000038414046, 5.0], [2639.015821545763, 5.561684790235476], [2801.9380669287334, 6.0], [2828.427124746159, 6.076965608008028], [3031.4331330207615, 6.2349105694650735], [3201.578694907841, 6.0], [3249.0095854249003, 5.9441710335613145], [3482.2022531844596, 5.276223865683768], [3547.266001243389, 5.0], [3732.1319661471844, 4.2458511763138], [3783.7559880667504, 4.0], [3991.206893058651, 3.0], [3999.999999999946, 2.959763466965543], [4203.172918109618, 2.0], [4287.093850145118, 1.603119344213855], [4428.6684835992755, 1.0], [4594.793419988081, 0.28405371123217016], [4677.592085751892, 0.0], [4924.577653379601, -0.828550571739033], [4998.647102951445, -1.0], [5278.031643091506, -1.5897456076172936], [5656.854249492303, -1.9629242943141034], [6062.866266041508, -1.8855393471145399], [6498.019170849792, -1.414602346379176], [6740.541464364262, -1.0], [6964.404506368894, -0.6178142852342361], [7251.5164373650005, 0.0], [7464.2639322943505, 0.4519044290088703], [7697.467502807109, 1.0], [7999.999999999882, 1.7218104212446077]]}",,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,6,0,6,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.5650088000111,None,1741.101126592249,0.0,6.312169477569904e-05,1,"[0.4033142788251195, 0.6717749386190918, 0.5082642502382164, 0.6989335777338632]","[345.47821999194423, 517.632461920689, 775.5723809168677, 1162.0455869578402]",Perfect_5th,"[16.13050582112513, 10.54331460666868, 13.049623191621642, 11.653326638641452]",False,1006.5921750999987,1009.196291500004,1009.196291500004,1010.4244478000328,['space'],1,[0.2607597000314854],3.3198274000314996,4.331984399992507,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,6,0,6,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.9657638000208,None,,,,,"[0.6841773060359537, 0.6841773060359537, 0.6841773060359537, 0.6841773060359537]","[169.86619686783112, 254.51172488919894, 381.3367185495778, 571.3595040757638]",Perfect_5th,"[15.0, 17.0, 15.0, 9.943778458132101]",True,1011.9676002000342,1015.0325248000445,1015.0325248000445,1016.2326744000311,None,1,,3.773200719966553,4.782304219959769,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,6,0,6,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.7966980000492,None,500.9185335011609,4.543314606668681,0.00012029950112492252,1,"[0.5846169259793036, 0.684232544888804, 0.6244575585040117, 0.5897091552462538]","[1262.2356092811656, 1001.8370670023216, 795.1586070301105, 631.1178046405828]",Major_3rd,"[10.0, 13.794555457361811, 13.84245098635827, 10.33848715814247]",False,1017.8071168000461,1020.7146823999938,1020.7146823999938,1021.941549500043,['space'],1,[0.2823825000086799],3.4955242199939676,4.4983395200106315,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,6,0,6,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.3692632000311,None,1863.6757607998568,0.9710294972254973,7.67771517802809e-05,1,"[0.46662197146742435, 0.46662197146742435, 0.46662197146742435, 0.46662197146742435]","[1174.042160605291, 1317.817768394577, 1479.2004316106636, 1660.346346325814]",Tone,"[11.0, 8.893732357148249, 7.0, 6.410335264009759]",False,1023.3835666000377,1025.7978977000457,1025.7978977000457,1027.0260955000413,['space'],1,[0.28395569999702275],2.877825119998306,3.894471719977446,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,6,0,6,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.3436896000057,None,,,,,"[0.4862929254986219, 0.4862929254986219, 0.4862929254986219, 0.4862929254986219]","[302.18821498846603, 828.0233810187273, 5788.519638918633, 3294.4991862944744]",None,"[17.231704830781403, 14.0, 4.0, 14.605639852636942]",True,1028.3504301999928,1030.8421529000043,1030.8421529000043,1032.0641225000145,None,1,,2.9801467200159095,3.997034620027989,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,6,0,6,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.4025764000253,None,3031.4331330207992,2.0,7.276412069836211e-05,0,"[0.6868684156160176, 0.7689999217532533, 0.6190383526271788, 0.6190695027005478]","[7638.7328312833415, 6062.866266041599, 4812.100144328472, 3819.3664156416703]",Major_3rd,"[4.169685870525205, 3.6658685268620657, 8.0, 13.0]",False,1033.4341824000003,1036.521851300029,1036.521851300029,1037.7241865000105,None,0,,3.71709029993508,4.729142399970442,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,6,0,6,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038.2038908000104,None,378.9291416275994,4.0,0.00013000016238178756,1,"[0.7868525092086115, 0.7868525092086115, 0.7868525092086115, 0.7868525092086115]","[954.8416039104162, 757.8582832551988, 601.5125180410581, 477.4208019552081]",Major_3rd,"[14.0, 13.049623191621642, 10.33848715814247, 11.0]",False,1039.2322733000037,1042.60202510003,1042.60202510003,1043.8280291000265,['space'],1,[0.3247601999901235],4.200166099937633,5.216987799969502,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,6,0,6,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.4866727000335,None,125.0,8.0,0.0018153902738505074,0,"[0.7953316401687781, 0.7953316401687781, 0.7953316401687781, 0.7953316401687781]","[1961.251776541248, 1935.3179445868473, 449.54414132812855, 4216.65069922591]",None,"[7.897678780015179, 7.897678780015179, 12.0, 11.0]",False,1045.5688684000052,1048.992037100019,1048.992037100019,1050.2170197000378,None,0,,4.201559159962926,5.229181759932544,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,6,0,6,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.8453946000081,None,,,,,"[0.6513608406633498, 0.509307760700431, 0.6668853695406696, 0.6269542516410205]","[6218.02541771597, 5539.630874007205, 4935.250044623666, 4396.807938457277]",Tone,"[3.6658685268620657, 5.0, 7.0, 10.0]",True,1051.847970200004,1054.6976659999928,1054.6976659999928,1055.9225316999946,None,1,,3.487230719998479,4.5059360199957155,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,6,0,6,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.3992313999915,None,2417.254112065401,5.899622844574991,0.00016579696096311186,1,"[0.6783491398518391, 0.7709325855631572, 0.7547080763704849, 0.5394803992221219]","[959.2879300917685, 1208.6270560327007, 1522.77466936807, 1918.5758601835369]",Major_3rd,"[14.0, 11.0, 6.842176152629632, 7.0]",False,1057.4202048000298,1060.6497055999935,1060.6497055999935,1061.8764228000073,['space'],1,[0.33927170000970364],3.7762554200016893,4.804892420012038,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
