tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_frequency,Audiogram_time,Audiogram_none,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.16722119995393,None,574.3491774985172,0.0,5.984619860562044e-05,0,"[0.728701191276428, 0.728701191276428, 0.728701191276428, 0.728701191276428]","[358.45663429958523, 352.7339689930149, 5613.391669560407, 454.986281091324]",None,"[7.652219733616056, 7.652219733616056, 18.0, 7.433177645562939]",False,461.1725266999565,464.3841307000257,464.3841307000257,465.6106829000637,None,0,,3.9318482896778733,4.95784078980796,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.1706685000099,None,4149.375051455348,3.0,0.00013308657397048516,1,"[0.7039038766187159, 0.7039038766187159, 0.7039038766187159, 0.7039038766187159]","[285.674207635183, 5660.082479264809, 6396.353408755264, 5156.792202065067]",None,"[7.59071669085906, 18.360263733267555, 21.854201360753667, 15.0]",False,467.16839189990424,470.29924419987947,470.29924419987947,471.51523080002517,['space'],1,[0.08246610010974109],3.857650689780712,4.8698808897752315,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.078042200068,None,3662.0608242229096,1.0,8.752639511388378e-05,1,"[0.606176681381474, 0.6169188733081592, 0.583580961027937, 0.4758304524843017]","[5813.159204742979, 5178.936083851234, 4613.907518433813, 4110.524293790758]",Tone,"[19.0, 15.0, 11.505687850120704, 9.0]",False,473.0900834999047,475.92417149990797,475.92417149990797,477.15676010004245,['space'],1,[0.6100241998210549],3.312389589380473,4.326434489572421,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.4533625000622,None,164.93848884661182,7.0,0.0008801206631839937,1,"[0.717861833318417, 0.717861833318417, 0.717861833318417, 0.717861833318417]","[232.68412275022098, 349.68549958332875, 181.32377024575743, 7752.4996783893685]",None,"[8.23933879716737, 7.652219733616056, 9.907445772281816, 23.0]",False,478.48654609988444,481.66251509985887,481.66251509985887,482.8704307000153,['space'],1,[0.008453699992969632],3.911702589597553,4.931763289729133,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.45921040000394,None,2143.5469250725882,-3.0,5.521540081768751e-05,0,"[0.6908479772915543, 0.6347772513986867, 0.4520725560586172, 0.6305428093943243]","[425.3335804754283, 637.2803136596317, 954.8416039104175, 1430.6459324352597]",Perfect_5th,"[7.37917840152137, 9.42921453756885, 9.0, 8.770267240523891]",False,484.46728320000693,487.2703180999961,487.2703180999961,488.50205160002224,None,0,,3.4244544894900173,4.460311589529738,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.98161059990525,None,5557.632519906186,12.0,0.0005262284830745323,1,"[0.7864797675844161, 0.7714712718710259, 0.5219994065773393, 0.7514269759872487]","[6478.604395077004, 206.451116073605, 415.19903172318675, 4012.494440899126]",None,"[21.854201360753667, 9.0, 7.4560788134613265, 8.074548775468193]",False,489.98676240001805,493.08844699990004,493.08844699990004,494.3120905000251,['space'],1,[0.29676379985176027],3.8632907897699624,4.894136589718983,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.92168259993196,None,,,,,"[0.6523054465932074, 0.5355304741011958, 0.7504520574159743, 0.7958259807216191]","[553.7653125515155, 799.7955874943972, 1222.0449575197815, 793.6006981571728]",None,"[8.154885445641483, 10.154520051482688, 8.251987933046767, 10.154520051482688]",True,495.9132818998769,498.88680580002256,498.88680580002256,500.0864353000652,None,1,,3.7709842894691974,4.782046089414507,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.73102930001915,None,932.5250289597916,3.204935392988056,6.093775830113022e-05,1,"[0.5216942407691848, 0.5216942407691848, 0.5216942407691848, 0.5216942407691848]","[1550.013039585651, 1268.2054180075431, 591.9676187766925, 873.3403627559352]",None,"[9.13803236350089, 8.251987933046767, 9.0, 9.72102126158546]",False,501.72856399999,504.3269348000176,504.3269348000176,505.532732399879,['space'],1,[0.5707805999554694],3.1203142895828933,4.138238889630884,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.90779879991896,None,2622.4535840830727,2.11134830558945,9.982752874466375e-05,1,"[0.5857317552727049, 0.5212764299425662, 0.5155236948154257, 0.5509947363289092]","[4162.885578111245, 3708.7094253042137, 3304.0844729585183, 2943.6046215861425]",Tone,"[9.0, 7.0, 6.547565865480125, 7.0]",False,506.911911000032,509.5579472000245,509.5579472000245,510.77466009999625,['space'],1,[0.4517041000071913],3.199438489507884,4.202498089522123,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.1515819998458,None,480.7751819445697,1.4331776455629386,8.541999091740693e-05,1,"[0.794014431626007, 0.794014431626007, 0.794014431626007, 0.794014431626007]","[2422.955087996004, 1617.1285081605643, 1079.3037910036264, 720.3488574942229]",Perfect_5th,"[9.0, 9.485507020788583, 8.370891759669666, 10.327016674808721]",False,512.157445400022,515.552668399876,515.552668399876,516.7608795999549,['space'],1,[0.22758950013667345],4.220016689505428,5.231807689415291,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.426838299958,None,,,,,"[0.6758157802178668, 0.7441275873012835, 0.5405059690870072, 0.42532699791745565]","[3262.1250992619043, 2177.2072958915846, 1453.1115346729289, 969.8355945178037]",Perfect_5th,"[6.547565865480125, 9.71510733464561, 9.0, 9.0]",True,518.421045599971,521.4115279000252,521.4115279000252,522.6128610998858,None,1,,3.4284333896357566,4.435543689643964,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.8857670999132,None,2143.5469250725882,-3.0,5.521540081768751e-05,0,"[0.73011723906709, 0.474334312093478, 0.6471737145011011, 0.650984507907856]","[140.8724256960815, 279.88958782692777, 805.4389546533981, 260.63318786054646]",None,"[9.543286576825256, 7.59071669085906, 10.154520051482688, 7.654204264418274]",False,523.9570438999217,526.8251610998996,526.8251610998996,528.0434045000002,None,0,,3.507609109627083,4.522726709488779,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.5346333000343,None,757.8582832551998,-2.0,3.199889122806967e-05,0,"[0.4508378621896001, 0.4508378621896001, 0.4508378621896001, 0.4508378621896001]","[3819.3664156416708, 2549.1212546385273, 1701.3343219017133, 1135.5044290708786]",Perfect_5th,"[7.076096516753575, 8.769482273595965, 9.761269433733453, 8.212626858769866]",False,529.5422652000561,531.9118955000304,531.9118955000304,533.1198455998674,None,0,,2.816724389558658,3.8377160895615816,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,2,0,2,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.4280882999301,None,1869.968947536104,3.918086234917742,0.00010823771016544963,0,"[0.7619072117164133, 0.7178435595990137, 0.5787983628770832, 0.48063783146217276]","[3990.1596588547945, 578.7621742030128, 129.8047026005573, 4377.835446380133]",None,"[8.074548775468193, 8.769302855033663, 9.0, 10.0]",False,534.4210923998617,537.5023206998594,537.5023206998594,538.7280403999612,None,0,,3.566525489790365,4.585958389798179,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0911464998499,None,176.7766952966369,-6.0,0.0001754260451641794,0,"[0.600624998614998, 0.7558563742079911, 0.5792248591027838, 0.7697630511943387]","[493.3576845404008, 557.5694651464012, 5051.711755895322, 3195.027811129269]",None,"[7.685628092737151, 8.769302855033663, 15.0, 6.547565865480125]",False,541.1130613000132,544.0644818998408,544.0644818998408,545.2656801999547,None,0,,3.7157648897264153,4.725412889616564,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.8909860998392,None,,,,,"[0.4646478221484802, 0.4646478221484802, 0.4646478221484802, 0.4646478221484802]","[1032.6711990426356, 1301.084181293995, 1639.2633476975416, 2065.342398085271]",Major_3rd,"[8.717211985379095, 8.456175848159125, 9.485507020788583, 9.911413350473453]",True,546.9021137000527,549.3276666998863,549.3276666998863,550.5339839998633,None,1,,2.897846889682114,3.9064856895711273,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.8427464000415,None,1319.5079107728945,-4.0,3.3304181786869376e-05,0,"[0.7706975239597604, 0.7706975239597604, 0.7706975239597604, 0.7706975239597604]","[1942.0065254241097, 385.04528232228813, 408.5806035239085, 1726.6474641565042]",None,"[9.911413350473453, 7.572849574758852, 7.4560788134613265, 9.761269433733453]",False,551.8682412998751,555.2135302999523,555.2135302999523,556.4169864000287,None,0,,4.104742089752108,5.130692789563909,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.047190999845,None,5154.944925293891,9.0,0.0004143932021304856,1,"[0.4906155293041927, 0.4906155293041927, 0.4906155293041927, 0.4906155293041927]","[1022.8706246562067, 1532.5742956516663, 2296.266913014187, 3440.512966166928]",Perfect_5th,"[8.717211985379095, 9.13803236350089, 9.328888324295757, 6.582063189614965]",False,558.0638400998432,560.5571975999046,560.5571975999046,561.7818110999651,['space'],1,[0.31029559997841716],2.998545189620927,4.021507789613679,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.1219313999172,None,812.2523963562351,-4.0,2.4428340265159555e-05,0,"[0.6942391032784185, 0.48627078357163395, 0.7627319752062109, 0.4510297694975301]","[511.68694599838705, 574.3491774985171, 644.6851542197892, 723.6346187201887]",Tone,"[7.685628092737151, 8.769302855033663, 9.985472887324471, 10.327016674808721]",False,563.1349845000077,566.114656599937,566.114656599937,567.3246510999743,None,0,,3.427325189812109,4.4300672898534685,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.6059946999885,None,1539.1191179640489,3.1380323635008915,7.406499083488257e-05,1,"[0.6850986495135709, 0.6728446723985341, 0.599023794739117, 0.40619896345508816]","[610.7998267401248, 769.5595589820246, 969.5842875092679, 1221.5996534802493]",Major_3rd,"[9.42921453756885, 10.380278878836705, 9.0, 8.251987933046767]",False,568.6112947000656,571.6080811999273,571.6080811999273,572.8155264998786,['space'],1,[0.2533654000144452],3.3867938895709813,4.39310168963857,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.0396771000233,None,,,,,"[0.43585973997387073, 0.7848594431209973, 0.502067178134598, 0.4910591084029563]","[3457.9431366711756, 129.3944764481443, 2868.8060599372366, 654.1392267661327]",None,"[6.582063189614965, 9.0, 7.437925777140254, 9.985472887324471]",True,574.0530123000499,576.8058662998956,576.8058662998956,578.0188748000655,None,1,,3.2376080898102373,4.260026289848611,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.3565309999976,None,435.2752816480623,-3.0,5.2920307191259255e-05,0,"[0.5837081991023375, 0.7296110787894041, 0.7905336192548689, 0.4293088956205977]","[274.2062449236566, 307.7861033362292, 345.4782199919442, 387.78619045843385]",Tone,"[7.654204264418274, 7.618500119928713, 7.652219733616056, 7.572849574758852]",False,579.3840191999916,582.5229784999974,582.5229784999974,583.7278622000013,None,0,,3.5659992897417396,4.574978689663112,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0028218000662,None,499.4926968696602,1.6856280927371508,8.677786300603358e-05,1,"[0.5209178511160516, 0.7399165160343785, 0.5675883085475226, 0.583142037447921]","[320.8619219490872, 296.11557784250306, 369.91674384857026, 2473.7201133373505]",None,"[7.660359555198436, 7.59071669085906, 7.572849574758852, 8.769482273595965]",False,584.9994127000682,587.8618884999305,587.8618884999305,589.0986053999513,['space'],1,[0.2487443001009524],3.466293789446354,4.46914408961311,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.5058531998657,None,1414.213562373095,2.0,6.349055446025293e-05,1,"[0.6588639413448405, 0.6588639413448405, 0.6588639413448405, 0.6588639413448405]","[561.2310241546867, 707.1067811865478, 890.8987181403395, 1122.4620483093731]",Major_3rd,"[8.769302855033663, 10.327016674808721, 9.72102126158546, 8.212626858769866]",False,590.5351112999488,593.5425084999297,593.5425084999297,594.7694214000367,['space'],1,[0.3298650998622179],3.6603455897420645,4.66779538965784,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.2493302999064,None,,,,,"[0.6762075409391468, 0.7141034074824647, 0.6620324589679694, 0.6770845499203626]","[507.7741510947086, 3021.947879022326, 3921.9476504259146, 1095.7378788154847]",None,"[7.685628092737151, 6.872527731548502, 8.0, 8.370891759669666]",True,596.2634793999605,599.3471148000099,599.3471148000099,600.5703628999181,None,1,,3.784366689622402,4.81334838969633,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.1122679999098,None,297.0475908769198,1.5907166908590604,0.0001412834025918928,1,"[0.6872784515708363, 0.6872784515708363, 0.6872784515708363, 0.6872784515708363]","[747.6952785983002, 1179.783411423802, 1037.7550314192445, 219.4318525598233]",None,"[10.380278878836705, 8.212626858769866, 8.370891759669666, 8.716273812593965]",False,602.1292890999466,605.2243709999602,605.2243709999602,606.4462544999551,['space'],1,[0.5448096999898553],3.8006599897053093,4.817763689672574,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.9853085998911,None,772.0668001134976,4.380278878836704,6.563379837611251e-05,1,"[0.7837215279094599, 0.7837215279094599, 0.7837215279094599, 0.7837215279094599]","[306.39491267247206, 386.0334000567489, 486.3716066939866, 612.7898253449439]",Major_3rd,"[7.618500119928713, 7.572849574758852, 7.685628092737151, 9.42921453756885]",False,608.0009059000295,611.3883155998774,611.3883155998774,612.6016746000387,['space'],1,[0.26622089999727905],4.17024558968842,5.195269389543682,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.2347983999643,None,435.2752816480623,0.0,7.47519207806232e-05,1,"[0.7015866548063225, 0.7015866548063225, 0.7015866548063225, 0.7015866548063225]","[2883.9221120254274, 415.92439654260227, 1023.4532801286058, 209.64898446797145]",None,"[7.437925777140254, 7.4560788134613265, 8.717211985379095, 9.0]",False,614.2619999998715,617.4010691998992,617.4010691998992,618.6299389998894,['space'],1,[0.2440157001838088],3.8261240895371884,4.8327782896813005,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.1423815998714,None,914.3808521522022,3.204935392988056,6.0191934361207634e-05,1,"[0.5664292620508523, 0.6400669640650104, 0.5990584779380772, 0.641154448750058]","[4608.190732989486, 3075.5983230056945, 2052.715608483262, 1370.0233017401752]",Perfect_5th,"[11.505687850120704, 6.872527731548502, 9.911413350473453, 8.770267240523891]",False,620.1410930999555,622.9616210998502,622.9616210998502,624.1647950999904,['space'],1,[0.4688524999655783],3.4974789896514267,4.500818589702249,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
