tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_late.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_time,Audiogram_both,Audiogram_none,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.1826901000022,None,812.2523963562351,10.0,0.00012243172279601027,1,"[0.5177553486034907, 0.7382622650528217, 0.4854670985602759, 0.5070951489512273]","[2046.7477839935486, 1624.5047927124701, 1289.3703084395784, 1023.3738919967743]",Major_3rd,"[10.0, 9.609120762538604, 11.205396031295534, 14.0]",False,487.2077352999913,489.97910270000284,489.97910270000284,491.1901144000003,['space'],1,[0.2993094999983441],3.271757410009741,4.273871710014646,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.522934099994,None,2000.0,-2.0,5.942511137185092e-05,0,"[0.7155676682472193, 0.7155676682472193, 0.7155676682472193, 0.7155676682472193]","[396.8502629920499, 594.6035575013606, 890.8987181403394, 1334.8398541700344]",Perfect_5th,"[6.505598694224707, 12.0, 15.434644929157692, 11.0]",False,492.54659040000115,495.7089535999985,495.7089535999985,496.9135777999909,None,0,,3.902711510032532,4.9328428100270685,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.52361299999757,None,2496.1803029109833,5.272511997982248,0.00015745892530833237,1,"[0.5550074298953241, 0.5550074298953241, 0.5550074298953241, 0.5550074298953241]","[3962.439238743194, 3530.132038505293, 3144.9901079705087, 2801.8676557549734]",Tone,"[6.5650310828955565, 9.0, 11.0, 11.547737168085696]",False,498.5366931000026,501.2212259999942,501.2212259999942,502.45648559999245,['space'],1,[0.3289327999955276],3.236717120016692,4.270697720014141,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.8772622999968,None,,,,,"[0.568691523578116, 0.7814387395439022, 0.7563008270909204, 0.47659136926748036]","[525.9681283763579, 4382.24585773171, 704.7185576727887, 286.8933610815128]",None,"[9.90502565043273, 5.0, 14.84535255238231, 6.893847117749152]",True,503.87899460000335,507.03010659999563,507.03010659999563,508.263580999992,None,1,,3.602280220016837,4.633816220011795,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.5699755999958,None,535.8867312681471,1.0,7.388082491012497e-05,1,"[0.5219543030145162, 0.5219543030145162, 0.5219543030145162, 0.5219543030145162]","[212.66679023771422, 267.94336563407364, 337.5874865420479, 425.3335804754283]",Major_3rd,"[8.0, 7.131455333704845, 6.486254574389276, 6.923981367143192]",False,509.594603599995,512.1956594999938,512.1956594999938,513.4044684999972,['space'],1,[0.25826649999362417],3.135352409997722,4.172331309993751,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.8100360999961,None,6487.479079973666,-5.002301975785692,7.62843893797404e-05,1,"[0.7902192245165309, 0.7846849779608085, 0.6898458072008138, 0.6408455370432014]","[4086.855726805723, 4587.340450255243, 5149.115558085941, 5779.686796310806]",Tone,"[6.0, 3.7547322211489256, 2.0, 1.1784144081800818]",False,514.8160391999991,518.0988761999906,518.0988761999906,519.3052527999971,['space'],1,[0.3276202999986708],3.9110013199970126,4.945317620004062,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.8248127999977,None,2195.868299187214,4.268044040814378,0.00012938178607380005,0,"[0.4899449596080876, 0.5504238479004662, 0.7243660529967624, 0.439056740697388]","[495.5618173933973, 130.99718932314096, 450.9069007421967, 3679.169314992696]",None,"[8.651526734635146, 8.250125814639645, 7.0, 8.018639609504586]",False,520.8272278999939,523.6115497999999,523.6115497999999,524.8431186999951,None,0,,3.226477620002697,4.240136420005001,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.1312012999988,None,,,,,"[0.7334343213480412, 0.44733009641696386, 0.6110304305282042, 0.6542331426241492]","[5174.785073807584, 189.82406406060028, 7636.239933105613, 153.09586422351728]",None,"[2.0, 8.322220697402269, 2.0, 8.476269928425005]",True,526.1280019999977,528.9466114999959,528.9466114999959,530.1857979999913,None,1,,3.4797147200006293,4.481100719989627,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.6611802999978,None,330.93119598036805,0.48625457438927666,9.992560101990594e-05,1,"[0.6609672376070006, 0.6609672376070006, 0.6609672376070006, 0.6609672376070006]","[208.47358994127566, 234.00369278389257, 262.6602643141653, 294.8261782915593]",Tone,"[8.0, 7.624387218337975, 7.131455333704845, 6.893847117749152]",False,531.6733221000031,534.692320599992,534.692320599992,535.9198655999935,['space'],1,[0.2883778999967035],3.6708584200096084,4.7048435200122185,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.4463420999964,None,189.4645708137998,-4.0,0.00019169242467719167,1,"[0.5950919259115763, 0.6908343355214839, 0.48408432599558976, 0.6744623341655489]","[477.4208019552084, 378.9291416275996, 300.7562590205292, 238.7104009776042]",Major_3rd,"[8.0, 6.3401916021253175, 6.6749930698778375, 7.624387218337975]",False,537.4606496999913,540.2600009000016,540.2600009000016,541.4924727000034,['space'],1,[0.38532510001095943],3.4641688100091415,4.495207110012416,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.0077043999918,None,203.0630990890589,-5.0,0.00014589441197552095,0,"[0.47004133486555, 0.47004133486555, 0.47004133486555, 0.47004133486555]","[2907.1314325514486, 693.0614549495045, 5250.985813857928, 677.1457576819136]",None,"[11.547737168085696, 14.84535255238231, 1.7354919848833203, 14.0]",False,543.0316061999911,545.465958300003,545.465958300003,546.6657316999917,None,0,,2.902886009993381,3.9259774099919014,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.9983772999985,None,,,,,"[0.5364666472084736, 0.67002033505368, 0.6088504101712271, 0.6926899254611649]","[7929.912885383591, 763.3567815968144, 881.6950910383563, 749.8245816061761]",None,"[2.6058941440388805, 15.424494065508316, 15.434644929157692, 15.424494065508316]",True,548.0216832000006,550.8659404999926,550.8659404999926,552.0744987999933,None,1,,3.543698220004444,4.564757420012029,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.9882436999906,None,2827.7466490173456,5.547737168085696,0.00012411247856347336,1,"[0.6530005484983576, 0.6530005484983576, 0.6530005484983576, 0.6530005484983576]","[380.2033768131186, 1497.291290399781, 296.85732123857866, 562.859323667373]",None,"[6.3401916021253175, 10.0, 6.893847117749152, 11.0]",False,560.9682370999944,563.949631800002,563.949631800002,565.1781383999914,['space'],1,[0.23143140001047868],3.6314707200217526,4.641248620027909,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.6781577999936,None,4001.9662335484268,0.5650310828955563,8.972654755798177e-05,1,"[0.5514084377099622, 0.47116480550438, 0.5591354709468532, 0.711129890454388]","[794.0906761344983, 1189.7916797341077, 1782.6732937546076, 2670.9920117915917]",Perfect_5th,"[15.606086819012052, 12.0, 9.44561707139802, 11.557044354572005]",False,566.67629019999,569.2940497999953,569.2940497999953,570.526567199995,['space'],1,[0.2715194999909727],3.2996938200085424,4.3098262200073805,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.0525747999927,None,329.87697769322364,-6.0,4.749197086349176e-05,0,"[0.5391187080240087, 0.5391187080240087, 0.5391187080240087, 0.5391187080240087]","[126.89768183135223, 1303.6434684735573, 3879.496528021872, 1826.9868116309835]",None,"[8.104446192087604, 11.205396031295534, 7.0, 9.512979454926166]",False,572.0629092000017,574.7210590999894,574.7210590999894,575.9448048999911,None,0,,3.1945993100089254,4.207745510007953,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.3079848999914,None,2639.015821545789,-3.0,5.4693453493152915e-05,0,"[0.630046855639954, 0.6055822121283492, 0.7921107227398697, 0.5057866497617939]","[1047.2941228206273, 1319.507910772895, 1662.4757922855763, 2094.588245641254]",Major_3rd,"[14.0, 11.205396031295534, 9.609120762538604, 10.0]",False,577.3381807999976,580.3965876000002,580.3965876000002,581.6054414999962,None,0,,3.571228010012419,4.586986210008035,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.9790520999959,None,353.5533905932738,-7.0,3.9581673965746926e-05,0,"[0.7749976478634916, 0.7749976478634916, 0.7749976478634916, 0.7749976478634916]","[140.30775603867167, 176.77669529663694, 222.72467953508487, 280.6155120773433]",Major_3rd,"[8.383502550706392, 8.452616941870152, 7.880489113763942, 7.0]",False,583.0100527000031,586.3799429999926,586.3799429999926,587.6093594999984,None,0,,4.125260109998635,5.14519411000947,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.2021126000036,None,,,,,"[0.505740662560403, 0.505740662560403, 0.505740662560403, 0.505740662560403]","[3557.1666371483752, 1495.69518472103, 367.11491659539905, 287.6067351030292]",None,"[9.0, 10.0, 6.3401916021253175, 6.893847117749152]",True,589.1961165999965,591.7422236999992,591.7422236999992,592.9465536999924,None,1,,3.027157119999174,4.028123020005296,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.280184999996,None,284.1250676631745,0.8938471177491522,0.0001455651285472546,1,"[0.4449351791225965, 0.4449351791225965, 0.4449351791225965, 0.4449351791225965]","[178.98757677581932, 200.90676204971732, 225.5102156495295, 253.12665857265932]",Tone,"[8.452616941870152, 8.12511642922717, 7.624387218337975, 7.37405094293265]",False,594.278879599995,596.651664399993,596.651664399993,597.8551536000014,['space'],1,[0.20786360000784043],2.785696620019735,3.791412920021685,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.1337589999894,None,176.7766952966369,-2.0,0.0002780315447610839,1,"[0.7246962650798119, 0.7246962650798119, 0.7246962650798119, 0.7246962650798119]","[280.61551207734334, 250.00000000000006, 222.72467953508487, 198.42513149602496]",Tone,"[7.0, 7.37405094293265, 7.880489113763942, 8.12511642922717]",False,600.6985088999936,603.8906439999992,603.8906439999992,605.120181899998,['space'],1,[0.19905100000323728],3.91541516003781,4.938976460049162,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.674772600003,None,202.6581901831918,2.1251164292271705,0.00033236891292326654,1,"[0.7097677471774952, 0.7097677471774952, 0.7097677471774952, 0.7097677471774952]","[127.66665987270093, 143.30098054152793, 160.84991214338504, 180.54792185484666]",Tone,"[8.104446192087604, 8.383502550706392, 8.50402309052194, 8.452616941870152]",False,606.6960923000006,609.8512885999953,609.8512885999953,611.0865235999954,['space'],1,[0.20441479999863077],3.8434530200029258,4.847582219998003,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.6104979999945,None,557.331616581632,5.0,0.00011114414259290728,1,"[0.7463783243264087, 0.7463783243264087, 0.7463783243264087, 0.7463783243264087]","[5245.280178098018, 2761.2307234050127, 367.39209838663675, 246.53334529073348]",None,"[1.7354919848833203, 11.547737168085696, 6.3401916021253175, 7.37405094293265]",False,612.6060632000008,615.8907991000015,615.8907991000015,617.1082698999962,['space'],1,[0.23045200000342447],4.00342712001293,5.011871720009367,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.6795684999961,None,2462.2888266898335,-3.0,6.02174900085011e-05,0,"[0.5497010730289791, 0.5497010730289791, 0.5497010730289791, 0.5497010730289791]","[927.5574389296942, 3345.0730644183745, 155.48060631809983, 1002.1223962213985]",None,"[15.0, 10.0, 8.476269928425005, 14.321076609125381]",False,620.7883148999972,623.4519820999994,623.4519820999994,624.6652976999903,None,0,,3.2539514600503026,4.267908560053911,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.087139299998,None,870.5505632961246,11.0,0.00014324970272564454,1,"[0.4459166334383972, 0.6923220839599781, 0.7943977907452322, 0.7288137639456246]","[135.5798308963628, 170.62575220269076, 648.1307300734782, 236.84037783562184]",None,"[8.250125814639645, 8.50402309052194, 13.903905323176307, 7.624387218337975]",False,626.0995124999899,629.0572316000034,629.0572316000034,630.2738013999915,['space'],1,[0.14698370000405703],3.7111517100129277,4.743189610016998,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.8824020999891,None,3899.7933093006986,1.0,9.220878072065328e-05,1,"[0.6042512329557921, 0.5920914564727121, 0.5399984561597236, 0.4258916163759966]","[149.82403564540596, 235.6175807576079, 155.99925500740787, 4114.408622548087]",None,"[8.476269928425005, 7.624387218337975, 8.476269928425005, 6.0]",False,631.8929898999922,634.6803808999975,634.6803808999975,635.909261599998,['space'],1,[0.24103230000764597],3.1713779200217687,4.208970320018125,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.1622459999926,None,707.1067811865476,7.0,9.940581809693379e-05,1,"[0.6069914233312428, 0.516504262633023, 0.45880865012530475, 0.4344037581801576]","[231.3292207706896, 408.098661961091, 418.60808885655456, 7176.402848002058]",None,"[7.624387218337975, 6.505598694224707, 6.505598694224707, 1.3362064578969797]",False,638.0217162999907,640.6510362999979,640.6510362999979,641.8834281000018,['space'],1,[0.21033750000060536],3.038116110008559,4.070888410002226,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.130989199999,None,143.97537708009682,2.3835025507063916,0.0007286463300950519,1,"[0.6295423796168318, 0.7953135977405462, 0.6154853113564929, 0.6322182820932761]","[362.7952164995317, 287.95075416019364, 228.5466650344639, 181.39760824976585]",Major_3rd,"[6.356615356648497, 6.893847117749152, 7.624387218337975, 8.452616941870152]",False,643.1342746000009,646.1894996999908,646.1894996999908,647.3967579000018,['space'],1,[0.20355770000605844],3.6775670200004242,4.715795320007601,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.9145939000009,None,,,,,"[0.5522458364807326, 0.4142547172215765, 0.6030460568966104, 0.510498967369524]","[7942.883113064699, 304.6300562514634, 379.8390351967198, 397.7750654373445]",None,"[2.6058941440388805, 6.6749930698778375, 6.3401916021253175, 6.505598694224707]",True,648.9145012999943,651.5237848999968,651.5237848999968,652.760841700001,None,1,,3.107972920013708,4.127067720008199,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.0919531999971,None,353.5533905932738,-6.0,4.441136864173166e-05,0,"[0.47439755949732243, 0.6663229760737195, 0.430530462087781, 0.6914713745926537]","[1781.7974362806788, 1189.2071150027211, 793.7005259840998, 529.7315471796477]",Perfect_5th,"[9.44561707139802, 12.0, 15.606086819012052, 9.90502565043273]",False,654.1265254000027,656.7344891999965,656.7344891999965,657.965733399993,None,0,,3.305063310006517,4.322048210000503,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,3,0,3,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.4904272999993,None,225.18841813819114,1.8804891137639423,0.00026832788374992297,1,"[0.6132475476864978, 0.6132475476864978, 0.6132475476864978, 0.6132475476864978]","[7476.070541887162, 509.95392880620824, 1102.4879296466625, 243.6130911283883]",None,"[1.8893666602066688, 9.0, 13.0, 7.37405094293265]",False,659.4899945999932,662.3819435999903,662.3819435999903,663.6133391999902,['space'],1,[0.314466399999219],3.476947220013244,4.511540420018719,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
