tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.7670931999746,None,902.410950430246,-2.0,3.278890261023954e-05,1,"[0.6387373270199919, 0.47301240563024505, 0.4644565285987562, 0.7238220834427083]","[358.12202300514895, 451.20547521512316, 568.4832760513531, 716.2440460102977]",Major_3rd,"[8.78921793928857, 7.0, 2.479650305886871, 1.5065839802177479]",False,437.7736420999863,440.37991879999754,440.37991879999754,441.6060878999997,['space'],1,[0.3076752999913879],3.3364238000358455,4.341472400032217,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.16080319997855,None,,,,,"[0.6486018855863137, 0.4458203275488615, 0.7266024999724072, 0.4278439919306347]","[2062.7361064735746, 7840.388688300402, 2971.5535742490497, 1028.671458603061]",None,"[4.440927439868993, -1.0, 4.308986853041107, 5.06055000320855]",True,443.16654609999387,446.0001349999802,446.0001349999802,447.22253139998065,None,1,,3.2708385000296403,4.284914500021841,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.48621109998203,None,359.81730371989977,2.7892179392885694,0.00011992536990333789,1,"[0.5354243304662856, 0.5035664638743198, 0.6151175640118178, 0.6067024655478699]","[1341.4136612275686, 2156.8787926689483, 268.4890502549948, 318.51006478333017]",None,"[4.442200552808806, 4.828475417338947, 6.13337686125661, 8.0]",False,448.48802029999206,451.1606868999952,451.1606868999952,452.3728646999807,['space'],1,[0.26394950001849793],3.27263639998273,4.284650299989153,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.8223155000014,None,125.0,-7.0,0.00032282711451732784,0,"[0.5023582983585025, 0.7386358298241559, 0.6839622045675529, 0.7880558613468929]","[265.9412890317886, 361.0020576411023, 431.98366826567775, 3045.4200075420495]",None,"[6.13337686125661, 8.78921793928857, 7.4875205611352, 4.308986853041107]",False,455.06974389997777,458.0125541999878,458.0125541999878,459.223874599993,None,0,,3.7552790000336245,4.764931800047634,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.86888229998294,None,1319.5079107728945,0.0,5.27835709944967e-05,1,"[0.6211628409975516, 0.6211628409975516, 0.6211628409975516, 0.6211628409975516]","[317.98353361895016, 7841.895565114928, 223.97644908221343, 406.2229554770206]",None,"[8.0, -1.0, 5.199138554488693, 8.352345427553765]",False,460.94659379997756,463.8467426999996,463.8467426999996,465.0556913999899,['space'],1,[0.25700380001217127],3.5152715000440367,4.532047000044258,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.52036779999617,None,,,,,"[0.7745745675331873, 0.7745745675331873, 0.7745745675331873, 0.7745745675331873]","[2542.483004552079, 2265.0948496490455, 2017.970098018619, 1797.8069735703225]",Tone,"[5.301282829788761, 5.1460154689617825, 4.440927439868993, 4.0]",True,466.52384149999125,469.876618099981,469.876618099981,471.0928713999747,None,1,,4.134081400028663,5.136035800009267,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.7058500999992,None,1866.0659830736151,-6.0,3.446376225943923e-05,0,"[0.6899383016374436, 0.6621205606897487, 0.7530437022375349, 0.5244309161620769]","[4702.1916251344355, 3732.1319661472303, 2962.195104573129, 2351.0958125672178]",Major_3rd,"[-3.0839600630279165, 0.9627018844564637, 4.308986853041107, 5.1460154689617825]",False,472.7254478999821,475.869670199987,475.869670199987,477.08071629999904,None,0,,3.684005500021158,4.709313400031533,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.46639159999904,None,1529.552220480916,-2.264628748154152,3.914035005015863e-05,1,"[0.6274066271737132, 0.6274066271737132, 0.6274066271737132, 0.6274066271737132]","[2428.012803831702, 2163.1134945619942, 1927.1150394973504, 1716.8643183971587]",Tone,"[5.301282829788761, 4.828475417338947, 4.0574235575589865, 3.7654575652601103]",False,478.4706460000016,481.3918383999844,481.3918383999844,482.60288729998865,['space'],1,[0.3454778000013903],3.528485200018622,4.556518200028222,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.07424089999404,None,1865.4650826805362,-1.9425764424410135,5.496199254874257e-05,1,"[0.7075540791427045, 0.7075540791427045, 0.7075540791427045, 0.7075540791427045]","[242.74812708543928, 2977.5877732173212, 213.40914487767645, 760.1520190518731]",None,"[5.537557901548146, 4.308986853041107, 5.199138554488693, 2.047633898018567]",False,484.0859288999927,487.237793599983,487.237793599983,488.455865099997,['space'],1,[0.26775679999263957],3.8472076000180095,4.850777300016489,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.98338499999954,None,,,,,"[0.5661754004211085, 0.5661754004211085, 0.5661754004211085, 0.5661754004211085]","[2825.733887729294, 1292.9382199115196, 363.35285968979156, 876.5324724017986]",None,"[4.908739591731656, 4.442200552808806, 8.78921793928857, 3.723018073591315]",True,489.99038740000105,492.7222189999884,492.7222189999884,493.9213737999962,None,1,,3.288574600010179,4.301898600009736,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.33366199999,None,133.63116257791836,0.18425475409495107,0.0006597256749996298,1,"[0.43389166471044305, 0.4809109500835934, 0.4811139413787566, 0.6868021644855149]","[5007.625266046278, 1803.5493746905886, 1517.5944661137125, 7801.151311502861]",None,"[-4.042775762931498, 4.0, 3.735371251845848, -1.0]",False,495.34011059999466,497.76220659998944,497.76220659998944,498.96703169998364,['space'],1,[0.31649679999100044],3.0961717999889515,4.118743500002893,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.50211189998663,None,3031.4331330207992,-5.0,3.250253881325064e-05,0,"[0.7243798299226065, 0.4080806068106948, 0.676349219569409, 0.7786753341229194]","[1516.8112270549002, 346.5854067272769, 623.7078451336034, 566.5163504334884]",None,"[3.735371251845848, 8.78921793928857, 1.698292829809227, 2.479650305886871]",False,501.7134121999843,504.5385975999816,504.5385975999816,505.73918769997545,None,0,,3.618165100022452,4.630210100032855,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,2,0,2,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.3796759999823,None,125.0,-4.0,0.00045600541967795504,1,"[0.7082310291131227, 0.7082310291131227, 0.7082310291131227, 0.7082310291131227]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[5.416622651675733, 6.171133378872256, 6.571339210100276, 6.475215026484154]",False,507.40221579998615,510.54255749998265,510.54255749998265,511.75570579999476,['space'],1,[0.35312539999722503],3.883377800055314,4.909760400041705,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.7751426999748,None,299.8051284537386,1.7097477706382591,0.0001396759651470017,1,"[0.7919932132600026, 0.459369935873132, 0.7193390127620176, 0.7682857110375786]","[755.4615844106032, 599.6102569074772, 475.9109762929258, 377.7307922053016]",Major_3rd,"[2.0, 2.0, 6.0, 8.790195709713082]",False,515.7642021999927,518.7534315999947,518.7534315999947,519.9558662999771,['space'],1,[0.20733979999204166],3.7739333000208717,4.776591700006975,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.6064406999794,None,799.9951198444205,-3.1591710410923306,2.6669444138964797e-05,0,"[0.4607099540848346, 0.6604417770219935, 0.46950411720858004, 0.46402867353733857]","[173.48275808071648, 845.1101979896348, 363.8998077830268, 1113.7935847847396]",None,"[6.171133378872256, 3.0, 8.78921793928857, 5.2053088615713285]",False,521.6104403999925,524.2217498999962,524.2217498999962,525.4615130999882,None,0,,3.0751731999916956,4.107566999999108,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.7819450999959,None,125.0,-7.0,0.00032282711451732784,1,"[0.4081189093567357, 0.7383940855492359, 0.42860177139265176, 0.4913288610507674]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[5.416622651675733, 6.171133378872256, 6.571339210100276, 6.475215026484154]",False,526.792169399996,529.3941786999931,529.3941786999931,530.6282619999838,['space'],1,[0.4631611999939196],3.1105705999943893,4.141270499996608,None,1,['space'],0,,[-3.557438199990429],,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.9761319999816,None,,,,,"[0.5363913041389692, 0.5363913041389692, 0.5363913041389692, 0.5363913041389692]","[402.0363904863214, 4706.910738250942, 2417.3333952142225, 2429.1070279020946]",None,"[8.352345427553765, -3.0839600630279165, 5.301282829788761, 5.301282829788761]",True,531.9841814999818,534.6323255999887,534.6323255999887,535.8665266000025,None,1,,3.177302800002508,4.212515999999596,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.2473905999796,None,195.9690124073476,-0.22115900230631344,0.0002730805701355473,1,"[0.5563203245288244, 0.5563203245288244, 0.5563203245288244, 0.5563203245288244]","[493.81096771825366, 391.9380248146952, 311.08141644859273, 246.90548385912683]",Major_3rd,"[5.0, 8.790195709713082, 7.709747770638259, 5.537557901548146]",False,537.2537939999893,539.9366953999852,539.9366953999852,541.1734840999998,['space'],1,[0.2658432000025641],3.2505681999900844,4.254067400004715,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.5725351999863,None,189.4645708137998,-7.0,0.00013570784394859175,0,"[0.6817706296406351, 0.6817706296406351, 0.6817706296406351, 0.6817706296406351]","[706.2572632009583, 297.48063672958415, 3118.1125615728283, 729.592971793803]",None,"[1.5065839802177479, 7.0, 4.0, 1.5065839802177479]",False,542.6063284999982,545.677025299985,545.677025299985,546.9086292999855,None,0,,3.784887500019977,4.814483700029086,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.4560103999975,None,500.0,-6.0,3.58071705106451e-05,1,"[0.5905593728828288, 0.6164232080423898, 0.7731180140763594, 0.6524866271932943]","[5085.048893378433, 3027.20279213597, 381.33520058809506, 159.95404684369996]",None,"[-4.042775762931498, 4.308986853041107, 8.790195709713082, 6.459574941411008]",False,548.4797550999792,551.4816657999763,551.4816657999763,552.7169999999751,['space'],1,[0.2669556000037119],3.6828264000068884,4.713676400016993,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.2267689,None,3541.244184680032,-4.0,4.788155717062253e-05,1,"[0.4996303385156141, 0.7388394110130074, 0.778074506332742, 0.6909722740742061]","[539.633166594762, 585.8649372648839, 220.72701680111172, 363.41525967675443]",None,"[3.6129955185513642, 2.479650305886871, 5.199138554488693, 8.78921793928857]",False,554.2394032999873,557.2858511999948,557.2858511999948,558.4911080999882,['space'],1,[0.3289699000015389],3.7448304000135977,4.780447099998128,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.0808098999842,None,,,,,"[0.7395502074145373, 0.44652238662297294, 0.4773433950760088, 0.44904375838743993]","[1419.389676669644, 161.96888113117066, 1605.5265995518546, 7511.324560840195]",None,"[4.0, 6.459574941411008, 3.647019961438937, -1.524323124432895]",True,560.0782758999849,562.7631133999967,562.7631133999967,563.9959883999836,['space'],0,[0.19690469998749904],3.1435209999908693,4.153868699999293,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.2778663999925,None,250.0,-7.0,7.481178280472168e-05,0,"[0.7166182544154952, 0.44484489761136614, 0.4718279804946717, 0.6113257052371757]","[7401.462951478811, 267.6929098604096, 1319.5462548298008, 226.08689885788016]",None,"[-1.524323124432895, 6.13337686125661, 4.442200552808806, 5.223862564447552]",False,565.2985522999952,567.9727065999759,567.9727065999759,569.2050620999944,None,0,,3.2797739999950863,4.312106700002914,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.6480849999934,None,1148.6983549970344,-1.0,4.480502791392034e-05,1,"[0.5415647996144595, 0.5415647996144595, 0.5415647996144595, 0.5415647996144595]","[1823.4449771164332, 1624.5047927124706, 1447.2692374403775, 1289.3703084395786]",Tone,"[4.0, 3.647019961438937, 4.0, 4.442200552808806]",False,570.6758561999886,573.3419855999819,573.3419855999819,574.5740841999941,['space'],1,[0.3542777999828104],3.207487699983176,4.237066199973924,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.9512704999943,None,2094.551343935992,-1.1715245826610539,6.720378814152318e-05,1,"[0.6076639085237678, 0.6867140783419516, 0.5288186933997555, 0.5609342484301356]","[831.2232516913501, 1047.2756719679962, 1319.4846641552765, 1662.4465033827]",Major_3rd,"[3.0, 5.290295154862364, 4.442200552808806, 3.647019961438937]",False,575.9633870999969,578.8117017999757,578.8117017999757,580.0122157000005,['space'],1,[0.3299395999929402],3.412680800014641,4.445099300035508,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.4728325999749,None,1694.3196340451316,-2.2345424347398897,4.7170380983727284e-05,1,"[0.48726444736175223, 0.48726444736175223, 0.48726444736175223, 0.48726444736175223]","[5251.841209518684, 256.3426531798178, 3865.681369500854, 7707.0912755128265]",None,"[-4.622411110452054, 5.537557901548146, 0.0, -1.0]",False,581.4667107999849,583.9516910999955,583.9516910999955,585.1894235999789,['space'],1,[0.33099839999340475],2.9823795999982394,4.016285300021991,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.5426138999755,None,,,,,"[0.6409992645979905, 0.7683062689236896, 0.7079054919619958, 0.6522127333877088]","[698.7631883165272, 622.5272287548506, 554.6087101051542, 494.1001889021489]",Tone,"[1.5065839802177479, 1.698292829809227, 3.0, 5.0]",True,586.5381886999821,589.6909444999765,589.6909444999765,590.9291921999829,None,1,,3.781109000032302,4.817615200008731,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.399982199975,None,139.91051289098584,0.4752150264841535,0.0006231518215873927,1,"[0.7313380127027289, 0.6332748212837475, 0.473310674213981, 0.4503248698652839]","[248.9467888387405, 204.47854263512312, 514.8151355761731, 3699.513296468278]",None,"[5.537557901548146, 5.416622651675733, 4.0, 1.0]",False,592.4127879999869,595.2987209999992,595.2987209999992,596.531341199996,['space'],1,[0.32233190000988543],3.3145441000233404,4.347327700001188,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.8202079999901,None,164.93848884661182,-8.0,0.00015651004536898976,0,"[0.6741842845779655, 0.4870433907001445, 0.4885871413652123, 0.46394296764049736]","[1588.903852732068, 7990.598459367822, 255.7340225538956, 2228.59828160101]",None,"[3.647019961438937, -0.2632778101216129, 5.537557901548146, 5.0]",False,598.7094992999919,601.4012549999752,601.4012549999752,602.6126615999965,None,0,,3.1276995000080206,4.145835400006035,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.9062635999871,None,4249.772400532726,-7.840594364852442,4.100465195324363e-05,1,"[0.796058318634381, 0.48800155040043436, 0.7890218756480724, 0.483795826132977]","[129.61480136187478, 689.530481536671, 811.3523241153299, 627.3087883881892]",None,"[6.0, 1.5065839802177479, 2.8408289589076694, 1.698292829809227]",False,603.9041714999767,607.0161936999939,607.0161936999939,608.2209766999877,['space'],1,[0.32650970001122914],3.5868272999941837,4.612436900002649,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
