tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_both,Audiogram_frequency,Audiogram_time,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,7,0,7,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.2564574000426,None,,,,,"[0.6320238119351707, 0.7227772980594865, 0.6902081447092374, 0.5534515791758057]","[3038.4861753396485, 3410.5854161314546, 3828.252692124988, 4297.068358248485]",Tone,"[25.15223632413791, 24.602096383335358, 25.0, 26.757894318066356]",True,991.2616213000147,994.3429500000784,994.3429500000784,995.5458681000164,None,1,3.613475719699636,4.644606219721027,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,7,0,7,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.9611218000064,None,574.3491774985172,13.0,0.000267323149697385,0,"[0.6003202406382195, 0.657987030875337, 0.4299024285793338, 0.5000611805807035]","[361.81730936009427, 406.1261981781175, 455.8612442791081, 511.68694599838716]",Tone,"[23.0, 22.424382756355705, 21.132904326090348, 20.592673545545708]",False,996.9806150000077,999.6982207000256,999.6982207000256,1000.9190013000043,None,0,3.243593009770848,4.263506809831597,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,7,0,7,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.282206700067,None,8000.0,33.0,0.008109050486794653,0,"[0.4749128966106353, 0.4749128966106353, 0.4749128966106353, 0.4749128966106353]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[30.673174063951816, 28.0, 24.602096383335358, 31.4639510954109]",False,1002.2921136000659,1004.7563102999702,1004.7563102999702,1005.9866867000237,None,0,2.931704109767452,3.941180409863591,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,7,0,7,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.278199100052,None,897.500767614885,19.999999999999996,0.0004113922626149893,0,"[0.43656874296443976, 0.43656874296443976, 0.43656874296443976, 0.43656874296443976]","[6280.322170709393, 352.4905058792002, 5830.713814551951, 689.7262020161694]",None,"[35.0, 23.0, 34.0, 22.0]",False,1007.2745141000487,1009.6271192000713,1009.6271192000713,1010.8348598000593,None,0,2.778521319734864,3.8086572197498754,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,7,0,7,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.1435981000541,None,,,,,"[0.7779754623729453, 0.7779754623729453, 0.7779754623729453, 0.7779754623729453]","[183.8597987867928, 206.3756463479726, 231.6488307209161, 260.0170210194707]",Tone,"[13.47209236688566, 14.268407807522046, 16.854798477107213, 19.0]",True,1012.147979500005,1015.5287534999661,1015.5287534999661,1016.7604702999815,None,1,4.152786619728431,5.164135019760579,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,7,0,7,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.3653814999852,None,3575.623853854188,18.602096383335358,0.0006511982391669141,0,"[0.49924796347130895, 0.7428697537288379, 0.4666424288159081, 0.5260486587510816]","[5675.949067050726, 5056.695748065346, 4505.003759977121, 4013.502074981026]",Tone,"[33.07990894285818, 30.000000000000004, 28.0, 25.64520523886877]",False,1018.3868443999672,1021.137109000003,1021.137109000003,1022.3668787999777,None,0,3.274566719890572,4.311208019847982,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,7,0,7,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.764179400052,None,1515.7165665103996,19.0,0.00044233032710320856,1,"[0.7568830651814364, 0.7568830651814364, 0.7568830651814364, 0.7568830651814364]","[266.53084412549896, 2845.831554437564, 399.13827617771483, 470.0743104707389]",None,"[19.849273838440702, 25.863803070070993, 22.424382756355705, 21.132904326090348]",False,1023.7745773000643,1027.064854700002,1027.064854700002,1028.2845185999759,['space'],1,4.050047809956595,5.071250209934078,None,1,None,1,,[0.9735656999982893],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,7,0,7,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.8833293999778,None,436.7018974418296,15.791290315692192,0.0004600056405825512,1,"[0.4704612660810451, 0.4704612660810451, 0.4704612660810451, 0.4704612660810451]","[1705.1922423840338, 1078.4042098182415, 3860.220659151084, 452.5676095701016]",None,"[30.574079018182736, 28.577008912089823, 25.0, 21.132904326090348]",False,1029.8883901999798,1032.3234275999712,1032.3234275999712,1033.5315039000707,['space'],1,2.913806619704701,3.918379219714552,None,1,None,1,,[0.3842939999885857],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,7,0,7,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.8735081000486,None,287.17458874925893,13.0,0.0005722000152378535,0,"[0.6701676905383553, 0.5589341204064151, 0.4658318517819966, 0.7808110259631584]","[5434.609945369363, 576.7379042256962, 927.9585655577099, 7723.68734158911]",None,"[32.0, 20.36950650046022, 26.93262277190714, 36.806267975261164]",False,1034.9144779000198,1037.623609900009,1037.623609900009,1038.833656999981,None,0,3.506724009872414,4.519265309791081,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,7,0,7,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.480579199968,None,,,,,"[0.5290342394381772, 0.5290342394381772, 0.5290342394381772, 0.5290342394381772]","[5340.308160833587, 484.166961312, 150.4491092966533, 1219.935945375779]",None,"[32.0, 21.0, 14.012707831730403, 29.733553246263963]",True,1040.4719821000472,1043.076231700019,1043.076231700019,1044.2989089000039,None,1,3.153259219834581,4.158322319854051,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,7,0,7,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.6824974999763,None,8000.0,34.0,0.00909850429304992,1,"[0.46680836391528563, 0.46680836391528563, 0.46680836391528563, 0.46680836391528563]","[1079.7513372831347, 1845.913214065666, 274.7941384636707, 1310.5167899609457]",None,"[28.577008912089823, 30.316041856632342, 20.0, 30.14951529507025]",False,1045.7614164999686,1048.2014845000813,1048.2014845000813,1049.4061835000757,['space'],1,2.8972831898136064,3.9214421898359433,None,1,None,1,,[0.43811500002630055],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,7,0,7,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.733998700045,None,164.93848884661182,5.0,0.0006991046927313053,0,"[0.6241012765879556, 0.7275748628503061, 0.5496934512414349, 0.45707399918902974]","[261.82353070515677, 233.25824788420192, 207.809474035697, 185.13719403582058]",Tone,"[19.0, 16.854798477107213, 15.0, 13.47209236688566]",False,1050.7463973000413,1053.6796483000508,1053.6796483000508,1054.8850378000643,None,0,3.4047473098617047,4.417349909781478,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.563668900053,None,917.4714395742956,20.93262277190714,0.00046434237296794073,0,"[0.7165154829077072, 0.7165154829077072, 0.7165154829077072, 0.7165154829077072]","[1508.9316724598505, 352.46570130520297, 241.16994340558676, 895.054358837026]",None,"[30.626755575124612, 23.0, 18.0, 25.999999999999996]",False,1058.5650726000313,1061.7240955000743,1061.7240955000743,1062.9661023999797,None,0,3.8850288196699694,4.88891831971705,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.5304732000222,None,676.508558946502,16.0,0.0002970937650949545,1,"[0.7176261025119111, 0.5686597132641749, 0.5150193580514004, 0.42637075551838216]","[152.29306858576288, 2597.8262151489344, 1850.6954111098912, 5689.561357842028]",None,"[14.012707831730403, 27.0, 30.316041856632342, 33.07990894285818]",False,1064.5208145000506,1067.345122299972,1067.345122299972,1068.5697252000682,['space'],1,3.2449493198655546,4.252050219918601,None,1,None,1,,[0.4275511000305414],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.8401224999689,None,,,,,"[0.7676682445254639, 0.7676682445254639, 0.7676682445254639, 0.7676682445254639]","[1617.0944314538244, 545.1968380274529, 348.3119451990186, 3868.5218475221204]",None,"[30.673174063951816, 20.31287472400956, 23.0, 25.0]",True,1069.8330756999785,1073.181746999966,1073.181746999966,1074.3817523000762,None,1,4.089342519757338,5.097372519783676,None,1,['space'],0,[0.5856451999861747],,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.9973891000263,None,348.9718305544061,17.0,0.0006357476634877487,1,"[0.7985816644746029, 0.7985816644746029, 0.7985816644746029, 0.7985816644746029]","[553.9582509293325, 493.5206956562068, 439.6769551358431, 391.7076357263701]",Tone,"[20.31287472400956, 20.592673545545708, 21.791290315692194, 22.869908733086287]",False,1075.992227400071,1079.4075116000604,1079.4075116000604,1080.6360836999957,['space'],1,4.204078019829467,5.231310619856231,None,1,None,1,,[0.4768592999316752],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081.283597700065,None,1866.0659830736151,19.0,0.000612861988184373,0,"[0.4465144478417979, 0.4465144478417979, 0.4465144478417979, 0.4465144478417979]","[740.5487761432825, 933.0329915368078, 1175.547906283609, 1481.0975522865647]",Major_3rd,"[23.0, 26.93262277190714, 29.214969841516492, 30.626755575124612]",False,1083.5225383000216,1085.8802582999924,1085.8802582999924,1087.0827583000064,None,0,2.82028357940726,3.83032587938942,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.4089615000412,None,199.75870798945445,8.0,0.0006689681118674637,1,"[0.4387197565368689, 0.7797169935165293, 0.7607123049349559, 0.502219677608743]","[125.84010054785841, 141.2507370204066, 158.54859160113418, 177.96477688517533]",Tone,"[18.0, 15.115265097683078, 14.0, 13.147815514579257]",False,1088.4001385000302,1091.4155014000135,1091.4155014000135,1092.621843400062,['space'],1,3.5235893197823316,4.524750919779763,None,1,None,1,,[0.3823889000341296],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.9821550999768,None,8000.0,35.0,0.01020868972334765,0,"[0.6781555515490998, 0.4000641542245225, 0.40483135266548126, 0.4099718283980426]","[291.35990680081284, 2327.0779543106873, 2008.3578637022401, 933.3341117957419]",None,"[21.146209754046666, 28.52430684289407, 29.881351237623132, 26.93262277190714]",False,1093.993393199984,1096.4914306000574,1096.4914306000574,1097.7311566000571,None,0,2.9166742097586393,3.948651309707202,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.002371200011,None,,,,,"[0.6227037625921964, 0.5236616288073555, 0.4150262695569462, 0.7082459739102638]","[171.59602191903338, 257.10353400517386, 385.2200444899565, 577.1779188140518]",Perfect_5th,"[13.147815514579257, 19.0, 22.869908733086287, 20.36950650046022]",True,1098.9915082000662,1101.5672737000277,1101.5672737000277,1102.768810700043,None,1,3.294540319708176,4.299918219679967,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.3432795000263,None,8000.0,34.0,0.00909850429304992,1,"[0.457425431854854, 0.49648595068952905, 0.63231347756637, 0.6041651275986566]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[30.673174063951816, 28.0, 24.602096383335358, 31.4639510954109]",False,1104.346496000071,1106.951757300063,1106.951757300063,1108.1599104000488,['space'],1,3.2212345097213984,4.232212309725583,None,1,None,1,,[0.4027324999915436],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.6162698999979,None,757.8582832551998,23.0,0.0005690296941495141,1,"[0.47763080752902853, 0.47763080752902853, 0.47763080752902853, 0.47763080752902853]","[125.23491952935856, 1156.5847573535045, 758.7253106776595, 699.351167340424]",None,"[18.0, 29.214969841516492, 23.64480579705644, 22.51952926543764]",False,1109.6215259999735,1112.071597000002,1112.071597000002,1113.2933355000569,['space'],1,2.9718625098466873,3.9763103098375723,None,1,None,1,,[0.31953890004660934],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.6438577000517,None,1007.0110593787597,21.818442329398145,0.0005467308660049023,1,"[0.7723170747683422, 0.7723170747683422, 0.7723170747683422, 0.7723170747683422]","[399.6326037503636, 503.5055296893799, 634.3772155941177, 799.2652075007271]",Major_3rd,"[22.424382756355705, 20.592673545545708, 21.0, 24.805826966679735]",False,1114.6428945000516,1117.9763490000041,1117.9763490000041,1119.1957815000787,['space'],1,4.114545319811441,5.136900219717063,None,1,None,1,,[0.3332356000319123],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.8398989000125,None,353.5533905932738,11.0,0.00031440841208643823,0,"[0.5300051903930577, 0.5300051903930577, 0.5300051903930577, 0.5300051903930577]","[890.8987181403395, 707.1067811865477, 561.2310241546866, 445.4493590701697]",Major_3rd,"[25.999999999999996, 22.51952926543764, 20.36950650046022, 21.791290315692194]",False,1122.3814190999838,1124.987420200021,1124.987420200021,1126.212185600074,None,0,3.15466607932467,4.1562603793572634,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.5857090000063,None,164.53849934573805,7.332629287798131,0.0009178674606815724,0,"[0.5729234645741454, 0.7613377301160523, 0.6335217768839234, 0.5256336197290354]","[3609.610044960303, 1457.0280463402348, 5048.1125687568565, 143.2221198310852]",None,"[24.913705148798854, 30.448808367018295, 30.000000000000004, 15.115265097683078]",False,1127.5793507000199,1130.5816219999688,1130.5816219999688,1131.8083928000415,None,0,3.503321119816974,4.507010719738901,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.161774200038,None,371.39435602197256,16.869908733086287,0.0005856992874408595,1,"[0.6649182317146711, 0.6950958439275441, 0.46822959120893487, 0.5543995665354062]","[147.38794786108284, 185.6971780109863, 233.963783482117, 294.7758957221656]",Major_3rd,"[15.0, 13.47209236688566, 16.854798477107213, 21.146209754046666]",False,1133.153861299972,1136.017838699976,1136.017838699976,1137.2286974000745,['space'],1,3.419065819703974,4.420381319709122,None,1,None,1,,[0.3244153999257833],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137.6403862000443,None,1319.5079107728945,24.0,0.000836563223429657,1,"[0.5307683689758058, 0.71879504767824, 0.5910268806209265, 0.7345309153536977]","[136.01285618731268, 2162.773834074842, 178.6620988182577, 179.95171806088854]",None,"[16.0, 29.282955207381704, 13.147815514579257, 13.147815514579257]",False,1138.6764672000427,1141.534313900047,1141.534313900047,1142.7537812000373,['space'],1,3.6062139098066837,4.630415709805675,None,1,None,1,,[0.4455096999881789],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.3526071000379,None,,,,,"[0.6990176553908118, 0.43250770090840945, 0.4922947290134853, 0.7519459695524796]","[3406.2823900307567, 2161.66816015743, 134.4916938629365, 6904.593463602577]",None,"[24.602096383335358, 29.282955207381704, 16.517707918015578, 36.44079369897291]",True,1144.3733272000682,1147.0103687000228,1147.0103687000228,1148.2130025000079,None,1,3.388992919703014,4.394338919781148,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,8,0,8,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.8211228,None,2000.0,21.0,0.0008394020090612801,1,"[0.525324013673375, 0.5985980648339728, 0.45758912113952904, 0.7052915248077323]","[793.7005259841001, 1000.0000000000003, 1259.9210498948735, 1587.4010519681997]",Major_3rd,"[24.805826966679735, 27.818442329398145, 30.0, 30.673174063951816]",False,1149.8899372000014,1152.5050721999723,1152.5050721999723,1153.7334772000322,['space'],1,3.3035588898928836,4.3196641898248345,None,1,None,1,,[0.3672525000292808],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
