tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,Audiogram_frequency,Audiogram_both,Audiogram_time,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.3434940999141,None,408.79427966882,-1.5631242693138176,6.357070920165556e-05,1,"[0.47727377517274405, 0.47727377517274405, 0.47727377517274405, 0.47727377517274405]","[648.9204695848673, 578.1224145281853, 515.0485180313582, 458.8560644942184]",Tone,"[2.754373837127009, 3.0, 3.6707912903203397, 4.005196534947492]",False,416.356944500003,418.80428119993303,418.80428119993303,420.0308615999529,['space'],1,2.9426938198739663,3.948738419916481,None,1,None,1,[0.473648100043647],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.3467663999181,None,125.0,-5.0,0.00040641525808204974,1,"[0.5938965202876552, 0.5938965202876552, 0.5938965202876552, 0.5938965202876552]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[2.8230616391586922, 4.436875730686182, 2.991557543137688, -0.813030767644773]",False,422.01252009999007,424.8054063000018,424.8054063000018,426.03615059994627,['space'],1,3.387751239934005,4.410786539898254,None,1,None,1,[0.3128279000520706],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.46189829998184,None,,,,,"[0.7812287341021797, 0.6139741207431858, 0.40004399419962555, 0.4706648836975784]","[152.4396046488667, 228.40133844168042, 342.2153417552758, 512.7436683677018]",Perfect_5th,"[-1.136210621316466, 0.8322732586028652, 4.323537744665273, 3.6707912903203397]",True,427.4610470999032,430.26987909991294,430.26987909991294,431.4770594999427,None,1,3.2821119198342785,4.2929709198651835,None,1,None,1,,0,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.79404800001066,None,1022.7093584744936,-0.7450054712360834,4.1303279969429646e-05,1,"[0.6027397891157834, 0.6027397891157834, 0.6027397891157834, 0.6027397891157834]","[607.2323096175013, 299.81677946829615, 281.3301537478265, 162.9487952903189]",None,"[2.8230616391586922, 3.5745719369322506, 2.991557543137688, -1.1722083607040013]",False,432.8008171999827,435.6469164999435,435.6469164999435,436.8765734999906,['space'],1,3.4461249199230224,4.461362519883551,None,1,None,1,[0.38020680006593466],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.3085505999625,None,130.7123016101541,-6.761321206828752,0.0003084718333236526,0,"[0.6913777753724679, 0.6146954203400631, 0.7046940252450995, 0.5714141180313737]","[207.4928450811432, 184.8551097060825, 164.68718027884069, 146.71959780456612]",Tone,"[-0.40430455611886007, -0.813030767644773, -1.1722083607040013, -1.0]",False,438.30436889990233,441.35121769993566,441.35121769993566,442.55515899998136,None,0,3.618173419847153,4.647946119890548,None,1,None,1,,,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.00385129998904,None,4000.0,-1.0,7.481178280472168e-05,1,"[0.5598838115411966, 0.5598838115411966, 0.5598838115411966, 0.5598838115411966]","[3025.1154537753637, 194.5524772461913, 474.37943643268835, 3218.7958352023975]",None,"[4.168932372875219, -0.813030767644773, 4.0, 4.276055605350804]",False,444.0212525000097,446.711526399944,446.711526399944,447.9349101999542,['space'],1,3.2579607198713347,4.290290319942869,None,1,None,1,[0.42450670001562685],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.41142489993945,None,8000.0,3.0,0.0002564306919956826,1,"[0.5807087930733874, 0.7585120778424271, 0.425775971560038, 0.5083061327197929]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[5.350645207416182, 3.0, 4.0, 4.046049986249185]",False,449.387590099941,452.1957660999615,452.1957660999615,453.4097484999802,['space'],1,3.2808942198753357,4.30463431996759,None,1,None,1,[0.3288594000041485],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.7435578999575,None,,,,,"[0.51104089995181, 0.5403064383063616, 0.5090245541312608, 0.7335091184948938]","[762.7647096744209, 1172.0164793419938, 4854.649549509968, 207.0168155882406]",None,"[3.092109227946553, 6.372236586911086, 3.45311567350506, -0.40430455611886007]",True,454.7442977000028,457.3247013000073,457.3247013000073,458.53822919994127,None,1,3.3340055198641494,4.360631919815205,None,1,None,1,,0,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.1522441999987,None,3245.5129351737387,-1.7239443946491966,5.796912494776623e-05,1,"[0.4261743320947247, 0.4261743320947247, 0.4261743320947247, 0.4261743320947247]","[474.61315463829857, 7615.603331403374, 1215.7146726768103, 731.5883893720003]",None,"[4.0, 9.0, 6.683787031380474, 3.0]",False,460.1574604999041,462.45682849991135,462.45682849991135,463.67479049996473,['space'],1,2.7424534199526533,3.754901019972749,None,1,None,1,[0.4321201000129804],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.9716085999971,None,428.6151185785545,-1.7209914296731452,6.159499868921435e-05,1,"[0.7180480650029196, 0.7180480650029196, 0.7180480650029196, 0.7180480650029196]","[2160.084840801232, 1441.6836669450092, 962.2084078720982, 642.1970654225862]",Perfect_5th,"[2.9203225638743593, 6.530561368431182, 5.0, 2.754373837127009]",False,464.9725053999573,468.150794499903,468.150794499903,469.3673095999984,['space'],1,3.9051070199348032,4.923342919908464,None,1,None,1,[0.7983179999282584],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.9389993000077,None,615.5722066724584,0.0,5.34153907348926e-05,1,"[0.7486702948108748, 0.5619010201787366, 0.7679396462945446, 0.6147123466564663]","[3429.1982234294005, 685.0798503035169, 561.7381691984292, 403.5560260661538]",None,"[4.165649081379183, 2.840435712491632, 3.0299226339438463, 4.436875730686182]",False,470.9714425000129,474.08790389995556,474.08790389995556,475.30937259993516,['space'],1,3.732090159901418,4.744944659876637,None,1,None,1,[0.43074139999225736],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.74434769991785,None,1160.4784278346378,0.37223658691108563,5.298762618203816e-05,1,"[0.6282812365858619, 0.6547431562581327, 0.7557786874938617, 0.7153860270402235]","[230.2680846413883, 345.0123007970308, 516.9343718936975, 774.5264276891294]",Perfect_5th,"[0.8322732586028652, 4.323537744665273, 3.6707912903203397, 3.092109227946553]",False,476.74217420001514,479.7966792999068,479.7966792999068,481.0270365999313,['space'],1,3.784289119881578,4.790937419864349,None,1,None,1,[0.34009399998467416],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.5809505999787,None,329.87697769322364,-5.0,5.328686774000889e-05,1,"[0.5794945080305018, 0.5794945080305018, 0.5794945080305018, 0.5794945080305018]","[831.2378961427881, 659.7539553864474, 523.6470614103135, 415.618948071394]",Major_3rd,"[3.4838960020331875, 2.754373837127009, 3.332236962200369, 4.436875730686182]",False,482.59442539990414,485.36496619996615,485.36496619996615,486.5787635999732,['space'],1,3.3242835198761895,4.3475093197776005,None,1,None,1,[0.5192297000903636],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.1326180999167,None,615.5722066724584,-3.0,3.781520069199877e-05,1,"[0.740672498610399, 0.740672498610399, 0.740672498610399, 0.740672498610399]","[2018.462036857745, 2507.3483320980445, 429.34326010188784, 1022.2607386985766]",None,"[3.2454748692368316, 3.106486730434091, 4.279008570326855, 5.254994528763916]",False,504.1543294999283,507.42033519991674,507.42033519991674,508.6500650999369,['space'],1,4.008411759859882,5.04130335978698,None,1,None,1,[0.2097318999003619],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.22673359990586,None,,,,,"[0.5414248760749949, 0.7569470043461548, 0.5733127015141349, 0.40043831164532434]","[242.59817725652496, 272.30724695947936, 305.65455019162346, 343.0856324831697]",Tone,"[1.0, 2.313053696080658, 3.5745719369322506, 4.323537744665273]",True,510.21879199997056,513.1271830999758,513.1271830999758,514.360386999906,None,1,3.3054621199844405,4.323974619968794,None,1,None,1,,0,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.5875621999148,None,127.19783549795031,-6.47505031340731,0.0003336547360708406,1,"[0.7375548158398402, 0.7375548158398402, 0.7375548158398402, 0.7375548158398402]","[641.0369217797318, 427.84081559303246, 285.549485947096, 190.58141708997493]",Perfect_5th,"[2.754373837127009, 4.279008570326855, 2.991557543137688, -0.813030767644773]",False,515.5977620999329,518.8280065999134,518.8280065999134,520.0320603,['space'],1,3.9716471198480576,5.002572219935246,None,1,None,1,[0.4032788999611512],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.6517241999973,None,2828.42712474619,-6.0,3.282073027694465e-05,1,"[0.46944665946076836, 0.4632858339780803, 0.7647543282778395, 0.5835145387818386]","[4489.848193237493, 4000.000000000001, 3563.594872561358, 3174.8021039363994]",Tone,"[3.2084435504672473, 3.5351726824326306, 4.0, 4.276055605350804]",False,521.6682756999508,524.4044055999257,524.4044055999257,525.6147674999665,['space'],1,3.290687219821848,4.318741119815968,None,1,None,1,[0.4556695999344811],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.0372028999263,None,4192.072736428482,-2.7321749288801813,7.093499877413697e-05,1,"[0.7119010700547552, 0.6943922000647031, 0.6060758874733598, 0.7680005591501896]","[6654.500671733782, 5928.486118311653, 5281.680683316647, 4705.442550393393]",Tone,"[7.153997528836262, 6.0, 4.046049986249185, 3.2084435504672473]",False,527.0287288000109,530.0788201999385,530.0788201999385,531.3137314999476,['space'],1,3.8151019199285656,4.840464019915089,None,1,None,1,[0.2898365999571979],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.9157119999873,None,1148.6983549970344,-5.0,2.827006143192812e-05,0,"[0.7163030033460603, 0.7163030033460603, 0.7163030033460603, 0.7163030033460603]","[1823.4449771164332, 1624.5047927124706, 1447.2692374403775, 1289.3703084395786]",Tone,"[4.0, 5.350645207416182, 6.530561368431182, 6.747195786821025]",False,532.9447633000091,536.1339307999006,536.1339307999006,537.3521857999731,None,0,3.8925426199566573,4.904960719984956,None,1,None,1,,,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.9002203999553,None,,,,,"[0.5209441920444605, 0.4807986882709354, 0.47115477070114986, 0.4810243373541372]","[201.91571058340375, 226.6427220872899, 254.3978540685114, 285.55193636325026]",Tone,"[-0.40430455611886007, 0.8322732586028652, 1.5706783981663497, 2.991557543137688]",True,538.9044174000155,541.3949757999508,541.3949757999508,542.5994791999692,None,1,2.9882399199996144,4.000466820085421,None,1,None,1,,0,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.9430088999216,None,7931.200480193979,3.4475687076275285,0.0002668888864323528,0,"[0.554543026595684, 0.5678864714517404, 0.7811386553744426, 0.7361681563422477]","[165.5937949921568, 194.42173793567983, 3309.0802412521907, 4464.632946233594]",None,"[-1.1722083607040013, -0.813030767644773, 4.276055605350804, 3.2084435504672473]",False,543.9496543999994,546.8948291999986,546.8948291999986,548.1300546999555,None,0,3.6714801198104396,4.679590419866145,None,1,None,1,,,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.6759860999882,None,1000.0,-7.0,1.9677503772788864e-05,0,"[0.5956443669090404, 0.5162865265069457, 0.6301899189991889, 0.5986399125472924]","[629.9605249474365, 707.1067811865474, 793.7005259840997, 890.8987181403393]",Tone,"[2.8230616391586922, 2.840435712491632, 3.4838960020331875, 4.000957316205357]",False,549.6987618999556,552.4660756000085,552.4660756000085,553.6720591000048,None,0,3.378728259820491,4.392393359798007,None,1,None,1,,,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.1150670999195,None,5694.405930839346,-1.0,0.00011331268007386443,1,"[0.5420002693360392, 0.5420002693360392, 0.5420002693360392, 0.5420002693360392]","[1129.9132456185416, 1692.9570121669608, 2536.5694721777595, 3800.559991153286]",Perfect_5th,"[6.372236586911086, 5.0, 3.106486730434091, 3.878558029931074]",False,555.1189188999124,557.768778199912,557.768778199912,558.9751800999511,['space'],1,3.188574819942005,4.1926557199331,None,1,None,1,[0.36806230002548546],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.3604188999161,None,,,,,"[0.7852694605207777, 0.6739306907202325, 0.5470168809403494, 0.6008142313643985]","[4146.4584128079205, 3694.074484792802, 3291.0462232168416, 2931.988861604489]",Tone,"[3.2678250711198187, 3.878558029931074, 4.276055605350804, 4.0]",True,560.3580272999825,563.4003422999522,563.4003422999522,564.626966199954,None,1,3.6226724199950695,4.640240919892676,None,1,None,1,,0,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.04144489998,None,1363.935094771539,0.747195786821025,5.632319065158452e-05,1,"[0.6992035023553821, 0.6992035023553821, 0.6992035023553821, 0.6992035023553821]","[413.16881498438084, 250.75410099129004, 378.51781328781937, 132.45207463630337]",None,"[4.436875730686182, 1.5706783981663497, 4.456966316652261, -0.761321206828752]",False,566.033259299933,569.1482737999177,569.1482737999177,570.3546664000023,['space'],1,3.8160734199918807,4.823844719910994,None,1,None,1,[0.5538204000331461],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.9098729999969,None,2143.5469250725882,-6.0,3.9089510241962354e-05,1,"[0.766666122745564, 0.766666122745564, 0.766666122745564, 0.766666122745564]","[5401.399784672766, 4287.093850145177, 3402.668643803426, 2700.6998923363826]",Major_3rd,"[4.046049986249185, 3.2678250711198187, 4.165649081379183, 3.474299885712254]",False,571.9242246999638,575.2540568999248,575.2540568999248,576.4891959999222,['space'],1,4.1098067599814385,5.12562915997114,None,1,None,1,[0.4041256000055],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.079441000009,None,125.0,-5.0,0.00040641525808204974,1,"[0.700152815814141, 0.700152815814141, 0.700152815814141, 0.700152815814141]","[3886.0890288535393, 147.77106646128524, 253.39043001330256, 6139.990193693628]",None,"[3.5351726824326306, -1.0, 1.5706783981663497, 6.017769004954904]",False,578.1473616999574,581.2670823999215,581.2670823999215,582.477041499922,['space'],1,3.85883743991144,4.8943108399398625,None,1,None,1,[0.4254150000633672],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.0762736999895,None,615.3714361976772,-3.1769383608413078,3.7074394493256114e-05,1,"[0.7658381391719399, 0.7658381391719399, 0.7658381391719399, 0.7658381391719399]","[905.4660525313915, 761.6791820079951, 3242.132921851153, 394.01959040023394]",None,"[4.606256195904452, 3.092109227946553, 4.276055605350804, 4.436875730686182]",False,584.0831521999789,587.4003481999971,587.4003481999971,588.6349308999488,['space'],1,4.087694519897923,5.098958819871768,None,1,None,1,[0.4161223000846803],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,3,0,3,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.2361295999726,None,915.6262795413419,-1.3937438040955477,3.547917846521067e-05,1,"[0.5735313316448862, 0.5735313316448862, 0.5735313316448862, 0.5735313316448862]","[1453.466119353655, 1294.8911025925845, 1153.6168234310642, 1027.7557492198653]",Tone,"[6.530561368431182, 6.747195786821025, 6.372236586911086, 5.254994528763916]",False,590.2550681999419,593.010998899932,593.010998899932,594.2434840999776,['space'],1,3.3170342198573053,4.3273423198843375,None,1,None,1,[0.25484439998399466],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
