tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,8,0,8,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226.775978000136,None,3249.0095854249403,-5.0,3.9789718818038276e-05,1,"[0.6820550650836306, 0.5464549735047499, 0.6405259774060486, 0.41751184804008123]","[1289.3703084395788, 1624.5047927124706, 2046.747783993549, 2578.740616879157]",Major_3rd,"[12.0, 14.259634010736352, 10.0, 4.0]",False,1227.807845900068,1230.700374300126,1230.700374300126,1231.9179559000768,['space'],1,[0.34426709986291826],3.298425020184368,4.307490620063618,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.17423650017,None,535.8867312681471,5.0,0.00011709321645346851,0,"[0.4502994584779426, 0.4502994584779426, 0.4502994584779426, 0.4502994584779426]","[212.66679023771422, 267.94336563407364, 337.5874865420479, 425.3335804754283]",Major_3rd,"[11.191061034939638, 11.097731581488885, 13.0, 13.0]",False,1233.1959800000768,1235.5662581999786,1235.5662581999786,1236.7860958999954,None,0,,2.8344645199831575,3.8489254200831056,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.0981550000142,None,6062.8662660415985,-7.0,5.3080510785632595e-05,0,"[0.6571310376158934, 0.7246228168050486, 0.45285117950288606, 0.4810890979641502]","[297.6010662228336, 385.30448718363704, 2612.803822656229, 394.2625007577413]",None,"[12.0, 13.35483667658238, 4.0, 13.139930138205095]",False,1238.1339516001754,1241.0018023999874,1241.0018023999874,1242.2085514999926,None,0,,3.3300383200403303,4.359305220190436,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242.5430811000988,None,,,,,"[0.5168110804364915, 0.5872820681950763, 0.6828782662205681, 0.6146980343271147]","[622.159678256982, 790.0026268337995, 1168.2850348139543, 1478.3166920992674]",None,"[12.527670868621039, 13.0, 10.14876247157516, 14.0]",True,1243.5613407001365,1246.3657869000454,1246.3657869000454,1247.5925490001682,None,1,,3.4267619198653847,4.448367319768295,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248.0488953001332,None,154.22972805971287,9.697045039826907,0.0014123990300580571,1,"[0.6744499645414441, 0.6294488964982847, 0.5406486612848529, 0.44526776893782843]","[244.82443256675757, 218.11377314316024, 194.31728090199422, 173.1170164681029]",Tone,"[10.737984022260164, 11.191061034939638, 13.0, 14.136184155122894]",False,1249.0616602001246,1251.9209992999677,1251.9209992999677,1253.1544125000946,['space'],1,[0.44760259985923767],3.316686919890344,4.331040319986641,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.445838100044,None,3448.873932044127,-7.573204365542794,3.1054742068994866e-05,1,"[0.4961258654202198, 0.4961258654202198, 0.4961258654202198, 0.4961258654202198]","[684.3432634790685, 1025.3563546835717, 1536.2986825428723, 2301.8471882503077]",Perfect_5th,"[13.33283077798073, 10.379185723991384, 14.061754902344383, 7.2413617942191095]",False,1254.4576777999755,1256.9618808999658,1256.9618808999658,1258.1650290000252,['space'],1,[0.3768660998903215],3.0160326201003045,4.038236620137468,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.5446061000694,None,164.93848884661182,-1.0,0.0003503823469658471,1,"[0.47966680127930394, 0.630496600016974, 0.5540591786471274, 0.6685626777213953]","[831.2378961427879, 554.7847360339226, 370.27438807164117, 247.1285050882241]",Perfect_5th,"[12.931393040306567, 12.0, 13.35483667658238, 10.737984022260164]",False,1259.5537296000402,1262.2529778999742,1262.2529778999742,1263.46008180012,['space'],1,[0.45123959984630346],3.351228619692847,4.353354119695723,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.9768735000398,None,250.0,4.0,0.00026544222211549425,1,"[0.6737994451370584, 0.6737994451370584, 0.6737994451370584, 0.6737994451370584]","[2399.822684252736, 148.20169686398603, 442.81131748087125, 5944.96382950701]",None,"[6.0, 15.904518781883633, 12.746699646986363, 4.252363104021113]",False,1265.0029246001504,1268.0401189001277,1268.0401189001277,1269.265682999976,['space'],1,[0.433718099957332],3.7110158200375736,4.721784820081666,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.77814820013,None,,,,,"[0.7892658057050636, 0.7110950306759813, 0.6426098828749485, 0.4161147731053316]","[2000.2540544897845, 2106.4986167336765, 1925.6684223777252, 363.5854718996051]",None,"[10.877239177966782, 9.051824630496561, 12.0, 13.299892230202929]",True,1270.7880090000108,1273.945353700081,1273.945353700081,1275.1535388000775,None,1,,3.609390419907868,4.637982619926333,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.4648258001544,None,7198.541061799386,-6.0,7.880913541792246e-05,1,"[0.7849282725353149, 0.6474932213112196, 0.7404981207732279, 0.41958415709823377]","[926.6717603152665, 4262.881915298102, 146.67013516937828, 1500.6073219533746]",None,"[11.206371528990989, -1.4946441071950893, 15.904518781883633, 14.0]",False,1276.48270030017,1279.6686696000397,1279.6686696000397,1280.8791621001437,['space'],1,[0.2901124998461455],3.6369102199096233,4.639853019965813,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.1770159001462,None,338.0915545097027,7.0,0.00020736459410180142,1,"[0.7628599327815977, 0.6668024169251316, 0.7922823779936039, 0.5487197892747332]","[134.17172232256652, 169.0457772548514, 212.98433315922722, 268.343444645133]",Major_3rd,"[15.679776902457883, 15.0, 11.191061034939638, 11.097731581488885]",False,1282.1892689999659,1285.4373356001452,1285.4373356001452,1286.6545013000723,['space'],1,[0.3238442000001669],3.800484819803387,4.824972919654101,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.0688583001029,None,125.0,5.0,0.0012851978913844323,1,"[0.45605534236298817, 0.45605534236298817, 0.45605534236298817, 0.45605534236298817]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[12.37755819938783, 10.737984022260164, 12.0, 15.697045039826907]",False,1288.15400650003,1290.5482302000746,1290.5482302000746,1291.7588437001687,['space'],1,[0.45081049972213805],2.8566243797540665,3.8875232797581702,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.106529300101,None,3902.1034643381495,-8.225816271421172,3.189302532286106e-05,0,"[0.45440771544530567, 0.45440771544530567, 0.45440771544530567, 0.45440771544530567]","[310.28564206253185, 4333.203633722078, 328.623888345874, 1453.3317847375183]",None,"[12.37755819938783, -1.4946441071950893, 12.9516136381955, 13.234828385420311]",False,1293.1124315999914,1295.4903623999562,1295.4903623999562,1296.6991868000478,None,0,,2.859515819931403,3.8638331200927496,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.0266593000852,None,500.0,5.0,0.00012704863527746526,0,"[0.5754378806039455, 0.6480808594342309, 0.6696718304714722, 0.7838034954587175]","[314.98026247371826, 353.5533905932737, 396.85026299204986, 445.44935907016963]",Tone,"[12.37755819938783, 13.299892230202929, 13.139930138205095, 12.746699646986363]",False,1298.0596646000631,1300.9916612999514,1300.9916612999514,1302.2030728999525,None,0,,3.6872071200050414,4.715845320140943,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,8,0,8,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.8345862000715,None,712.6082208686273,7.33283077798073,0.00010216659778298947,1,"[0.6751241271731975, 0.7816639129115901, 0.7584754913344695, 0.7771386034675506]","[1131.1950394480461, 1007.7802106109748, 897.8300978005186, 799.8756832382975]",Tone,"[10.14876247157516, 10.379185723991384, 12.0, 13.0]",False,1303.8515643000137,1307.0962784001604,1307.0962784001604,1308.3079355000518,['space'],1,[0.2912430998403579],4.025803020223975,5.0438416202086955,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.5745125999674,None,233.2582478842019,-5.0,0.00011262740412183961,0,"[0.6919639794692454, 0.6958889421211245, 0.43913567623799127, 0.4288692688445852]","[334.59087429240583, 6312.030175705096, 207.85965133618578, 3480.0747719120577]",None,"[13.0, 4.0, 11.997537070210154, -1.5732043655427939]",False,1331.5935508999974,1334.4458669000305,1334.4458669000305,1335.6519740000367,None,0,,3.2650473199319094,4.271120419958606,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.9442302000243,None,,,,,"[0.7128171279452964, 0.6731697323290533, 0.6430064387178298, 0.5378702610250558]","[293.814141718909, 261.75864222888003, 233.20043882386489, 207.75797201794583]",Tone,"[12.0, 11.0, 10.753016668528463, 11.997537070210154]",True,1336.946012499975,1340.010918200016,1340.010918200016,1341.2123364000581,None,1,,3.593190420186147,4.6035923201125115,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.5925347001757,None,2459.778323145405,-0.45704978077219527,8.06465745721114e-05,1,"[0.5063875156909116, 0.5063875156909116, 0.5063875156909116, 0.5063875156909116]","[6198.252974812019, 4919.55664629081, 3904.65469776959, 3099.1264874060093]",Major_3rd,"[4.0, 1.5260602889550174, -2.2258162714211718, 0.9409126315812122]",False,1342.607032299973,1345.1665340000764,1345.1665340000764,1346.3708087000996,['space'],1,[0.34067949978634715],3.0787991201505065,4.094573420006782,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.7570042000152,None,1513.0019256656037,8.061754902344383,0.000124974961757502,0,"[0.5873828044070066, 0.476305889978554, 0.5849894766083449, 0.4122798337082322]","[447.29483484125154, 320.35721661855297, 149.53964287002697, 266.5043827728654]",None,"[12.746699646986363, 12.9516136381955, 15.697045039826907, 11.097731581488885]",False,1347.770703200018,1350.4609754001722,1350.4609754001722,1351.6866258999798,None,0,,3.087550120195374,4.106927620014176,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351.9297617000993,None,757.8582832551998,1.0,4.5199635245948114e-05,0,"[0.7694857615785847, 0.7694857615785847, 0.7694857615785847, 0.7694857615785847]","[150.37812951026473, 225.3126156527078, 337.5874865420478, 505.80972015096177]",Perfect_5th,"[15.697045039826907, 11.0, 13.0, 12.0]",False,1352.9615873000585,1356.290243800031,1356.290243800031,1357.524608900072,None,0,,4.093353120144457,5.121315120020881,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.147072199965,None,,,,,"[0.4293161827097205, 0.7340539565729242, 0.5174487860651888, 0.7075231677826845]","[1536.3896477219319, 1219.433271513423, 967.8648290027153, 768.1948238609658]",Major_3rd,"[14.061754902344383, 10.914583335165958, 11.0, 13.342534610553045]",True,1359.141451700125,1361.8460600001272,1361.8460600001272,1363.0637674001046,None,1,,3.4177843199577183,4.432247220072895,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363.622436700156,None,707.1067811865476,5.0,7.896084801026046e-05,1,"[0.7424505676193676, 0.7424505676193676, 0.7424505676193676, 0.7424505676193676]","[1074.1271991268309, 598.6984881453918, 128.52438783012715, 3637.1524674708608]",None,"[9.966061332597004, 12.527670868621039, 15.075302660145345, -2.0]",False,1364.6309361001477,1367.893417299958,1367.893417299958,1369.115402000025,['space'],1,[0.36064659990370274],3.9978526199702173,5.018171420088038,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369.703344100155,None,701.3727153258502,7.33283077798073,0.00010445850794984044,1,"[0.7869111496951865, 0.7869111496951865, 0.7869111496951865, 0.7869111496951865]","[153.9157600800448, 1476.8938102062282, 2717.4585587613037, 143.97060874983504]",None,"[15.697045039826907, 14.0, 3.0, 15.904518781883633]",False,1370.6987092001364,1374.099145699991,1374.099145699991,1375.325399900088,['space'],1,[0.10597939975559711],4.181699119973928,5.208502519875765,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.957879200112,None,164.93848884661182,-1.0,0.0003503823469658471,0,"[0.6595054587094145, 0.6595054587094145, 0.6595054587094145, 0.6595054587094145]","[4772.055191589025, 2256.455362526341, 160.91091074851505, 134.82780197368288]",None,"[1.0, 8.0, 15.075435120841334, 15.679776902457883]",False,1378.2690451000817,1381.2863306000363,1381.2863306000363,1382.5200435000006,None,0,,3.6584254794288427,4.687920079333708,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383.018852100009,None,307.7861033362292,-3.0,7.522887020865065e-05,1,"[0.4860529426396504, 0.45232324350834746, 0.5723558259453957, 0.4355458046849692]","[193.89309522921687, 217.63764082403108, 244.28999210856156, 274.2062449236566]",Tone,"[13.0, 11.191061034939638, 10.737984022260164, 11.097731581488885]",False,1384.0281869999599,1386.557546600001,1386.557546600001,1387.768733400153,['space'],1,[0.41847069980576634],2.9540236201137304,3.9687818200327456,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388.0548286000267,None,997.5779762408839,4.379185723991385,7.28199055148202e-05,1,"[0.4095379811408545, 0.7192300105889201, 0.4076509968730646, 0.6615595219473347]","[395.8890822262718, 498.78898812044207, 628.4347455887088, 791.7781644525434]",Major_3rd,"[13.139930138205095, 12.010814040623114, 12.527670868621039, 13.0]",False,1389.0661633999553,1391.6292294999585,1391.6292294999585,1392.8615814000368,['space'],1,[0.3733026999980211],3.2272067200392485,4.251501319929957,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393.3721130001359,None,,,,,"[0.7575768699833192, 0.7575768699833192, 0.7575768699833192, 0.7575768699833192]","[147.5670058711806, 266.3526702295383, 639.860791451893, 165.4636774314501]",None,"[15.904518781883633, 11.097731581488885, 12.998416328672665, 15.0]",True,1394.373534000013,1397.6601819000207,1397.6601819000207,1398.87741870014,None,1,,4.07273192005232,5.104187519988045,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.5262129001785,None,173.17413688668447,8.136184155122894,0.0009265844081300275,1,"[0.5563869125834628, 0.5563869125834628, 0.5563869125834628, 0.5563869125834628]","[274.89680706760794, 244.90521303740405, 218.18574036091, 194.3813964040356]",Tone,"[11.097731581488885, 10.737984022260164, 11.191061034939638, 13.0]",False,1400.5286750001833,1403.2107594001573,1403.2107594001573,1404.4263488000724,['space'],1,[0.3063848000019789],3.256749620195478,4.286081020021811,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,9,0,9,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.8719115999993,None,5346.676012429719,-2.8998373412240483,0.00010023468302379519,1,"[0.582085390085259, 0.582085390085259, 0.582085390085259, 0.582085390085259]","[125.2687086816132, 285.5419787635229, 3749.113260237484, 3304.948538333199]",None,"[15.075302660145345, 11.699596671114493, -2.229291087697346, -0.4465051926092025]",False,1405.862999000121,1408.6311888000928,1408.6311888000928,1409.8289499001112,['space'],1,[0.1811555998865515],3.372369419783354,4.3874149199109524,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
