tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,7,0,7,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.2404033000348,None,164.93848884661182,-3.0,0.00027831859114393215,1,"[0.6435411702810059, 0.6435411702810059, 0.6435411702810059, 0.6435411702810059]","[415.6189480713941, 329.8769776932237, 261.82353070515677, 207.809474035697]",Major_3rd,"[6.190460112012685, 4.674472989159394, 3.455552171016498, 5.0]",False,1237.2737581999972,1240.2239160999889,1240.2239160999889,1241.4478206000058,['space'],1,[0.26894199999514967],3.61527830013074,4.648078800179064,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,7,0,7,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.9588033000473,None,3031.4331330207992,11.0,0.00020507715578473032,1,"[0.42822778662817645, 0.40410106552322456, 0.5584783555298346, 0.455029410858578]","[324.902495696377, 1902.9279162442197, 353.0002592684182, 2038.5321832121886]",None,"[4.674472989159394, 10.61849427374204, 5.276290861042572, 11.130926003204255]",False,1242.9651550999843,1245.396543800016,1245.396543800016,1246.619041500031,['space'],1,[0.2724794000387192],2.8932595001533628,3.9025290000718087,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,7,0,7,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.9151524000335,None,230.35285825926266,-2.0,0.00016361192035128827,1,"[0.5466908409126935, 0.5466908409126935, 0.5466908409126935, 0.5466908409126935]","[580.4528300485903, 460.7057165185254, 365.66236952463515, 290.22641502429514]",Major_3rd,"[6.051973573215608, 6.44997255490173, 5.276290861042572, 3.6675546830051218]",False,1247.9058701000176,1250.5889191000024,1250.5889191000024,1251.792525799945,['space'],1,[0.23366509994957596],3.2112882001092657,4.2432499000569806,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,7,0,7,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.2159168999642,None,,,,,"[0.6509759554321766, 0.5263959504554756, 0.5887848542139325, 0.7160184375338885]","[5935.364724319091, 5287.808824591266, 4710.902103599533, 4196.936645381452]",Tone,"[6.139549794679203, 8.190272585555226, 11.0, 14.0]",True,1253.2108964000363,1255.9988878000295,1255.9988878000295,1257.2062828999478,None,1,,3.51233110006433,4.525725900079124,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,7,0,7,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.7900754000293,None,194.2979032731597,0.0,0.0002862091305048909,1,"[0.6750204040531735, 0.7982879286382814, 0.551772183574543, 0.40552405226121796]","[936.479318577315, 4575.835960841457, 6986.432369162553, 581.9922806342415]",None,"[5.552552403700736, 12.0, 6.235271880643747, 6.0]",False,1258.7910036999965,1261.833933499991,1261.833933499991,1263.036430499982,['space'],1,[0.22338340000715107],3.4551937001524493,4.480801900150254,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,7,0,7,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.3433672999963,None,358.91960853094827,-0.7237091389574278,8.024661110346495e-05,1,"[0.4323209447679948, 0.4323209447679948, 0.4323209447679948, 0.4323209447679948]","[348.93350839107086, 915.3465027930911, 343.42709713968287, 675.1878657969977]",None,"[5.276290861042572, 5.552552403700736, 5.0, 5.764280545125407]",False,1264.3554021000164,1266.6716203000396,1266.6716203000396,1267.8754467000253,['space'],1,[0.5717289999593049],2.759654800174758,3.7637976001715288,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,7,0,7,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.1735504999524,None,4287.0938501451765,6.0,0.000206896608099331,1,"[0.4401306122606466, 0.5918532081056704, 0.569810943897359, 0.7971010913247558]","[4144.14686994395, 2192.8467380146817, 4730.923076504739, 5520.3342490457635]",None,"[15.0, 12.0, 11.0, 7.0]",False,1269.245337100001,1271.8784978999756,1271.8784978999756,1273.0804230000358,['space'],1,[0.26393529993947595],3.416128200129606,4.4350541001185775,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,7,0,7,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.7332855999703,None,,,,,"[0.4377960340521929, 0.4377960340521929, 0.4377960340521929, 0.4377960340521929]","[439.65079945609864, 553.9252968378481, 697.9021415552709, 879.3015989121972]",Major_3rd,"[6.402990539645807, 6.223602336188723, 5.6586428705152665, 5.486761195015499]",True,1274.7237887999509,1277.0794759000419,1277.0794759000419,1278.3012207000284,None,1,,2.768943500239402,3.781915300176479,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,7,0,7,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.5733883000212,None,2035.987371071908,5.130926003204255,0.0001364969062582238,1,"[0.44613764789737587, 0.4173501621055996, 0.5332616577733098, 0.7432986412286983]","[3231.9284946335156, 2879.3209529902356, 2565.183346133621, 2285.318554865389]",Tone,"[17.27513827088565, 16.0, 14.0, 12.62177133348687]",False,1279.5738450000063,1281.9941814000485,1281.9941814000485,1283.1933545999927,['space'],1,[0.19402020005509257],3.1506415001349524,4.180447100079618,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,7,0,7,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.8253444000147,None,5656.85424949238,-7.0,5.7409421777346256e-05,0,"[0.5886439642030195, 0.5886439642030195, 0.5886439642030195, 0.5886439642030195]","[744.471621972295, 424.98550067293075, 203.17189993807423, 1348.3739801773459]",None,"[5.5706369273676914, 6.402990539645807, 5.349834201550752, 8.0]",False,1284.8306681000395,1287.6378506999463,1287.6378506999463,1288.8599713000003,None,0,,3.4079308002255857,4.433339400216937,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,7,0,7,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.3065050999867,None,574.3491774985172,-2.0,4.7537525293361234e-05,1,"[0.6201779326913188, 0.6201779326913188, 0.6201779326913188, 0.6201779326913188]","[227.93062213955415, 287.17458874925865, 361.8173093600944, 455.8612442791082]",Major_3rd,"[4.0, 3.6675546830051218, 5.276290861042572, 6.44997255490173]",False,1290.35326480004,1293.2335977000184,1293.2335977000184,1294.4690351999598,['space'],1,[0.2733594999881461],3.5030329001601785,4.523831000202335,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.5654081000248,None,659.7539553864473,-6.0,2.4335369146397992e-05,0,"[0.5355814847942126, 0.7863051779916639, 0.5874111639934516, 0.5397416284505396]","[1662.4757922855763, 1319.5079107728948, 1047.294122820627, 831.237896142788]",Major_3rd,"[10.0, 7.903959307362302, 6.0, 5.505543549071022]",False,1301.5723133999854,1304.5124482000247,1304.5124482000247,1305.7272691000253,None,0,,3.4831396001391113,4.488037500181235,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.1031513999915,None,,,,,"[0.5116218533196774, 0.5116218533196774, 0.5116218533196774, 0.5116218533196774]","[975.9546869655121, 1229.6258538514103, 1549.2314967623486, 1951.909373931024]",Major_3rd,"[5.744353958799096, 7.224440241281819, 9.201067646924706, 11.0]",True,1307.0993780000135,1309.6514877999434,1309.6514877999434,1310.8834900000365,None,1,,3.0808355001499876,4.098233100143261,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.2535430999706,None,893.532912339411,-0.5132388049845009,3.867248016676909e-05,1,"[0.5500742773817112, 0.5500742773817112, 0.5500742773817112, 0.5500742773817112]","[4503.1237001211775, 3005.474491589689, 2005.9135660326695, 1338.786685980371]",Perfect_5th,"[12.0, 16.76202069126697, 11.130926003204255, 8.0]",False,1312.249409400043,1314.9325355000328,1314.9325355000328,1316.131259100046,['space'],1,[0.18654089991468936],3.233081400161609,4.259900400182232,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316.5691207000054,None,5278.031643091578,0.0,0.00014249327094077098,1,"[0.7190755229231784, 0.7190755229231784, 0.7190755229231784, 0.7190755229231784]","[2094.5882456412546, 2639.01582154579, 3324.9515845711526, 4189.176491282508]",Major_3rd,"[11.778488868989728, 14.772803857532233, 17.27513827088565, 14.0]",False,1319.2050960999914,1322.3825963999843,1322.3825963999843,1323.5827454000246,['space'],1,[0.19402239995542914],3.894164200639352,4.9108554006088525,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.1635865999851,None,128.48676505808044,4.0,0.0010962355278639055,1,"[0.5661484624274052, 0.5661484624274052, 0.5661484624274052, 0.5661484624274052]","[965.7613234781194, 4325.7885270246425, 3522.076014717325, 5340.277918462878]",None,"[5.552552403700736, 13.768920892954359, 17.255005123640814, 8.0]",False,1325.1522836999502,1327.885392999975,1327.885392999975,1329.10118899995,['space'],1,[0.3728869999758899],3.2995589000638574,4.326034100027755,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.5402114000171,None,1195.6979365321647,1.0,5.8611916407382316e-05,1,"[0.574307428960367, 0.574307428960367, 0.574307428960367, 0.574307428960367]","[3012.9699991054767, 2391.3958730643294, 1898.0521622873637, 1506.4849995527384]",Major_3rd,"[16.76202069126697, 13.0, 10.61849427374204, 9.201067646924706]",False,1330.5568902000086,1333.3088937000139,1333.3088937000139,1334.5101506999927,['space'],1,[0.20004269992932677],3.328827800229192,4.343619600171223,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334.9663445999613,None,466.5164957684038,-3.0,5.1790195950526384e-05,1,"[0.5193547798741389, 0.5193547798741389, 0.5193547798741389, 0.5193547798741389]","[3960.5321626094146, 148.56594782901368, 788.8499651657063, 5084.923804807819]",None,"[15.433228278353976, 9.0, 5.505543549071022, 9.0]",False,1336.0002043000422,1338.5717418999411,1338.5717418999411,1339.78190479998,['space'],1,[0.3699847999960184],3.1203770000720397,4.15213040006347,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340.2022004999453,None,,,,,"[0.7220646522136592, 0.6224962033483202, 0.5086295731567567, 0.5903036648685236]","[198.08298872439408, 222.34063725882584, 249.56892711995295, 280.131649129435]",Tone,"[6.0, 4.513812465724815, 3.5204496957262235, 3.6675546830051218]",True,1341.2060720999725,1344.078923300025,1344.078923300025,1345.2898057999555,None,1,,3.4743623001268134,4.4974304002244025,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.7617602000246,None,161.30871885955003,2.157001307055994,0.0005209015785302243,1,"[0.5746855527763473, 0.43579619429964833, 0.4104185267827899, 0.4618029174747901]","[253.88486107864318, 5688.721921742256, 2786.5817016078427, 136.8427944390696]",None,"[3.5204496957262235, 6.891561803284695, 15.870546298537242, 9.84743044909529]",False,1346.7585206000367,1349.1958253999474,1349.1958253999474,1350.4039103999967,['space'],1,[0.394217099994421],2.8993903000373393,3.903535700053908,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.7356783000287,None,971.4337637857972,-0.2556460412009035,4.198641476355587e-05,1,"[0.6766403517197637, 0.6760819202364015, 0.7127922079632398, 0.4124159781376162]","[2447.85969514466, 1942.8675275715946, 1542.054978551002, 1223.92984757233]",Major_3rd,"[13.644897925100949, 11.0, 9.201067646924706, 7.224440241281819]",False,1351.7533000999829,1354.852008100017,1354.852008100017,1356.06801789999,['space'],1,[0.37772440002299845],3.4901536002289504,4.503212400129996,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.3193521000212,None,992.3474623008952,-0.2556460412009035,4.25635808726607e-05,1,"[0.4229143683676859, 0.4229143683676859, 0.4229143683676859, 0.4229143683676859]","[899.3165289692379, 7363.123836790295, 2008.9345484194866, 1490.666129143741]",None,"[5.486761195015499, 6.872770106313241, 11.130926003204255, 9.0]",False,1357.3182878999505,1359.6318007999798,1359.6318007999798,1360.8377253999934,['space'],1,[0.3774924000026658],2.709500800119713,3.731634500087239,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361.1180722999852,None,4000.0,7.0,0.00018791870214422208,0,"[0.5569659562165685, 0.5569659562165685, 0.5569659562165685, 0.5569659562165685]","[2519.842099789746, 2828.4271247461897, 3174.802103936399, 3563.594872561357]",Tone,"[14.0, 15.870546298537242, 17.0, 17.0]",False,1362.14189920004,1364.8422725000419,1364.8422725000419,1366.0752522000112,None,0,,3.2509892001980916,4.271578700165264,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,8,0,8,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.458809999982,None,,,,,"[0.4458445135377594, 0.4458445135377594, 0.4458445135377594, 0.4458445135377594]","[1660.0757074864416, 3315.3192562651398, 1520.8662609884937, 237.61668371888865]",None,"[10.0, 17.27513827088565, 9.201067646924706, 3.8816575338523966]",True,1367.458090799977,1369.8123230000492,1369.8123230000492,1371.013628500048,['space'],0,[0.4190512999193743],2.8157338000601158,3.8205604000249878,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
