tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,API_start,API_stop,API_duration,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,answer_too_late.rt,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.4956644999329,None,1650536582.4280174,1650536584.0121584,1.5841410160064697,4287.0938501451765,-2.0,8.236702324754047e-05,0,"[0.7185866032723345, 0.7701973409631144, 0.5874169583241412, 0.7212624082626101]","[6805.337287606852, 6062.8662660415985, 5401.399784672765, 4812.100144328471]",Tone,"[4.774566040266244, 3.8729078284856655, 3.0, 1.9130873754749476]",False,408.0767779999878,411.1928894999437,411.1928894999437,412.4275191000197,None,0,,3.8156373205129057,4.827150220517069,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.92085159989074,None,,,,293.22371425660697,3.3038114442381756,0.00017801208751868608,1,"[0.5273560904382735, 0.4903153038460572, 0.49757036745795163, 0.6940015148016805]","[184.71936496012927, 207.3404767555533, 232.7318162364803, 261.2326311595603]",Tone,"[3.0, 3.0, 3.5253033140191206, 4.941271169810042]",False,414.9189140999224,417.4670043999795,417.4670043999795,418.70146930008195,['space'],1,[0.35419560014270246],3.2538924203254282,4.2578623201698065,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.189037400065,None,,,,319.38128166565775,3.811330766738057,0.00015118148861439492,1,"[0.7582841620732723, 0.6263883372695999, 0.510941144060119, 0.6709389911062793]","[1101.929688786766, 1143.6601040652852, 6650.932256634756, 351.7677099573483]",None,"[7.0, 7.374753143792167, 4.3900618468875034, 5.893201081980479]",False,421.19104179996066,424.10450770007446,424.10450770007446,425.3084225000348,['space'],1,[0.28291249996982515],3.6130775201600045,4.637445620028302,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.83388280007057,None,,,,1162.2256477130713,5.105381356535168,9.150745239378078e-05,1,"[0.6985409165907175, 0.6985409165907175, 0.6985409165907175, 0.6985409165907175]","[3309.459084706122, 367.5850058695213, 458.5787183128073, 1408.226339746058]",None,"[0.12314290329400102, 5.289027767580068, 3.0, 9.58105541366995]",False,427.8374159000814,430.9484771999996,430.9484771999996,432.183671399951,['space'],1,[0.263052900088951],3.8153544201049954,4.845259620109573,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.70215229992755,None,,,,,,,,"[0.5753005451766482, 0.43054131259358164, 0.4771061716388044, 0.6659588902093541]","[1415.5150819349226, 182.3499181034666, 522.5834342524228, 465.6722079263012]",None,"[9.58105541366995, 3.0, 1.4829887434687423, 2.6311300037882948]",True,434.7016177000478,437.2237555999309,437.2237555999309,438.4546999000013,['space'],0,[0.6328561000991613],3.1745620199944824,4.188831220148131,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.91311389999464,None,1650536616.8497615,1650536619.0817704,2.232008934020996,4287.0938501451765,1.0,0.0001163465127759661,1,"[0.7386590530091365, 0.7386590530091365, 0.7386590530091365, 0.7386590530091365]","[4533.712296474883, 2035.9161011349956, 728.7901329126938, 219.9016709396969]",None,"[1.3072675182586222, 5.879256653915908, 2.335362874573512, 3.0952451234517246]",False,443.14748529996723,446.39789139991626,446.39789139991626,447.63351710001007,['space'],1,[0.2861654001753777],3.9973134407773614,5.028511440847069,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.1806838000193,None,,,,1322.870850091611,6.76323679566362,0.00011480825503739106,1,"[0.6224441295289626, 0.6224441295289626, 0.6224441295289626, 0.6224441295289626]","[4326.861329308679, 1951.7868374019108, 282.9024059524261, 153.64709847048977]",None,"[0.8358100735481013, 6.0, 5.596181116739962, 3.6893224035748413]",False,450.1856688999105,453.0708012999967,453.0708012999967,454.3061510999687,['space'],1,[0.24008950009010732],3.5213716202415526,4.529702320229262,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.7540797998663,None,,,,526.9263624577761,-0.6975054956328469,6.205537399467318e-05,1,"[0.4594855643143027, 0.4594855643143027, 0.4594855643143027, 0.4594855643143027]","[1327.7712316101756, 1053.8527249155522, 836.4434620752506, 663.8856158050878]",Major_3rd,"[9.103541586562777, 6.437138982256159, 4.0, 1.858479147960578]",False,456.7593839999754,459.1767992998939,459.1767992998939,460.4120207999367,['space'],1,[0.20556880021467805],2.8859922201372683,3.9183678200934082,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.7226616998669,None,1650536638.671374,1650536640.0008042,1.329430103302002,2462.2888266898335,3.0,0.00012014968851597731,1,"[0.6288806122079417, 0.6288806122079417, 0.6288806122079417, 0.6288806122079417]","[977.1599684342466, 1231.144413344917, 1551.1447618337354, 1954.3199368684927]",Major_3rd,"[5.565978271147425, 8.303968446146236, 9.6570143092373, 6.0]",False,464.06659860000946,466.98501259996556,466.98501259996556,468.18987159989774,['space'],1,[0.24456350016407669],3.5473123602569103,4.572614460252225,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.6540355000179,None,1650536646.58787,1650536649.089491,2.5016210079193115,500.0,-7.0,3.191317430952745e-05,0,"[0.627501649640808, 0.4993019580923066, 0.7663578369968904, 0.4322349290367926]","[5644.383175156049, 891.0688291681302, 516.6995957886953, 5350.24447484568]",None,"[3.247730475677683, 4.110395708048437, 1.9387558237431435, 2.566116844466812]",False,473.155425200006,476.0656673000194,476.0656673000194,477.29644639999606,None,0,,3.345555000938475,4.37297320086509,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.542635000078,None,1650536655.4937825,1650536658.6975243,3.2037417888641357,2462.2888266898335,-4.0,5.366889446213605e-05,1,"[0.5070943764567355, 0.5070943764567355, 0.5070943764567355, 0.5070943764567355]","[5172.020167457962, 2695.5351974436394, 275.4342644079576, 751.8270328930695]",None,"[2.566116844466812, 0.9712394348077362, 5.0, 2.8910624098854916]",False,482.7634715999011,485.30164580000564,485.30164580000564,486.5071765000466,['space'],1,[0.3965130001306534],3.066219760803506,4.089552660705522,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.88831209996715,None,,,,,,,,"[0.45986593665484277, 0.45986593665484277, 0.45986593665484277, 0.45986593665484277]","[799.359983426441, 2737.0721278578685, 1304.1165484220442, 560.2233729933957]",None,"[3.464680763121044, 0.4143334754883661, 9.0, 1.3517870611377325]",True,488.8927098000422,491.3106857999228,491.3106857999228,492.546156299999,['space'],0,[0.30792780010960996],2.890857720049098,3.9176870200317353,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.8225950000342,None,,,,196.48136853010317,0.6774070027430006,0.0003008267467496251,1,"[0.4862628790589729, 0.4862628790589729, 0.4862628790589729, 0.4862628790589729]","[1239.1639144520934, 552.4214999737139, 362.544248954654, 3511.965529156051]",None,"[8.303968446146236, 1.4829887434687423, 5.893201081980479, 0.17184970796578725]",False,494.83304629987106,497.3059688999783,497.3059688999783,498.5172260000836,['space'],1,[0.6076040002517402],2.986550820292905,4.017274120124057,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.259229300078,None,1650536679.1808844,1650536680.8954418,1.714557409286499,1414.213562373095,8.0,0.00012668031067102203,1,"[0.4635576974233652, 0.72623844845036, 0.6544200851169573, 0.4659008130867821]","[561.2310241546867, 707.1067811865478, 890.8987181403395, 1122.4620483093731]",Major_3rd,"[1.3517870611377325, 2.335362874573512, 4.110395708048437, 7.0]",False,504.9614371000789,507.8284020998981,507.8284020998981,509.06363019999117,['space'],1,[0.27347920020110905],3.3462157207541168,4.3797372207045555,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.377171699889,None,,,,2992.902119312326,-2.0,4.3898544762514394e-05,1,"[0.4662084590598982, 0.4662084590598982, 0.4662084590598982, 0.4662084590598982]","[593.86699657928, 889.7951236982352, 1333.186330807428, 1997.5225142440258]",Perfect_5th,"[1.3517870611377325, 4.110395708048437, 9.103541586562777, 5.879256653915908]",False,511.3828028999269,513.8010708000511,513.8010708000511,515.0343356998637,['space'],1,[0.2846020001452416],2.8884785203263164,3.9077500202693045,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.325637999922,None,,,,1291.2272225650024,6.76323679566362,0.00011651971796690346,1,"[0.5722657129392049, 0.6163513712013415, 0.600833212767574, 0.6864920494276909]","[228.65893621840277, 286.1045418900163, 842.2449860502389, 6050.473665139401]",None,"[3.5253033140191206, 5.596181116739962, 4.0, 3.8729078284856655]",False,517.3188614998944,520.1427861000411,520.1427861000411,521.3773145999294,['space'],1,[0.28752969997003675],3.5262663203757256,4.554259920259938,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.8881244000513,None,,,,,,,,"[0.6739835917387409, 0.6739835917387409, 0.6739835917387409, 0.6739835917387409]","[349.75944422232607, 440.66928617524036, 555.2085096943331, 699.5188884446519]",Major_3rd,"[5.893201081980479, 3.5168375051606526, 1.3517870611377325, 2.335362874573512]",True,523.8970679999329,526.9420863999985,526.9420863999985,528.1787616999354,None,1,,3.7156928202603012,4.74962892010808,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.6738845999353,None,1650536706.6073773,1650536708.7937098,2.1863324642181396,217.63764082403114,-6.0,0.00011571748233929631,0,"[0.7747475999535671, 0.562853835898855, 0.43632016664906403, 0.5558453211398426]","[1643.414803652882, 4964.6909307184505, 233.32742521629248, 3605.5754394633796]",None,"[9.0, 2.0, 3.5253033140191206, 0.17184970796578725]",False,532.9120161999017,535.7235727000516,535.7235727000516,536.9603679999709,None,0,,3.3560295407660306,4.392074640840292,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.3333361998666,None,,,,2714.7475789725686,-1.2539304131858673,6.279759764668129e-05,1,"[0.569399153943228, 0.7852419477358457, 0.7336362059326788, 0.549765259066598]","[538.6741453361473, 807.0992840876474, 1209.2825690906254, 1811.8766312120986]",Perfect_5th,"[1.4829887434687423, 3.464680763121044, 8.0, 8.0]",False,539.3410602000076,542.4658645000309,542.4658645000309,543.6709950999357,['space'],1,[0.3380448000971228],3.659939020173624,4.686206320067868,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.0582784998696,None,1650536721.9909742,1650536723.268545,1.2775707244873047,1624.5047927124701,9.0,0.00016306320454319325,1,"[0.5251200458829448, 0.5251200458829448, 0.5251200458829448, 0.5251200458829448]","[2578.7406168791576, 2297.396709994069, 2046.7477839935489, 1823.4449771164327]",Tone,"[1.0, 3.034886487796405, 5.0, 8.0]",False,547.3353091999888,549.9397585000843,549.9397585000843,551.1722627000418,['space'],1,[0.2277762999292463],3.1229359805583954,4.1539861804340035,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.549984900048,None,,,,,,,,"[0.7156058569083211, 0.7156058569083211, 0.7156058569083211, 0.7156058569083211]","[330.62618141054827, 247.55327581377225, 1257.6572388417012, 860.3167485401204]",None,"[6.159795749040223, 4.191212245504896, 8.303968446146236, 4.0]",True,553.5582854000386,556.7510905999225,556.7510905999225,557.9735115999356,None,1,,3.8839534202124923,4.919395320117474,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.4913144998718,None,1650536736.4401605,1650536739.8497343,3.409573793411255,125.0,4.0,0.0011454338263838868,1,"[0.5618224286151302, 0.5618224286151302, 0.5618224286151302, 0.5618224286151302]","[825.8016294132198, 337.72244474403794, 970.1431341242702, 1418.4990376084281]",None,"[3.464680763121044, 6.0, 5.0, 9.58105541366995]",False,563.9158966999967,566.6176760999952,566.6176760999952,567.8334025999065,['space'],1,[0.40955290012061596],3.257002541096881,4.275314141064882,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.2393443000037,None,,,,2895.3495158579794,-1.781506871556235,4.995487096881288e-05,1,"[0.6475087746608945, 0.6475087746608945, 0.6475087746608945, 0.6475087746608945]","[7295.823603664798, 5790.69903171596, 4596.080867288574, 3647.9118018323984]",Major_3rd,"[4.967547816596368, 3.247730475677683, 1.3072675182586222, 0.2889914060118919]",False,570.2375513999723,573.2255380998831,573.2255380998831,574.4567310998682,['space'],1,[0.3442815002053976],3.6217104201205075,4.651013720082119,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.9075314998627,None,1650536752.851859,1650536754.296949,1.4450898170471191,329.87697769322364,-10.0,2.9965407820159457e-05,0,"[0.5466428751447878, 0.5466428751447878, 0.5466428751447878, 0.5466428751447878]","[1662.4757922855758, 1109.5694720678453, 740.5487761432823, 494.2570101764482]",Perfect_5th,"[9.0, 7.0, 2.8910624098854916, 2.0]",False,578.364029899938,581.0412270999514,581.0412270999514,582.2614142999519,None,0,,3.1944323205389082,4.226315120467916,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.6390603999607,None,,,,2773.9366437845006,-1.781506871556235,5.610071787728854e-05,1,"[0.6268315618988816, 0.6268315618988816, 0.6268315618988816, 0.6268315618988816]","[301.6547616639776, 6691.618964620947, 1905.5505012978276, 2864.634922128088]",None,"[6.0, 4.3900618468875034, 7.0, 0.4143334754883661]",False,584.6326518999413,587.534283899935,587.534283899935,588.7524741999805,['space'],1,[0.3181197999510914],3.5413250201381743,4.545288420049474,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.2206593998708,None,1650536767.1682312,1650536768.842859,1.6746277809143066,203.0630990890589,-4.0,0.00016369622261606785,0,"[0.6784839241844995, 0.6443288913842158, 0.7721043157046937, 0.7680133396790724]","[322.3425771098949, 287.1745887492588, 255.84347299919378, 227.93062213955423]",Tone,"[6.159795749040223, 5.596181116739962, 4.191212245504896, 3.5253033140191206]",False,592.9101362999063,596.0184426000342,596.0184426000342,597.231273900019,None,0,,3.8970963407773525,4.9013477405533195,None,1,['space'],0,[0.470561700174585],,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.8470004000701,None,,,,,,,,"[0.5244456957570375, 0.5244456957570375, 0.5244456957570375, 0.5244456957570375]","[1530.0949715512659, 296.96283650614896, 1224.7742798906693, 1054.921190423289]",None,"[9.6570143092373, 6.0, 8.303968446146236, 6.437138982256159]",True,599.8454402000643,602.4604640998878,602.4604640998878,603.6714508000296,None,1,,3.1378822203259915,4.162269020220265,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.0386022999883,None,,,,165.4893118415439,1.1479791289012402,0.0004463950701549379,1,"[0.43563386700254, 0.7449294563094613, 0.6429321594101033, 0.5166012084461112]","[834.0138700871122, 556.6374763614334, 371.5109438859359, 247.95380707963724]",Perfect_5th,"[3.464680763121044, 1.3517870611377325, 5.289027767580068, 4.191212245504896]",False,606.0428814000916,608.8856357999612,608.8856357999612,610.1015031998977,['space'],1,[0.24764030030928552],3.369367220439017,4.392320720478892,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.4540609999094,None,1650536788.404691,1650536793.776095,5.371403932571411,1866.0659830736151,-1.0,6.12861988184373e-05,1,"[0.4036307606012944, 0.4036307606012944, 0.4036307606012944, 0.4036307606012944]","[2177.5829514620705, 3432.113665543615, 5713.608489015587, 158.75294835126718]",None,"[4.0, 0.17184970796578725, 3.247730475677683, 3.6893224035748413]",False,617.8441317998804,620.0991149998736,620.0991149998736,621.3006472999696,['space'],1,[0.22878220002166927],2.6439975614193827,3.6572696613147855,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
