tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_none,answer_too_late.rt,Audiogram_time,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,7,0,7,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.5060890000022,None,,,,,"[0.42746164391845676, 0.4212969391052928, 0.722411409463767, 0.6261320123257708]","[183.95952459721576, 206.4875847854093, 231.77447736868584, 260.1580546130895]",Tone,"[6.492421165504038, 7.0, 9.0, 12.0]",True,1020.5132225000125,1023.1167660999927,1023.1167660999927,1024.3296689999988,None,1,,3.239050166652305,4.272779266670113,None,1,['space'],0,[0.36159369998495094],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.8284897000121,None,1418.9984130509345,4.376196147230005,8.327118601292686e-05,0,"[0.644792207060001, 0.4123379345189579, 0.5224715181750565, 0.7204737835764023]","[2252.5195736182595, 2006.766800722531, 1787.8259703702925, 1592.7718652609017]",Tone,"[11.081347530293748, 11.948081623836476, 11.466217611438429, 10.987398880831252]",False,1025.861750799988,1028.463858300005,1028.463858300005,1029.6733430000022,None,0,,3.3221736666746438,4.338978366664378,None,1,['space'],0,[0.3741188999847509],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.2672454999993,None,164.93848884661182,14.0,0.0019703447331607922,0,"[0.6151951058767714, 0.6151951058767714, 0.6151951058767714, 0.6151951058767714]","[261.82353070515677, 233.25824788420192, 207.809474035697, 185.13719403582058]",Tone,"[12.0, 9.187345341611032, 7.0, 6.492421165504038]",False,1031.3146584999922,1034.2040133000119,1034.2040133000119,1035.4122461999941,None,0,,3.495371733326465,4.527317333326209,None,1,['space'],0,[0.36225790000753477],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035.899828499998,None,,,,,"[0.7867612616278189, 0.7867612616278189, 0.7867612616278189, 0.7867612616278189]","[6885.217937739605, 6134.031834849085, 5464.801098699083, 4868.584293722931]",Tone,"[3.0, -0.8015363869700387, -3.0, -3.513043538912708]",True,1036.8967280999932,1040.2834719000093,1040.2834719000093,1041.5243682999862,None,1,,4.168019766686484,5.191137466696091,None,1,['space'],0,[0.42680089999339543],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.1338384000119,None,5278.031643091578,-2.0,0.00011318642836647141,1,"[0.41017376366133285, 0.6737010358517135, 0.5357365730697382, 0.41396500189589297]","[2094.5882456412546, 2639.01582154579, 3324.9515845711526, 4189.176491282508]",Major_3rd,"[11.710482821000681, 8.73208995742255, 3.0, -2.0]",False,1043.1486516000004,1045.78454220001,1045.78454220001,1047.0215878000017,['space'],1,[0.062475600017933175],3.0667379332880955,4.100894933304517,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.2945315999968,None,536.4463627624916,6.0733532745574585,0.00013231930344860554,0,"[0.5582968766841927, 0.6660871337042169, 0.6019365059634774, 0.7998054359011315]","[851.5555205736938, 758.6497217044331, 675.8800645840046, 602.1406831544994]",Tone,"[14.707874122736042, 14.221370611295878, 13.0, 12.0]",False,1048.300319700007,1051.1599855000095,1051.1599855000095,1052.3715637999994,None,0,,3.6580198666779324,4.707046066672774,None,1,['space'],0,[0.4623065000050701],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.05860270001,None,125.0,3.0,0.001020868972334765,0,"[0.7499785949286994, 0.783187426058801, 0.48203118024336156, 0.7769081729448023]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[16.0, 10.756041600821511, 6.998853458218864, 6.883672585631613]",False,1056.4791876999952,1059.5135447999928,1059.5135447999928,1060.7521268000128,None,0,,3.798994799988577,4.832820499985246,None,1,['space'],0,[0.3802607999823522],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.3685500999854,None,,,,,"[0.7030281764306539, 0.4662283297020243, 0.6073983517606996, 0.4730751514190849]","[738.9322458868227, 493.17810567055113, 329.15689532656614, 219.6858710783874]",Perfect_5th,"[14.0, 13.0, 16.44873585064281, 8.0]",True,1062.37989750001,1065.169714699994,1065.169714699994,1066.4063497000025,['space'],0,[0.024355500005185604],3.281754066643771,4.31888266664464,None,1,None,1,,0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.7467632000044,None,2527.1487003267457,4.0,0.00013346118860739977,0,"[0.678353534264877, 0.678353534264877, 0.678353534264877, 0.678353534264877]","[6368.015687512276, 5054.297400653491, 4011.5985053787444, 3184.007843756138]",Major_3rd,"[1.0, -3.513043538912708, -1.31123409020815, 4.0]",False,1067.755339700001,1070.8123960999947,1070.8123960999947,1072.0152339999913,None,0,,3.751151366683189,4.7650139666802716,None,1,['space'],0,[0.457488000014564],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.5751982000074,None,196.43239467291346,0.9988534582188637,0.00031236837753249446,1,"[0.5617611816724767, 0.487757821099537, 0.6935146365410466, 0.6986675581094218]","[311.81698994441535, 277.7973566358587, 247.4893089296612, 220.4879080788736]",Tone,"[15.513778059941245, 13.0, 10.756041600821511, 8.0]",False,1073.5972726999898,1076.3791239999991,1076.3791239999991,1077.60694279999,['space'],1,[0.1818929000000935],3.4588631666556466,4.493292866653064,None,1,['space'],0,[-0.08495010001934133],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.142820500012,None,659.7539553864473,10.0,0.0001535457989355651,0,"[0.5480065032837828, 0.5194822218019618, 0.49182994872353747, 0.46243632013231406]","[415.6189480713939, 466.51649576840373, 523.6470614103134, 587.7739531418044]",Tone,"[15.849944632408539, 13.667846502120748, 12.073353274557459, 12.0]",False,1081.3046239000105,1083.8851642000081,1083.8851642000081,1085.1105927999888,None,0,,3.0541839666548185,4.0879951666574925,None,1,['space'],0,[0.39372179997735657],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.4434484000085,None,,,,,"[0.6666555151201536, 0.4941295479065988, 0.7674509222776814, 0.7083683895688346]","[3185.3557260353095, 2528.218515200689, 2006.6483653175267, 1592.6778630176548]",Major_3rd,"[4.0, 10.0, 11.948081623836476, 10.987398880831252]",True,1086.4481164999888,1089.4053482000018,1089.4053482000018,1090.644081300008,None,1,,3.65425966665498,4.685305166669423,None,1,['space'],0,[0.3923380000051111],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.1788123000006,None,203.0630990890589,16.0,0.0016369622261606788,1,"[0.4956223470400991, 0.4956223470400991, 0.4956223470400991, 0.4956223470400991]","[127.92173649959686, 143.58729437462938, 161.1712885549474, 180.90865468004728]",Tone,"[8.438400606540458, 7.3800252127100885, 6.514133550478365, 6.3554415058480895]",False,1092.207723600004,1094.71602230001,1094.71602230001,1095.926607900008,['space'],1,[0.447735299996566],2.994533033343032,4.0282372333458625,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.2864495000103,None,2699.765697168803,2.0,9.250757131705385e-05,1,"[0.6227111328267216, 0.7790068376996193, 0.5234363376674318, 0.6545673027819254]","[6802.983263294165, 5399.531394337606, 4285.610907753417, 3401.4916316470826]",Major_3rd,"[3.0, -3.0, -2.4800499017707835, 2.0]",False,1097.2941802999994,1100.2448293000052,1100.2448293000052,1101.4819295000052,['space'],1,[0.009470699995290488],3.6166815666656476,4.647127766686026,None,1,['space'],0,[0.19272110000019893],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.9918241999985,None,8000.0,6.0,0.00036221798003749513,0,"[0.672207051155853, 0.6055782011848764, 0.6329866805170146, 0.7458972608976262]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[4.0, -1.31123409020815, -3.513043538912708, 0.0]",False,1104.9957441999868,1107.9272611000051,1107.9272611000051,1109.140980199998,None,0,,3.6764234333240893,4.710259033337934,None,1,['space'],0,[0.5595530999999028],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.7611327999912,None,388.81507770427135,10.581933006357279,0.0002686796128112903,1,"[0.4182943230562301, 0.4795380221866703, 0.5768506493273363, 0.41791271980563305]","[617.2054633688576, 549.8675561445294, 489.87630091612226, 436.43016853350446]",Tone,"[12.173910035084843, 12.0, 13.0, 14.799841735560463]",False,1110.7665194,1113.2582394999918,1113.2582394999918,1114.4737865999923,['space'],1,[0.08338140000705607],2.932260366680566,3.9570637666620314,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.788592500001,None,757.8582832551998,13.0,0.00017994298897814538,0,"[0.7001218727322792, 0.48436019047186657, 0.768385568345421, 0.7707342734733093]","[300.75625902052957, 378.9291416276, 477.42080195520884, 601.512518041059]",Major_3rd,"[15.0, 16.58193300635728, 13.667846502120748, 12.0]",False,1118.9887721000123,1121.9559133999865,1121.9559133999865,1123.1770926000027,None,0,,3.7388594000367448,4.764663600013591,None,1,['space'],0,[0.4025784000114072],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,7,0,7,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.8287475999969,None,1010.3706203514397,7.6362762698195255,0.00010716162440359655,0,"[0.5181876079704453, 0.5181876079704453, 0.5181876079704453, 0.5181876079704453]","[400.9658464059095, 505.1853101757199, 636.4936063880601, 801.9316928118188]",Major_3rd,"[16.0, 12.693760051509344, 12.173910035084843, 14.653733467188017]",False,1124.8349015999993,1127.4072308999894,1127.4072308999894,1128.6227770000114,None,0,,3.0975833666452672,4.1322710666572675,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,8,0,8,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.4902118000027,None,,,,,"[0.5544703573272753, 0.7365326267458759, 0.4526420793195253, 0.544639410620491]","[6234.32064102612, 4160.909827658271, 2777.0741337830145, 1853.4746158791468]",Perfect_5th,"[0.0, -2.0, 7.154805188637976, 11.832745505899075]",True,1187.472259400005,1190.2408458999998,1190.2408458999998,1191.4831158999878,None,1,,3.3330471666704398,4.358530466648517,None,1,['space'],0,[0.4369479000160936],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,8,0,8,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.8777296000044,None,125.0,9.0,0.0020369013890205647,0,"[0.5068266247099794, 0.5068266247099794, 0.5068266247099794, 0.5068266247099794]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[12.173910035084843, 15.0, 14.0, 6.492421165504038]",False,1192.9174243999878,1195.469296700001,1195.469296700001,1196.703514599998,None,0,,3.047575233358657,4.06755833333591,None,1,['space'],0,[0.4087361999845598],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,8,0,8,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.0410925000033,None,164.52493058590468,0.514133550478365,0.00041870637468855435,1,"[0.4282221954636327, 0.4282221954636327, 0.4282221954636327, 0.4282221954636327]","[414.5768465553483, 329.04986117180937, 261.1670478870601, 207.28842327767416]",Major_3rd,"[15.849944632408539, 16.44873585064281, 12.0, 7.0]",False,1198.0507059000083,1200.3639917999972,1200.3639917999972,1201.592127699987,['space'],1,[0.017734099994413555],2.7526480666710995,3.7738890666514635,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,8,0,8,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.883037599997,None,661.7610704254844,6.77469882689207,0.00010553481162320453,0,"[0.7988717591304773, 0.7183753093907413, 0.5231109033484814, 0.48852645648661347]","[262.62005483625404, 330.8805352127423, 416.8833513150158, 525.2401096725079]",Major_3rd,"[12.0, 16.44873585064281, 15.849944632408539, 12.073353274557459]",False,1202.8887755000032,1205.9414643000055,1205.9414643000055,1207.165140099998,None,0,,3.550859766663052,4.566380266653141,None,1,['space'],0,[0.40051589999347925],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,8,0,8,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.5152406000125,None,3732.1319661472303,5.0,0.00014090733556340547,1,"[0.5303517470522283, 0.5303517470522283, 0.5303517470522283, 0.5303517470522283]","[5924.390209146259, 5278.031643091578, 4702.1916251344355, 4189.176491282507]",Tone,"[-1.0, -3.2067318485953002, -3.2484897532137467, -2.0]",False,1208.5452210000076,1211.168535600009,1211.168535600009,1212.401008099987,['space'],1,[0.16738219998660497],3.1503761333297007,4.1703658333281055,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,8,0,8,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.7666431000107,None,757.8582832551998,16.0,0.0002541762278232689,0,"[0.6712984931147914, 0.5514197782394906, 0.4274110320810299, 0.6352570003437942]","[1203.025036082118, 1071.7734625362943, 954.8416039104176, 850.6671609508566]",Tone,"[11.0, 12.714371882770156, 14.0, 14.707874122736042]",False,1213.7933956999914,1216.4608502000046,1216.4608502000046,1217.6873896000034,None,0,,3.319040733302245,4.345049533323618,None,1,['space'],0,[0.47310279999510385],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,8,0,8,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.1864020999928,None,,,,,"[0.4025787951631537, 0.4025787951631537, 0.4025787951631537, 0.4025787951631537]","[5748.047986240949, 4562.228710061287, 3621.043326835404, 2874.0239931204746]",Major_3rd,"[-2.0, -3.2484897532137467, 1.0, 7.0]",True,1219.1961635999905,1221.4389842000091,1221.4389842000091,1222.6770389000012,['space'],0,[0.023584499984281138],2.62549026668421,3.657684166682884,None,1,None,1,,0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,8,0,8,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.9040325999958,None,2713.6320212204873,2.0,9.142276128167887e-05,1,"[0.5187068390961607, 0.5187068390961607, 0.5187068390961607, 0.5187068390961607]","[1709.481052602231, 1918.8276038499635, 2153.811162569996, 2417.57128920991]",Tone,"[11.466217611438429, 11.832745505899075, 11.710482821000681, 10.070353108031792]",False,1223.9160750999872,1226.495696099999,1226.495696099999,1227.720985299995,['space'],1,[0.10287950001657009],3.1073327666672412,4.127367266657529,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,8,0,8,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228.0954439000052,None,615.5722066724584,10.0,0.00016891429683011587,0,"[0.724071770484233, 0.724071770484233, 0.724071770484233, 0.724071770484233]","[977.1599684342465, 870.5505632961246, 775.5723809168677, 690.9564399838883]",Tone,"[14.0, 14.707874122736042, 14.221370611295878, 13.529967651613134]",False,1233.0566013999924,1236.2488433000108,1236.2488433000108,1237.490435499989,None,0,,3.9133493000117596,4.944911700004013,None,1,['space'],0,[0.41336049998062663],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,8,0,8,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.0648046999995,None,,,,,"[0.7479489778643282, 0.47946340201039395, 0.6537287020886264, 0.6646648215529769]","[2776.7118787360914, 2203.8776786591334, 1749.218872756371, 1388.3559393680457]",Major_3rd,"[7.154805188637976, 11.710482821000681, 11.466217611438429, 10.376196147230004]",True,1239.0837948000117,1241.9947182000033,1241.9947182000033,1243.2338608999853,None,1,,3.5852927666564938,4.621725766657619,None,1,['space'],0,[0.5880797999852803],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,8,0,8,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243.761299500009,None,524.8380636339123,6.0733532745574585,0.00013596316516594875,1,"[0.48386215075737465, 0.48386215075737465, 0.48386215075737465, 0.48386215075737465]","[833.1284943254253, 742.2331076407123, 661.2545241584311, 589.1108079372462]",Tone,"[14.653733467188017, 14.0, 12.77469882689207, 12.0]",False,1244.760594899999,1247.2345946999849,1247.2345946999849,1248.4557947999856,['space'],1,[0.11265909997746348],2.9723268666421063,3.9843082666629925,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
