tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,10,0,10,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478.5539436,None,4164.345924389984,11.0,0.00033795323429130673,1,"[0.6521215964658403, 0.6798005910997096, 0.5211264052322404, 0.6151972582684359]","[2623.373544591432, 2944.637242342719, 3305.2435505680724, 3710.010445931983]",Tone,"[15.727744022958504, 15.338393759349065, 15.585569304371509, 16.506253786942413]",False,1479.5687077000002,1482.4525381000003,1482.4525381000003,1483.6741853000003,['space'],1,3.492381566666154,4.515508866666096,None,1,None,1,,[0.4673938999994789],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484.1449381000002,None,,,,,"[0.5774698063864439, 0.7254173856554867, 0.5658882981713247, 0.7033535346591695]","[313.4848439082682, 1994.7800089537584, 181.48941642920897, 728.5486432286183]",None,"[30.319445914765076, 18.297056651816593, 20.0, 21.0]",True,1485.1557911,1488.0603222,1488.0603222,1489.3073863,None,1,3.603059066665992,4.640215666666336,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489.8511835,None,8000.0,14.0,0.000909850429304992,0,"[0.48106014536227915, 0.5915313390385745, 0.43945013500102453, 0.6359541755111872]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[16.63148241128642, 16.27400671602057, 17.0, 19.0]",False,1490.8736662000001,1493.4051128,1493.4051128,1494.6090072999996,None,0,3.1844568333326606,4.201221333332796,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495.1534161,None,203.0630990890589,3.0,0.0003664701938743798,0,"[0.5487486518648037, 0.5487486518648037, 0.5487486518648037, 0.5487486518648037]","[511.6869459983876, 406.1261981781179, 322.3425771098949, 255.84347299919378]",Major_3rd,"[27.0, 30.520988351585586, 31.0, 26.0]",False,1496.1736218999995,1498.8361292999998,1498.8361292999998,1500.0689014999998,None,0,3.2156230333330313,4.241223533333141,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.4674361999996,None,5788.664317437014,10.274006716020569,0.00040358978728750975,1,"[0.47787985843737024, 0.47787985843737024, 0.47787985843737024, 0.47787985843737024]","[5474.393906228449, 484.91695933884733, 1357.139073256383, 283.6536385377481]",None,"[16.27400671602057, 28.0, 17.0, 29.0]",False,1501.4838825999996,1503.9460039999994,1503.9460039999994,1505.1780957,['space'],1,2.9362617666665756,3.9586321666665754,None,1,None,1,,[0.5804102000001876],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505.5029726000002,None,1381.5507944333435,11.397142828393129,0.0001903241082507241,1,"[0.44491376793243453, 0.4292786087821917, 0.6381835096473436, 0.7567298323763066]","[870.3224637027769, 976.9039352974788, 1096.5375922154954, 1230.821831806433]",Tone,"[18.368777138069806, 17.0, 16.52712978726722, 16.557281121282692]",False,1506.5107049999997,1509.0430287,1509.0430287,1510.2753365999997,['space'],1,3.299847366666654,4.315138166666657,None,1,None,1,,[0.6293597999992926],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.8877979999997,None,,,,,"[0.6979521132624732, 0.6736715084684256, 0.6566638090890606, 0.5024494664318659]","[3847.0191725608775, 350.47009151500174, 748.8959043314187, 1241.046839051035]",None,"[16.506253786942413, 31.367258929177495, 20.393573098672633, 16.557281121282692]",True,1511.8940254,1514.9352197999997,1514.9352197999997,1516.1617588,['space'],0,3.5736329666669917,4.61290206666763,None,1,None,1,,[0.6702970999995159],0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516.5598289,None,466.5164957684038,14.0,0.00036664650895603605,1,"[0.6978873208075738, 0.5634428704029768, 0.493928709177077, 0.5654828237301165]","[2351.0958125672178, 1569.1681957935018, 1047.2941228206269, 698.9849670895098]",Perfect_5th,"[17.0, 18.0, 16.52712978726722, 21.479916871836636]",False,1517.5802721,1520.3654405999996,1520.3654405999996,1521.5913494999995,['space'],1,3.3297672666667495,4.371931366666104,None,1,None,1,,[0.5084352000003491],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.0182619999996,None,4689.690815485642,10.900627338425904,0.0004609035965315211,1,"[0.7228944596126523, 0.7228944596126523, 0.7228944596126523, 0.7228944596126523]","[7444.420133907512, 6632.224354596335, 5908.640175929014, 5263.9999586876675]",Tone,"[19.76339531111048, 17.240842932260975, 16.53660351984219, 16.36011602406733]",False,1523.0281610000002,1526.2405225000002,1526.2405225000002,1527.4649687,['space'],1,3.9071403666657716,4.952571166665621,None,1,None,1,,[0.5287283999996362],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.0408447999998,None,5182.463943642913,10.360116024067331,0.00048129414644153577,1,"[0.5884311617125432, 0.47115686066802587, 0.5228246326278025, 0.5661409495288645]","[3264.7477064584514, 3664.555397804681, 4113.324357963012, 4617.050484199999]",Tone,"[15.585569304371509, 16.506253786942413, 16.867300937553054, 16.900627338425906]",False,1529.0422207000001,1531.6432372,1531.6432372,1532.8793028999999,['space'],1,3.171088066666016,4.202991566666242,None,1,None,1,,[0.5468351999998049],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.3103666999996,None,287.17458874925893,15.0,0.0007203571398119436,1,"[0.6082723454740292, 0.6082723454740292, 0.6082723454740292, 0.6082723454740292]","[180.90865468004733, 203.06309908905897, 227.93062213955432, 255.84347299919386]",Tone,"[20.0, 21.32939044129742, 24.0, 26.0]",False,1534.3528758000002,1537.1880659999997,1537.1880659999997,1538.4005981,['space'],1,3.449343666666209,4.4893616666668095,None,1,None,1,,[0.39980429999923217],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.9080986999998,None,,,,,"[0.48227350468519864, 0.5992215440883121, 0.6950838778635162, 0.701701215466321]","[158.157092414496, 236.96789082287867, 355.05066781245995, 531.9749282332006]",Perfect_5th,"[19.310635395283462, 24.24342220532535, 31.367258929177495, 26.0]",True,1539.9053832999998,1542.7196027,1542.7196027,1543.9257989999996,None,1,3.506898666667439,4.53364216666705,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,10,0,10,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.5400105999997,None,332.49665007090096,25.087801539139534,0.0016899819786934736,0,"[0.6339856973937499, 0.6339856973937499, 0.6339856973937499, 0.6339856973937499]","[837.8390568877156, 664.9933001418019, 527.8055320984505, 418.9195284438578]",Major_3rd,"[19.0, 22.575394634166223, 26.0, 30.0]",False,1545.4877532,1548.4085812000003,1548.4085812000003,1549.6325912000002,None,0,3.556538566666859,4.573676566667018,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553.0936612999994,None,233.2582478842019,17.0,0.0014178950111339505,1,"[0.5954473068424954, 0.6613560614206409, 0.7426010548562908, 0.6678600932649992]","[2113.660540531686, 767.0179437966168, 5153.888910451003, 4178.593420149212]",None,"[17.75146695127146, 20.393573098672633, 16.36011602406733, 17.0]",False,1554.0854920000002,1557.1055441999997,1557.1055441999997,1558.3305533000002,['space'],1,3.6809153666663406,4.703481966666914,None,1,None,1,,[0.484941799999433],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.868359,None,1000.0,20.0,0.0004405244365040069,1,"[0.7757392378957584, 0.7757392378957584, 0.7757392378957584, 0.7757392378957584]","[205.6430891272873, 126.71987847326298, 1518.8338250049544, 1377.8447530897945]",None,"[21.32939044129742, 20.54640194650904, 17.90976647246743, 17.39714282839313]",False,1559.8898941999996,1563.2395663999996,1563.2395663999996,1564.4438549999995,['space'],1,4.12294863333409,5.15680973333383,None,1,None,1,,[0.3444566999996823],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565.1014573000002,None,5278.031643091578,-1.0,0.00012699726140370812,1,"[0.5153881219691905, 0.5153881219691905, 0.5153881219691905, 0.5153881219691905]","[2094.5882456412546, 2639.01582154579, 3324.9515845711526, 4189.176491282508]",Major_3rd,"[18.0, 15.727744022958504, 15.585569304371509, 17.0]",False,1566.1275168000002,1568.6975561999998,1568.6975561999998,1569.9117036999996,['space'],1,3.079163066666297,4.119227566666268,None,1,None,1,,[0.8361822999995638],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.3106363999996,None,,,,,"[0.5369662582147285, 0.5369662582147285, 0.5369662582147285, 0.5369662582147285]","[859.2438243977522, 573.4764506277991, 382.7496108629801, 255.45471737398887]",Perfect_5th,"[18.368777138069806, 24.811445844059197, 31.0, 26.0]",True,1571.3235519999998,1573.9715484999997,1573.9715484999997,1575.1888541999997,None,1,3.164768066666511,4.20436136666649,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.5795042,None,125.0,9.0,0.0020369013890205647,1,"[0.41815121284529655, 0.73453063476276, 0.5953867089287481, 0.6967055327920955]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[21.0, 19.6209483717776, 19.310635395283462, 19.577230263869932]",False,1576.6050526,1579.3888134999997,1579.3888134999997,1580.6151099999997,['space'],1,3.47022723333248,4.486067633332823,None,1,None,1,,[0.3318160999997417],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.1577935999994,None,2944.8223848235048,9.338393759349065,0.00017070120742489832,0,"[0.7760834156196472, 0.7760834156196472, 0.7760834156196472, 0.7760834156196472]","[1678.2483896068663, 5137.605069559613, 7592.6657505471185, 147.14034347065424]",None,"[18.3463712165465, 16.36011602406733, 20.0, 19.577230263869932]",False,1582.1610180999996,1585.5220166,1585.5220166,1586.7608902000002,None,0,4.139974966666159,5.174057366666602,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.4039683,None,1933.8278633765085,12.297056651816593,0.0002958842501918465,1,"[0.7300910698078686, 0.7300910698078686, 0.7300910698078686, 0.7300910698078686]","[4872.94086388258, 3867.655726753017, 3069.7603846492852, 2436.47043194129]",Major_3rd,"[16.63148241128642, 16.867300937553054, 15.338393759349065, 16.330229238830245]",False,1588.4061241999998,1591.6364678,1591.6364678,1592.876789,['space'],1,3.951523766666469,4.982022666666126,None,1,None,1,,[0.5151883999997153],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.4507641999999,None,,,,,"[0.47404410611680164, 0.44592908687120825, 0.48072215217635694, 0.4236535499543345]","[211.60703538417022, 266.6081581863653, 335.9052305727038, 423.2140707683404]",Major_3rd,"[22.0, 27.612229534922236, 31.087801539139534, 30.0]",True,1594.4494572000003,1596.8808978999996,1596.8808978999996,1598.1132835999997,None,1,2.8629344666669567,3.8917897666669887,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.3948485,None,6062.8662660415985,1.0,0.0001333322148200284,0,"[0.7679593859168056, 0.7679593859168056, 0.7679593859168056, 0.7679593859168056]","[300.2897208765987, 349.0395600941414, 2387.33721991835, 441.00591854545706]",None,"[30.0, 31.367258929177495, 16.330229238830245, 29.568218909581837]",False,1599.4233439999998,1602.7607539,1602.7607539,1603.9872172999994,None,0,4.1066651333321715,5.118729133332636,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.5986696999998,None,1447.5754162033327,11.397142828393129,0.00018423599873000935,1,"[0.561364581470499, 0.6959778762620004, 0.5575320924440392, 0.42939926294910385]","[2892.8612315811124, 1485.406937860157, 385.1168095514664, 1153.631729257172]",None,"[15.379151084288148, 17.90976647246743, 31.0, 16.41519521995837]",False,1605.5980332999998,1608.4460495000003,1608.4460495000003,1609.6601070999995,['space'],1,3.2601431666671488,4.295310866667023,None,1,None,1,,[0.3984826999994766],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.956405,None,134.534462676172,14.0,0.0031967541992556294,1,"[0.7670617928885953, 0.49843951638756373, 0.5026506091370379, 0.42529695350066454]","[213.56014757813193, 190.2604617232194, 169.50280146200527, 151.00982854369693]",Tone,"[22.0, 20.30014022602802, 19.30427764440696, 19.310635395283462]",False,1610.9572263999999,1613.7566275999998,1613.7566275999998,1614.9809746,['space'],1,3.2302305666662505,4.254572966666274,None,1,None,1,,[0.7964539999993576],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615.2795631999998,None,,,,,"[0.4753490599144975, 0.4753490599144975, 0.4753490599144975, 0.4753490599144975]","[280.2401651865883, 353.080483144599, 444.85353302093216, 560.4803303731765]",Major_3rd,"[29.0, 31.367258929177495, 29.0, 25.0]",True,1616.3021288999998,1618.7682237,1618.7682237,1620.0070846999997,None,1,2.9330168666665486,3.95874456666661,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.3144843999999,None,3482.202253184498,4.0,0.00011863040584824262,0,"[0.44461990136440455, 0.44461990136440455, 0.44461990136440455, 0.44461990136440455]","[690.9564399838885, 1035.264923841378, 1551.1447618337354, 2324.0911739156804]",Perfect_5th,"[22.0, 16.907295475076943, 18.0, 17.0]",False,1621.3470212000002,1623.7195577000002,1623.7195577000002,1624.9366869999994,None,0,2.8041538333336575,3.839114033333317,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.2466793000003,None,186.27685845094197,14.0,0.001580852770488631,0,"[0.44799521993658953, 0.44799521993658953, 0.44799521993658953, 0.44799521993658953]","[6928.828726651467, 206.697113357353, 7309.501454292837, 321.174679250159]",None,"[18.357397470519942, 22.0, 19.0, 31.0]",False,1626.2749377999999,1628.6551333999996,1628.6551333999996,1629.8682901000002,None,0,2.8433051666661413,3.868541966666271,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.2170275999997,None,6062.8662660415985,4.0,0.00018833675934099657,1,"[0.5543772714193558, 0.476682091656911, 0.7251700681587033, 0.5292992546111978]","[2406.0500721642366, 3031.4331330208, 3819.3664156416708, 4812.100144328472]",Major_3rd,"[16.330229238830245, 15.338393759349065, 16.506253786942413, 16.63148241128642]",False,1631.2357215000002,1634.0176499999998,1634.0176499999998,1635.2534981,['space'],1,3.3141798666665636,4.352223366666294,None,1,None,1,,[0.5791815999991741],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.6547491000001,None,,,,,"[0.44467182985875375, 0.7739345324625588, 0.6795755289061469, 0.5758421384008077]","[287.9941210899817, 323.2624710597185, 362.849855407241, 407.28519192917156]",Tone,"[29.123019354804306, 31.0, 31.367258929177495, 30.520988351585586]",True,1636.6566831999999,1639.5932889999995,1639.5932889999995,1640.8289914999996,None,1,3.5125339666674336,4.515686066666603,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.2295299999996,None,145.29473972763597,13.577230263869932,0.002587572283034436,1,"[0.6076341134703954, 0.6047387647150774, 0.7932838121846132, 0.4840990781604282]","[732.239604087382, 488.7113031687623, 326.17566232651905, 217.6961367668725]",Perfect_5th,"[21.0, 28.0, 31.0, 22.667073298204066]",False,1642.2563886999997,1645.2977216,1645.2977216,1646.5128151999997,['space'],1,3.50755666666646,4.545772366666824,None,1,None,1,,[0.6925165999991805],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
