tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_both,Audiogram_frequency,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,9,0,9,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.1696791999275,None,466.5164957684038,-1.0,6.519999376391703e-05,0,"[0.46900930275702046, 0.6931700114028574, 0.49919585279685447, 0.6184017754708736]","[126.10867126066998, 533.4748070827347, 780.6877548376843, 497.2342551113169]",None,"[18.786162976081553, 11.824873454476382, 12.654239689947314, 12.137771400097948]",False,1191.1877150000073,1193.874046599958,1193.874046599958,1195.1234782999381,None,0,,3.304721833206713,4.3359522332903,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.5848360999953,None,2771.0012205119683,2.0,8.69345722792543e-05,1,"[0.6438060292317792, 0.6438060292317792, 0.6438060292317792, 0.6438060292317792]","[549.8362815557329, 823.8235917785141, 1234.340717659714, 1849.4214325465914]",Perfect_5th,"[11.824873454476382, 12.459334676748085, 7.65358028324402, 9.0]",False,1196.5829226999776,1199.53017189994,1199.53017189994,1200.7657036999008,['space'],1,[0.18825360003393143],3.6055536668282,4.642069666762836,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.2816799000138,None,6821.813739612517,-3.0,0.00010323647400963397,0,"[0.7522488429842102, 0.5817006966449112, 0.7503427363831636, 0.7363270068382666]","[1462.8266444672415, 5248.092634768439, 6938.801222940797, 178.6950475241721]",None,"[7.067103149845728, -3.2410290068567154, 3.8560812483939153, 12.937531404266515]",False,1202.2877197999042,1205.4050023999298,1205.4050023999298,1206.6384967999766,None,0,,3.8515839667525142,4.868520266842097,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.2224898999557,None,,,,,"[0.7786620423203134, 0.6923458062689432, 0.4592984794084731, 0.4439336669172804]","[301.0424890494466, 254.55359412073142, 4263.323138213233, 641.5062124896223]",None,"[14.0, 12.0, -3.2044923810778823, 12.308239549758483]",True,1208.2231786999619,1211.1717673999956,1211.1717673999956,1212.4069332999643,None,1,,3.4186076667392626,4.449898666702211,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.7273787999293,None,2000.0,5.0,0.0001330362529899405,1,"[0.7383397340467539, 0.7383397340467539, 0.7383397340467539, 0.7383397340467539]","[1259.921049894873, 1414.2135623730949, 1587.4010519681995, 1781.7974362806785]",Tone,"[7.65358028324402, 7.067103149845728, 7.6869849008816455, 8.34684472884015]",False,1213.7650426999899,1217.0124580999836,1217.0124580999836,1218.2503518000012,['space'],1,[0.2234639999223873],3.9817444334039465,5.016056533320807,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.841096799937,None,329.87697769322364,7.0,0.00021213884143633376,1,"[0.5614334027178364, 0.5691641090204114, 0.5047338929268894, 0.586967263520609]","[523.6470614103135, 466.51649576840384, 415.618948071394, 370.27438807164117]",Tone,"[12.0, 12.691372772585694, 14.0, 14.558264051257781]",False,1219.8514678999782,1222.5215790999355,1222.5215790999355,1223.754057199927,['space'],1,[0.3370819999836385],3.2716339332982898,4.302762533305213,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224.2093518999172,None,190.61261395292487,5.872930038518033,0.0005891597367787096,1,"[0.508938779892365, 0.7739421956554079, 0.5789810256885014, 0.6401158491801602]","[960.6273787791012, 641.1418551006188, 427.91085018240767, 285.59622842763025]",Perfect_5th,"[11.0, 12.308239549758483, 13.389643363353557, 13.271798484273098]",False,1225.2090196999488,1228.0927347999532,1228.0927347999532,1229.3260571999708,['space'],1,[0.41013280011247844],3.5189859668025747,4.54875796684064,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229.82718319993,None,,,,,"[0.5817470290370299, 0.5817470290370299, 0.5817470290370299, 0.5817470290370299]","[5516.627622665341, 3006.231179225059, 252.8537238971664, 634.3355258609821]",None,"[-2.0910989360067767, 6.0, 11.626746627741383, 12.0]",True,1230.8483048999915,1233.6321063999785,1233.6321063999785,1234.8663383999374,None,1,,3.3505597667535767,4.384505966794677,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.2928102998994,None,1319.5079107728945,-3.0,3.7367906570294796e-05,0,"[0.44698100598215956, 0.6011618747802954, 0.5255982667085722, 0.7174758344083971]","[3324.9515845711526, 2639.0158215457895, 2094.588245641254, 1662.475792285576]",Major_3rd,"[3.0, 8.99099984172594, 10.0, 8.0]",False,1236.335617100005,1238.9237535999855,1238.9237535999855,1240.1731828999473,None,0,,3.3235920667648315,4.356222366797738,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.7650893999962,None,125.0,11.0,0.0025643069199568253,0,"[0.5293212286100708, 0.6069972211393143, 0.6962637416029431, 0.5310374412152332]","[3356.298139868098, 2491.2245956564957, 225.12886374098224, 172.45782666112245]",None,"[3.0, 9.942223403142224, 11.0, 13.0]",False,1241.8065836000023,1244.6810807000147,1244.6810807000147,1245.9126490999479,None,0,,3.3949438666459173,4.44190956663806,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.3078716999153,None,1173.3560941608112,2.0,6.458719233772708e-05,1,"[0.7070380569026571, 0.7711492286611101, 0.79975129792793, 0.7608529431318062]","[2075.256195414221, 338.6353176720913, 7059.440823592916, 640.3712789233587]",None,"[10.0, 14.562099795198893, 4.0, 12.308239549758483]",False,1247.335215899977,1250.6495630999561,1250.6495630999561,1251.894471299951,['space'],1,[0.3606054000556469],4.082319166744128,5.116197466733865,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.523358699982,None,,,,,"[0.4352500703370932, 0.4352500703370932, 0.4352500703370932, 0.4352500703370932]","[1609.6927692578217, 1806.8190429299216, 2028.0858038515007, 2276.4493455383167]",Tone,"[7.6869849008816455, 9.0, 9.785329093629244, 10.35069724881328]",True,1253.5518791999202,1255.8904115000041,1255.8904115000041,1257.1255282999482,None,1,,2.779362966772169,3.819865566678345,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,9,0,9,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.419369699899,None,757.8582832551998,5.0,7.163659420302861e-05,1,"[0.4946325020769812, 0.5260072592712235, 0.6932419752682815, 0.5381931509892062]","[690.3567941828364, 154.25828527412736, 1682.817323414718, 138.93494900648298]",None,"[12.572495526117587, 15.653999543681362, 8.0, 18.0]",False,1258.5158507999731,1261.2627206000034,1261.2627206000034,1262.4944314999739,['space'],1,[0.335567899979651],3.2768964000279084,4.308873200090602,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.7687262999825,None,3732.1319661472303,-6.0,3.971308294418545e-05,0,"[0.7129322309759041, 0.7129322309759041, 0.7129322309759041, 0.7129322309759041]","[1122.4712917271231, 2400.278160286809, 1664.0421819912328, 1998.4113402935948]",None,"[8.370031608802233, 10.0, 8.0, 9.785329093629244]",False,1265.7462354999734,1268.9098233999684,1268.9098233999684,1270.1418981999159,None,0,,3.8859101333655417,4.921440733363852,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.734033799963,None,577.9829491479599,5.795924888873552,0.00011553126340457104,0,"[0.7501278104326433, 0.7501278104326433, 0.7501278104326433, 0.7501278104326433]","[383.87824208829477, 2462.978178042996, 685.8530718965395, 344.2309444359098]",None,"[14.558264051257781, 9.942223403142224, 12.572495526117587, 14.741967372715234]",False,1271.7535055999178,1275.0421393999131,1275.0421393999131,1276.2806026999606,None,0,,4.025146866682917,5.057445066748187,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.8756610999117,None,1624.5047927124701,7.0,0.0001295257074132791,0,"[0.7152670187965091, 0.7152670187965091, 0.7152670187965091, 0.7152670187965091]","[1517.096441647804, 537.1352990557032, 5465.007704701087, 257.11093022427866]",None,"[7.239214312468036, 11.824873454476382, -3.0, 12.0]",False,1279.705471299938,1282.8831516999053,1282.8831516999053,1284.118297799956,None,0,,3.872543566627428,4.9152977666817605,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.6842120999936,None,,,,,"[0.42296697284466245, 0.42296697284466245, 0.42296697284466245, 0.42296697284466245]","[1029.5326657645844, 687.1306167162422, 458.6046661066373, 306.0818928137405]",Perfect_5th,"[10.0, 12.572495526117587, 13.0, 14.0]",True,1285.7055369999725,1288.0240525999106,1288.0240525999106,1289.258967199945,None,1,,2.7174740666523576,3.754049966693856,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.5195786999539,None,236.5979091248013,5.09100126744373,0.00034815230522192056,1,"[0.7181793942459674, 0.7181793942459674, 0.7181793942459674, 0.7181793942459674]","[596.1893721349029, 473.1958182496026, 375.57576983818603, 298.09468606745145]",Major_3rd,"[11.99822464899644, 12.691372772585694, 14.558264051257781, 14.0]",False,1290.5480589999352,1293.7278890999733,1293.7278890999733,1294.964275999926,['space'],1,[0.3096789000555873],3.9147720667533576,4.9524379667127505,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.5645950000035,None,916.7892054598047,5.190438755645431,7.577521135017746e-05,1,"[0.6462066485402185, 0.5831214325796958, 0.7120289292735817, 0.5817229918214725]","[1031.7493925836336, 798.9371074884823, 1057.9502946639489, 178.6921533846172]",None,"[10.0, 12.459334676748085, 9.272298795104259, 12.937531404266515]",False,1296.5820085000014,1299.5674861998996,1299.5674861998996,1300.8021065999055,['space'],1,[0.3156031999969855],3.553590066730976,4.583585866726935,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.2279941999586,None,1231.1444133449168,6.0,0.0001071865882769908,0,"[0.7849452723281503, 0.7849452723281503, 0.7849452723281503, 0.7849452723281503]","[775.5723809168675, 870.5505632961243, 977.1599684342463, 1096.8249796946263]",Tone,"[12.654239689947314, 11.954770458463514, 10.254190837343113, 9.0]",False,1302.2432162999175,1305.642686999985,1305.642686999985,1306.8780042999424,None,0,,4.16531993332319,5.196533033391461,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.497234200011,None,,,,,"[0.5288914450655219, 0.5288914450655219, 0.5288914450655219, 0.5288914450655219]","[6814.0252232904095, 6070.606336805365, 5408.29540379452, 4818.243442564826]",Tone,"[3.0, -0.44113974452419136, -3.0, -3.8162840883782856]",True,1308.5031358000124,1311.1115776000079,1311.1115776000079,1312.3460541999666,None,1,,3.1423624666640535,4.1807751667220145,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.7423966999631,None,636.4798084463248,6.0,0.00010095312556187221,0,"[0.687845843203325, 0.687845843203325, 0.687845843203325, 0.687845843203325]","[199.9155434362043, 892.6627985272155, 228.02452029881647, 1232.4302539523906]",None,"[11.181050693590539, 11.954770458463514, 11.0, 7.65358028324402]",False,1313.7333669000072,1316.8251556999749,1316.8251556999749,1318.050859699957,None,0,,3.7849622666835785,4.805211766739376,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.6027079999913,None,4763.658186930605,-9.816284088378286,4.408274885962222e-05,0,"[0.5153984451482234, 0.5349368353445961, 0.7147571324513581, 0.6882360032597796]","[7561.836017150568, 6736.83001446689, 6001.833224217916, 5347.025525947841]",Tone,"[6.160113034066281, 3.0, -0.44113974452419136, -3.0]",False,1319.6054860999575,1322.389499199926,1322.389499199926,1323.6238935999572,None,0,,3.4883432666538283,4.518174166674726,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.189061999903,None,3482.202253184498,-5.0,4.2091656365169526e-05,0,"[0.4094071262490906, 0.6427648092870162, 0.6835561966210053, 0.4661250026627409]","[821.2069527194061, 5569.719528757137, 4419.786898613808, 758.3636007035894]",None,"[12.459334676748085, -2.0910989360067767, -3.2044923810778823, 12.654239689947314]",False,1325.208829699899,1327.9803238000022,1327.9803238000022,1329.1941847999115,None,0,,3.2314677332760766,4.2499151333468035,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.513011300005,None,125.0,8.0,0.0018153902738505074,0,"[0.760009371160809, 0.5818892128051208, 0.4272029541824622, 0.426767123947112]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[14.038727507742419, 11.626746627741383, 11.181050693590539, 15.0]",False,1330.5593722999329,1333.363728199969,1333.363728199969,1334.601653699996,None,0,,3.2329398334259167,4.278230833471753,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334.9019352999749,None,8000.0,2.0,0.0002285440948074376,1,"[0.7788477300726748, 0.7788477300726748, 0.7788477300726748, 0.7788477300726748]","[524.2592618202177, 594.1155576085064, 159.07726917319874, 7805.908341672365]",None,"[12.0, 11.795924888873552, 15.0, 8.0]",False,1335.9339139999356,1339.3032376999035,1339.3032376999035,1340.542509999941,['space'],1,[0.31046249996870756],4.128784166765399,5.160685866838321,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.1643295999384,None,7585.071261176713,1.0,0.00018957797603797062,0,"[0.7296822748365763, 0.7296822748365763, 0.7296822748365763, 0.7296822748365763]","[458.83023911361363, 563.0739952523044, 4822.897474813263, 4134.203402603352]",None,"[13.0, 11.795924888873552, -3.8162840883782856, -3.0]",False,1342.163343399996,1345.371168499929,1345.371168499929,1346.6137481000042,None,0,,3.951289866818115,4.980473066796549,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347.204466199968,None,274.7039655526699,7.0,0.00031635618470467143,1,"[0.6537570830279691, 0.6828928882750991, 0.7605909541459395, 0.6832082299007918]","[1384.42123475762, 923.9903195568801, 616.6895517059146, 411.5908956336535]",Perfect_5th,"[7.067103149845728, 11.190438755645431, 12.0, 14.0]",False,1348.2337366999127,1351.3719964999473,1351.3719964999473,1352.6142648999812,['space'],1,[0.26628009998239577],3.823948766803369,4.858330066781491,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353.1580029999604,None,,,,,"[0.5990151568120464, 0.5990151568120464, 0.5990151568120464, 0.5990151568120464]","[137.92603488590422, 173.77591468128534, 218.9439328716869, 275.8520697718084]",Major_3rd,"[18.0, 13.0, 10.916650309560254, 13.0]",True,1354.1743644999806,1357.011081499979,1357.011081499979,1358.225892599905,None,1,,3.418763166759163,4.4533361668,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,10,0,10,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.6843318999745,None,202.88382936626388,5.181050693590538,0.0004717139608385931,0,"[0.5255702299331837, 0.5255702299331837, 0.5255702299331837, 0.5255702299331837]","[127.80880365091771, 143.46053153797956, 161.02900208167196, 180.7489435138078]",Tone,"[18.786162976081553, 17.0, 15.0, 12.937531404266515]",False,1359.6808133999584,1362.2990723999683,1362.2990723999683,1363.5112639999716,None,0,,3.1499522667145357,4.169821666786447,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
