tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,8,0,8,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.1349365001079,None,176.7766952966369,-2.0,0.0002780315447610839,0,"[0.7865018727446952, 0.5879027828772005, 0.7875170634435337, 0.5811800574299576]","[348.397212970701, 540.4661237683026, 1052.3338224274014, 5843.321054150736]",None,"[9.902816769994493, 14.0, 9.0, 2.0]",False,1130.139617800014,1133.341324399924,1133.341324399924,1134.5480309999548,None,0,,3.772263850318268,4.798035050276667,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.9830340000335,None,3851.048765733271,-0.2030718420242837,7.944619946623422e-05,1,"[0.7682677531471909, 0.75160216990888, 0.46748118392954147, 0.5461642502692173]","[1546.1650095366338, 416.9560226250504, 672.0246638670576, 4341.345409530146]",None,"[4.564443575721455, 11.154379536012986, 15.620563390405254, 4.585532564029018]",False,1135.9990821999963,1139.0169248001184,1139.0169248001184,1140.241044000024,['space'],1,[0.23714539990760386],3.5412987002637237,4.549479000270367,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.61879889993,None,,,,,"[0.6184798535631884, 0.5957988126801619, 0.4755595957675677, 0.7821171501133607]","[201.5933889181622, 179.59929177275757, 160.0047788192625, 142.54805234640946]",Tone,"[12.384595368515688, 12.116046522772201, 11.0, 10.21693571207744]",True,1141.6109293999616,1144.3239567999262,1144.3239567999262,1145.556195500074,None,1,,3.5035300999879837,4.528629099950194,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.197478099959,None,2462.2888266898335,0.0,8.505946547995337e-05,0,"[0.7518354822589666, 0.4066510854357343, 0.700497999828146, 0.48725857993005706]","[264.2838856425827, 250.8870399215544, 142.44970309197183, 296.8071801228348]",None,"[10.12521572052971, 10.782137438800723, 10.21693571207744, 9.638314099777514]",False,1147.2047367000487,1150.085637900047,1150.085637900047,1151.2970241000876,None,0,,3.392877149861306,4.424593349918723,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.6863585000392,None,2000.0,1.0,8.394020090612804e-05,1,"[0.6254863635435597, 0.6254863635435597, 0.6254863635435597, 0.6254863635435597]","[793.7005259841001, 1000.0000000000003, 1259.9210498948735, 1587.4010519681997]",Major_3rd,"[15.0, 9.823138028380729, 5.0, 5.0]",False,1152.6945981001481,1155.5971933000255,1155.5971933000255,1156.8152181000914,['space'],1,[0.26468489971011877],3.5366414503660053,4.566670450381935,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.3067388001364,None,,,,,"[0.5697998761390388, 0.46124107049467833, 0.5707140663909023, 0.7242309144438511]","[3307.9751811377487, 2625.5416412113786, 2083.8937816226276, 1653.987590568874]",Major_3rd,"[7.934248541767307, 10.64413019887376, 9.0, 5.238359735917687]",True,1158.325204800116,1160.9738445000257,1160.9738445000257,1162.2077715999912,None,1,,3.3391046999022365,4.370874899905175,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.7642660001293,None,690.1127716501819,9.6825341469976,0.0001399184655279818,1,"[0.575339290207967, 0.575339290207967, 0.575339290207967, 0.575339290207967]","[273.8714349235472, 345.056385825091, 434.7438039016791, 547.7428698470943]",Major_3rd,"[10.0, 9.902816769994493, 11.867488779501988, 14.0]",False,1163.7649092001375,1166.513460499933,1166.513460499933,1167.733750200132,['space'],1,[0.416717299958691],3.3232495000120252,4.339560700114816,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.177979200147,None,125.0,-8.0,0.0002877199686685786,0,"[0.5800923035697048, 0.5800923035697048, 0.5800923035697048, 0.5800923035697048]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[9.432336453088666, 10.782137438800723, 12.384595368515688, 11.0]",False,1170.6599642999936,1173.435630199965,1173.435630199965,1174.6570755001158,None,0,,3.371741200098768,4.406304600182921,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.1075623000506,None,323.14342915858623,3.5306920524030776,0.00014490839641107043,1,"[0.6940555678163238, 0.4577101478964117, 0.6192253009356103, 0.6375965097960946]","[3227.1784450462274, 381.04885229864817, 2511.8093006182244, 311.74165944832333]",None,"[8.0, 10.47466440993579, 10.7928107105889, 9.432336453088666]",False,1176.1092721000314,1178.896362400148,1178.896362400148,1180.122863800032,['space'],1,[0.3429023998323828],3.4194815000519156,4.438788000261411,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.6235796001274,None,1319.5079107728945,-2.0,4.192748077050235e-05,0,"[0.5379011389323324, 0.4387773477006447, 0.78740415173905, 0.735542282416965]","[5859.567337415255, 491.9816293294849, 811.5346487817438, 639.9361785376747]",None,"[2.0, 13.0, 14.499522387231952, 15.620563390405254]",False,1182.8152071000077,1185.6059057000093,1185.6059057000093,1186.8108316001017,None,0,,3.5313935501035303,4.555389550048858,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.4213910999242,None,,,,,"[0.7160247713672329, 0.7722242538065905, 0.520145997758543, 0.6803533120965933]","[353.9107697201081, 184.05168730223642, 1936.8479269002867, 562.8806558895252]",None,"[9.902816769994493, 12.403805897260522, 8.0, 14.667483670350345]",True,1188.4255262000952,1191.4601595001295,1191.4601595001295,1192.6751522000413,None,1,,3.72011849982664,4.72859919979237,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.2103431001306,None,4165.124202537913,-1.4144674359709826,8.097991829188825e-05,1,"[0.4029267416269331, 0.6496878476521346, 0.7219008265383393, 0.7683132721816136]","[920.2603162992714, 3490.472436569808, 3633.3857464931325, 1457.4860076046616]",None,"[12.0, 6.78511766356254, 6.0, 4.322446449808495]",False,1194.2026821000036,1197.0120632001199,1197.0120632001199,1198.241443300154,['space'],1,[0.37703149975277483],3.5657615000382066,4.591182600008324,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.8649285000283,None,796.6254408505907,8.499522387231952,0.00010248951758668356,1,"[0.7821568320504891, 0.7821568320504891, 0.7821568320504891, 0.7821568320504891]","[501.84258090472116, 563.2992512911756, 632.2820314154292, 709.7125840917739]",Tone,"[13.301052477958216, 14.667483670350345, 15.245364980628292, 15.6825341469976]",False,1199.8588328000624,1203.2511309999973,1203.2511309999973,1204.4856911001261,['space'],1,[0.35010269982740283],4.145233900053427,5.154430499998853,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205.083134100074,None,307.7861033362292,6.0,0.00021202376373436995,1,"[0.6905173998640026, 0.6905173998640026, 0.6905173998640026, 0.6905173998640026]","[193.89309522921687, 217.63764082403108, 244.28999210856156, 274.2062449236566]",Tone,"[12.403805897260522, 12.053320048470916, 11.0, 10.0]",False,1207.698353700107,1210.8062527999282,1210.8062527999282,1212.0113487001508,['space'],1,[0.31637050001882017],3.7855726999696344,4.815588400000706,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.5655559999868,None,,,,,"[0.7878112801303961, 0.7878112801303961, 0.7878112801303961, 0.7878112801303961]","[659.5311748979329, 740.2987134998211, 830.957210315803, 932.7179323485186]",Tone,"[15.620563390405254, 15.32905364367366, 14.0, 11.611269431546013]",True,1213.571789199952,1216.9562365999445,1216.9562365999445,1218.1851061999332,None,1,,4.1768298000097275,5.200166300171986,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.8309711001348,None,152.50641140868305,4.914396673838479,0.0008413915056141936,1,"[0.40582136461326235, 0.40582136461326235, 0.40582136461326235, 0.40582136461326235]","[384.29207595545483, 305.0128228173661, 242.0888379020385, 192.14603797772742]",Major_3rd,"[10.47466440993579, 9.432336453088666, 11.0, 12.403805897260522]",False,1219.826302499976,1222.055323000066,1222.055323000066,1223.271931400057,['space'],1,[0.31936590000987053],2.6548097000923008,3.676326100016013,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223.5788314000238,None,217.63764082403114,1.0,0.0002590591738148911,1,"[0.5228477521938651, 0.572333563748791, 0.4036594527581563, 0.6150097301435528]","[261.68170692691143, 259.84694615277044, 1832.601519428421, 2993.3098960349084]",None,"[10.12521572052971, 10.12521572052971, 7.0, 9.081846481128295]",False,1224.6556365999859,1227.173996699974,1227.173996699974,1228.409886999987,['space'],1,[0.3691582998726517],3.130744549911469,4.147454150021076,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228.8621312000323,None,,,,,"[0.46013332731603035, 0.46013332731603035, 0.46013332731603035, 0.46013332731603035]","[754.7744326109525, 503.7514967788372, 336.21378724909977, 224.39578137077166]",Perfect_5th,"[15.32905364367366, 13.301052477958216, 9.530692052403078, 12.0]",True,1229.8521344000474,1232.272363499971,1232.272363499971,1233.4777633999474,None,1,,2.8567451999988407,3.879716800060123,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.7972419001162,None,4924.577653379667,-5.0,8.29771495980672e-05,1,"[0.4452183700710381, 0.4452183700710381, 0.4452183700710381, 0.4452183700710381]","[7817.279747473972, 6964.404506368996, 6204.579047334942, 5527.651519871107]",Tone,"[-4.985486286773474, -1.9304792687339773, 1.0, 3.0]",False,1234.803264300106,1237.1839799999725,1237.1839799999725,1238.392833699938,['space'],1,[0.3063409999012947],2.8232153502758592,3.8375006502028555,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,8,0,8,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.693956100149,None,1668.5368589864977,-0.7616402640823129,5.4821038344990414e-05,0,"[0.48771150923291834, 0.7624464056097134, 0.6314657533120338, 0.786996519353951]","[5877.136816000057, 3675.3467033100214, 446.3094329721468, 728.7023404840635]",None,"[2.0, 6.0, 12.0, 15.6825341469976]",False,1239.6911180999596,1242.603524000151,1242.603524000151,1243.8381225001067,None,0,,3.679180499864742,4.721282799961045,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,9,0,9,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.0958428999875,None,707.1067811865476,8.0,0.00011153516236974377,0,"[0.5225477297117609, 0.7713144370435082, 0.6610061862022312, 0.7272204458677951]","[7001.415317071017, 1554.579391394167, 484.8484549684484, 7603.936472664257]",None,"[-2.0, 5.0, 13.0, -4.0]",False,1248.1047843999695,1251.0807562000118,1251.0807562000118,1252.2821498000994,None,0,,3.699992350069806,4.716008550254628,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,9,0,9,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.8700143999886,None,1421.5249497349216,-1.677553550191505,4.1425284052208645e-05,0,"[0.4945008123318858, 0.6366994609831961, 0.4457002477601124, 0.449043484452436]","[234.15996650545486, 147.7248682325279, 1003.9139726608315, 289.9624608846628]",None,"[11.479029571563201, 10.21693571207744, 9.823138028380729, 9.638314099777514]",False,1253.882015200099,1256.4728951000143,1256.4728951000143,1257.6791620000731,None,0,,3.053590799914673,4.080330299912021,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,9,0,9,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.0395569000393,None,,,,,"[0.41047081456382867, 0.41047081456382867, 0.41047081456382867, 0.41047081456382867]","[191.7929217246955, 215.28027577034095, 241.6439393017836, 271.23615107022584]",Tone,"[12.403805897260522, 12.053320048470916, 11.0, 10.0]",True,1259.0498333999421,1261.3192867001053,1261.3192867001053,1262.5240440999623,None,1,,2.656585100106895,3.666503099957481,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,9,0,9,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.7795074000023,None,3249.0095854249403,-3.0,5.0092288148172966e-05,0,"[0.4319532493614311, 0.6521734535858031, 0.7370375231312095, 0.6231121462285405]","[4486.640672906403, 4808.949319731992, 139.26677203662624, 1469.6143035365826]",None,"[4.27301836022609, 4.0, 10.0, 4.564443575721455]",False,1263.8122801000718,1266.6627023001201,1266.6627023001201,1267.879860199988,None,0,,3.4746157503686845,4.48275825032033,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,9,0,9,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.3461505000014,None,246.36720056435215,5.0,0.0003104876989619026,1,"[0.6228998939764326, 0.461266428770469, 0.5972218152604791, 0.4563997492945168]","[155.20161099734966, 174.2079181809996, 195.54177667315648, 219.4882231746052]",Tone,"[11.0, 12.0, 12.403805897260522, 12.0]",False,1269.3637081999332,1272.0723081000615,1272.0723081000615,1273.2859277001116,['space'],1,[0.3764094999060035],3.1404899002518505,4.144499200163409,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,9,0,9,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.5806426999625,None,161.39891114785075,5.584848593831634,0.0007723192018013718,1,"[0.5854813719571963, 0.5791018536970963, 0.7692541868834798, 0.5587788319616324]","[4609.193877516868, 1519.9775121430764, 162.62044484233795, 872.8340580932357]",None,"[4.27301836022609, 4.564443575721455, 11.584848593831634, 13.227877515962216]",False,1274.5861464000773,1277.5391107001342,1277.5391107001342,1278.7416745999362,['space'],1,[0.5031154998578131],3.5200528998393565,4.552479199832305,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,9,0,9,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.2241659001447,None,,,,,"[0.4753158670235716, 0.6080800094051988, 0.6915613916793955, 0.45941833546047306]","[5241.0186996311395, 4159.799298589738, 3301.634891278964, 2620.5093498155697]",Major_3rd,"[3.452465288090184, 5.0, 7.934248541767307, 10.64413019887376]",True,1280.217114900006,1283.033255300019,1283.033255300019,1284.242142900126,None,1,,3.2443628998007625,4.260725499829277,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,9,0,9,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.542862100061,None,3031.4331330207992,3.0,8.164268623461776e-05,1,"[0.6202735626750828, 0.5232464128519608, 0.40687810287032183, 0.7286140485128567]","[1203.0250360821183, 1515.7165665104, 1909.6832078208354, 2406.050072164236]",Major_3rd,"[6.0, 4.564443575721455, 8.0, 10.7928107105889]",False,1285.58069790015,1288.149141300004,1288.149141300004,1289.3853637001012,['space'],1,[0.4286418999545276],3.302785550011322,4.334313350031152,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,9,0,9,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.9598826000001,None,7846.34543035272,-10.985486286773474,4.993531933300787e-05,0,"[0.4482507196595693, 0.44309440719239973, 0.7482526669763017, 0.6310248792956005]","[3113.824247561947, 3923.172715176361, 4942.887886223921, 6227.648495123892]",Major_3rd,"[9.0, 5.067126500205376, 3.9525763145982866, 1.0]",False,1290.95159530011,1293.605984600028,1293.605984600028,1294.8345358001534,None,0,,3.2897815997712314,4.313567199744284,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,9,0,9,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.3396749999374,None,1754.0172886241414,0.23553538386879347,6.545602149371752e-05,1,"[0.40838115136196823, 0.40838115136196823, 0.40838115136196823, 0.40838115136196823]","[1104.9616519085434, 1240.277519104572, 1392.1644445661855, 1562.6517540312411]",Tone,"[7.0, 5.305065038527883, 4.322446449808495, 5.0]",False,1296.355406400049,1298.5978067000397,1298.5978067000397,1299.8098305000458,['space'],1,[0.6011816998943686],2.64668930019252,3.6521823999937624,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
