tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_late.rt,answer_too_early.rt,Audiogram_both,Audiogram_time,Audiogram_none,Audiogram_frequency,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,9,0,9,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239.5483824999537,None,189.4645708137998,-2.0,0.00024132646467455595,0,"[0.5664277985303378, 0.43268733602783127, 0.6903969344668033, 0.4887862313195662]","[954.8416039104168, 637.2803136596312, 425.333580475428, 283.8761072677194]",Perfect_5th,"[16.0, 18.86074235851716, 16.220717981261956, 18.0]",False,1240.5662324998993,1243.2822002000175,1243.2822002000175,1244.4855426999275,None,0,,3.220487169921398,4.245421769795939,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,9,0,9,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.867008900037,None,1231.1444133449168,11.0,0.00019060770296529212,1,"[0.7531085319239936, 0.5738384249844933, 0.6414758867191989, 0.5399454724141103]","[158.27300085473735, 1884.0989261583818, 1171.3395143189684, 2058.794262341654]",None,"[6.432035943248767, 19.919337459087675, 17.0, 18.0]",False,1245.874498799909,1248.8749077999964,1248.8749077999964,1250.0817293999717,['space'],1,[0.7778098999988288],3.543633069843054,4.569648169912398,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,9,0,9,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.4959882998373,None,1621.7925696785928,14.567105356731734,0.0003088808616449331,1,"[0.48898800271975296, 0.48898800271975296, 0.48898800271975296, 0.48898800271975296]","[254.24403884957013, 340.0424066598949, 504.7651073112586, 671.938105330922]",None,"[17.0, 17.0, 17.28989976777316, 18.816814774548483]",False,1251.5160616999492,1254.0025734000374,1254.0025734000374,1255.2163615999743,['space'],1,[0.9547596001066267],2.9913760398048908,4.022724839858711,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,9,0,9,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255.608394099865,None,125.0,10.0,0.002285440948074376,1,"[0.7674408139355979, 0.7674408139355979, 0.7674408139355979, 0.7674408139355979]","[3539.9642488358077, 577.8071997006211, 201.17258372463496, 5108.725060954307]",None,"[7.334290322598539, 18.5574965404976, 10.0, 7.7998269890940355]",False,1257.9955906998366,1261.3331571000163,1261.3331571000163,1262.551032999996,['space'],1,[0.2244654002133757],4.09848480951041,5.109843909507617,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,9,0,9,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.169384199893,None,,,,,"[0.48744427759915343, 0.48744427759915343, 0.48744427759915343, 0.48744427759915343]","[711.0725702453301, 934.3704564476506, 3398.574397389446, 3328.9972876812535]",None,"[18.434686992489542, 16.0, 7.334290322598539, 8.0]",True,1264.1669817999937,1266.665573499864,1266.665573499864,1267.8652090998366,['space'],0,[0.23900529998354614],2.962610040092841,3.9847640399821103,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,9,0,9,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.2092967999633,None,3471.3116803625967,1.3342903225985396,8.705623751450202e-05,1,"[0.5547749690826963, 0.5547749690826963, 0.5547749690826963, 0.5547749690826963]","[204.69518390521628, 593.4599498416413, 215.11554906533217, 3578.8544499082523]",None,"[10.320213349737966, 18.5574965404976, 12.0, 7.334290322598539]",False,1269.2274928998668,1271.9312733998522,1271.9312733998522,1273.1441674998496,['space'],1,[0.24505700008012354],3.2547022399958223,4.263269239803776,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,9,0,9,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.5645015998743,None,3227.38262783945,2.0966873026236468,8.959190933381551e-05,1,"[0.5479185123634952, 0.5479185123634952, 0.5479185123634952, 0.5479185123634952]","[640.3938223170293, 959.5065959657131, 1437.6355230452828, 2154.019478148057]",Perfect_5th,"[18.816814774548483, 16.0, 19.530778301590974, 17.544827605440098]",False,1274.5629036000464,1277.2438796998467,1277.2438796998467,1278.4499092998449,['space'],1,[0.25310309999622405],3.2224433396477252,4.247913739643991,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,9,0,9,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.8793031000532,None,167.45297422522682,0.07765557616859009,0.00038742607750257626,1,"[0.6927233986444359, 0.6669416352116049, 0.5888525964535198, 0.7209104504719748]","[421.9550541877338, 334.90594845045365, 265.81502744032883, 210.9775270938669]",Major_3rd,"[16.220717981261956, 17.479758446912495, 17.722294426952526, 12.0]",False,1279.882154099876,1282.8680684999563,1282.8680684999563,1284.1050434999634,['space'],1,[0.2900800001807511],3.6900214396882802,4.700512939598411,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,9,0,9,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.6486742999405,None,,,,,"[0.5237300247475499, 0.5512269384363834, 0.6880628517594084, 0.7199377105238964]","[1774.6854894964854, 1581.0650276946794, 1408.56880646971, 1254.8921440963322]",Tone,"[20.478503186202737, 20.567105356731734, 19.530778301590974, 18.0]",True,1285.6541160000488,1288.4522772000637,1288.4522772000637,1289.6774346998427,['space'],0,[0.28936040005646646],3.5131141399033368,4.546912739984691,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,9,0,9,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.2648149000015,None,2407.652538046031,9.0,0.0002363166963039068,1,"[0.6125955533702446, 0.7065884257072967, 0.4187911230807879, 0.6565365798186438]","[1016.7209811002617, 223.36968610376522, 6576.2378197543685, 506.6973270796069]",None,"[16.0, 14.0, 7.0, 17.28989976777316]",False,1291.2612274999265,1294.0125370000023,1294.0125370000023,1295.247140099993,"['space', 'space']",1,"[0.10172380018047988, 0.21330380020663142]",3.4192113396711648,4.4383438397198915,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,9,0,9,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.7673350998666,None,6062.8662660415985,-5.0,6.682440389904723e-05,1,"[0.4933694178688315, 0.4933694178688315, 0.4933694178688315, 0.4933694178688315]","[224.3430847255416, 1598.5270806937776, 882.1642449404164, 1297.8100657742493]",None,"[14.0, 20.567105356731734, 16.422498541154127, 18.625992675863763]",False,1296.8396077998914,1299.343274399871,1299.343274399871,1300.5570497999433,['space'],1,[0.594927100231871],3.006816029548645,4.033753229537979,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,9,0,9,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.9233275000006,None,466.5164957684038,-7.0,3.267740450705299e-05,1,"[0.43061535765586734, 0.43061535765586734, 0.43061535765586734, 0.43061535765586734]","[740.5487761432823, 659.7539553864473, 587.7739531418044, 523.6470614103134]",Tone,"[18.0, 18.816814774548483, 18.5574965404976, 17.9832495361496]",False,1301.9301994000562,1304.2576011999045,1304.2576011999045,1305.4921949000563,['space'],1,[0.6135988000314683],2.7635681696701795,3.778462869580835,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.778017200064,None,,,,,"[0.5962752597556429, 0.5962752597556429, 0.5962752597556429, 0.5962752597556429]","[1669.8792652769982, 1325.3840511802955, 1051.9580185527375, 834.939632638499]",Major_3rd,"[20.567105356731734, 18.625992675863763, 16.197528270719356, 17.0]",True,1312.782952700043,1315.5842331000604,1315.5842331000604,1316.80234439997,None,1,,3.412102739792317,4.4205987399909645,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317.265934099909,None,2518.431188524557,8.0,0.0002128824998040246,1,"[0.452364514002443, 0.452364514002443, 0.452364514002443, 0.452364514002443]","[401.1084689073885, 434.14643980967156, 368.9022125881238, 386.10963766074724]",None,"[16.11397927296251, 16.220717981261956, 16.351771473087013, 16.351771473087013]",False,1318.256543399999,1320.6275611000601,1320.6275611000601,1321.841451499844,['space'],1,[0.25176230003125966],2.841479539871216,3.873424839694053,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.2054487999994,None,307.7861033362292,7.0,0.00023789457566052247,1,"[0.7100524186834375, 0.45300734799686504, 0.796236394012287, 0.4059640400202851]","[775.5723809168676, 615.5722066724584, 488.5799842171232, 387.7861904584338]",Major_3rd,"[17.79986765530967, 18.86074235851716, 17.0, 16.351771473087013]",False,1323.239193300018,1326.2462692998815,1326.2462692998815,1327.4483969998546,['space'],1,[0.43142010015435517],3.412981470115483,4.426038570236415,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.7134284998756,None,3980.816953348727,0.8880182318183509,9.260302242213732e-05,1,"[0.5459651801707561, 0.5459651801707561, 0.5459651801707561, 0.5459651801707561]","[1579.7882548596533, 1990.4084766743638, 2507.7575376512195, 3159.576509719306]",Major_3rd,"[20.567105356731734, 19.0, 14.0, 9.0]",False,1328.7104620998725,1331.3843225999735,1331.3843225999735,1332.6201986998785,['space'],1,[0.24128010007552803],3.1987561399582773,4.2311698398552835,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.0118736999575,None,,,,,"[0.5577020710483804, 0.4254768212372052, 0.7246398900974839, 0.42352697798179767]","[747.5791842984255, 498.9492446747318, 333.0086684999339, 222.25662124890454]",Perfect_5th,"[18.0, 17.28989976777316, 17.479758446912495, 13.0]",True,1334.0067421998829,1336.7376371999271,1336.7376371999271,1337.9605649998412,['space'],0,[0.8947632000781596],3.151079739909619,4.165366239845753,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.2330209000502,None,8000.0,-6.0,9.098504293049921e-05,1,"[0.4412826949919809, 0.7897178800323114, 0.5978646463274336, 0.5358700396550532]","[850.6192418603039, 2637.730316020239, 501.5375736020014, 7273.129493161924]",None,"[16.422498541154127, 12.343945930819206, 17.28989976777316, 6.182762787440416]",False,1339.2402331000194,1342.1051928999368,1342.1051928999368,1343.3112327000126,['space'],1,[0.7569384002126753],3.3890635694842786,4.398429669439793,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.6915984998923,None,1319.5079107728945,6.0,0.00010531707005480364,0,"[0.43728343120551005, 0.43728343120551005, 0.43728343120551005, 0.43728343120551005]","[831.2378961427878, 933.0329915368075, 1047.2941228206269, 1175.5479062836089]",Tone,"[17.0, 16.00155315542841, 16.197528270719356, 17.0]",False,1344.7106784998905,1347.060851899907,1347.060851899907,1348.283856099937,None,0,,2.7693132699932903,3.784723069984466,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348.541166999843,None,367.9772557888905,10.351771473087013,0.00027946751925127976,0,"[0.5893467623024943, 0.653888298246082, 0.6205380510218353, 0.6921552798807642]","[2303.9395012610953, 3269.093059685339, 1227.398063642324, 996.8581553944773]",None,"[15.906518851508192, 8.0, 17.666362963778077, 15.913244425506182]",False,1349.554870699998,1352.4534898998681,1352.4534898998681,1353.6804911999498,None,0,,3.57758293999359,4.591335240053013,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354.215990900062,None,3021.5218192926995,3.227562175475335,8.244983920096828e-05,1,"[0.4670910273854087, 0.4670910273854087, 0.4670910273854087, 0.4670910273854087]","[1903.4394714217628, 2136.538567924982, 2398.18345724505, 2691.869915640932]",Tone,"[19.919337459087675, 17.544827605440098, 15.0, 12.0]",False,1355.22843989986,1357.650164199993,1357.650164199993,1358.8635382000357,['space'],1,[0.31003720010630786],2.875298739876598,3.894251539837569,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.19608350005,None,535.8867312681471,2.0,8.289564896821243e-05,0,"[0.4963261936991148, 0.4839798483655365, 0.42223392509867946, 0.4557595876583031]","[162.96251405799072, 1756.1254246883025, 4001.3672022693463, 4204.594321650205]",None,"[6.07765557616859, 20.478503186202737, 6.888018231818351, 7.0]",False,1360.2117560000625,1362.6507891998626,1362.6507891998626,1363.860966600012,None,0,,2.8795348696876317,3.8935746697243303,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.1528636000585,None,,,,,"[0.6060224837793341, 0.4879765145348082, 0.5866810728943309, 0.6215992796167211]","[181.30030452855584, 203.50271118023588, 228.42407002787832, 256.39734952665594]",Tone,"[7.0, 10.320213349737966, 14.0, 17.0]",True,1365.146708899876,1367.8652285998687,1367.8652285998687,1369.078352799872,['space'],0,[0.5742631002794951],3.33296463964507,4.364474739646539,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369.5718367998488,None,267.9433656340732,13.0,0.0006632061251074559,1,"[0.5202187377160977, 0.5202187377160977, 0.5202187377160977, 0.5202187377160977]","[168.79374327102366, 189.46457081379967, 212.66679023771383, 238.71040097760402]",Tone,"[6.07765557616859, 8.201958806113415, 12.0, 15.0]",False,1370.5817958000116,1373.1711082998663,1373.1711082998663,1374.39382379991,['space'],1,[0.3916652000043541],3.1185901695862412,4.151383169693872,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374.782148799859,None,1338.9755913315196,13.0,0.00023361664562433667,1,"[0.44904165044108924, 0.44904165044108924, 0.44904165044108924, 0.44904165044108924]","[6748.014131256068, 4503.75909945159, 3005.898569764463, 2006.1966042571553]",Perfect_5th,"[7.0, 7.368981177538528, 9.227562175475335, 18.917660741372508]",False,1375.7864858999383,1378.1602894000243,1378.1602894000243,1379.3684046999551,['space'],1,[0.2306222002953291],2.8073329399339855,3.815941740060225,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379.6713169000577,None,1248.0848822087592,12.0,0.0002166862325756328,1,"[0.5142245651604518, 0.5876291343410502, 0.5070197081057561, 0.6823477339184458]","[308.2429628797738, 2420.842472993666, 616.8350379719667, 6384.883893475093]",None,"[17.98566910694344, 15.0, 18.86074235851716, 7.1307020185210135]",False,1380.6798032999504,1383.3207546998747,1383.3207546998747,1384.5368580999784,['space'],1,[0.12790670013055205],3.3188143398147076,4.35111133987084,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385.106964699924,None,,,,,"[0.403342851107714, 0.6144240093883003, 0.5567747830831079, 0.5737115274993281]","[3603.127522431969, 4044.373899148864, 4539.6562109676, 5095.591809183059]",Tone,"[7.0, 6.888018231818351, 7.368981177538528, 7.646420842152193]",True,1386.1261567999609,1388.732471599942,1388.732471599942,1389.9447317000013,['space'],0,[0.2795500000938773],3.176706039812416,4.206005239626393,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.3919152000453,None,1172.935652269261,11.0,0.00018196904342354555,1,"[0.5847356353990959, 0.4933471986905972, 0.6704709310513396, 0.7767899315859207]","[465.47982207580793, 586.4678261346306, 738.9031592331077, 930.9596441516156]",Major_3rd,"[16.64525601674326, 18.5574965404976, 18.0, 16.00155315542841]",False,1391.3866198998876,1394.152648899937,1394.152648899937,1395.3864744000603,['space'],1,[0.2337460000999272],3.5553394397720695,4.565519739873707,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,10,0,10,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.0329042999074,None,8000.0,-7.0,8.109050486794653e-05,1,"[0.7746683201979199, 0.7746683201979199, 0.7746683201979199, 0.7746683201979199]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[7.646420842152193, 7.763358327738311, 7.1307020185210135, 6.648283391991938]",False,1397.0468011999037,1400.405302299885,1400.405302299885,1401.623919100035,['space'],1,[0.2031680999789387],4.1393535698298365,5.173228669911623,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
