tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,Audiogram_none,Audiogram_frequency,Audiogram_both,Audiogram_time,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.26517470006365,None,435.2752816480623,-1.0,6.662271952302988e-05,1,"[0.4835144074861243, 0.4835144074861243, 0.4835144074861243, 0.4835144074861243]","[172.73910999597217, 217.63764082403122, 274.2062449236567, 345.47821999194423]",Major_3rd,"[7.3852636021574884, 8.205214547732592, 10.047721615129088, 12.0]",False,414.05002200009767,416.5542560000904,416.5542560000904,417.7764423000626,['space'],1,[0.4165719000156969],2.961210699635558,3.971168599673547,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0809783000732,None,377.79061491312433,6.230458358877735,0.0001686665494403187,1,"[0.42904848811564567, 0.6402147957079471, 0.6260532531420763, 0.4809925314716014]","[1780.60039567676, 130.0697096168972, 564.3322157136695, 250.7376350930091]",None,"[9.584130305229188, 8.301235408887216, 9.60681891020138, 9.385401044056934]",False,419.0869093000656,421.8015900000464,421.8015900000464,423.0061388000613,['space'],1,[0.41930549999233335],3.2046159998280928,4.236018399940804,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.38690470007714,None,5397.0512815779175,-1.575618045532019,0.00011519302585950828,1,"[0.49701052817891667, 0.49701052817891667, 0.49701052817891667, 0.49701052817891667]","[4525.272958388721, 1014.7100680117074, 713.9657751950687, 5853.587955083908]",None,"[3.8289179146613765, 8.328435085231524, 8.114754943661183, 4.399108917147118]",False,424.39722990000155,426.9311840001028,426.9311840001028,428.14972900005523,['space'],1,[0.33951039996463805],2.9972181998891756,4.018766199820675,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.46832020010334,None,203.0630990890589,-3.0,0.00018367018267475058,1,"[0.5307842278795546, 0.7187965231432988, 0.4443601640004448, 0.5791062750823623]","[1023.3738919967751, 683.0201283771979, 455.8612442791085, 304.2508784176478]",Perfect_5th,"[8.328435085231524, 8.494012819045984, 11.461726883648712, 11.28986005276826]",False,429.50607170001604,432.2453160000732,432.2453160000732,433.46675020002294,['space'],1,[0.51980780006852],3.2985084999818355,4.324474100023508,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.8781342000002,None,,,,,"[0.6428218152018002, 0.6428218152018002, 0.6428218152018002, 0.6428218152018002]","[411.76729549808556, 462.193161931592, 518.7942832563205, 582.3268938350825]",Tone,"[12.165032505410917, 11.461726883648712, 10.26260093989387, 9.60681891020138]",True,434.8678988000611,437.82511130010244,437.82511130010244,439.0303822000278,None,1,,3.59148879989516,4.606462699943222,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.5307408000808,None,1741.101126592249,-2.0,5.0139344383985924e-05,0,"[0.5281380701357898, 0.4307424324091351, 0.6474514666479919, 0.4867600281751867]","[4869.43986925045, 5654.931826566216, 217.32102778569256, 321.50742962562464]",None,"[4.216817147160892, 4.399108917147118, 8.205214547732592, 11.760367223652612]",False,440.61173130001407,443.2495209000772,443.2495209000772,444.47526440001093,None,0,,3.1083403999218717,4.123818499967456,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.7812625000952,None,125.0,-3.0,0.0005116464961403772,0,"[0.6945818644393914, 0.6945818644393914, 0.6945818644393914, 0.6945818644393914]","[4800.906701318437, 659.4291613913015, 5542.357590687561, 435.8917417273245]",None,"[4.0, 8.494012819045984, 4.399108917147118, 11.89399418222198]",False,445.80717760010157,448.924518700107,448.924518700107,450.15615779999644,None,0,,3.823100099922158,4.846041799988598,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.6866375000682,None,3691.8990093361285,-3.205413662527476,5.4296854568928794e-05,1,"[0.798444485490109, 0.6191040608546723, 0.5830560269773142, 0.5294068035563197]","[2364.2773156130556, 1190.958889052626, 1167.7063525763808, 870.8613084114886]",None,"[7.0, 9.308165133595097, 9.0, 7.856919128777964]",False,451.6804702000227,454.69670540001243,454.69670540001243,455.9278500000946,['space'],1,[0.43735839996952564],3.5504949998576194,4.556421399815008,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.29691780009307,None,,,,,"[0.5440102258949606, 0.5440102258949606, 0.5440102258949606, 0.5440102258949606]","[736.2838127961417, 1272.7099932248384, 260.9632594620166, 2723.261184527182]",None,"[8.0, 9.308165133595097, 10.0, 5.0]",True,457.2811026000418,459.9267688000109,459.9267688000109,461.1478130000178,['space'],0,[0.42005620000418276],3.1987911999458447,4.22919720003847,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.5603301000083,None,2660.151348098601,-0.44353793637424566,7.216250522702263e-05,1,"[0.41694254325539765, 0.6678744900013655, 0.6123301352977795, 0.593844373550114]","[4222.727048366343, 3762.022114446114, 3351.5806793756515, 2985.9189309996955]",Tone,"[3.3925430880429674, 2.794586337472524, 3.0, 4.0]",False,462.55556270002853,465.2826406999957,465.2826406999957,466.49536300008185,['space'],1,[0.3458865999709815],3.309891999932006,4.342008899897337,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.955637200037,None,470.68339801457665,5.461726883648712,0.00013679432041678184,1,"[0.5974323801236917, 0.5974323801236917, 0.5974323801236917, 0.5974323801236917]","[5227.845810170217, 2759.265345169758, 3072.15151884402, 768.4676365225005]",None,"[4.4243819544679805, 5.0, 3.79279876921605, 7.873415866578979]",False,467.959925900097,470.77455820003524,470.77455820003524,471.98003320000134,['space'],1,[0.37464699998963624],3.3978206999599934,4.427420499850996,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.44984610006213,None,1216.3416458283948,3.308165133595096,7.771666689553967e-05,1,"[0.6577553243714717, 0.6577553243714717, 0.6577553243714717, 0.6577553243714717]","[3064.9888868859384, 2432.6832916567896, 1930.822008140725, 1532.4944434429692]",Major_3rd,"[3.79279876921605, 6.520129077200691, 9.0, 9.790007724829989]",False,473.44763830001466,476.4341777000809,476.4341777000809,477.64463380002417,['space'],1,[0.30057369999121875],3.649187499890104,4.656828099978156,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.1615593000315,None,8000.0,-4.0,0.00011454338263838867,1,"[0.5008807658297598, 0.7707380243859511, 0.6914771516192955, 0.46220290449205353]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[3.1903858144161164, 3.0096827171514975, 4.216817147160892, 3.6439710197306145]",False,479.1905224000802,482.19989110005554,482.19989110005554,483.41680120001547,['space'],1,[0.44377400004304945],3.4624476998578757,4.472491599852219,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.2797078000149,None,8000.0,-3.0,0.00012851978913844324,1,"[0.5919735918719475, 0.608743923552904, 0.6163656792949265, 0.5663647365111296]","[3242.710677754284, 147.47444974675807, 555.6974980898135, 357.17113699846556]",None,"[3.1903858144161164, 7.94866819657239, 10.0, 12.090682069181113]",False,498.28606970002875,501.13895560009405,501.13895560009405,502.3585288000759,['space'],1,[0.35492859990336],3.406778500066139,4.436307099997066,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.76007680001203,None,,,,,"[0.719763742454711, 0.719763742454711, 0.719763742454711, 0.719763742454711]","[607.3100232354274, 390.57629289347926, 160.15678603736495, 1679.079310426038]",None,"[9.006826678762522, 12.230458358877735, 7.443600666896941, 9.748528716308854]",True,503.75830139999744,506.9469973000232,506.9469973000232,508.1511215000646,None,1,,3.898210399900563,4.914997799904086,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.7208006000146,None,300.7508080066736,5.0,0.00020222034814806902,1,"[0.5145840723606186, 0.6891903360275468, 0.5508911768517288, 0.4080607891509826]","[3158.155918784821, 2790.3909588768456, 125.47781231263627, 525.2896457432361]",None,"[3.1903858144161164, 4.614733173469618, 8.62199949978356, 10.26260093989387]",False,509.73273869999684,512.5003698000219,512.5003698000219,513.7224963000044,['space'],1,[0.43784509995020926],3.1789363998686895,4.18846809992101,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.9757243000204,None,3482.202253184498,-3.0,5.2990255822619625e-05,1,"[0.4566660997487137, 0.4566660997487137, 0.4566660997487137, 0.4566660997487137]","[3639.308506631013, 167.14086979118002, 1934.642375522465, 137.02244417085967]",None,"[2.794586337472524, 7.443600666896941, 9.0, 8.301235408887216]",False,515.0031287000747,517.4174694000976,517.4174694000976,518.6424261000939,['space'],1,[0.4128214999800548],2.873846699949354,3.8801059999968857,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.9217192000942,None,287.17458874925893,-4.0,8.082540045571802e-05,1,"[0.501221068131805, 0.501221068131805, 0.501221068131805, 0.501221068131805]","[455.8612442791087, 406.126198178118, 361.8173093600947, 322.342577109895]",Tone,"[11.461726883648712, 12.165032505410917, 12.090682069181113, 11.760367223652612]",False,519.9608111000853,522.4802858000621,522.4802858000621,523.6965808999958,['space'],1,[0.7623917999444529],3.0394677999429405,4.055418099975213,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0711073999992,None,,,,,"[0.7141997995139249, 0.7251038605293751, 0.4321216913687469, 0.4869001456221843]","[1832.48546181396, 1454.444674899956, 1154.393503482868, 916.24273090698]",Major_3rd,"[9.283066987268136, 9.720261633119645, 9.0, 8.0]",True,525.0677201000508,527.974700700026,527.974700700026,529.194882000098,['space'],0,[0.3942798998905346],3.3783240999327973,4.399873199872673,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.5070022,None,1624.5047927124701,1.0,6.491663098207682e-05,0,"[0.5308279447145643, 0.7299655592446515, 0.7532774572339043, 0.5078980312967194]","[4629.713018289241, 376.52642620884035, 4783.385801514001, 371.894720789042]",None,"[3.8289179146613765, 12.230458358877735, 4.0, 12.230458358877735]",False,530.5455381000647,533.6003984001,533.6003984001,534.8242283000145,None,0,,3.558597799972631,4.573678100015968,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.1652549999999,None,225.14640296721987,2.205214547732591,0.00027865541054717866,1,"[0.6267449649304544, 0.5451429257740202, 0.6093241661901245, 0.45772417351396016]","[141.8333462032569, 159.20254829788016, 178.69881845851046, 200.58264179740445]",Tone,"[8.0, 7.643464056059555, 7.3852636021574884, 7.766580179906163]",False,536.1792727001011,538.9947605000343,538.9947605000343,540.1987579000415,['space'],1,[0.42954689997714013],3.2506946999346837,4.275649799965322,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.5204208000796,None,705.7971231683161,2.114754943661182,5.678993817661465e-05,1,"[0.6953034976162569, 0.6953034976162569, 0.6953034976162569, 0.6953034976162569]","[140.04788697418925, 209.83474015505337, 314.396876148896, 471.06306448181243]",Perfect_5th,"[8.0, 8.0, 11.28986005276826, 11.461726883648712]",False,541.5148858000757,544.6402050000615,544.6402050000615,545.8428717000643,['space'],1,[0.37490639998577535],3.809106599772349,4.814782599802129,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.3921569000231,None,2552.9566388261615,0.0,8.260453393975719e-05,0,"[0.6353405273502987, 0.6353405273502987, 0.6353405273502987, 0.6353405273502987]","[214.1863071571466, 252.06477555091115, 417.25341011172014, 179.1675890228213]",None,"[8.0, 9.385401044056934, 12.0, 7.3852636021574884]",False,547.3940997000318,550.3214128999971,550.3214128999971,551.5397791001014,None,0,,3.5686997999437153,4.6023809999460354,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.0570121000055,None,164.93848884661182,-7.0,0.0001756071591876441,0,"[0.6493595589203407, 0.5710009185987861, 0.4938511087647294, 0.6971055902770237]","[415.6189480713941, 329.8769776932237, 261.82353070515677, 207.809474035697]",Major_3rd,"[12.0, 11.760367223652612, 10.0, 8.0]",False,553.0908854000736,555.8288093000883,555.8288093000883,557.0466241000686,None,0,,3.453741299919784,4.457762999925762,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.5922726000426,None,,,,,"[0.5346201905455239, 0.5346201905455239, 0.5346201905455239, 0.5346201905455239]","[2337.225707147439, 5138.408813665753, 340.92780033840063, 1778.5371951515178]",None,"[7.0, 4.4243819544679805, 12.0, 9.584130305229188]",True,558.5845941000152,561.2118451000424,561.2118451000424,562.4225583000807,None,1,,3.1605313998879865,4.187515999889001,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.8213254000293,None,6172.601008795792,-2.0,9.849986574396719e-05,0,"[0.4785140766231455, 0.7324494511503772, 0.4497110837530518, 0.592108292299882]","[1705.7684581058816, 228.63658828499942, 5344.719926355399, 1747.9052153434145]",None,"[9.584130305229188, 8.749208672221705, 4.4243819544679805, 9.584130305229188]",False,563.8107283000136,566.490948599996,566.490948599996,567.6977660000557,None,0,,3.2786338998703286,4.287517299875617,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.1574789000442,None,574.3491774985172,0.0,5.984619860562044e-05,0,"[0.5673561887109737, 0.5673561887109737, 0.5673561887109737, 0.5673561887109737]","[361.81730936009427, 406.1261981781175, 455.8612442791081, 511.68694599838716]",Tone,"[12.090682069181113, 12.165032505410917, 11.461726883648712, 10.89226938530659]",False,569.1888271000935,571.9323754000943,571.9323754000943,573.1644900999963,None,0,,3.305860499967821,4.328430900000967,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5562345000217,None,125.0,5.0,0.0012851978913844323,0,"[0.45777859829171763, 0.45649370512825094, 0.5906399032281674, 0.4066452151470906]","[496.21357040307174, 198.72397612998176, 312.24943716762306, 2292.488639057324]",None,"[11.0, 7.766580179906163, 11.28986005276826, 7.422255942512912]",False,574.6305509000085,577.1691592000425,577.1691592000425,578.3701757000526,None,0,,2.931281699799001,3.941551299765706,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.6134556001052,None,2704.9081739239923,-1.0,6.52055289386442e-05,0,"[0.6748712041883751, 0.43843212501430295, 0.481908587960371, 0.7011213383427112]","[7038.7535255423545, 3139.289247850103, 285.0535473167359, 810.6026754551276]",None,"[3.0, 3.79279876921605, 10.694876538956837, 7.791855928430435]",False,579.6257131000748,582.2393114001025,582.2393114001025,583.4478048000019,None,0,,3.311847599921748,4.340926599921659,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
