tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,Audiogram_both,Audiogram_none,Audiogram_time,Audiogram_frequency,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.1117776000174,None,712.8166421487475,-0.7668637034553498,4.019235400430807e-05,1,"[0.623945929495934, 0.623945929495934, 0.623945929495934, 0.623945929495934]","[282.8814719018404, 356.4083210743738, 449.0463460792941, 565.7629438036807]",Major_3rd,"[11.347902014810314, 11.0, 8.0, 5.016899083795806]",False,461.1021646000445,464.01670970011037,464.01670970011037,465.2353261000244,['space'],1,3.551209600176662,4.554845000151545,None,1,None,1,[0.6099161999300122],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.69432380003855,None,5656.85424949238,-4.0,8.109296367558474e-05,1,"[0.49428284436395764, 0.7990895640347633, 0.503407126176625, 0.41758252323985984]","[291.36597069183557, 3114.8929980206426, 1624.4438246191073, 569.1357965453699]",None,"[11.347902014810314, 9.0, 1.0254998596726566, 5.016899083795806]",False,466.71253140002955,469.55237570009194,469.55237570009194,470.7849330001045,['space'],1,3.2373458000365645,4.253532900009304,None,1,None,1,[0.5504462999524549],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.00535290001426,None,,,,,"[0.4061366222912717, 0.4061366222912717, 0.4061366222912717, 0.4061366222912717]","[3005.102071542948, 2677.241583418491, 2385.1510948195455, 2124.92805294576]",Tone,"[9.136888866253425, 8.439616362994943, 7.0, 4.0]",True,472.00399670004845,474.260013799998,474.260013799998,475.48260129999835,None,1,2.6676795000676066,3.69465260009747,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.73252499999944,None,3681.6781311580694,0.0,7.835234598614383e-05,1,"[0.48779652695742015, 0.7717185791743688, 0.43258332882614065, 0.5060638684318328]","[1302.410784725519, 6452.223579227207, 194.24520001252148, 3962.6078766490973]",None,"[2.5476544384013846, 0.23521728604462666, 6.547681486333655, 3.4589661902529443]",False,476.7436299000401,479.45131300005596,479.45131300005596,480.6636913000839,['space'],1,3.2307394000235945,4.262739500030875,None,1,None,1,[0.6338662998750806],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.0431876000948,None,153.8930516681146,5.0,0.0008277719269625906,1,"[0.40691297457098496, 0.5428388166293261, 0.7110403219622606, 0.5131071731643636]","[387.7861904584338, 307.7861033362292, 244.2899921085616, 193.8930952292169]",Major_3rd,"[10.0, 11.634060966657366, 9.0, 6.547681486333655]",False,482.05866780004,484.7364229001105,484.7364229001105,485.94799930008594,['space'],1,3.1918897998984903,4.208673399873078,None,1,None,1,[0.672700599883683],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.311359000043,None,131.3072339182462,6.0,0.001329977496501036,1,"[0.47317675090913114, 0.567355662493731, 0.7922744241331576, 0.5801283260676533]","[208.4372412528585, 185.6964710448803, 165.43674801706848, 147.38738674171262]",Tone,"[7.0, 6.547681486333655, 7.6093112597021735, 10.0]",False,487.3201788000297,490.1930081000319,490.1930081000319,491.4195459000766,['space'],1,3.455165799940005,4.483322599902749,None,1,None,1,[0.6491524998564273],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.840390700032,None,153.8930516681146,11.0,0.0016516221312576293,1,"[0.611337181504189, 0.611337181504189, 0.611337181504189, 0.611337181504189]","[775.5723809168677, 517.632461920689, 345.4782199919442, 230.5790483964849]",Perfect_5th,"[5.4928901646508494, 6.0, 11.008027259455613, 8.626180643476042]",False,492.8771291000303,495.7248520000139,495.7248520000139,496.94977180007845,['space'],1,3.4711856998037547,4.477021499769762,None,1,None,1,[0.5155596998520195],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.3983674000483,None,4990.318424013544,-7.151755525513447,6.675504003747063e-05,1,"[0.7569859310085418, 0.7569859310085418, 0.7569859310085418, 0.7569859310085418]","[1136.7437801926912, 1059.2134109871345, 549.4630292256865, 5599.8887692360395]",None,"[4.128892000811312, 4.793322612308798, 5.407565608342791, -1.4891035780236894]",False,498.3944342000177,501.68602850008756,501.68602850008756,502.906090100063,['space'],1,4.0541856999043375,5.082509099855088,None,1,None,1,[0.5924356998875737],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.5097326000687,None,,,,,"[0.705378749239293, 0.705378749239293, 0.705378749239293, 0.705378749239293]","[144.4641625156977, 289.3096060669228, 4860.073259443006, 216.81667093373687]",None,"[10.369950949930363, 11.347902014810314, -1.0000000000000009, 7.60008055091731]",True,504.50448330002837,507.6584274000488,507.6584274000488,508.8740629000822,None,1,3.8543229999486357,4.8567981999367476,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.38705580006354,None,1624.5047927124701,1.0,6.491663098207682e-05,1,"[0.4508233654070477, 0.6629082628064562, 0.5328079029109697, 0.5028715933715868]","[6322.371454336379, 1245.0124111523437, 257.12559317227135, 1517.8339174624614]",None,"[0.0, 3.3545531425588218, 10.0, 1.2666537820771984]",False,510.4772733000573,513.1568603001069,513.1568603001069,514.3725706000114,['space'],1,3.175326499971561,4.1781119998777285,None,1,None,1,[0.5186642998596653],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.7078731000656,None,4924.577653379667,-1.0,0.0001315099195278041,1,"[0.7735095154377957, 0.43151041186473005, 0.6538878310419545, 0.7145073965326181]","[7817.279747473972, 6964.404506368996, 6204.579047334942, 5527.651519871107]",Tone,"[3.903422065845511, 1.480832168998898, -0.8146955877309914, -1.4891035780236894]",False,515.7149252000963,518.6136269000126,518.6136269000126,519.8276417000452,['space'],1,3.6032792000332847,4.608499499969184,None,1,None,1,[0.4914103999035433],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.3661891000811,None,259.54952987919324,4.0,0.00024940808341953463,1,"[0.7928243867470365, 0.7928243867470365, 0.7928243867470365, 0.7928243867470365]","[163.5059580925569, 183.52923263135793, 206.00459838404146, 231.23234346330094]",Tone,"[7.6093112597021735, 6.547681486333655, 7.0, 8.626180643476042]",False,521.3621333000483,524.7791509000817,524.7791509000817,525.986712800106,['space'],1,4.221718100016005,5.22522130003199,None,1,None,1,[0.49742319993674755],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.6184279000154,None,291.1029414091807,5.347902014810314,0.00022940306503928484,1,"[0.7826224918372282, 0.5024340232255968, 0.7192644103675433, 0.4720830945019823]","[3148.08992039024, 6008.224398565235, 423.90973058769816, 909.3586553960937]",None,"[9.0, -0.8146955877309914, 8.06241833369221, 5.624054758446669]",False,527.637753100018,530.6701289000921,530.6701289000921,531.8819711001124,['space'],1,3.5208890000358224,4.546426499960944,None,1,None,1,[0.473015199881047],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.7119000001112,None,,,,,"[0.6175434109633557, 0.5651745592040534, 0.6680620954118076, 0.46272225442365855]","[340.06462441888084, 269.90947126985105, 214.22728931497102, 170.0323122094404]",Major_3rd,"[11.513616445785994, 10.6749502582452, 7.60008055091731, 7.0]",True,558.70328970009,561.5871849000687,561.5871849000687,562.8039326000726,None,1,3.342437000130303,4.3735035001300275,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.1026700000511,None,933.0329915368076,-6.0,2.112459967719075e-05,0,"[0.5767033544232876, 0.6418098469030278, 0.4229443582559951, 0.5982538365786291]","[237.46066291652156, 6457.821775824043, 1021.773583092233, 294.0700924995711]",None,"[9.0, 0.23521728604462666, 5.0, 11.347902014810314]",False,564.1277715000324,566.7937974000815,566.7937974000815,568.0088557000272,None,0,3.2656787999439985,4.288989799912088,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.4621700000716,None,1319.5079107728945,-4.0,3.3304181786869376e-05,1,"[0.5969975153357792, 0.5969975153357792, 0.5969975153357792, 0.5969975153357792]","[831.2378961427878, 933.0329915368075, 1047.2941228206269, 1175.5479062836089]",Tone,"[5.687378023881542, 5.624054758446669, 5.0, 4.0]",False,569.4730475000106,572.3097530000377,572.3097530000377,573.5279202000238,['space'],1,3.428910799906589,4.435513200005516,None,1,None,1,[0.7628993999678642],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.9561240000185,None,329.87697769322364,-2.0,7.52697013181096e-05,0,"[0.7267379032682361, 0.7267379032682361, 0.7267379032682361, 0.7267379032682361]","[618.6495099365337, 127.34996071243138, 1399.2445342597046, 222.94011327487382]",None,"[4.897056990734846, 13.0, 2.0, 8.0]",False,574.9863131000893,578.1852122000419,578.1852122000419,579.3951598000713,None,0,3.929747899994254,4.958204100024886,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.9838138000341,None,,,,,"[0.5979040892368372, 0.5979040892368372, 0.5979040892368372, 0.5979040892368372]","[138.53883901520518, 1079.499075476861, 2881.1350835048975, 537.7046232447345]",None,"[11.0, 4.793322612308798, 9.112124997758599, 5.407565608342791]",True,580.9951464000624,583.8200114000356,583.8200114000356,585.0354318000609,None,1,3.439618699834682,4.4465419999323785,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.4848905000836,None,480.76179763728373,0.9937914451767409,8.120715798606196e-05,1,"[0.532202613565893, 0.47598578213731174, 0.5919364175052876, 0.6610917868911161]","[261.8123734533345, 1972.9935564131931, 3898.249435329628, 252.58440577748368]",None,"[10.6749502582452, 2.85462562250569, 4.0, 9.716698867869631]",False,586.489225700032,589.1278172000311,589.1278172000311,590.3187755000545,['space'],1,3.294298500055447,4.3179977000691,None,1,None,1,[0.6480804999591783],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.8441181000089,None,166.30111091835403,1.6093112597021733,0.00046718693166540636,0,"[0.6571993559158872, 0.6571993559158872, 0.6571993559158872, 0.6571993559158872]","[263.98655841527545, 235.18528649844868, 209.52627026693636, 186.6666855975399]",Tone,"[10.6749502582452, 8.626180643476042, 7.0, 6.547681486333655]",False,591.8557334000943,594.8448843000224,594.8448843000224,596.0587605000474,None,0,3.6830044998787344,4.700778199941851,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.5915677000303,None,500.0,-4.0,4.507855688029785e-05,0,"[0.45450348437647164, 0.45450348437647164, 0.45450348437647164, 0.45450348437647164]","[1259.9210498948732, 1000.0000000000001, 793.7005259840998, 629.9605249474366]",Major_3rd,"[3.0, 5.306476951059075, 5.687378023881542, 4.897056990734846]",False,598.4585867000278,600.8518657000968,600.8518657000968,602.064460500027,None,0,2.83046809991356,3.86205599992536,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.3681747000664,None,2667.384143225762,2.439616362994944,9.997497823931747e-05,1,"[0.5322653610259764, 0.6112933321639615, 0.7417079873398422, 0.5930957975389066]","[6721.386860411879, 5334.768286451525, 4234.208394959869, 3360.6934302059385]",Major_3rd,"[1.0, -1.6284079652419363, 2.0, 8.0]",False,603.3828745000064,606.2837895000121,606.2837895000121,607.4984835000942,['space'],1,3.504460299969651,4.531471300055273,None,1,None,1,[0.47301039996091276],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.9527019000379,None,5896.505786521476,-7.0,5.34618700373869e-05,0,"[0.6057168054771428, 0.6057168054771428, 0.6057168054771428, 0.6057168054771428]","[1014.6218193031356, 5500.228075084843, 3082.268485835918, 6419.333999813907]",None,"[5.306476951059075, -1.4891035780236894, 9.0, 0.0]",False,608.96814370004,611.8080838000169,611.8080838000169,613.0308209001087,None,0,3.446295899921097,4.452017299947329,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.4561844000127,None,,,,,"[0.7943471392447135, 0.5442952178723618, 0.5327810598460749, 0.6825036524204557]","[709.8620243039048, 1663.5191050067676, 359.8696885506112, 3519.804604757091]",None,"[5.23313629654465, 1.0254998596726566, 11.0, 7.0]",True,614.470387600013,617.3776348000392,617.3776348000392,618.5921512000496,None,1,3.6084516000701115,4.6217409000964835,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.1180089000845,None,8000.0,-4.0,0.00011454338263838867,0,"[0.7110432122183346, 0.5894430092896787, 0.69064760999793, 0.4873188967788733]","[2843.7110668916753, 172.65820857284913, 154.35566423356883, 1052.654255825123]",None,"[9.112124997758599, 7.0, 8.863572288142883, 5.0]",False,620.1417493000627,623.1563681000844,623.1563681000844,624.355699100066,None,0,3.5130338998278603,4.527521799784154,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.7130744000897,None,1414.213562373095,-2.0,4.005983164181629e-05,1,"[0.7803642763141303, 0.7705898604006841, 0.6418860746906887, 0.632390133425009]","[2244.9240966187467, 2000.0000000000005, 1781.797436280679, 1587.4010519681997]",Tone,"[5.0, 2.85462562250569, 1.1898294073388112, 1.0254998596726566]",False,625.7184839000693,628.9285578000126,628.9285578000126,630.1415387000889,['space'],1,3.8496086999075487,4.85588489996735,None,1,['space'],0,[0.40089809987694025],,[-3.9630776001140475],,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.6236036000773,None,405.96761083614854,3.17166637567039,0.00010985504852401532,1,"[0.7207036686927015, 0.7207036686927015, 0.7207036686927015, 0.7207036686927015]","[1022.9742769359873, 811.9352216722972, 644.4334125063189, 511.4871384679936]",Major_3rd,"[5.0, 5.687378023881542, 4.99930533297728, 6.0]",False,631.6196084000403,634.8046189000597,634.8046189000597,636.0167678000871,['space'],1,3.9348927000537515,4.939450000063516,None,1,None,1,[0.4777516999747604],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.5981712000212,None,7661.9799250921615,-3.0,0.00012126603957345688,1,"[0.6545067375662144, 0.4893334459132014, 0.6989334531486938, 0.41572616597615086]","[428.4494707341395, 252.7656795584425, 734.579476968609, 135.48335679037172]",None,"[8.06241833369221, 10.0, 5.4928901646508494, 11.876763562060933]",False,637.5916804000735,640.45022410003,640.45022410003,641.6714678000426,['space'],1,3.2946382999652997,4.298490699962713,None,1,None,1,[0.4916455999482423],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,3,0,3,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.922237800085,None,,,,,"[0.44046364256947707, 0.44046364256947707, 0.44046364256947707, 0.44046364256947707]","[494.7923439286303, 399.2329065375953, 1440.0445276940407, 7627.197056992385]",None,"[6.081850458640543, 9.171666375670391, 1.8109081932435442, 3.0]",True,642.9377574000973,645.2766611000989,645.2766611000989,646.485889100004,['space'],0,2.794182699872181,3.823156099882908,None,1,None,1,[0.6037966998992488],0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
