tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,answer_too_early.rt,Catch trial answer,Audiogram_time,Audiogram_frequency,Audiogram_both,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.4295363998972,None,3021.143152025898,0.3018775615093445,5.8834462521673745e-05,1,"[0.5281937893225715, 0.4128777348658893, 0.44536532135862555, 0.41724056951389615]","[4795.765817672433, 4272.541619465626, 3806.401851983176, 3391.118530658825]",Tone,"[2.253106289190758, 4.2409436738925885, 5.919617785862145, 6.36155917072716]",False,464.4427313997876,466.84974599978887,466.84974599978887,468.07000259985216,['space'],1,2.8552544300910085,3.863990930141881,None,1,None,1,[0.4289110000245273],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.3486587998923,None,4444.29662992227,-2.0,9.095885206522585e-05,1,"[0.7174942843293477, 0.7174942843293477, 0.7174942843293477, 0.7174942843293477]","[585.0934226542946, 431.1678648699271, 326.3481336557283, 3394.057668833505]",None,"[10.0, 11.671229488450555, 10.0, 6.36155917072716]",False,469.3531434999313,472.5322224998381,472.5322224998381,473.7340504999738,['space'],1,3.9094446301460266,4.9266518300864846,None,1,None,1,[0.19366930006071925],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.31263959989883,None,,,,,"[0.750086498472939, 0.750086498472939, 0.750086498472939, 0.750086498472939]","[831.8003061832525, 879.0306872205917, 215.63231467267096, 3895.254635790615]",None,"[6.566281837311289, 6.085324619050359, 6.75705146153416, 5.190708467321604]",True,475.3190163997933,478.5963149999734,478.5963149999734,479.8163500998635,None,1,4.048744630068541,5.056677430169657,None,1,None,1,,,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.39666579989716,None,353.5533905932738,-7.0,3.9581673965746926e-05,0,"[0.5517312051473439, 0.5517312051473439, 0.5517312051473439, 0.5517312051473439]","[1175.707525008267, 5186.737808393763, 2480.389619106897, 186.80911191250425]",None,"[6.14075580409218, 1.504103727551139, 5.277906663124167, 7.241812043660456]",False,481.41313319979236,484.10003490000963,484.10003490000963,485.3104753999505,None,0,3.233215430052951,4.233616930199787,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.6899381999392,None,3536.691140268885,0.3615591707271604,7.902938145816256e-05,1,"[0.7064322599926987, 0.5321034195613665, 0.6168320023258502, 0.7575238528967485]","[1120.062894121532, 143.43654735325626, 539.5206748447939, 2072.5817566748783]",None,"[6.0, 9.779158216387522, 10.754830723770002, 5.304905809411233]",False,486.6985783998389,489.59027879987843,489.59027879987843,490.80036009987816,['space'],1,3.6529641305096447,4.658640330424532,None,1,None,1,[0.2229173998348415],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.3890854998026,None,3105.428316516329,0.3018775615093445,6.709291050521219e-05,1,"[0.5017896235872403, 0.5017896235872403, 0.5017896235872403, 0.5017896235872403]","[2725.2551535809157, 208.23478398735577, 174.7803168928718, 1920.9162002454298]",None,"[5.565799458368608, 6.876039654364539, 8.0, 6.0]",False,492.3997829,494.92135019996203,494.92135019996203,496.1351044999901,['space'],1,3.0538236300926656,4.067780330078676,None,1,None,1,[0.2668287998531014],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.49576219986193,None,,,,,"[0.7769725936056218, 0.7769725936056218, 0.7769725936056218, 0.7769725936056218]","[258.7048979054905, 209.9515900796938, 436.718320961931, 2935.934807290589]",None,"[7.280743668337028, 6.876039654364539, 11.671229488450555, 6.0]",True,497.499226299813,500.8583234997932,500.8583234997932,502.0643899999559,None,1,4.1462337302509695,5.1729744302574545,None,1,None,1,,,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.6964241999667,None,615.5722066724584,-1.0,4.760651710325358e-05,0,"[0.5784816085685208, 0.5784816085685208, 0.5784816085685208, 0.5784816085685208]","[1551.1447618337352, 1231.1444133449168, 977.1599684342464, 775.5723809168676]",Major_3rd,"[7.0, 6.50896343074093, 5.7085702773578575, 7.0]",False,503.7735623999033,506.5564493997954,506.5564493997954,507.7705516999122,None,0,3.328619270119816,4.332250070059672,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.1466284999624,None,1231.1444133449168,-5.0,3.020928508603416e-05,0,"[0.5143626192170041, 0.5527430241482273, 0.41723830458917077, 0.6232216122977321]","[393.3811389885259, 644.205055451913, 1198.4075468751857, 489.3316747804431]",None,"[11.570024076097177, 9.0, 6.50896343074093, 11.248238492631339]",False,509.17495339992456,511.67345119989477,511.67345119989477,512.8815758998971,None,0,3.1314406304154545,4.15596613031812,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.3729191999882,None,203.0630990890589,2.0,0.00032661690408859664,1,"[0.49911102137786423, 0.5893106634156337, 0.7785567716239867, 0.4875158877396565]","[127.92173649959686, 143.58729437462938, 161.1712885549474, 180.90865468004728]",Tone,"[10.55968581726599, 9.779158216387522, 8.460699112274225, 7.787190183442288]",False,514.3996515998151,517.3089060999919,517.3089060999919,518.521795099834,['space'],1,3.3650585301220417,4.370918630156666,None,1,None,1,[0.2781443998683244],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.8185846998822,None,1624.5047927124701,-5.0,3.2535386698309576e-05,1,"[0.46563462799532335, 0.46563462799532335, 0.46563462799532335, 0.46563462799532335]","[869.4723767472896, 618.9926349969588, 1572.6230434625263, 2776.4495848411357]",None,"[6.085324619050359, 9.439401505478198, 7.0, 5.950210366582112]",False,519.8376829999033,522.2739232999738,522.2739232999738,523.481005199952,['space'],1,2.8920777302701026,3.8910923302173615,None,1,None,1,[0.315572899999097],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.7758309999481,None,,,,,"[0.6376688274842786, 0.6453960599945866, 0.5566955844180226, 0.4830587015220752]","[483.309715836332, 1831.6309916334442, 2066.256462086903, 172.60453649453336]",None,"[11.248238492631339, 6.1002107947482305, 5.633473004060601, 8.0]",True,524.7803069998045,527.65663089999,527.65663089999,528.8729669000022,None,1,3.35195443010889,4.354719530092552,None,1,None,1,,,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.1656142999418,None,275.54481704768455,2.0,0.00017677869831622193,1,"[0.5426877379645381, 0.5302847071618766, 0.6310860553509832, 0.4932200180433599]","[1190.529930165727, 1454.3051637998847, 278.0201850025681, 168.08122132976828]",None,"[6.50896343074093, 7.089383911605467, 8.0, 8.460699112274225]",False,530.1779928999022,532.9155195998028,532.9155195998028,534.1166234998964,['space'],1,3.235043730121106,4.238684830022976,None,1,None,1,[0.3144839000888169],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.6064054998569,None,1553.6317573703639,1.0,5.927999719681217e-05,1,"[0.7418085829185145, 0.7418085829185145, 0.7418085829185145, 0.7418085829185145]","[3914.9067097921716, 3107.2635147407277, 2466.236686020918, 1957.4533548960858]",Major_3rd,"[5.190708467321604, 6.301877561509345, 5.277906663124167, 5.633473004060601]",False,538.5871475997847,541.835122599965,541.835122599965,543.0507762997877,['space'],1,4.015453830128536,5.02129593025893,None,1,None,1,[0.34891739999875426],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.6439338999335,None,304.0048247807026,3.3301685266135923,0.00016179456408119749,1,"[0.420130073166891, 0.5966698402266404, 0.6333433135023587, 0.6067658289064094]","[482.57757866029556, 429.9277462317261, 383.0220780108098, 341.2338783192795]",Tone,"[11.55879745589758, 11.671229488450555, 11.254749696499829, 10.078427558440119]",False,544.6479365997948,547.324901699787,547.324901699787,548.5399870998226,['space'],1,3.2988451302517205,4.306216430151835,None,1,None,1,[0.3878197001758963],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.9949142998084,None,125.0,3.0,0.001020868972334765,1,"[0.5305900536820756, 0.769379454068142, 0.4705528259529584, 0.6230644065854329]","[2585.8268240666657, 1178.7408015814485, 185.2324817567561, 147.918110824419]",None,"[5.565799458368608, 6.14075580409218, 7.241812043660456, 9.779158216387522]",False,550.0187467997894,552.811966399895,552.811966399895,554.0261705999728,['space'],1,3.418777730083093,4.424174430081621,None,1,None,1,[0.3734079001005739],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.4993386999704,None,,,,,"[0.4341388080035371, 0.42120479914340875, 0.428335660194494, 0.4183923756804846]","[776.2535645554153, 616.1128624846655, 489.00910301964825, 388.1267822777076]",Major_3rd,"[7.0, 9.439401505478198, 11.248238492631339, 11.254749696499829]",True,555.506088799797,557.8080311999656,557.8080311999656,559.0062094999012,None,1,2.7457302301190794,3.7839193302206695,None,1,None,1,,,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.317450299859,None,233.2582478842019,-2.0,0.000159090436875498,0,"[0.5651660806207613, 0.5651660806207613, 0.5651660806207613, 0.5651660806207613]","[587.7739531418044, 466.5164957684038, 370.2743880716411, 293.8869765709022]",Major_3rd,"[10.0, 11.55879745589758, 11.0, 9.0]",False,560.338682099944,563.0466165000107,563.0466165000107,564.262352099875,None,0,3.285323830321431,4.293910630280152,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.6746228998527,None,757.8582832551998,-1.0,3.590334647509541e-05,0,"[0.7504848562138526, 0.43762184021366424, 0.5043198438713739, 0.7917567026695107]","[477.4208019552087, 535.8867312681471, 601.5125180410589, 675.1749730840957]",Tone,"[11.55879745589758, 10.754830723770002, 9.439401505478198, 8.679293836948103]",False,565.7047257998493,568.4322067999747,568.4322067999747,569.6551708998159,None,0,3.5150952304247767,4.522812930401415,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.2698067999445,None,6299.246314412375,-4.684532983550292,7.579223010973064e-05,1,"[0.7669297652870644, 0.672568192265014, 0.48291503359552856, 0.7794128034993331]","[163.89006985289646, 454.16035988101055, 7723.416897348121, 4388.832190640648]",None,"[8.460699112274225, 11.55879745589758, 3.0000000000000004, 4.0]",False,571.2762437998317,574.227996799862,574.227996799862,575.4539138998371,['space'],1,3.7521638304460794,4.760368430521339,None,1,None,1,[0.2753763000946492],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.071263599908,None,157.8695095286646,3.0,0.0006075164216537398,0,"[0.5301819468722117, 0.6136557043245902, 0.5230299341906295, 0.4751095281587474]","[250.60222549950592, 223.26120146062607, 198.9031181917438, 177.20253303114094]",Tone,"[7.280743668337028, 6.75705146153416, 7.0, 7.787190183442288]",False,577.0750012998469,579.772532899864,579.772532899864,580.9907235999126,None,0,3.178325130371377,4.184768330305815,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.2953484999016,None,435.2752816480623,3.0,0.00010558989463529619,1,"[0.546255347627742, 0.61709527758664, 0.7766524421549252, 0.5737467648825193]","[761.2445952825511, 1908.0272099426602, 630.6692295484291, 1830.1614295584457]",None,"[7.201289559200938, 6.0, 9.0, 6.1002107947482305]",False,582.3035478999373,585.2817844999954,585.2817844999954,586.4925364998635,['space'],1,3.5270305301528424,4.531019330024719,None,1,None,1,[0.3389622000977397],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.8782207998447,None,,,,,"[0.7370173275400301, 0.7370173275400301, 0.7370173275400301, 0.7370173275400301]","[790.5594603730049, 4465.14890386638, 473.0793724007912, 4589.7557817163915]",None,"[7.0, 4.0, 11.55879745589758, 3.210945256859935]",True,587.8835587999783,591.1112322998233,591.1112322998233,592.3316546999849,None,1,3.9954913302790374,5.007760030217469,None,1,None,1,,,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.9180687000044,None,435.2752816480623,-1.0,6.662271952302988e-05,0,"[0.6934227026728602, 0.656474606737794, 0.6218675680303651, 0.6945808903741466]","[172.73910999597217, 217.63764082403122, 274.2062449236567, 345.47821999194423]",Major_3rd,"[8.0, 6.75705146153416, 8.0, 10.735160218967797]",False,593.9430798999965,596.9506048997864,596.9506048997864,598.1574706998654,None,0,3.6812560299877077,4.6956552299670875,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.6810880999546,None,5513.247131297343,-4.918493977258947,7.596164173079043e-05,1,"[0.7057888601799928, 0.728635142827674, 0.6351257682170183, 0.7986671233463545]","[1093.9667869977575, 1639.0981788267852, 2455.872401031853, 3679.650998372153]",Perfect_5th,"[6.0, 6.93382556238002, 5.277906663124167, 6.0]",False,599.6890145998914,602.8008765999693,602.8008765999693,604.0072708998341,['space'],1,3.9209483300801367,4.934822829905897,None,1,None,1,[0.2533268998377025],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.655410700012,None,334.93566105095096,4.0784275584401195,0.00014944469878907623,0,"[0.5781143708341853, 0.5064353411443366, 0.7665933933082627, 0.4184159659681028]","[195.89122384975178, 5896.986764485428, 1127.1592385174126, 274.56406640390844]",None,"[7.0, 1.0192658574643438, 6.0, 8.0]",False,605.6620313997846,608.534075899981,608.534075899981,609.7390633998439,None,0,3.3191536301746964,4.347634330159053,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.0456814998761,None,,,,,"[0.471668280704127, 0.471668280704127, 0.471668280704127, 0.471668280704127]","[245.54939224250086, 1176.435069554717, 166.5425463414348, 4472.257080370217]",None,"[7.280743668337028, 6.14075580409218, 8.460699112274225, 4.0]",True,611.0599086999428,613.4920830999035,613.4920830999035,614.7017212999053,['space'],0,2.911966730374843,3.938731530448422,None,1,['space'],0,[0.017659800127148628],[-1.1905738001223654],0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0325595999602,None,788.6752415868938,1.0,4.362744379638549e-05,0,"[0.7920218188913157, 0.7920218188913157, 0.7920218188913157, 0.7920218188913157]","[1987.3370768125042, 1577.3504831737878, 1251.9439081563091, 993.668538406252]",Major_3rd,"[5.633473004060601, 7.0, 6.50896343074093, 5.7085702773578575]",False,616.0455221999437,619.4601040999405,619.4601040999405,620.6851791997906,None,0,4.194683630252257,5.197154430206865,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.2803463998716,None,2462.2888266898335,-4.0,5.366889446213605e-05,1,"[0.7401213031169814, 0.6749380089279622, 0.532177071073941, 0.4751343427202173]","[559.4254416165278, 255.47007551007076, 764.4000328741155, 5221.105987875723]",None,"[10.146867375390293, 7.280743668337028, 7.201289559200938, 1.504103727551139]",False,622.3046341999434,625.2803533999249,625.2803533999249,626.4902863998432,['space'],1,3.444395430153236,4.473736130166799,None,1,None,1,[0.6654898999258876],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.8214102999773,None,739.1796148034731,1.2012895592009383,4.77592522589865e-05,1,"[0.4273884765017301, 0.4273884765017301, 0.4273884765017301, 0.4273884765017301]","[4624.7415124693625, 5710.32130317267, 444.3918627697538, 181.40602453242082]",None,"[3.210945256859935, 1.0815060227410527, 11.671229488450555, 7.787190183442288]",False,627.838269099826,630.1509192998055,630.1509192998055,631.362319199834,['space'],1,2.7362473304383457,3.7397240304853767,None,1,None,1,[0.5450599999167025],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
