tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,7,0,7,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.4474729000003,None,,,,,"[0.6487165657798335, 0.6487165657798335, 0.6487165657798335, 0.6487165657798335]","[147.5756077847593, 165.6480189945816, 185.933614699048, 208.70342600465918]",Tone,"[10.0, 11.19510911771042, 12.566600393381808, 13.140492597983389]",True,1164.4516629999998,1167.4204677999996,1167.4204677999996,1168.6476829000003,None,1,,3.634014530000968,4.657376030000705,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,7,0,7,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.1428822999997,None,233.2582478842019,5.0,0.0003561591239772495,1,"[0.5524699478732237, 0.505353685041411, 0.6307265036678487, 0.4080933474274421]","[1175.5479062836089, 784.5840978967509, 523.6470614103134, 349.4924835447549]",Perfect_5th,"[15.0, 10.0, 8.582694964616035, 12.413360172591144]",False,1170.1622429,1172.8738583000004,1172.8738583000004,1174.0999682000001,['space'],1,[0.27884169999970254],3.1225532299995393,4.153787029998966,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,7,0,7,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.3709813000005,None,4751.616189826329,-1.0,0.00012090335481955602,1,"[0.7343167484053857, 0.7970780968570454, 0.5607804605929122, 0.5381917056783575]","[3393.750726474621, 3714.188639096571, 432.1403011008176, 7645.429013948311]",None,"[7.416849728278493, 7.297497051478493, 10.466518661113334, -5.123307360784905]",False,1175.3782607000003,1178.5145567,1178.5145567,1179.7409931000002,['space'],1,[0.19498290000001361],3.6915567299984104,4.695781129998977,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.9507112000001,None,4954.723689374201,-1.269696621102622,0.00012928141890432678,1,"[0.6134415167244117, 0.6134415167244117, 0.6134415167244117, 0.6134415167244117]","[7865.133596724366, 7007.037439324254, 6242.560672655343, 5561.4893011819395]",Tone,"[-6.0, -3.630994879265149, -1.0, 2.0]",False,1183.9413439999998,1186.8331957,1186.8331957,1188.0578204000003,['space'],1,[0.2066250000002583],3.4840494299996863,4.520195629999762,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.5175527000001,None,,,,,"[0.6652450392325333, 0.6652450392325333, 0.6652450392325333, 0.6652450392325333]","[2714.884396241452, 6511.513848576782, 221.05186004519376, 7743.3660903706705]",None,"[7.357996047207937, -1.8442053410312722, 13.565784481606322, -6.0]",True,1189.5344451,1192.5511210000004,1192.5511210000004,1193.7854103999998,None,1,,3.724421429999893,4.7594723299998805,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.3407527999998,None,164.93848884661182,-5.0,0.00022107631519430862,0,"[0.7460503108563974, 0.7460503108563974, 0.7460503108563974, 0.7460503108563974]","[831.2378961427879, 554.7847360339226, 370.27438807164117, 247.1285050882241]",Perfect_5th,"[10.161245385309872, 8.582694964616035, 12.0, 13.899582780124295]",False,1195.3863479000001,1198.6694064000003,1198.6694064000003,1199.8924859999997,None,0,,4.029960529999698,5.064645129999917,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.5186033,None,248.6591301423926,7.899582780124295,0.0004223848337008103,1,"[0.6902534233042157, 0.6902534233042157, 0.6902534233042157, 0.6902534233042157]","[248.5327607675269, 1012.4644747443423, 1559.573783963576, 272.154908231985]",None,"[13.899582780124295, 13.0, 16.0, 13.823623790394164]",False,1201.5401168999997,1204.6288399000005,1204.6288399000005,1205.8505223000002,['space'],1,[0.2741590000000542],3.8266242300005615,4.859888930000125,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.4544716,None,2812.897903984429,1.262032003682652,7.684278810832989e-05,1,"[0.6385200018318973, 0.5241449176998069, 0.6375316269508836, 0.6030269214851428]","[558.1496364830032, 836.2795502986309, 1253.0035684596874, 1877.3841139748852]",Perfect_5th,"[8.287388138157038, 10.161245385309872, 15.663953319519575, 12.653614237667398]",False,1207.4741222000002,1210.3037403999997,1210.3037403999997,1211.5266682000001,['space'],1,[0.325950400000238],3.45698043000084,4.49795813000128,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.0201745000004,None,,,,,"[0.42175862983294665, 0.5023419140615479, 0.42878702591566675, 0.4273024518131046]","[1378.8765975200504, 1547.7366500182147, 1737.2756504229326, 1950.0259850517232]",Tone,"[16.545527686064084, 16.0, 14.20069527069938, 12.0]",True,1213.0392833000005,1215.4349413,1215.4349413,1216.6577631,None,1,,2.8438070299989704,3.8774845299994922,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.9597593999997,None,2084.3578494315725,4.0,0.00012153240938166138,1,"[0.506469544202889, 0.506469544202889, 0.506469544202889, 0.506469544202889]","[3308.7118428658528, 2947.727139504948, 2626.126330012447, 2339.6125810826825]",Tone,"[7.4017923300165425, 7.317684178598554, 7.357996047207937, 8.474073316090154]",False,1217.9814938999998,1220.5178946000005,1220.5178946000005,1221.7412445999998,['space'],1,[0.2315045000000282],3.0582726299999194,4.0933648299997,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.1282713,None,757.8582832551998,1.0,4.5199635245948114e-05,1,"[0.49293097849321366, 0.49293097849321366, 0.49293097849321366, 0.49293097849321366]","[1203.025036082118, 1071.7734625362943, 954.8416039104176, 850.6671609508566]",Tone,"[15.663953319519575, 13.757857418103542, 12.0, 10.945713403216956]",False,1227.5154868,1230.0148676999997,1230.0148676999997,1231.2409044000005,['space'],1,[0.3800916999994115],3.00118743999883,4.0398379399994155,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231.6231386,None,2143.5469250725882,2.0,9.818841039113999e-05,0,"[0.47060452002541325, 0.47060452002541325, 0.47060452002541325, 0.47060452002541325]","[5271.932725720308, 159.3956932133692, 5656.896316685356, 1270.2634926553571]",None,"[3.424138538578352, 11.0, 1.8335357558189784, 16.0]",False,1232.6578283999997,1235.1155706999998,1235.1155706999998,1236.3397984000003,None,0,,2.92398712999875,3.960334229998807,None,1,None,1,,,"{'estimation': [[125.0, 1.044949740605571], [125.51474045065227, 1.0], [133.9716828170366, 0.3094350800385187], [137.2028382273108, 0.0], [143.5872943746293, -0.5957668465347218], [147.81034870435855, -1.0], [153.89305166811442, -1.5655904248072132], [158.99435548863477, -2.0], [164.93848884661162, -2.483576181902534], [172.8887085631275, -3.0], [176.77669529663677, -3.240982921197854], [189.46457081379947, -3.7536439215814204], [202.73944693813505, -4.0], [203.0630990890585, -4.005983148464294], [217.6376408240306, -4.013166748462599], [218.81203397705517, -4.0], [233.25824788420132, -3.8392328629451207], [249.99999999999937, -3.5750432259250244], [267.94336563407256, -3.2997279485312663], [287.1745887492579, -3.0644946290604205], [294.6205864192009, -3.0], [307.78610333622805, -2.889816034342577], [329.87697769322244, -2.7678791038462403], [353.55339059327247, -2.6666037284344446], [378.929141627598, -2.553141054093709], [406.12619817811606, -2.4068546726437594], [435.2752816480601, -2.2229959115074536], [466.5164957684015, -2.0069281641396755], [467.4415929272933, -2.0], [499.9999999999975, -1.7714763827458109], [535.8867312681438, -1.5154481414101202], [574.3491774985143, -1.211342044864118], [595.7630592480286, -1.0], [615.5722066724546, -0.8121349077869037], [659.7539553864432, -0.2841222260375439], [678.053204804894, 0.0], [707.1067811865431, 0.43187524550836875], [737.8767334037287, 1.0], [757.8582832551941, 1.3512319545367704], [788.5669816134945, 2.0], [812.2523963562301, 2.46997593320423], [835.4560072351562, 3.0], [870.5505632961181, 3.756567719769777], [881.1690397436238, 4.0], [925.3525690905658, 5.0], [933.0329915368008, 5.162374496404808], [971.7187831652694, 6.0], [999.9999999999926, 6.594159223751609], [1021.2506281317426, 7.0], [1071.773462536285, 7.971235651511958], [1073.5810347062543, 8.0], [1136.2603845041058, 9.0], [1148.698354997026, 9.193078036570219], [1218.3709623180491, 10.0], [1231.1444133449063, 10.143031145886953], [1319.5079107728816, 10.7154409411283], [1414.2135623730828, 10.823903857333104], [1515.7165665103846, 10.412230614696245], [1562.6666129976677, 10.0], [1624.5047927124563, 9.461891251952121], [1663.2618238043794, 9.0], [1741.1011265922318, 8.035847570481717], [1743.773879132327, 8.0], [1814.1005526145054, 7.0], [1866.065983073597, 6.2557508547969505], [1884.1944612557347, 6.0], [1950.7742252787505, 5.0], [1999.9999999999802, 4.28655562675641], [2021.2524328995755, 4.0], [2092.177564370391, 3.0], [2143.5469250725646, 2.3172851817863798], [2170.493943228975, 2.0], [2254.0444662036703, 1.0], [2297.396709994046, 0.5180377080382612], [2352.9884985408335, 0.0], [2462.2888266898062, -0.9793557049425724], [2465.373541053458, -1.0], [2619.4595162370047, -2.0], [2639.01582154576, -2.1204240850021026], [2828.427124746159, -2.893726757656446], [2873.7951121659107, -3.0], [3031.4331330207656, -3.357337497064064], [3249.0095854249043, -3.570515624304096], [3482.2022531844555, -3.6152653339405703], [3732.1319661471844, -3.5596004691911887], [3999.9999999999554, -3.464961907706281], [4287.093850145118, -3.3935575846079082], [4594.793419988081, -3.4159706437107027], [4924.577653379601, -3.6091667018781277], [5233.9571894140145, -4.0], [5278.031643091506, -4.053737554591205], [5656.854249492303, -4.78625699450421], [5738.626469111184, -5.0], [6062.866266041508, -5.8125240688722695], [6126.627346468969, -6.0], [6473.816523121638, -7.0], [6498.019170849792, -7.065642615363295], [6818.592248939964, -8.0], [6964.404506368894, -8.405674688092432], [7200.910223736253, -9.0], [7464.2639322943505, -9.663739923829901], [7650.223639493084, -10.0], [7999.999999999872, -10.667960612232193]], 'plus_line': [[125.0, -1.6075106383712106], [130.07002000996766, -2.0], [133.9716828170366, -2.30556557864237], [141.03949811105016, -3.0], [143.5872943746293, -3.2497937431679604], [151.30048564480086, -4.0], [153.89305166811442, -4.247418044812345], [163.2185236811402, -5.0], [164.9384888466115, -5.136981469788579], [176.77669529663666, -5.843014927239717], [180.82481363244148, -6.0], [189.46457081379947, -6.349535980705053], [203.0630990890585, -6.625437061296363], [217.6376408240306, -6.700976898640011], [233.25824788420132, -6.61662512798824], [249.99999999999923, -6.42465190336064], [267.94336563407256, -6.1871440403988505], [283.78655218993686, -6.0], [287.1745887492579, -5.965292562772719], [307.78610333622805, -5.809754912203811], [329.87697769322244, -5.686672393879639], [353.55339059327247, -5.567102456318178], [378.929141627598, -5.421216889179126], [406.12619817811606, -5.2301921684899595], [433.7866036601909, -5.0], [435.2752816480601, -4.989547506097178], [466.5164957684015, -4.7533639646380985], [499.9999999999975, -4.494894104885926], [535.8867312681438, -4.204702120074893], [558.4686585564963, -4.0], [574.3491774985143, -3.877318880567415], [615.5722066724546, -3.5013203862712197], [655.7678803422323, -3.0], [659.7539553864432, -2.9550726497576743], [707.1067811865431, -2.2478696429926686], [719.5694470541332, -2.0], [757.8582832551951, -1.2842934962902683], [770.3996318401207, -1.0], [812.2523963562301, -0.06811965338254265], [815.1141810653997, 0.0], [857.4630671025781, 1.0], [870.5505632961181, 1.2964277606687058], [901.5369134784717, 2.0], [933.0329915368008, 2.737444457120763], [945.8870646704418, 3.0], [992.1799524164061, 4.0], [999.9999999999926, 4.162024999160475], [1046.73709982315, 5.0], [1071.773462536285, 5.463648355220176], [1107.2160720344682, 6.0], [1148.698354997026, 6.635361600124182], [1178.851535885566, 7.0], [1231.1444133449063, 7.601028660137009], [1281.7425816321759, 8.0], [1319.5079107728832, 8.263023679203002], [1414.2135623730828, 8.453088372119549], [1515.7165665103846, 8.080486895466024], [1524.2373302707795, 8.0], [1624.5047927124563, 7.049811666754023], [1628.2875770662822, 7.0], [1697.9295821425233, 6.0], [1741.1011265922318, 5.4370751065000285], [1768.7365412202255, 5.0], [1829.2166018104845, 4.0], [1866.065983073597, 3.4702274371234525], [1895.0490960050663, 3.0], [1954.8853167932698, 2.0], [1999.9999999999802, 1.3618248213378035], [2024.3878913394321, 1.0], [2090.342364490159, 0.0], [2143.5469250725646, -0.6776476921910153], [2169.4813321971906, -1.0], [2251.229027288656, -2.0], [2297.396709994046, -2.486031909516317], [2351.663370448493, -3.0], [2462.2888266898062, -3.9367275269249533], [2471.9291702074906, -4.0], [2632.287586228059, -5.0], [2639.01582154576, -5.0395978023935335], [2828.427124746159, -5.80708722452688], [2913.8757841197857, -6.0], [3031.4331330207615, -6.279928058451659], [3249.0095854249043, -6.507846849081702], [3482.2022531844555, -6.5441888788043725], [3732.1319661471844, -6.443367757108243], [3999.9999999999504, -6.256822165489316], [4287.093850145118, -6.054427567952427], [4433.361064412777, -6.0], [4594.793419988081, -5.953392215103754], [4762.371793758776, -6.0], [4924.577653379601, -6.049935095536005], [5278.031643091513, -6.441316258135485], [5593.512089899885, -7.000000000000001], [5656.854249492303, -7.114044903495356], [6018.913758509745, -8.0], [6062.866266041508, -8.102075478310024], [6368.672636259735, -9.0], [6498.019170849792, -9.341698667020493], [6713.978004698357, -10.0], [6964.404506368894, -10.695090376229441], [7075.234342583188, -11.0], [7441.294657596119, -12.0], [7464.2639322943505, -12.060639843920965], [7856.343661264228, -13.0], [7999.999999999872, -13.34684753718839]], 'minus_line': [[125.0, 3.7322234867337327], [133.05690508901912, 3.0], [133.9716828170366, 2.923683837420196], [143.5872943746293, 2.0363907464636157], [143.96009996718732, 2.0], [153.89305166811442, 1.0756220835777293], [154.721781183235, 1.0], [164.93848884661162, 0.12472902578665213], [166.6373201558014, 0.0], [176.77669529663666, -0.6734941461308221], [184.00767107260208, -1.0], [189.46457081379947, -1.2184211276215118], [203.06309908905865, -1.414416510548778], [217.6376408240306, -1.3280965745827935], [233.25824788420132, -1.0615148074458856], [236.2768006463783, -1.0], [249.99999999999937, -0.6918246634543479], [267.94336563407256, -0.36262957295625814], [287.1745887492579, -0.12042824639494411], [303.1359796187532, 0.0], [307.78610333622805, 0.038833547608504104], [329.87697769322244, 0.1373701476107817], [353.55339059327247, 0.197754106274747], [378.929141627598, 0.2639454214974334], [406.12619817811606, 0.364516530635393], [435.2752816480607, 0.5053412138350426], [466.5164957684015, 0.6758558792561242], [499.9999999999975, 0.8661968537128489], [521.4743836915449, 1.0], [535.8867312681438, 1.0982991294495048], [574.3491774985143, 1.4014916441615375], [615.5722066724546, 1.784553456269714], [633.3774042038167, 2.0], [659.7539553864432, 2.33338255747505], [705.5849993656349, 3.0], [707.1067811865431, 3.022901029003326], [757.8582832551941, 3.9106212821008985], [762.2090862511272, 4.0], [812.2523963562301, 4.966459474437694], [813.7539420067458, 5.0], [859.6759769472667, 6.0], [870.5505632961181, 6.21339942873906], [904.0843923476111, 7.0], [933.0329915368008, 7.603598934776512], [950.3094884170763, 8.0], [996.2645513951088, 9.0], [999.9999999999939, 9.076096215962039], [1042.9377017086326, 10.0], [1071.773462536285, 10.559267346057531], [1097.5247200625345, 11.0], [1148.698354997026, 11.833240030260745], [1162.8234017899802, 11.999999999999998], [1231.1444133449063, 12.786101954504927], [1268.7338379832402, 13.0], [1319.5079107728832, 13.298871449299536], [1414.2135623730828, 13.31414911471591], [1477.6369186926925, 13.0], [1515.7165665103846, 12.839279595397592], [1616.2181012650342, 12.0], [1624.5047927124563, 11.932914513264997], [1710.1876554016235, 11.0], [1741.1011265922318, 10.646781449896242], [1793.814643465634, 10.0], [1864.8739800965338, 9.0], [1866.065983073597, 8.984129036311964], [1941.1487622179793, 8.0], [1999.9999999999802, 7.123496358494958], [2010.110007343242, 7.0], [2086.612335100719, 6.0], [2143.5469250725646, 5.198371671264784], [2161.591699675362, 5.0], [2246.851357119694, 4.0], [2297.396709994046, 3.3979016800985917], [2341.4467010560643, 3.0], [2446.318618134754, 2.0], [2462.2888266898062, 1.8566399264893687], [2592.975105337756, 1.0], [2639.01582154576, 0.7048900452949107], [2808.3332494133806, 0.0], [2828.427124746159, -0.07919358368934136], [3031.4331330207615, -0.5039332775975134], [3249.0095854249043, -0.7079734439144068], [3482.2022531844555, -0.7740409527378036], [3732.1319661471844, -0.7814823018950443], [3999.9999999999554, -0.78944785232251], [4287.093850145118, -0.8411259923236637], [4594.793419988081, -0.9847144172797504], [4610.963775987563, -1.0], [4924.577653379607, -1.2400802783111304], [5278.031643091506, -1.7050286960499577], [5420.423512598707, -2.0], [5656.854249492303, -2.4493488005501796], [5869.866044711333, -3.0], [6062.866266041516, -3.4859625174828412], [6240.51816664864, -4.0], [6498.019170849792, -4.761487100857657], [6581.859718472368, -5.0], [6919.632817127556, -6.0], [6964.404506368894, -6.1254210540440726], [7332.75615918844, -7.0], [7464.2639322943505, -7.315077396910438], [7911.223619684147, -8.0], [7999.999999999882, -8.137655135097692]]}",,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.6825347000004,None,350.3353702939189,6.413360172591144,0.00018717052744374692,1,"[0.5327562302138236, 0.5327562302138236, 0.5327562302138236, 0.5327562302138236]","[882.789815112047, 700.6707405878378, 556.1227353462356, 441.3949075560235]",Major_3rd,"[11.0, 8.86680171705992, 8.287388138157038, 10.466518661113334]",False,1237.7058164,1240.3451959000004,1240.3451959000004,1241.5730031000003,['space'],1,[0.2901828999997633],3.194106930000089,4.198212729999796,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.9655718000004,None,,,,,"[0.5815157083437422, 0.5571163948100233, 0.45688410492602605, 0.6585945281505375]","[3994.435943604993, 500.6135286765161, 144.4974856271795, 1171.587880540402]",None,"[7.0, 9.094045895017006, 10.0, 15.0]",True,1242.9779939999999,1245.6118939999997,1245.6118939999997,1246.8395774,['space'],0,[0.7081520000006094],3.2988728300006187,4.336587430000691,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.3623957,None,4287.0938501451765,-2.0,8.236702324754047e-05,1,"[0.5893718991090309, 0.52510886426231, 0.6304059904777909, 0.6635862297673888]","[6805.337287606852, 6062.8662660415985, 5401.399784672765, 4812.100144328471]",Tone,"[-3.0, 0.03623720450488577, 3.0, 5.0]",False,1248.3936328,1251.1752750000005,1251.1752750000005,1252.3906462000004,['space'],1,[0.18024990000003527],3.4293716300007873,4.444269330001589,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.8907424999998,None,500.0,-2.0,5.6750540783615774e-05,1,"[0.48233035643010375, 0.755330071209318, 0.514837864585609, 0.5038660365927834]","[2026.2800474283242, 898.4015912561307, 806.085495337123, 1931.4592514434707]",None,"[11.0, 11.0, 10.161245385309872, 12.0]",False,1253.907486,1256.6934812999998,1256.6934812999998,1257.9011710000004,['space'],1,[0.24255029999994804],3.2874288299999535,4.310794929999247,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.2734037,None,5025.350735189839,-2.0,0.0001205879334353551,1,"[0.6205460741865423, 0.7136563479900588, 0.593607926866262, 0.584216249568555]","[997.1558804436894, 1494.045712417978, 2238.5392640931195, 3354.0192212570396]",Perfect_5th,"[12.753732655716997, 16.27248937200469, 9.0, 7.4017923300165425]",False,1259.2763543,1262.2175088000004,1262.2175088000004,1263.4215923000002,['space'],1,[0.3488897000001998],3.573735929999202,4.60174982999888,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
