tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,Audiogram_none,Audiogram_time,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.8229863999877,None,659.7539553864473,0.0,4.855544497866433e-05,0,"[0.6108812488879529, 0.7855737579327801, 0.6917619995137583, 0.7624802084577678]","[348.89339561916137, 625.6353021907022, 415.6612959782918, 5663.140113234363]",None,"[9.0, 12.43619861205731, 11.373333354359222, 7.0267508366060865]",False,511.85128419997636,514.9667159999954,514.9667159999954,516.2022031999659,None,0,3.882216333411634,4.912178733386099,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.7997916999739,None,149.27705528416513,1.0,0.0005683985364884269,1,"[0.498986462976438, 0.498986462976438, 0.498986462976438, 0.498986462976438]","[4966.79830059576, 2487.745903897641, 337.30642684646085, 1445.0945668071488]",None,"[5.72713630682007, 8.812406925636111, 8.0, 5.159676622472672]",False,517.7937674999703,520.3063754999312,520.3063754999312,521.541336699971,['space'],1,3.0152235666755587,4.035998966661282,None,1,None,1,[0.4469049000181258],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.8693562999833,None,,,,,"[0.5839433666980339, 0.6824662058679254, 0.7895357849702715, 0.6686839439498022]","[1822.4595481340982, 1216.3458187310532, 811.8134376476451, 541.8204653614284]",Perfect_5th,"[6.862369257319694, 6.014686025405318, 11.612439159137557, 12.543365251228744]",True,522.895004699938,525.9757332999725,525.9757332999725,527.2110937000252,None,1,3.7558446667389944,4.786109466687776,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.7269413999747,None,1741.101126592249,0.0,6.312169477569904e-05,1,"[0.7259558214055152, 0.7259558214055152, 0.7259558214055152, 0.7259558214055152]","[460.5858108994811, 4733.823923421836, 176.79110713362033, 348.9337448750316]",None,"[12.403272966353022, 5.291521398262874, 4.523954383956677, 9.0]",False,528.7484255000018,531.9560249999631,531.9560249999631,533.1932815000182,['space'],1,3.919446266721934,4.954209066694602,None,1,None,1,[0.4353824999416247],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.7583406999474,None,381.0518839250609,4.386860652875287,0.0001350079270157302,1,"[0.7728644566152733, 0.7728644566152733, 0.7728644566152733, 0.7728644566152733]","[255.30920047381017, 263.1460942560654, 192.70339739947735, 5789.035912074313]",None,"[3.0, 3.523597500375282, 3.6015323171227767, 7.0267508366060865]",False,534.7815500999568,538.121005199966,538.121005199966,539.3548306999728,['space'],1,4.117137466673739,5.158740766695701,None,1,None,1,[0.4656544999452308],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.984071200015,None,190.8798809021154,-2.3984676828772233,0.0002265948466261528,0,"[0.5764341296492042, 0.7804846941654575, 0.6748186589947591, 0.7353089766799639]","[196.40184527078003, 2343.659430531242, 2597.579061429702, 551.6352719375827]",None,"[3.0, 8.629370669639023, 8.71248236914871, 12.543365251228744]",False,540.9910685999785,544.0545082000317,544.0545082000317,545.2997696999228,None,0,3.8034228667384014,4.838023566757329,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.8711209000321,None,,,,,"[0.6916771466891047, 0.4808981202242344, 0.5355761782056122, 0.790845278120238]","[3028.3149376154815, 160.9374757986115, 144.80491861146186, 6819.142323836529]",None,"[7.725845229991597, 6.0, 7.25280808554968, 8.580840414865701]",True,546.8798919999972,549.6050785999978,549.6050785999978,550.8335511999903,None,1,3.5201630666851997,4.555802266695537,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.4823932999279,None,813.734309281637,5.612439159137557,7.395850473116161e-05,0,"[0.6334442802861482, 0.6334442802861482, 0.6334442802861482, 0.6334442802861482]","[4100.963941142399, 2737.0650545755443, 1826.7717591517583, 1219.223874294035]",Perfect_5th,"[5.217880866515777, 8.33985994771843, 6.862369257319694, 6.014686025405318]",False,552.4771536999615,555.3952701999806,555.3952701999806,556.6366999000311,None,0,3.5621331667061895,4.605013666674495,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.1349071000004,None,8000.0,-2.0,0.00014420157515633036,0,"[0.6421172249888216, 0.7386760695256991, 0.4651199773911132, 0.4186810875182301]","[366.58510185209747, 3566.7065885763295, 2433.319942734269, 5333.036245135121]",None,"[10.0, 6.0, 8.812406925636111, 6.347451680331581]",False,558.21811659995,561.1018327999627,561.1018327999627,562.314345599967,None,0,3.285738299950026,4.3048868998885155,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.5604804999894,None,4125.946185037172,-0.7821191334842225,8.463175309556612e-05,0,"[0.47342860510527, 0.7464091343698533, 0.7953233475015209, 0.5157589093666036]","[285.0479348002819, 444.6816258426576, 3203.4597115028873, 573.5235100720573]",None,"[4.691777011888568, 12.033165800560354, 7.0, 12.492993717878832]",False,563.5647820000304,566.6174317999976,566.6174317999976,567.8464665999636,None,0,3.5745989666320384,4.604339966666885,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.2131958999671,None,2462.2888266898335,2.0,0.00010708352260634206,1,"[0.7732585962826637, 0.4990853985226249, 0.7345723792963995, 0.40019223764758666]","[3908.639873736986, 3482.202253184498, 3102.289523667471, 2763.8257599355534]",Tone,"[5.217880866515777, 6.249301591637303, 7.725845229991597, 8.33985994771843]",False,569.2395144000184,572.2818015000084,572.2818015000084,573.5216744999634,['space'],1,3.429930833284743,4.457646233262494,None,1,None,1,[0.41820230009034276],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.6606667999877,None,,,,,"[0.5876664236886879, 0.5876664236886879, 0.5876664236886879, 0.5876664236886879]","[384.3905278978133, 963.6194180191749, 2573.15139954632, 1578.4980497468994]",None,"[10.386860652875287, 10.0, 8.71248236914871, 5.58640812440147]",True,579.6603100999491,582.4485599999316,582.4485599999316,583.6737546999939,None,1,3.376328866695985,4.402160666650161,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.1034074999625,None,1148.6983549970344,6.0,0.00010030596310503799,1,"[0.6530815183578718, 0.6530815183578718, 0.6530815183578718, 0.6530815183578718]","[5789.07694976151, 3863.7453156993806, 2578.740616879157, 1721.1028744886592]",Perfect_5th,"[7.0267508366060865, 5.61341503639132, 8.71248236914871, 6.0]",False,585.1202420999762,588.0952301999787,588.0952301999787,589.3156717999373,['space'],1,3.64560023334343,4.674952533328906,None,1,None,1,[0.4072504999348894],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.8405229999917,None,378.9291416275994,-6.0,4.110966093181886e-05,1,"[0.5266657228226119, 0.5266657228226119, 0.5266657228226119, 0.5266657228226119]","[4386.355373592848, 593.2115320811394, 799.5856369865189, 1701.0916359067282]",None,"[5.105671826033465, 12.492993717878832, 11.612439159137557, 6.0]",False,590.8527682999847,593.4735510000028,593.4735510000028,594.7069244999439,['space'],1,3.1547492333920673,4.193877733312547,None,1,None,1,[0.6154773000162095],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0833330999594,None,1866.0659830736151,0.0,6.876424606830584e-05,0,"[0.6669880742156873, 0.4417317853073672, 0.5152491891087624, 0.5089851856401516]","[5544.575121242199, 188.65076345449594, 486.9484500015011, 1978.390401375894]",None,"[7.0, 3.6015323171227767, 12.540220128986695, 7.574658982062939]",False,596.1064079999924,598.7639500999358,598.7639500999358,600.0120302999858,None,0,3.160740266670473,4.182175166672096,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.3371127999853,None,,,,,"[0.5619480845816838, 0.5967719540630224, 0.7595427174314867, 0.4408668969110202]","[206.89037274462285, 184.31836787376147, 164.20899766845358, 146.29358552993526]",Tone,"[2.8596761437836795, 4.0, 5.504814901485191, 7.0]",True,601.3644329999806,604.3213620999595,604.3213620999595,605.5519741999451,None,1,3.388149866834283,4.407317166798748,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.8211210999871,None,7724.430996510985,2.7938798386060544,0.00023889466922934094,1,"[0.5409253516020823, 0.5409253516020823, 0.5409253516020823, 0.5409253516020823]","[3065.442472429327, 3862.2154982554935, 4866.086605482312, 6130.884944858653]",Major_3rd,"[7.725845229991597, 5.61341503639132, 5.72713630682007, 7.665899311942048]",False,606.8428394999355,609.488940399955,609.488940399955,610.7257640999742,['space'],1,3.180724266800098,4.209123266744427,None,1,None,1,[0.26232249999884516],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.0960832999554,None,5601.702984500226,1.0,0.00014648788166212476,0,"[0.5327805222530384, 0.5327805222530384, 0.5327805222530384, 0.5327805222530384]","[4151.748241237752, 138.37043771032222, 7598.07611398389, 679.0615525117846]",None,"[5.105671826033465, 7.882025936411902, 8.793879838606054, 12.374164758239809]",False,612.110772099928,614.728368000011,614.728368000011,615.9650018999819,None,0,3.1528556667035446,4.181107366690412,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.3365187000018,None,378.9291416275994,-3.0,5.806893951290537e-05,0,"[0.6306325741804677, 0.6306325741804677, 0.6306325741804677, 0.6306325741804677]","[150.37812951026456, 189.46457081379972, 238.71040097760408, 300.75625902052906]",Major_3rd,"[6.440830814488993, 3.6015323171227767, 2.3518981835911785, 6.0]",False,617.3642652999843,620.2714422999416,620.2714422999416,621.5039610000094,None,0,3.5241475666407496,4.5647322667064145,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.981050399947,None,707.1067811865476,1.0,4.982092697845807e-05,0,"[0.6519125085804247, 0.6519125085804247, 0.6519125085804247, 0.6519125085804247]","[1466.3587469919962, 230.73869223861226, 3183.110354347831, 210.27574324706512]",None,"[5.229957997039526, 2.3518981835911785, 7.0, 2.8596761437836795]",False,622.9986447999254,625.9755970999831,625.9755970999831,627.2078622999834,None,0,3.626358366687782,4.645038966671564,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.697895499994,None,,,,,"[0.7240493592302176, 0.7240493592302176, 0.7240493592302176, 0.7240493592302176]","[1091.932484815073, 728.7774993970377, 486.400625508772, 324.63347001117137]",Perfect_5th,"[7.935265083037154, 12.264078453096529, 12.540220128986695, 7.0]",True,628.6941443999531,631.9137600000249,631.9137600000249,633.1483601999935,None,1,3.9200451667420566,4.953369766706601,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.6949506999226,None,1057.671554875848,2.0,5.849556504359855e-05,0,"[0.44104678191095087, 0.44104678191095087, 0.44104678191095087, 0.44104678191095087]","[3875.4524076408807, 971.1177627206768, 687.7402118274863, 6135.885166091399]",None,"[5.217880866515777, 9.049049531369052, 12.264078453096529, 7.665899311942048]",False,634.6799927999964,637.0213083999697,637.0213083999697,638.2530191999394,None,0,2.8074033667799085,3.8488068667938933,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.5765271999408,None,952.192302009234,4.0,6.766489208536589e-05,0,"[0.7808744462912973, 0.462224343749541, 0.6157328330070417, 0.7805454763795325]","[2399.3742496985806, 1904.384604018468, 1511.5110618854796, 1199.6871248492903]",Major_3rd,"[8.812406925636111, 7.0, 5.229957997039526, 6.014686025405318]",False,639.5708577999612,642.4432489000028,642.4432489000028,643.6907745000208,None,0,3.6881335666403174,4.719661566661671,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.3380962000228,None,4287.0938501451765,1.0,0.0001163465127759661,1,"[0.46833376044202457, 0.6730413375611902, 0.6714373542046811, 0.7910791724993212]","[2700.6998923363817, 3031.4331330207983, 3402.6686438034253, 3819.3664156416694]",Tone,"[8.71248236914871, 7.725845229991597, 6.249301591637303, 5.61341503639132]",False,645.8248962999787,648.6662064000266,648.6662064000266,649.9026956999442,['space'],1,3.626324133365415,4.661016033263877,None,1,None,1,[0.31636599998455495],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.5416326000122,None,,,,,"[0.5635364424026508, 0.6084825756668285, 0.5309623242345403, 0.6531759361381188]","[431.5352855132454, 384.4542326960757, 342.5097830925615, 305.1415267076887]",Tone,"[12.0, 10.386860652875287, 8.0, 6.0]",True,651.5511093999958,654.2699601999484,654.2699601999484,655.5034511999693,None,1,3.3885701667750254,4.416308766813017,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0064595999429,None,2500.9673428852707,2.812406925636112,0.00011865507133126515,1,"[0.6519147637197922, 0.6519147637197922, 0.6519147637197922, 0.6519147637197922]","[992.509547758548, 1250.4836714426356, 1575.510700200401, 1985.0190955170958]",Major_3rd,"[9.049049531369052, 6.0, 5.58640812440147, 7.574658982062939]",False,657.0245999000035,660.0183063999284,660.0183063999284,661.2437930000015,['space'],1,3.6506208666833118,4.682948266621679,None,1,None,1,[0.40157620003446937],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.7584056999767,None,125.0,-1.0,0.000644124775846567,0,"[0.7233576743159106, 0.7233576743159106, 0.7233576743159106, 0.7233576743159106]","[447.1330856105011, 1151.680963876216, 150.06114984917446, 3683.729166798667]",None,"[12.033165800560354, 6.881873475493382, 7.0, 5.61341503639132]",False,662.7689710999839,665.9815472000046,665.9815472000046,667.2165919999825,None,0,3.899915066664107,4.927746566710994,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.7477847000118,None,146.3488959309869,1.0,0.0005976482829493159,1,"[0.5529092876993367, 0.5529092876993367, 0.5529092876993367, 0.5529092876993367]","[2365.4676683797584, 1068.2026949090957, 3346.187184992638, 639.1359975641338]",None,"[8.629370669639023, 8.0, 6.992450636195946, 12.374164758239809]",False,668.7583861999447,671.4558044000296,671.4558044000296,672.6886895999778,['space'],1,3.2295484667411074,4.264357066829689,None,1,None,1,[0.4415793999796733],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.0783760999329,None,,,,,"[0.5624269599892593, 0.725826512673256, 0.7488962243113358, 0.4666248168716616]","[480.00035355629404, 604.7625494025563, 761.9530661803688, 960.0007071125879]",Major_3rd,"[12.403272966353022, 12.43619861205731, 12.0, 10.0]",True,674.0751297000097,677.1386616999516,677.1386616999516,678.360882799956,None,1,3.519535666680895,4.563251666724682,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,3,0,3,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.6765759999398,None,3062.0762180387956,1.725845229991597,7.404066764530168e-05,1,"[0.45512731001936546, 0.5119930193293988, 0.5634128951804173, 0.6751158722501842]","[607.5928762151987, 910.3607062930897, 1363.9998887493905, 2043.6906861722182]",Perfect_5th,"[12.43619861205731, 10.093553796726027, 5.419783536075185, 7.574658982062939]",False,679.6803735999856,682.2462987999897,682.2462987999897,683.4673842999619,['space'],1,3.252593266661279,4.274365666671656,None,1,None,1,[0.4415252999169752],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
