tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,answer_too_early.rt,Catch trial answer,answer_too_late.rt,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,6,0,6,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.0948776000005,None,473.19840840968,5.224919305042747,0.00013288069219078325,1,"[0.5857437932011158, 0.6050088310337028, 0.4311940153506548, 0.6590759100743102]","[345.52233830818386, 818.5021124349045, 185.29275160859007, 1729.5026904369702]",None,"[12.46127946129036, 4.060577118408513, 12.145326944620653, 5.253629396202419]",False,1189.1004821000097,1191.7494356000097,1191.7494356000097,1192.973977400019,['space'],1,3.3240711000107694,4.33957620000001,None,1,None,1,[0.2573020999552682],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,6,0,6,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.4900116000208,None,659.7539553864473,-1.0,4.3275085888736026e-05,1,"[0.5065397745376217, 0.6173385243086756, 0.4327887341756222, 0.5972509516663786]","[1027.9442402907848, 583.351004596849, 5999.262098501268, 6404.080425416495]",None,"[5.0, 9.0, -6.083539334766696, -4.185113103192911]",False,1196.6126886000275,1199.1981352000148,1199.1981352000148,1200.412504100008,['space'],1,3.157309399888618,4.159885099885287,None,1,None,1,[0.36797669998486526],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,6,0,6,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.8326945000154,None,217.86256500590136,5.767674517343375,0.0004476648729445129,1,"[0.4227923868175793, 0.6243600203148642, 0.611641353703317, 0.6344732886387839]","[1097.9585265401013, 732.7993997257673, 489.08492193291596, 326.4250229348481]",Perfect_5th,"[6.0, 5.0, 11.0, 12.633888727792076]",False,1201.8434455000097,1204.526808500028,1204.526808500028,1205.7525693000061,['space'],1,3.3195779999659862,4.346656099980464,None,1,None,1,[0.28778679997776635],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,6,0,6,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.2416488000017,None,296.72140528082525,6.6139224529997325,0.0002526534830723713,1,"[0.684581970792977, 0.42974447816578637, 0.6211650763100124, 0.4482285853872594]","[2376.3317010085884, 1758.8424607004333, 886.9811433472256, 783.0771880203994]",None,"[2.4582237535051696, 5.0, 4.0, 4.670978789390276]",False,1207.243524200021,1210.0037220000231,1210.0037220000231,1211.2275923000125,['space'],1,3.2041856999858283,4.227855599980103,None,1,None,1,[0.34761249998700805],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,6,0,6,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.526202500012,None,267.9433656340732,1.0,0.00016658984669514637,1,"[0.6581444598421493, 0.6581444598421493, 0.6581444598421493, 0.6581444598421493]","[168.79374327102366, 189.46457081379967, 212.66679023771383, 238.71040097760402]",Tone,"[13.0, 12.145326944620653, 11.767674517343375, 12.0]",False,1212.6130775000202,1215.5991618000262,1215.5991618000262,1216.8252482000098,['space'],1,3.666367099969648,4.6772270999790635,None,1,None,1,[0.453629399969941],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,6,0,6,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.3302084000024,None,5278.031643091578,-13.0,3.1900269775884963e-05,1,"[0.7192036990017182, 0.46987272995910456, 0.44101323494410866, 0.46851470341619966]","[776.3278544119556, 164.95170944547402, 1176.1700033157006, 5968.753392026852]",None,"[4.670978789390276, 13.238881238214129, 7.0, -6.083539334766696]",False,1218.347631600016,1221.001805900014,1221.001805900014,1222.2269346000103,['space'],1,3.1119550000003073,4.1357685000111815,None,1,None,1,[0.37703019997570664],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.5977175000007,None,,,,,"[0.59604609194905, 0.59604609194905, 0.59604609194905, 0.59604609194905]","[463.6049254068241, 367.96347314421564, 292.0528021775001, 231.80246270341206]",Major_3rd,"[11.224919305042746, 12.215520051168408, 12.613922452999732, 11.891341302813132]",True,1251.5809915000282,1254.3981443000084,1254.3981443000084,1255.6112318000232,None,1,3.4142699999792967,4.4388478999899235,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.0656920000038,None,8000.0,-7.0,8.109050486794653e-05,1,"[0.7560032243689585, 0.5324153395803407, 0.6211963304322957, 0.6135782787228152]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[1.0, -3.3692651329855767, -7.407129935038894, -5.0]",False,1257.087579700019,1260.0126150000142,1260.0126150000142,1261.216378000012,['space'],1,3.532111599983182,4.550890299986349,None,1,None,1,[0.3699891999713145],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.693563400011,None,5899.37752959598,-13.0,2.6770698842688365e-05,1,"[0.4066208488943994, 0.6468932246041788, 0.458990673880286, 0.4348292601730481]","[3716.3749654073945, 4171.489855956859, 4682.339048219108, 5255.747878942981]",Tone,"[-1.7562789393965659, -4.0, -6.426168930023824, -7.737642093698149]",False,1262.7082924000279,1265.2398775000183,1265.2398775000183,1266.4668532000214,['space'],1,2.9746717999805696,3.993967899994459,None,1,None,1,[0.4082442999642808],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.7516475000011,None,1779.6714610457575,-1.0,5.780944590572861e-05,1,"[0.718554464667124, 0.7321053191115825, 0.7683801905589698, 0.642658720859751]","[1706.0980394195371, 134.31002180364544, 2331.061519032476, 3981.9597773535365]",None,"[5.253629396202419, 14.50595197061979, 2.4582237535051696, -3.3692651329855767]",False,1267.759037300013,1270.9946299000003,1270.9946299000003,1272.1947740000032,['space'],1,3.8850255999714136,4.900246599980164,None,1,None,1,[0.6225099999574013],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.715806800028,None,304.99231268800486,6.6928022498905095,0.0002360237393085661,1,"[0.4142288946910431, 0.4142288946910431, 0.4142288946910431, 0.4142288946910431]","[484.145118003153, 431.3242650229123, 384.2662348117365, 342.3422960183907]",Tone,"[11.0, 11.6079989710239, 12.215520051168408, 12.46127946129036]",False,1273.7314754000108,1275.991766800027,1275.991766800027,1277.2050419000152,['space'],1,2.679608099977486,3.7042295999708585,None,1,None,1,[0.23761389995343052],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.4896138000186,None,,,,,"[0.711785696948805, 0.7892973118724065, 0.4626086680037691, 0.4811716610374601]","[279.1151000919595, 248.66328488553924, 221.53380175309292, 197.36418000658654]",Tone,"[12.613922452999732, 12.140918769099049, 11.767674517343375, 12.0]",True,1278.4998091000016,1281.501786000008,1281.501786000008,1282.7063181000121,None,1,3.486430399992969,4.500718899973435,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.0434811000014,None,2828.42712474619,-3.0,4.636051375812108e-05,1,"[0.7171936371936449, 0.7171936371936449, 0.7171936371936449, 0.7171936371936449]","[1781.7974362806788, 2000.0000000000002, 2244.9240966187463, 2519.8420997897465]",Tone,"[5.0, 3.43526397327203, 2.4582237535051696, 2.2619426833123955]",False,1284.0767413000285,1287.262008700025,1287.262008700025,1288.4921265000012,['space'],1,3.8764152999792714,4.899744799971813,None,1,None,1,[0.4733000999840442],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.0342541000282,None,2297.3967099940687,-6.0,4.0798774319230084e-05,0,"[0.6394753638795904, 0.6921483191145255, 0.6094940642059866, 0.4653773436868974]","[1447.269237440377, 1624.50479271247, 1823.4449771164325, 2046.7477839935486]",Tone,"[7.582715715090722, 6.243810934919466, 4.2710920114166075, 3.43526397327203]",False,1290.0567010000232,1293.0143259000033,1293.0143259000033,1294.2243381000008,None,0,3.4220059999788646,4.446390999975847,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.5650092000142,None,250.4307120983838,6.140918769099049,0.00033871241031522274,1,"[0.49986696717668283, 0.49986696717668283, 0.49986696717668283, 0.49986696717668283]","[157.7614628564582, 177.08125474214313, 198.76698791505984, 223.10840039142246]",Tone,"[13.825011270946982, 12.635602034081144, 12.0, 11.767674517343375]",False,1295.578705300024,1298.1141569000029,1298.1141569000029,1299.3209870000137,['space'],1,3.0396081999642774,4.065686799964169,None,1,None,1,[0.59314479996101],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.6995516000025,None,176.7766952966369,3.0,0.0004944177713899504,1,"[0.6551486582076673, 0.6551486582076673, 0.6551486582076673, 0.6551486582076673]","[280.61551207734334, 250.00000000000006, 222.72467953508487, 198.42513149602496]",Tone,"[12.613922452999732, 12.140918769099049, 11.767674517343375, 12.0]",False,1303.222621300025,1306.215759100014,1306.215759100014,1307.4207884000207,['space'],1,3.6488477998645976,4.65372519986704,None,1,None,1,[0.27269439995870925],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.9203694000025,None,2748.0518683712558,-4.0,4.4470332574329485e-05,1,"[0.67611140653764, 0.4510818551911906, 0.5337579976837392, 0.501016568182603]","[6924.656790327761, 5496.1037367425115, 4362.260426715708, 3462.3283951638805]",Major_3rd,"[-2.0, -7.305837667111589, -5.0, -0.35482135484895494]",False,1308.9342930000275,1311.622337400011,1311.622337400011,1312.8563326000003,['space'],1,3.1832385000016075,4.187320099998033,None,1,None,1,[0.7241363999783061],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.1776245000074,None,6062.8662660415985,-15.0,2.1131731960402576e-05,0,"[0.5648216216273628, 0.4748397810546385, 0.44391401790357554, 0.6126941873320093]","[1167.948603064624, 1588.2574368725745, 670.3317073317692, 938.367792459635]",None,"[6.634942028550877, 6.243810934919466, 6.80272692949871, 4.187791949715262]",False,1314.197296600003,1316.7194218000222,1316.7194218000222,1317.946969200013,None,0,3.102138400019612,4.115330100001302,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.3697373000032,None,2922.259289609408,-4.098438174056378,3.721556303019941e-05,1,"[0.5215273917391148, 0.6135896170633671, 0.48777883396467314, 0.5346906306678898]","[134.89097002740434, 335.69276955648553, 204.64119200540804, 230.66184059277444]",None,"[14.50595197061979, 12.633888727792076, 11.84221032185445, 11.891341302813132]",False,1319.378191900003,1322.02492180001,1322.02492180001,1323.2537480000174,['space'],1,3.189329099986935,4.200974400009727,None,1,None,1,[0.3872010999766644],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323.6388856000267,None,,,,,"[0.7470810579157319, 0.7470810579157319, 0.7470810579157319, 0.7470810579157319]","[3564.596152428213, 4001.1238986502817, 4491.1097268185795, 5041.100223146931]",Tone,"[-1.0, -3.3692651329855767, -6.0, -7.407129935038894]",True,1324.6563544000091,1327.913026300026,1327.913026300026,1329.1411210000224,None,1,4.012324699986493,5.014627399970777,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.7151918000018,None,176.7766952966369,2.0,0.00044065030258128913,1,"[0.5484508389122472, 0.5686782213766586, 0.7166100920554928, 0.4827506194445456]","[503.1764341084344, 1933.5832572236889, 540.4551881914216, 382.99073485973753]",None,"[10.711014651906595, 4.0, 10.0, 12.215520051168408]",False,1330.7388238000276,1333.5964944000007,1333.5964944000007,1334.823735700018,['space'],1,3.326898200000869,4.338608799997019,None,1,None,1,[0.9714952999784146],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.1359882000252,None,287.17458874925893,-3.0,9.068759088766197e-05,0,"[0.6464104149440685, 0.5951541631901601, 0.43546325376103434, 0.6960221697959111]","[180.90865468004733, 203.06309908905897, 227.93062213955432, 255.84347299919386]",Tone,"[12.635602034081144, 11.84221032185445, 11.891341302813132, 12.140918769099049]",False,1336.1430573000107,1338.8511151000275,1338.8511151000275,1340.0799428000173,None,0,3.3911982999707107,4.420244999986608,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340.623079300014,None,,,,,"[0.4129466453160577, 0.4129466453160577, 0.4129466453160577, 0.4129466453160577]","[1133.6086025122768, 1428.2573406471276, 1799.4914881481884, 2267.217205024553]",Major_3rd,"[6.634942028550877, 7.582715715090722, 5.0, 2.4582237535051696]",True,1341.6165697000106,1343.889961900015,1343.889961900015,1345.1056052000204,None,1,2.6766989000025205,3.699014599988004,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.3583817000035,None,694.2282591984738,0.0,4.553230025254893e-05,1,"[0.41935108361970613, 0.48954267867822043, 0.5733099112801286, 0.7309663411407036]","[1834.7286773801727, 2234.0335733231577, 458.1430121018089, 2066.967675920858]",None,"[4.2710920114166075, 2.4582237535051696, 11.224919305042746, 3.0]",False,1346.3732840000011,1348.8915656000027,1348.8915656000027,1350.09455780001,['space'],1,3.254915500001516,4.2866386999958195,None,1,None,1,[0.3830566999677103],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.7116486000014,None,672.50199850161,0.80272692949871,5.203055484962096e-05,1,"[0.5335631873951255, 0.7208786356679338, 0.5373437678149326, 0.6290271811154133]","[3389.1976960341963, 2262.0180791638513, 1509.7159414605283, 1007.6145035686739]",Perfect_5th,"[0.0, 2.4582237535051696, 7.070959241853986, 5.0]",False,1351.7206001000013,1354.5395434000238,1354.5395434000238,1355.7545271000126,['space'],1,3.466285800008336,4.476029200013727,None,1,None,1,[0.2954854999552481],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,7,0,7,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.2510662000277,None,,,,,"[0.5917368328790449, 0.5917368328790449, 0.5917368328790449, 0.5917368328790449]","[2119.6756755072, 2670.6240025216557, 3364.775397131533, 4239.351351014399]",Major_3rd,"[3.0, 2.1227880221156723, 0.0, -4.99735158304083]",True,1357.2607963000191,1360.060610000015,1360.060610000015,1361.2713221000158,None,1,3.4111894000088796,4.435514699987834,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,8,0,8,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388.586105800001,None,1183.7713447677113,1.0,5.8052191856418054e-05,1,"[0.7481819026687033, 0.7481819026687033, 0.7481819026687033, 0.7481819026687033]","[745.7292177676003, 837.0527452595671, 939.5599389870375, 1054.6203736248196]",Tone,"[5.0, 4.0, 4.187791949715262, 5.7389287608496184]",False,1389.583225600014,1392.856961900019,1392.856961900019,1394.0733762000164,['space'],1,4.025286999967648,5.053483499970753,None,1,None,1,[0.9927192999748513],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,8,0,8,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.6961041000031,None,125.0,0.0,0.000722719885372964,0,"[0.7198550203991156, 0.5058456478282491, 0.7897503409847382, 0.44319047804031]","[6202.595937260871, 138.39421801217478, 394.35474948214545, 1289.4572592513948]",None,"[-5.0, 14.50595197061979, 12.0, 7.674896035970219]",False,1395.7019850000215,1398.7531185000262,1398.7531185000262,1399.975657700008,None,0,3.462340400001267,4.467484599997988,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,8,0,8,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.2324811000144,None,,,,,"[0.738565549803381, 0.738565549803381, 0.738565549803381, 0.738565549803381]","[321.07754935215144, 254.83941980248835, 202.2661815387178, 160.53877467607572]",Major_3rd,"[12.633888727792076, 12.140918769099049, 11.84221032185445, 13.238881238214129]",True,1401.2523720000172,1404.4997719000094,1404.4997719000094,1405.7009164000046,None,1,3.980883799988078,5.002034299977822,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
