tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,Audiogram_both,Audiogram_frequency,Audiogram_none,Audiogram_time,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,6,0,6,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.0261658998206,None,3115.142800407494,-3.984039155423059,4.1543093517266656e-05,0,"[0.5716206404834124, 0.5716206404834124, 0.5716206404834124, 0.5716206404834124]","[3288.9349458496463, 387.5422834388523, 1298.0501447112504, 2796.902125064541]",None,"[2.4515867102086832, 5.0, 7.0, 1.3796732531242775]",False,1074.0404232,1076.7757664998062,1076.7757664998062,1077.9855243999045,None,0,,3.3175782999023795,4.342685299925506,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.453775699949,None,,,,,"[0.5534310724343179, 0.5534310724343179, 0.5534310724343179, 0.5534310724343179]","[941.4317072042845, 838.7203011649683, 747.2148411861496, 665.6927441881778]",Tone,"[6.012492611891718, 5.735065782666709, 6.0, 6.595400128776029]",True,1079.4466226999648,1082.1205857999157,1082.1205857999157,1083.3434679999482,None,1,,3.2233951999805868,4.2372027998790145,None,1,None,1,0,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.7352495999075,None,2000.0,-3.0,5.296268625886443e-05,0,"[0.7039485789172735, 0.7039485789172735, 0.7039485789172735, 0.7039485789172735]","[3174.8021039364003, 2828.427124746191, 2519.842099789747, 2244.9240966187463]",Tone,"[2.4515867102086832, 1.3796732531242775, 0.0, -0.4494547166917453]",False,1084.764554399997,1087.9115942998324,1087.9115942998324,1089.1122835997958,None,0,,3.8379532496910542,4.863507049623877,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.6814602999948,None,3761.0102855176033,-3.4949384520533955,5.3328119790586625e-05,0,"[0.6488398280028378, 0.6387299310421123, 0.4121607581573712, 0.6359904476016105]","[3760.980132123826, 487.91862663843193, 2822.6204971618918, 631.5935050095825]",None,"[2.5050615479466045, 6.908020731256669, 1.3796732531242775, 6.896055004427689]",False,1090.6936946997885,1093.411275099963,1093.411275099963,1094.6407826999202,None,0,,3.3562189997173846,4.399605099810287,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.1565233999863,None,1741.101126592249,7.0,0.00014131187239661616,1,"[0.48770376491023204, 0.7768078055937968, 0.4586544992535094, 0.5712022037916602]","[4387.299918778506, 3482.2022531844987, 2763.825759935554, 2193.649959389253]",Major_3rd,"[1.6083902085372372, 2.615232688418234, 1.0, -0.4963369915670208]",False,1096.185957599897,1098.926194399828,1098.926194399828,1100.1505089998245,['space'],1,[0.35398580017499626],3.333097549621016,4.351187449647114,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.5819186000153,None,,,,,"[0.44437728217764527, 0.44437728217764527, 0.44437728217764527, 0.44437728217764527]","[485.43279349169114, 142.95262345509462, 312.7866209339255, 4819.880066514906]",None,"[6.908020731256669, 5.271380508349844, 3.0, 0.27134708569755706]",True,1101.5932012998965,1103.9597910000011,1103.9597910000011,1105.1706483999733,None,1,,2.8278585497755557,3.858396649826318,None,1,None,1,0,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.4834914999083,None,533.8604133290089,1.0757430094101657,7.488568393351155e-05,1,"[0.7663593321037367, 0.7214480154062217, 0.7836765168406783, 0.4847163165571367]","[2690.487889835183, 1795.6852312569197, 1198.4761061131355, 799.8868353551643]",Perfect_5th,"[1.0, 2.0, 7.305918379084402, 5.735065782666709]",False,1106.499264499871,1109.804048899794,1109.804048899794,1111.017481799936,['space'],1,[0.28099449980072677],3.766910899663344,4.769289399730042,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.3379779998213,None,1515.7165665103996,-5.0,2.7909156857209584e-05,0,"[0.6580054005205582, 0.48148537852540046, 0.7652306096393104, 0.7215802381376075]","[149.773479183474, 169.25472846744958, 4574.12744281577, 3047.5024969797864]",None,"[5.0, 3.0, 1.0, 2.015960844576941]",False,1112.3459438998252,1115.2822382999584,1115.2822382999584,1116.4961800999008,None,0,,3.6783993495628238,4.701799149625003,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.0927642998286,None,1056.8097932072696,0.8919687914799227,5.1449877489608504e-05,1,"[0.6243347263825474, 0.7370266861062247, 0.5465892268303367, 0.5941460197443705]","[145.53048879647525, 465.2667396073985, 6817.2407414778545, 2160.083801433263]",None,"[5.0, 6.59044577893951, -1.847718983824807, -0.4963369915670208]",False,1118.0905897999182,1121.0224223998375,1121.0224223998375,1122.2400132999755,['space'],1,[0.3435174999758601],3.5211972997058183,4.522423299727961,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.6774404998869,None,,,,,"[0.634716510441919, 0.7487904202934477, 0.695565627625081, 0.6020893271071325]","[374.5759054550263, 471.9360680662195, 594.6021863612496, 749.1518109100525]",Major_3rd,"[4.961109682929862, 6.59044577893951, 7.0, 6.0]",True,1123.692569399951,1126.8126603998244,1126.8126603998244,1128.0287734998856,None,1,,3.7038934999145567,4.706666699843481,None,1,None,1,0,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128.4589670998976,None,1100.475626480749,1.0,5.4143056754269924e-05,1,"[0.671073662508381, 0.671073662508381, 0.671073662508381, 0.671073662508381]","[1746.8961671409047, 1556.3075560301038, 1386.5124066993437, 1235.2421258141221]",Tone,"[2.0, 4.0, 6.162415204904671, 7.305918379084402]",False,1129.47099349997,1132.5129339999985,1132.5129339999985,1133.7272683000192,['space'],1,[0.26413959986530244],3.7075492998119444,4.710459599969909,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.251588499872,None,4924.577653379667,-3.0,0.00010446204222725298,1,"[0.5424306339664722, 0.7033715219948686, 0.7026673632685324, 0.7487650265291205]","[7817.279747473972, 6964.404506368996, 6204.579047334942, 5527.651519871107]",Tone,"[-1.5246490448829233, -1.847718983824807, -1.4269691556203679, -0.9694354748693517]",False,1135.3436783999205,1138.3188484997954,1138.3188484997954,1139.526632499881,['space'],1,[0.4647586999926716],3.7060500499792397,4.7350763499271125,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.126474399818,None,2143.5469250725882,-3.0,5.521540081768751e-05,0,"[0.6452932076114486, 0.5007898861660415, 0.6180583874856233, 0.5546976212618298]","[190.69023800043388, 240.5485566645991, 340.975971506882, 2893.029611753948]",None,"[1.6760163755732504, 0.6222929191430779, 4.0, 1.3796732531242775]",False,1141.1536891998257,1143.9503947999328,1143.9503947999328,1145.1650865999982,None,0,,3.3355085495859385,4.337459349771962,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,6,0,6,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.5386853998061,None,6532.38235471024,-7.724431247769433,5.6320168388699505e-05,0,"[0.6340981129081165, 0.5064823383232332, 0.4875780629177986, 0.4227636261291452]","[4115.143017330634, 4619.0918603189575, 5184.75531086277, 5819.691066213924]",Tone,"[2.0, 0.9577883879131583, -0.39302076275731945, -1.0]",False,1146.5507499999367,1149.1984747999813,1149.1984747999813,1150.426329499809,None,0,,3.0794076996389776,4.0984689998440444,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,7,0,7,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.0834535998292,None,1866.0659830736151,0.0,6.876424606830584e-05,0,"[0.7698310872133028, 0.7698310872133028, 0.7698310872133028, 0.7698310872133028]","[740.5487761432825, 933.0329915368078, 1175.547906283609, 1481.0975522865647]",Major_3rd,"[6.0, 6.012492611891718, 7.243472637208711, 5.0]",False,1156.0972747998312,1159.440973199904,1159.440973199904,1160.6565521999728,None,0,,4.115166749805212,5.146746649639681,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,7,0,7,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.2987377999816,None,2126.8403582214514,-6.496336991567021,3.674314294474877e-05,0,"[0.6460969761462227, 0.6460969761462227, 0.6460969761462227, 0.6460969761462227]","[422.01857775114433, 632.3134216179716, 947.3996744143157, 1419.495636805633]",Perfect_5th,"[6.0, 6.896055004427689, 6.012492611891718, 6.162415204904671]",False,1162.310219499981,1165.2680940998252,1165.2680940998252,1166.4842381998897,None,0,,3.593339199665934,4.622012399835512,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,7,0,7,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.994705799967,None,2297.3967099940687,2.0,0.00010248188763469557,1,"[0.5047860146674152, 0.5047860146674152, 0.5047860146674152, 0.5047860146674152]","[3646.8899542328663, 3249.009585424941, 2894.538474880755, 2578.740616879157]",Tone,"[2.5050615479466045, 2.4515867102086832, 1.3796732531242775, 0.6462576101882194]",False,1170.6462216998916,1173.1809578000102,1173.1809578000102,1174.3950433998834,['space'],1,[0.5095969999674708],3.0345753487199545,4.041684248717502,None,1,None,1,,"{'estimation': [[125.0, 0.35515291002226834], [129.0027481329873, 0.0], [133.9716828170366, -0.3932644218941664], [140.34061011875144, -1.0], [143.5872943746293, -1.2870470510773218], [151.06617247394266, -2.0], [153.89305166811442, -2.254779496924096], [162.36446641599372, -3.0], [164.93848884661162, -3.2165327989437875], [175.53330174342287, -4.0], [176.77669529663666, -4.089850911932408], [189.46457081379947, -4.801055892130832], [194.82819458050483, -5.0], [203.0630990890585, -5.3057420367953085], [217.6376408240306, -5.547296167885333], [233.25824788420132, -5.5295124791913], [249.99999999999937, -5.274612754556228], [260.72918461305244, -5.0], [267.94336563407256, -4.826416635235972], [287.1745887492579, -4.287189488257101], [297.56896252686187, -4.0], [307.78610333622805, -3.730819969491349], [329.87697769322284, -3.2797118411019035], [353.02544462089526, -3.0], [353.55339059327247, -2.993550926967946], [378.929141627598, -2.926420107871083], [391.61115199170627, -3.0], [406.12619817811606, -3.082572782923253], [435.2752816480601, -3.4043451203223754], [466.5164957684015, -3.8086346155442], [482.52383055302255, -4.0], [499.9999999999975, -4.202753407893594], [535.8867312681438, -4.473737218576112], [574.3491774985143, -4.563659609696666], [615.5722066724546, -4.455441595175923], [659.7539553864432, -4.178533262427406], [681.4950926009874, -4.0], [707.1067811865431, -3.7961871316566738], [757.8582832551941, -3.4104569934532796], [812.2523963562301, -3.0848392178267376], [833.2204981216462, -3.0], [870.5505632961181, -2.8569336258839226], [933.0329915368008, -2.7296067992928132], [999.9999999999926, -2.649452983727536], [1071.773462536285, -2.5384964270838655], [1148.698354997026, -2.315213023753742], [1213.5893395231324, -2.0], [1231.1444133449063, -1.9126452823585063], [1319.5079107728832, -1.3279727675072275], [1360.4861788050157, -1.0], [1414.2135623730828, -0.572813506102457], [1482.405595832893, 0.0], [1515.7165665103846, 0.2740397813768415], [1609.8008908941044, 1.0], [1624.5047927124563, 1.1102547764417237], [1741.1011265922298, 1.8222061914729504], [1786.0098035589901, 2.0], [1866.065983073597, 2.310935127355974], [1999.9999999999802, 2.476370570291342], [2143.5469250725646, 2.2693796256521406], [2210.8382942115436, 2.0], [2297.396709994046, 1.6720645289829352], [2411.461121290775, 1.0], [2462.2888266898062, 0.7169474652238552], [2561.3129855660786, 0.0], [2639.01582154576, -0.5237069989150949], [2699.3196774358244, -1.0], [2828.427124746159, -1.9507620320337564], [2834.7849801335888, -2.0], [2968.6517727435166, -3.0], [3031.4331330207615, -3.422759377243718], [3119.145443427166, -4.0], [3249.0095854249043, -4.793117596413826], [3289.5322861899945, -5.0], [3482.2022531844555, -5.932774379066505], [3502.3626548847606, -6.0], [3732.1319661471844, -6.732851238952761], [3907.3071514668272, -7.0], [3999.9999999999554, -7.141182813598202], [4287.093850145118, -7.15431447758881], [4431.211032490179, -7.0], [4594.793419988081, -6.834756110516182], [4924.577653379601, -6.310538998429262], [5099.476011795113, -6.0], [5278.031643091506, -5.694212400252119], [5656.854249492303, -5.139268027313687], [5791.509003253134, -5.0], [6062.866266041508, -4.723928388292098], [6498.019170849792, -4.518326548520859], [6964.404506368894, -4.509683862154852], [7464.2639322943505, -4.647582543906015], [7999.999999999882, -4.855860635835022]], 'plus_line': [[125.0, -2.2036670851770044], [133.9716828170366, -2.766707835098087], [136.6632162013469, -3.0], [143.5872943746293, -3.580716324762665], [148.16474517255605, -4.0], [153.89305166811442, -4.509101153313962], [159.57848884502027, -5.0], [164.93848884661162, -5.45193325350293], [172.32287554186183, -6.0], [176.77669529663666, -6.331592152554086], [188.30566716508153, -7.000000000000001], [189.46457081379947, -7.071099052655373], [203.0630990890585, -7.654271539047003], [217.6376408240306, -7.941210445196206], [233.25824788420132, -7.941591142424661], [249.99999999999937, -7.665078998615395], [267.94336563407256, -7.14173155108746], [271.86182861496115, -7.0], [287.1745887492579, -6.533071038304594], [304.7172629615599, -6.0], [307.78610333622805, -5.917721222887442], [329.87697769322244, -5.485765304166037], [353.55339059327247, -5.234702306734075], [378.929141627598, -5.225099911270597], [406.12619817811606, -5.443549113109956], [435.2752816480601, -5.8073885188507886], [449.04196759590263, -6.0], [466.5164957684015, -6.268035788321535], [499.9999999999975, -6.680721318099954], [535.8867312681438, -6.946006190718045], [561.4049991996554, -7.0], [574.3491774985143, -7.0317268323476885], [583.7915110847875, -7.0], [615.5722066724546, -6.914249004172122], [659.7539553864432, -6.64588783846059], [707.1067811865431, -6.271052106387703], [739.5258799767928, -6.0], [757.8582832551941, -5.867824222564547], [812.2523963562301, -5.542694359289682], [870.5505632961181, -5.28463897148245], [933.0329915368008, -5.109617574148224], [999.9999999999926, -5.013415940587369], [1016.4451289056398, -5.0], [1071.773462536285, -4.963298597560506], [1148.698354997026, -4.873632360338497], [1231.1444133449063, -4.644848683175967], [1319.5079107728832, -4.177847907181245], [1342.4484813284555, -4.0], [1414.2135623730828, -3.4915011208327886], [1469.9478583046239, -3.0], [1515.7165665103846, -2.6264365786902175], [1588.9366231157596, -2.0], [1624.5047927124563, -1.720895664816658], [1729.6882314206634, -1.0], [1741.1011265922318, -0.9287893731979361], [1866.065983073597, -0.4291334847176018], [1999.9999999999827, -0.27063490145473806], [2143.5469250725646, -0.5045415146992895], [2273.4644130476368, -1.0], [2297.396709994046, -1.0951045133282047], [2462.143254224182, -2.0], [2462.2888266898062, -2.000784723817161], [2611.5383394896794, -3.0000000000000004], [2639.01582154576, -3.1688905996308367], [2753.0025570537923, -4.0], [2828.427124746159, -4.4867075522207065], [2900.0714829721514, -5.0], [3031.4331330207615, -5.838714702723714], [3056.888558972823, -6.0], [3221.527634419548, -7.0], [3249.0095854249043, -7.152935263346601], [3420.1346715307814, -8.0], [3482.2022531844555, -8.290650117555028], [3701.4438440273952, -9.0], [3732.13196614718, -9.103057835092885], [3999.9999999999504, -9.550929402432715], [4287.093850145118, -9.562103866379168], [4594.793419988081, -9.204910747079408], [4699.779611552114, -9.0], [4924.577653379601, -8.629353251885522], [5259.253279916501, -8.0], [5278.031643091506, -7.968311749799825], [5656.854249492303, -7.442725503414927], [6062.866266041508, -7.040957155847339], [6143.638582594342, -6.999999999999999], [6498.019170849792, -6.852731930021682], [6964.404506368894, -6.829282345213868], [7464.2639322943505, -6.9462244775232405], [7572.9232841747, -7.0], [7999.999999999882, -7.2423006493593505]], 'minus_line': [[125.0, 2.9307366092520795], [133.68278485793928, 2.0], [133.9716828170366, 1.9728145285921868], [143.17890950055306, 1.0], [143.5872943746293, 0.9606157514130182], [153.0937050351542, 0.0], [153.89305166811442, -0.07544117547420803], [164.00794465097147, -1.0], [164.93848884661162, -1.0802520968773495], [176.77669529663666, -1.9653310872672298], [177.3765397820477, -2.0], [189.46457081379947, -2.622289157163401], [200.65460853881484, -3.0], [203.0630990890585, -3.0738665373002902], [217.6376408240306, -3.2396821419990776], [233.25824788420132, -3.193471086865573], [247.56131827541984, -3.0], [249.99999999999937, -2.962552038657016], [267.94336563407256, -2.5496206276614366], [287.1745887492579, -2.077112159055568], [290.1277156709148, -2.0], [307.78610333622805, -1.5197408837249557], [329.87697769322244, -1.0609583727560346], [334.2764327212707, -1.0], [353.55339059327247, -0.6987192155073083], [378.929141627598, -0.5660816201681618], [406.12619817811606, -0.6635831589495714], [435.2752816480601, -0.9677715723090843], [437.5992857047341, -1.0], [466.5164957684015, -1.3366425702064442], [499.9999999999975, -1.7192525139576167], [532.9261943306261, -2.0], [535.8867312681438, -2.0214627279650483], [574.3491774985143, -2.117208064475845], [615.5722066724546, -2.0176013057493916], [618.2988494394779, -2.0], [659.7539553864432, -1.706720572891022], [707.1067811865431, -1.3147486739722845], [749.0953513429273, -1.0], [757.8582832551941, -0.926937381527188], [812.2523963562301, -0.6008075594660873], [870.5505632961181, -0.4327260314363869], [933.0329915368008, -0.379087948168884], [999.9999999999926, -0.3461687792507375], [1071.773462536285, -0.21683512982753908], [1124.3338830889236, 0.0], [1148.698354997026, 0.11560293731884996], [1231.1444133449063, 0.6797607995474002], [1270.1325220535214, 1.0], [1319.5079107728832, 1.4368205837180028], [1381.4747122580072, 2.0], [1414.2135623730828, 2.3110708222319403], [1491.2307967315655, 3.0], [1515.7165665103846, 3.2239883919520276], [1613.9066945845611, 4.0], [1624.5047927124563, 4.085770070093495], [1741.1011265922318, 4.832742437323994], [1781.5159595310433, 5.0], [1866.065983073597, 5.377244153238126], [1999.9999999999802, 5.606806793564755], [2143.5469250725646, 5.449225014157733], [2252.4714327633046, 5.0], [2297.396709994046, 4.833541611279168], [2427.6218004434527, 4.0], [2462.2888266898062, 3.7917731549664406], [2561.04561748968, 3.0], [2639.01582154576, 2.3917259802130273], [2683.878808616357, 2.0], [2797.0481284949155, 1.0], [2828.427124746159, 0.7479466925923903], [2919.123620146682, 0.0], [3031.4331330207615, -0.943842109068342], [3039.24713914212, -1.0], [3180.7255059634645, -2.0], [3249.0095854249043, -2.4582057333884277], [3349.9119725538917, -3.0], [3482.2022531844596, -3.6838352067219136], [3572.9359941841, -4.0], [3732.1319661471844, -4.5037851475223025], [3999.9999999999504, -4.909852115485572], [4287.093850145118, -4.907459293237782], [4594.793419988081, -4.5727117895403575], [4924.577653379601, -4.059900284248891], [4957.794237684246, -4.0], [5278.031643091506, -3.3992722718035657], [5532.165776972459, -3.0], [5656.854249492303, -2.7853136371595713], [6062.866266041508, -2.31566089917726], [6498.019170849792, -2.0999504330113723], [6964.4045063688845, -2.1218347341338273], [7464.2639322943505, -2.3002359982905585], [7999.999999999882, -2.4816600930323496]]}",,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
