tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_none,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,8,0,8,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.135594899999,None,137.0383549022649,19.39872109292277,0.005743750931090637,1,"[0.42568248376431445, 0.5710543144155313, 0.7221302654424957, 0.7532741903762393]","[1604.2987636782618, 235.22998906688932, 2031.764397734613, 2750.581091766196]",None,"[8.0, 23.531253110563384, 4.741683434789566, 5.960003624663175]",False,1077.144382800092,1079.8891454000259,1079.8891454000259,1081.1338066000026,['space'],1,[0.7851712999399751],3.489573866710998,4.513493866659701,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081.7169088000664,None,1414.213562373095,5.0,8.968279190402293e-05,0,"[0.6130541003810557, 0.6130541003810557, 0.6130541003810557, 0.6130541003810557]","[556.300754798467, 404.8178480695861, 652.4200535390909, 2762.3985566844503]",None,"[20.0, 23.69144843127717, 18.091308165430455, 5.960003624663175]",False,1082.72898600006,1085.5972714000382,1085.5972714000382,1086.8418076999951,None,0,,3.4756548666628078,4.498631466762163,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.291512500029,None,,,,,"[0.6027554572353592, 0.6027554572353592, 0.6027554572353592, 0.6027554572353592]","[167.99775633908035, 1098.1170752841206, 876.0083958788773, 4034.054284124997]",None,"[25.423428007499954, 18.0, 18.693979025111148, 6.493070110718627]",True,1088.3164976000553,1091.1466777001042,1091.1466777001042,1092.3703456000658,None,1,,3.4282806667033583,4.468705666717142,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.8311600000598,None,3020.279004924813,-0.13168747717443305,5.58892237195426e-05,0,"[0.7273481239741147, 0.7273481239741147, 0.7273481239741147, 0.7273481239741147]","[1409.7404195444024, 5888.21673173483, 361.8862665676486, 285.92150234658124]",None,"[11.615651520037542, 9.204042212469089, 24.34575158242586, 23.854540953153773]",False,1093.8463205000153,1097.0515827999916,1097.0515827999916,1098.2888428000733,None,0,,3.9336280666757375,4.969847166677937,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.8709866000572,None,500.0,10.0,0.0002259279721874612,0,"[0.7668132014969766, 0.7668132014969766, 0.7668132014969766, 0.7668132014969766]","[869.5765754306819, 6390.169856003892, 5313.686487729512, 334.6326134402045]",None,"[18.693979025111148, 8.207358387276932, 9.5808718829304, 24.315909985835255]",False,1101.4664866999956,1104.7921667000046,1104.7921667000046,1106.0257742000977,None,0,,4.076743566663936,5.102902366663329,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.629572500009,None,1231.1444133449168,-1.0,4.787849028197256e-05,0,"[0.5807316533519375, 0.4541468268603419, 0.6793833984885935, 0.5761380186435546]","[2090.1949812249013, 327.4366773031869, 3944.0388423256754, 369.5303710569834]",None,"[4.886897647501437, 24.315909985835255, 6.493070110718627, 24.14720206948669]",False,1107.6550518000731,1110.3944547000574,1110.3944547000574,1111.6319934000494,None,0,,3.3201240333728492,4.341557733365335,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0561962000793,None,,,,,"[0.5076153627935072, 0.5076153627935072, 0.5076153627935072, 0.5076153627935072]","[4800.988941617144, 5973.433014725722, 7433.061008094657, 2367.4538023213718]",None,"[9.0, 9.204042212469089, 5.298234916746429, 5.260599938988865]",True,1113.080171000096,1115.6373387000058,1115.6373387000058,1116.8686489000684,None,1,,3.062326466781087,4.089079366764054,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.2276777999941,None,2875.9138005570458,-0.039996375336825075,6.224770461570984e-05,0,"[0.6692578629475421, 0.6692578629475421, 0.6692578629475421, 0.6692578629475421]","[661.733620889797, 520.2683217475302, 416.5117270969123, 163.31714194768517]",None,"[18.091308165430455, 21.0, 23.69144843127717, 25.423428007499954]",False,1118.2588723000372,1121.2881763000041,1121.2881763000041,1122.509438600042,None,0,,3.7191003668121994,4.741202866774984,None,1,['space'],0,,[-4.110055199940689],,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.0618579000002,None,1982.826956363711,-1.2583165652104333,6.405149468160042e-05,1,"[0.6215036643636465, 0.6215036643636465, 0.6215036643636465, 0.6215036643636465]","[786.8853991006646, 991.4134781818556, 1249.1027103108113, 1573.770798201329]",Major_3rd,"[18.300670454568305, 19.027493468965773, 15.979642383027283, 8.0]",False,1124.086731000105,1126.971430100035,1126.971430100035,1128.2060432001017,['space'],1,[0.4508273999672383],3.521571766701527,4.536202066694386,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128.680984100094,None,287.17458874925893,12.0,0.0005099738003808805,0,"[0.6701950840727318, 0.6701950840727318, 0.6701950840727318, 0.6701950840727318]","[180.90865468004733, 203.06309908905897, 227.93062213955432, 255.84347299919386]",Tone,"[25.0, 24.112279518464348, 23.531253110563384, 23.493321563251698]",False,1131.00082080008,1134.0422744000098,1134.0422744000098,1135.2755558000645,None,0,,3.708266766741872,4.727144466713071,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.7774590000045,None,944.3025830328755,13.00432745886936,0.00018979846922167202,1,"[0.7823482986487077, 0.7823482986487077, 0.7823482986487077, 0.7823482986487077]","[4758.986807332885, 3176.242627948673, 2119.8876231498266, 1414.8552428710875]",Perfect_5th,"[9.0, 5.743745439073422, 4.886897647501437, 11.615651520037542]",False,1136.7839325000532,1140.1583715000888,1140.1583715000888,1141.383470300003,['space'],1,[0.42055459995754063],4.150105066597462,5.186315866652876,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.0287633000407,None,4000.0,9.0,0.00023657562948074026,1,"[0.6323654684274849, 0.6323654684274849, 0.6323654684274849, 0.6323654684274849]","[1587.4010519682001, 2000.0000000000007, 2519.842099789747, 3174.8021039363994]",Major_3rd,"[8.0, 4.741683434789566, 5.645867847083637, 5.743745439073422]",False,1144.4794986000052,1147.392710700049,1147.392710700049,1148.620430400013,['space'],1,[0.26214749994687736],3.5567163666710258,4.588893466629088,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,8,0,8,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.125158400042,None,775.1865174638648,12.000000000000002,0.00015723767951900645,0,"[0.7776272111600233, 0.5037270211022118, 0.7011295767868679, 0.41480005793640795]","[488.3369054737114, 548.1396431830827, 615.265946646852, 690.6126747282309]",Tone,"[21.16096705241678, 20.0, 18.56335264732024, 18.0]",False,1150.1198277000804,1153.1418074000394,1153.1418074000394,1154.3603306000587,None,0,,3.4187227666843683,4.447539466666058,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.3869390999898,None,,,,,"[0.7320294791945152, 0.7320294791945152, 0.7320294791945152, 0.7320294791945152]","[6943.857639738466, 6186.273870192001, 5511.343461019129, 4910.048824653083]",Tone,"[6.823176576205113, 9.0, 9.668480869467476, 9.0]",True,1157.3908408000134,1160.6182307000272,1160.6182307000272,1161.8474020001013,None,1,,3.9471525666303933,4.987141266698018,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.4330376000144,None,6881.218187396659,1.0,0.00016563919262725635,1,"[0.41767680552482456, 0.41767680552482456, 0.41767680552482456, 0.41767680552482456]","[1365.4066236870206, 2045.7984070845587, 3065.2342311978364, 4592.662140888372]",Perfect_5th,"[13.0, 4.741683434789566, 5.868312522825567, 8.190404381033082]",False,1163.4548457000637,1165.720847700024,1165.720847700024,1166.9361723000184,['space'],1,[1.0006679999642074],2.691257566679269,3.7254441666882485,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.242671300075,None,1000.0,8.0,0.00011065473548028189,1,"[0.5854664009923469, 0.5854664009923469, 0.5854664009923469, 0.5854664009923469]","[4381.955851142455, 7365.003140805142, 935.2541921485742, 974.8410315324852]",None,"[7.279424043043629, 5.298234916746429, 19.004327458869362, 19.027493468965773]",False,1168.267012400087,1171.0500123000238,1171.0500123000238,1172.270908000064,['space'],1,[0.3463474999880418],3.368832666776143,4.384805166744627,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.7155530001037,None,164.89227484088116,19.423428007499954,0.003680438028297543,0,"[0.41582711455516813, 0.7719875677680769, 0.7892847516305321, 0.702731474419719]","[1323.5361839020165, 7084.661188732488, 412.10947764544625, 196.53222274106366]",None,"[13.921523164452413, 6.823176576205113, 23.69144843127717, 24.112279518464348]",False,1173.735541800037,1176.730593400076,1176.730593400076,1177.9613275000593,None,0,,3.7176947667030618,4.754731466760859,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.552729899995,None,,,,,"[0.4067842946531982, 0.7214270218438001, 0.4567732034399219, 0.4562793818274813]","[2888.394581801628, 2573.267030410572, 2292.520298825576, 2042.4033955344132]",Tone,"[5.960003624663175, 5.898987380816954, 5.260599938988865, 4.741683434789566]",True,1179.5661295000464,1182.1749274000758,1182.1749274000758,1183.3928720999975,None,1,,3.0570144666126,4.0939186667092144,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.7098018000834,None,5911.720762018164,3.204042212469089,0.00017226837509537953,1,"[0.5912075111117454, 0.5912075111117454, 0.5912075111117454, 0.5912075111117454]","[432.16260902294596, 4023.970902315295, 3874.535097925368, 3539.0029272459337]",None,"[23.003285969918135, 6.493070110718627, 6.493070110718627, 5.734165779963748]",False,1184.7210655000526,1187.515944999992,1187.515944999992,1188.7538847000105,['space'],1,[0.7383746999548748],3.399381266674027,4.418621266726404,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.2015413000481,None,250.0,14.0,0.0008394020090612801,0,"[0.6809760577428738, 0.7134484821623512, 0.7058211021846065, 0.4935196281759756]","[155.3900490981291, 1803.0203152587283, 920.9404164381589, 4630.615414775129]",None,"[25.65234502824306, 5.890979483582172, 19.0, 8.190404381033082]",False,1190.2108562000794,1193.3552566000726,1193.3552566000726,1194.5807863000082,None,0,,3.60118466662243,4.621812566649169,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.896431100089,None,3732.1319661472303,-3.0,5.609622067137951e-05,1,"[0.7999288165510959, 0.5242328621268226, 0.5668952190286914, 0.5312053809387339]","[2351.0958125672173, 2639.0158215457886, 2962.195104573129, 3324.9515845711517]",Tone,"[5.260599938988865, 5.898987380816954, 5.868312522825567, 5.743745439073422]",False,1195.9245033999905,1198.8307091000024,1198.8307091000024,1200.0688701000763,['space'],1,[0.4424843000015244],3.452978733344935,4.466281633242033,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.4410392000573,None,,,,,"[0.6016993458197516, 0.5584001788992976, 0.4569860292532153, 0.571031858596115]","[178.25511365504664, 126.25601931886753, 529.2004032200272, 148.4963445955896]",None,"[25.0, 25.0, 20.179488091888764, 25.657864776754597]",True,1201.4564623000333,1204.1033706000308,1204.1033706000308,1205.3300902000628,None,1,,3.2145246667787433,4.256465766695328,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205.7653690000298,None,1148.6983549970344,6.0,0.00010030596310503799,0,"[0.5166760318650665, 0.5166760318650665, 0.5166760318650665, 0.5166760318650665]","[5789.07694976151, 3863.7453156993806, 2578.740616879157, 1721.1028744886592]",Perfect_5th,"[9.668480869467476, 6.0, 5.898987380816954, 6.0]",False,1206.7915166000603,1209.3610385000939,1209.3610385000939,1210.5956436000997,None,0,,3.090884566772729,4.115097966743633,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.9690044000745,None,8000.0,-2.0,0.00014420157515633036,0,"[0.5985608994381525, 0.5985608994381525, 0.5985608994381525, 0.5985608994381525]","[2915.9293885643197, 462.7160810418759, 4678.205059401338, 799.3102649308001]",None,"[5.960003624663175, 22.133902068025165, 8.190404381033082, 18.300670454568305]",False,1211.998394299997,1214.8138261000859,1214.8138261000859,1216.044213999994,None,0,,3.407006566761993,4.441164966789074,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.4998332000105,None,209.79939596148023,18.0,0.00195598039993209,1,"[0.516166994502235, 0.641316864610919, 0.43621239415576624, 0.7732159980790118]","[2906.311210632004, 489.3122099948905, 1761.2060366864603, 202.53336965053492]",None,"[5.960003624663175, 21.16096705241678, 5.890979483582172, 24.112279518464348]",False,1217.51684330008,1220.1505544000538,1220.1505544000538,1221.3872731000884,['space'],1,[0.2830171000678092],3.395785666652955,4.426805266644806,None,1,['space'],0,,[-3.4519279999658465],,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221.9987365000416,None,,,,,"[0.4559593903377787, 0.6698142777046789, 0.48095433996266157, 0.6521029010033156]","[1099.9552638057976, 6047.222189463895, 2401.194582838615, 5111.192469542897]",None,"[18.0, 9.204042212469089, 5.645867847083637, 9.5808718829304]",True,1223.0072159999982,1225.6428631000454,1225.6428631000454,1226.8734990000958,None,1,,3.300666766706854,4.336111466633156,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.3948347000405,None,378.9291416275994,12.0,0.00032654564398085424,0,"[0.4137548746188074, 0.4331203889837727, 0.6296893249258778, 0.7001536938988266]","[7146.32696162777, 502.5745399504666, 307.82154274755305, 177.49236159664738]",None,"[6.0, 21.16096705241678, 24.12229882851687, 25.0]",False,1228.4350622000638,1230.951162100071,1230.951162100071,1232.1848828000948,None,0,,3.214227033313364,4.239789933315478,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.7322576000588,None,1354.645117508627,7.0,0.00011621476637898895,0,"[0.6425118002772989, 0.6425118002772989, 0.6425118002772989, 0.6425118002772989]","[268.79563557209747, 402.7384030112391, 603.4257993617525, 904.1171455536823]",Perfect_5th,"[23.618090464956765, 23.69144843127717, 18.56335264732024, 19.0]",False,1233.735964899999,1236.686583600007,1236.686583600007,1237.9039973000763,None,0,,3.6118471667869017,4.635596666834317,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.4248276000144,None,197.98589169793303,18.112279518464348,0.002194939808877038,1,"[0.615016826621212, 0.615016826621212, 0.615016826621212, 0.615016826621212]","[197.2172945329906, 2765.4388026875163, 7172.837697569467, 5105.4819844543035]",None,"[24.112279518464348, 5.960003624663175, 6.0, 9.5808718829304]",False,1239.4382989000296,1242.309508800041,1242.309508800041,1243.5402078999905,['space'],1,[0.30347609997261316],3.484965966665186,4.50944916671142,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,9,0,9,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.0056108999997,None,,,,,"[0.7228551403770804, 0.7228551403770804, 0.7228551403770804, 0.7228551403770804]","[1157.4330055952344, 7941.00414859105, 3129.5142241279023, 334.4604457051105]",None,"[17.572487412297008, 4.0, 5.868312522825567, 24.315909985835255]",True,1245.0193700999953,1248.2159942000872,1248.2159942000872,1249.4306779000908,None,1,,3.9309607667382807,4.967125866678543,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
