tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_both,Audiogram_none,Audiogram_frequency,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.6392172999913,None,,,,,"[0.6221256924762538, 0.6221256924762538, 0.6221256924762538, 0.6221256924762538]","[281.2197615280366, 250.53832506105968, 223.2042726419257, 198.85240038013842]",Tone,"[5.809202697236832, 5.347903196485904, 4.771495999328634, 4.485511131365423]",True,425.6523003000184,428.5502945999906,428.5502945999906,429.7701085000008,['space'],0,[0.3028102999960538],3.508166066632839,4.550748766632751,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.2378686000011,None,4000.0,-6.0,4.206975708225974e-05,1,"[0.5947426179523577, 0.5947426179523577, 0.5947426179523577, 0.5947426179523577]","[6131.043183213074, 181.0156690550704, 6137.676038749175, 1124.4646542919477]",None,"[-0.3114093269817442, 4.0, -0.3114093269817442, 5.0]",False,431.2645443000074,434.06546250000247,434.06546250000247,435.2905376999988,['space'],1,[0.5114785000041593],3.3939587333297823,4.414716633327771,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.7123978000018,None,2391.0994255407913,1.0,9.366766082425137e-05,1,"[0.48761071206681944, 0.48761071206681944, 0.48761071206681944, 0.48761071206681944]","[202.24011421137772, 235.42980289282434, 159.69893675465255, 3594.576221372053]",None,"[4.485511131365423, 5.070289962807075, 3.7753546007495498, 2.0]",False,436.71542160000536,439.18139549999614,439.18139549999614,440.3997198000143,['space'],1,[0.284598600002937],2.9690545666671824,3.9844689666642807,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.75128450000193,None,1531.1427011891465,2.3863503303642393,6.70379696664728e-05,0,"[0.7168540036642952, 0.5024079648270847, 0.7478078805384214, 0.6343861155368901]","[607.6343836452705, 765.5713505945733, 964.5594598105508, 1215.2687672905408]",Major_3rd,"[6.0, 4.555734982903949, 4.0, 5.913495259209107]",False,441.7537805000029,444.7355964000162,444.7355964000162,445.9667041999928,None,0,,3.632525066641392,4.656820666656131,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.4547715999943,None,,,,,"[0.41693647977460513, 0.41693647977460513, 0.41693647977460513, 0.41693647977460513]","[150.11496684838977, 224.91831717405083, 336.9967063410744, 504.92454999496465]",Perfect_5th,"[3.653092974283964, 5.0, 6.142930026355189, 6.541656715615594]",True,447.4681686999975,449.7349099999992,449.7349099999992,450.95938760001445,None,1,,2.685195066675078,3.725510366668459,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.22774780000327,None,2000.0,-5.0,4.206975708225974e-05,0,"[0.6311214897170407, 0.6311214897170407, 0.6311214897170407, 0.6311214897170407]","[420.90775916738636, 2643.7239298434924, 2828.0577832141657, 3635.4311832874914]",None,"[6.50084471269436, 5.811982983314229, 4.824661604593502, 2.0]",False,452.2454915000126,455.15521830000216,455.15521830000216,456.38005279999925,None,0,,3.5415759666648228,4.558111666643526,None,1,['space'],0,,[0.10975449997931719],,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.8513299000042,None,203.0630990890589,-5.0,0.00014589441197552095,1,"[0.4519517132478661, 0.47587336245398126, 0.6196273565826386, 0.7935212220481944]","[127.92173649959686, 143.58729437462938, 161.1712885549474, 180.90865468004728]",Tone,"[3.7025364759474657, 3.6043672322220215, 3.7753546007495498, 4.0]",False,457.859903900011,460.44505800001207,460.44505800001207,461.67290800000774,['space'],1,[0.4142211000144016],3.375581233325647,4.390431633335538,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.2811129000038,None,125.0,-6.0,0.00036221798003749513,0,"[0.608272312703708, 0.4612374851570254, 0.6445215718419534, 0.44208422531811814]","[634.4843549253029, 7409.6899589906125, 169.2432800141202, 1759.7268445373295]",None,"[5.938948445846544, -1.069734284184654, 3.7753546007495498, 9.240647661617327]",False,463.36655820001033,466.09533430001466,466.09533430001466,467.3312096000009,None,0,,3.1899014333612286,4.21800443335087,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.630453699996,None,5656.85424949238,-5.0,7.227417995191064e-05,0,"[0.4845469173678864, 0.4845469173678864, 0.4845469173678864, 0.4845469173678864]","[3563.5948725613575, 4000.0000000000005, 4489.8481932374925, 5039.684199579493]",Tone,"[2.0, 1.101626449771853, 0.48058042627284525, 0.29520897195786056]",False,468.6557204000128,471.14235370000824,471.14235370000824,472.3749797999917,None,0,,2.9441731666447595,3.9660327666497324,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.6733401000092,None,155.87322898401098,-2.346907025716036,0.0003418204927794216,1,"[0.7429709769368398, 0.7429709769368398, 0.7429709769368398, 0.7429709769368398]","[3510.3203484483142, 446.49609363042435, 273.61146378171844, 3145.2404719977994]",None,"[2.2340571828013855, 6.50084471269436, 5.5936566629773345, 3.0000000000000004]",False,473.6598774000013,476.9211053000181,476.9211053000181,478.1513790000172,['space'],1,[0.283684699999867],4.009337766648969,5.026810266630491,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.73703610000666,None,707.1067811865476,-6.0,2.225419062702849e-05,1,"[0.6839835196995179, 0.6839835196995179, 0.6839835196995179, 0.6839835196995179]","[4764.120468117857, 3542.2307630183095, 3782.4140102002298, 6024.957070393537]",None,"[0.29520897195786056, 2.0, 1.5900489658360026, -0.3114093269817442]",False,480.75730779999867,483.84789720000117,483.84789720000117,485.061451400019,['space'],1,[0.3916736000101082],3.751163066655863,4.767398766678525,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.5704444000148,None,,,,,"[0.6156405278860914, 0.7035222410313733, 0.6954906151176647, 0.6599829831684653]","[5066.942501753744, 293.22081918276206, 358.2927035141786, 1382.9497918376505]",None,"[0.29520897195786056, 5.809202697236832, 6.2570440306439075, 7.634769891063657]",True,486.5730534000031,489.5947836000123,489.5947836000123,490.82020859999466,None,1,,3.703603566653328,4.722937866637949,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.33391020001727,None,160.32879814846834,-2.2246453992504502,0.0003173006169063685,1,"[0.45099701060306646, 0.45099701060306646, 0.45099701060306646, 0.45099701060306646]","[7189.440057398912, 163.21308636963545, 471.3535114101718, 768.2189160292619]",None,"[-1.0, 3.7753546007495498, 6.5460312043078765, 4.555734982903949]",False,492.3372656000138,494.7029310000071,494.7029310000071,495.92993600000045,['space'],1,[0.24592680000932887],2.841107166663278,3.877819166664267,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.92078750001383,None,125.0,-6.0,0.00036221798003749513,1,"[0.7729089763211663, 0.7729089763211663, 0.7729089763211663, 0.7729089763211663]","[318.06977649686513, 2884.9596691415018, 1349.1766420383974, 5184.388573047935]",None,"[6.0, 4.824661604593502, 7.0, 0.12414104234400192]",False,499.9197966000065,503.27191969999694,503.27191969999694,504.50285900000017,['space'],1,[0.4486034000001382],4.118728033325169,5.141591333318502,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.10890680001467,None,1642.2778486753496,3.0,8.285877000777438e-05,1,"[0.7564327898318046, 0.7564327898318046, 0.7564327898318046, 0.7564327898318046]","[1034.57021566107, 1161.2658033907944, 1303.4767923056606, 1463.103230215143]",Tone,"[4.054859515048216, 5.127535793346383, 6.779769909718749, 8.0]",False,506.11954000001424,509.4158516000025,509.4158516000025,510.6515877000056,['space'],1,[0.36544389999471605],4.045162366674049,5.0477503666770644,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.20864480000455,None,,,,,"[0.5053904771873866, 0.5053904771873866, 0.5053904771873866, 0.5053904771873866]","[6587.428742115889, 683.3741788423189, 4281.885097979611, 444.50981146844714]",None,"[-0.5750826965144844, 5.521429633254154, 0.7306426957260639, 6.50084471269436]",True,512.2090001000033,514.738148000004,514.738148000004,515.9715285999991,['space'],0,[0.5446792999864556],3.0549076666648034,4.077954166656127,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.3257744000002,None,7636.309180270337,-7.069734284184654,7.555706711197019e-05,1,"[0.6945861330855492, 0.428694594117748, 0.5549732143219148, 0.6096327949934488]","[4810.5733398640305, 5399.686004606241, 6060.942612957776, 6803.178060026148]",Tone,"[0.29520897195786056, 0.0, -0.3114093269817442, -0.8426983390972307]",False,517.3312032000103,520.0487826000026,520.0487826000026,521.274828900001,['space'],1,[0.31109319999814034],3.302553066663677,4.331498166662641,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.7182866999938,None,125.0,-6.0,0.00036221798003749513,1,"[0.7995626313173791, 0.7995626313173791, 0.7995626313173791, 0.7995626313173791]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[4.485511131365423, 3.968951410952849, 3.653092974283964, 3.6043672322220215]",False,522.7528175000043,526.1790738000127,526.1790738000127,527.3903467000055,['space'],1,[0.49690160001046024],4.2259159666718915,5.247360966663109,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0488760000153,None,4001.5393344776626,-4.898373550228147,4.7818832818342747e-05,1,"[0.46660976576064533, 0.46660976576064533, 0.46660976576064533, 0.46660976576064533]","[6352.047749041972, 5659.03119718772, 5041.623639490729, 4491.576037768323]",Tone,"[-0.5750826965144844, -0.07547171544746334, 0.29520897195786056, 0.48058042627284525]",False,529.0527917,531.4797056000098,531.4797056000098,532.6919144999993,['space'],1,[0.8787640999944415],2.884475766652031,3.9250089666456915,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.0238709000114,None,1624.5047927124701,1.0,6.491663098207682e-05,0,"[0.7261831695032874, 0.5323272754388764, 0.4579878934772778, 0.6643408192351146]","[4093.4955679870973, 3249.0095854249403, 2578.7406168791567, 2046.7477839935486]",Major_3rd,"[1.0, 2.998486563333788, 6.0, 8.963804799751824]",False,534.0419999000151,536.7925188000081,536.7925188000081,538.0258268000034,None,0,,3.4182072333060205,4.43558063331875,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.5167288999946,None,663.7685338038209,-0.47857036674584563,4.561935236669793e-05,1,"[0.5246496479563219, 0.53240746320206, 0.7873522505120596, 0.6935924480212909]","[1731.7323717713914, 1155.272261777558, 315.76063839132036, 1752.3549813188758]",None,"[9.240647661617327, 5.127535793346383, 6.0, 9.240647661617327]",False,539.514975099999,542.3698049999948,542.3698049999948,543.6029300999944,['space'],1,[0.3173022999835666],3.5793462666333653,4.595244566648034,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.1469452000165,None,,,,,"[0.5944171629404899, 0.6108410840135832, 0.7120412686618219, 0.7760215012938889]","[584.1338739197774, 7181.698486258995, 2100.721330616416, 1936.2080630541657]",None,"[6.263239677530973, -1.0, 8.428561809022453, 9.0]",True,545.1578009999939,548.0924626000051,548.0924626000051,549.3068346999935,None,1,,3.720979066682048,4.746355166687863,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.9391172000032,None,479.85804373990794,0.5460312043078765,7.717615033378322e-05,1,"[0.4308276274339904, 0.4308276274339904, 0.4308276274339904, 0.4308276274339904]","[126.5211408726037, 7563.430987418733, 2019.500461086154, 2337.44033916029]",None,"[3.7025364759474657, -1.069734284184654, 8.963804799751824, 7.674840210994211]",False,550.9422133000044,553.2639393999998,553.2639393999998,554.4974745000072,['space'],1,[0.36939039998105727],2.754160166688962,3.7845920666877646,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.7714410999906,None,1140.4233971698382,-1.0,4.449655020147722e-05,1,"[0.4656876873338134, 0.7368505305058595, 0.6591675135302191, 0.6485155829671213]","[2873.6868877738007, 2280.8467943396763, 1810.3093003565489, 1436.8434438869003]",Major_3rd,"[4.824661604593502, 7.674840210994211, 9.250582882084911, 7.634769891063657]",False,555.7703591000172,558.6694029000064,558.6694029000064,559.880702800001,['space'],1,[0.37763790000462905],3.532963966659736,4.559167566680117,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.3736231999937,None,378.9291416275994,-8.0,3.2654564398085426e-05,0,"[0.5687738786156615, 0.5687738786156615, 0.5687738786156615, 0.5687738786156615]","[565.2363282441852, 1490.1172636719523, 1181.8020647782944, 130.89418949393541]",None,"[6.263239677530973, 8.38635033036424, 5.127535793346383, 3.625080899236946]",False,561.3862272000115,564.1273366000096,564.1273366000096,565.3450454999984,None,0,,3.308244266663678,4.322588366660057,None,1,['space'],0,,[0.4349724000203423],,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.7565732999938,None,,,,,"[0.47622466588400403, 0.5652644910006857, 0.45678491386102765, 0.41668456316716473]","[1791.8854305522127, 2103.914620804527, 3289.778486430037, 3018.356387670337]",None,"[9.240647661617327, 8.428561809022453, 2.998486563333788, 3.871695893082623]",True,566.7559035000158,569.2714824000141,569.2714824000141,570.5145660999988,None,1,,2.955225266632624,3.989937166625168,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.7854523000133,None,2379.3815604850497,1.0,9.337621303575593e-05,1,"[0.45145410400184, 0.45145410400184, 0.45145410400184, 0.45145410400184]","[1340.5363134188456, 181.91311899254583, 397.28335695502585, 2374.304187858863]",None,"[7.0, 4.0, 6.431249782034804, 7.0]",False,571.7844296999974,574.160990000004,574.160990000004,575.397029899992,['space'],1,[0.276336100010667],2.8363721666682977,3.8734386666619685,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.7038592000026,None,574.3491774985172,-4.0,3.7760398549436506e-05,1,"[0.43943328977865076, 0.7554865500158581, 0.7635967666263361, 0.760808425567591]","[361.81730936009427, 406.1261981781175, 455.8612442791081, 511.68694599838716]",Tone,"[6.2570440306439075, 6.431249782034804, 6.5460312043078765, 6.541656715615594]",False,576.742810900003,579.7286347000045,579.7286347000045,580.939715400018,['space'],1,[0.3543612000066787],3.721685966680525,4.735336766694672,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.5317682000168,None,1319.5079107728945,-5.0,2.9682383261324144e-05,1,"[0.6114364544699735, 0.6114364544699735, 0.6114364544699735, 0.6114364544699735]","[523.6470614103137, 659.7539553864475, 831.2378961427881, 1047.294122820627]",Major_3rd,"[6.456672943607029, 5.521429633254154, 4.0, 4.482667266406526]",False,582.5468113000097,585.4166139000154,585.4166139000154,586.6323063000164,['space'],1,[0.33912610000697896],3.4698717666615266,4.504547266667942,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
