tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_time,Audiogram_none,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,8,0,8,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.817633299972,None,1016.9758516976964,31.0,0.0015882332455855659,0,"[0.7839396848382064, 0.6624891893592262, 0.5963393414731217, 0.5950193755307072]","[671.4226200557966, 5404.155451072863, 3333.531861847502, 5862.68557810678]",None,"[34.77164448763786, 37.363495548070134, 43.7732142657211, 39.0]",False,1271.8128159999615,1274.9002977999626,1274.9002977999626,1276.1280122000026,None,0,3.6603480401681736,4.671721840277314,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,8,0,8,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.5398918000283,None,307.7861033362292,14.0,0.0005325796152819567,0,"[0.512936806726879, 0.512936806726879, 0.512936806726879, 0.512936806726879]","[6536.08844892591, 2905.5076483502785, 1420.024770669144, 1017.9349749989165]",None,"[40.69382397237325, 43.91363634999545, 43.15895965915695, 37.0]",False,1277.548953599995,1280.126615199959,1280.126615199959,1281.32981070003,None,0,3.0897090402431786,4.103029340272769,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,8,0,8,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.707824800047,None,1583.2044831006883,37.51466302373089,0.004156299354891154,0,"[0.5199064216313342, 0.6960123928842404, 0.46542592197751065, 0.6602258884669387]","[7978.850618185957, 5325.243897811915, 3554.1738939875613, 2372.1264811726496]",Perfect_5th,"[44.865571088928796, 37.363495548070134, 43.0, 43.00000000000001]",False,1282.7280738999834,1285.4245335999876,1285.4245335999876,1286.6499398000306,None,0,3.3899736400926486,4.413208740064874,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,8,0,8,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.1947766999947,None,,,,,"[0.5985681565432255, 0.7572910056713813, 0.4510256298506563, 0.4120327029759934]","[2240.694849695263, 188.65836889505798, 220.3776929261694, 1853.4796209033611]",None,"[42.965464858798846, 21.75926950267614, 21.381870299461333, 43.095439700475254]",True,1288.2051185000455,1291.050588699989,1291.050588699989,1292.2850686999736,None,1,3.242797340033576,4.263736140099354,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,8,0,8,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.5102256999817,None,287.17458874925893,15.0,0.0007203571398119436,1,"[0.6958544705391245, 0.7461383414650022, 0.4751954895859107, 0.518631374956289]","[6295.7289588131825, 1351.2990772355881, 5794.611861741967, 2511.900625159079]",None,"[40.0, 42.41586704910984, 38.0, 43.24799782389515]",False,1293.585897800047,1296.5414950000122,1296.5414950000122,1297.7610960999737,['space'],1,3.4801353202201426,4.486265920219012,None,1,None,1,,[0.383121500024572],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,9,0,9,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.2229286000365,None,125.0,11.0,0.0025643069199568253,0,"[0.43224725451735213, 0.6249517838992025, 0.6333912190201809, 0.41231526666998763]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[24.0, 21.633804144956393, 21.51025092793338, 22.78182025365567]",False,1306.2293288999936,1308.9489275000524,1308.9489275000524,1310.156745400047,None,0,3.1334123401902616,4.16271884017624,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,9,0,9,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.4440393999685,None,3066.772739610385,38.0,0.004856758885689404,1,"[0.5507243018007982, 0.7235704916709019, 0.5072712883791315, 0.4392248180077123]","[1931.9457649394458, 2168.535800536549, 2434.0991365024606, 2732.1839025466284]",Tone,"[43.0, 42.843714326279006, 43.24799782389515, 43.605416509454585]",False,1311.4373151999898,1314.2420092000393,1314.2420092000393,1315.4760153000243,['space'],1,3.2424723401200026,4.247245940146968,None,1,None,1,,[0.3862579999258742],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,9,0,9,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.740859100013,None,1051.7960482633127,31.97163162489152,0.0018340087614620254,1,"[0.652980479297125, 0.6822857362523698, 0.5637685428134018, 0.6844415258191385]","[249.13492014733927, 591.2036512893321, 537.8218847774219, 1515.6915744673838]",None,"[21.633804144956393, 35.20901132748202, 34.65065241278761, 43.49534248380189]",False,1316.7322975000134,1319.6475806999952,1319.6475806999952,1320.880577199976,['space'],1,3.6106608400586993,4.625821940018795,None,1,None,1,,[0.620318999979645],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,9,0,9,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.4132945999736,None,,,,,"[0.7725335085540965, 0.7725335085540965, 0.7725335085540965, 0.7725335085540965]","[2481.237310119421, 1969.3593581331572, 1563.0815584019958, 1240.6186550597104]",Major_3rd,"[43.24799782389515, 42.90010724484241, 43.49534248380189, 41.24673339425587]",True,1322.412882899982,1325.761685000034,1325.761685000034,1327.0013713999651,None,1,4.126370040117763,5.153435740037821,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,9,0,9,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.6184978999663,None,3482.202253184498,32.0,0.002979861068146754,0,"[0.45159241703991565, 0.5414814038965866, 0.6171841531486336, 0.5393800985337739]","[1653.6044408675725, 1237.8080859775512, 328.8543759625717, 197.86543171301702]",None,"[43.51466302373089, 41.24673339425587, 24.33777877591176, 21.51025092793338]",False,1328.6428712999914,1331.2694912999868,1331.2694912999868,1332.5022151999874,None,0,3.1820452401880175,4.212580940220505,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,9,0,9,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.9299259999534,None,406.12619817811805,16.0,0.0004810503611239503,0,"[0.48554266794893886, 0.48554266794893886, 0.48554266794893886, 0.48554266794893886]","[255.84347299919392, 287.174588749259, 322.34257710989505, 361.8173093600948]",Tone,"[21.633804144956393, 22.622938488500367, 24.0, 26.0]",False,1333.9555234999862,1336.4404345999938,1336.4404345999938,1337.6724152000388,None,0,2.972378740203567,4.005638440256007,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,9,0,9,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.0345624999609,None,6062.8662660415985,40.0,0.01188324615418004,1,"[0.5231942614993453, 0.7329714920961496, 0.734157484776529, 0.4294122948925516]","[2406.0500721642366, 3031.4331330208, 3819.3664156416708, 4812.100144328472]",Major_3rd,"[43.24799782389515, 44.017246615624416, 42.0, 37.44107461450291]",False,1339.0471721000504,1342.0704429000616,1342.0704429000616,1343.2784925999586,['space'],1,3.45524694013875,4.485082740196958,None,1,None,1,,[0.37651619990356266],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,9,0,9,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.5996844000183,None,,,,,"[0.6582107518873832, 0.6582107518873832, 0.6582107518873832, 0.6582107518873832]","[6426.631891434623, 4289.262188383542, 2862.739057019465, 1910.649092699362]",Perfect_5th,"[40.69382397237325, 39.323092750822866, 43.91363634999545, 43.0]",True,1344.5982730999822,1347.6095136000076,1347.6095136000076,1348.8471126999939,None,1,3.6783210401190445,4.704795340076089,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,9,0,9,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.3468799999682,None,155.6960276141703,16.78182025365567,0.0031028556663763424,1,"[0.4345971285923064, 0.4345971285923064, 0.4345971285923064, 0.4345971285923064]","[784.6588103044264, 523.6969259599966, 349.5257641388686, 233.2804600158986]",Perfect_5th,"[33.61213434736711, 34.0, 25.508643194256045, 21.415962982174147]",False,1350.3703474999638,1352.715223700041,1352.715223700041,1353.9533494999632,['space'],1,2.7828049402451143,3.820663840160705,None,1,None,1,,[0.29818030004389584],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,9,0,9,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354.2551666999934,None,203.39669615174506,15.510250927933381,0.001543319187447101,1,"[0.5382512341598218, 0.5382512341598218, 0.5382512341598218, 0.5382512341598218]","[2169.4239378379198, 345.5987165806065, 4552.31771556231, 613.4126150002452]",None,"[42.843714326279006, 25.0, 38.15120362747138, 35.20851958385715]",False,1355.2647466000635,1357.9262774999952,1357.9262774999952,1359.1314459999558,['space'],1,3.1952760401181877,4.225540640181862,None,1,None,1,,[0.34464799996931106],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,9,0,9,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.5425877999514,None,1319.5079107728945,33.0,0.0023577555098377163,0,"[0.4415605019621749, 0.4415605019621749, 0.4415605019621749, 0.4415605019621749]","[1675.6686962396682, 2302.0806933111185, 2334.289933164343, 170.84377783449756]",None,"[43.51466302373089, 42.965464858798846, 43.00000000000001, 22.427865668147323]",False,1362.0716247999808,1364.4332399000414,1364.4332399000414,1365.6609319000272,None,0,2.8071138403611258,3.837974840425886,None,1,None,1,,,,"{'estimation': [[125.0, 16.72750167968669], [133.9716828170366, 16.26656631401636], [141.73042494248833, 16.0], [143.5872943746293, 15.937177194873456], [153.89305166811442, 15.676446947307427], [164.93848884661162, 15.415581418621386], [176.77669529663666, 15.104362767407544], [180.14217239293794, 15.0], [189.46457081379958, 14.73047873415493], [203.0630990890585, 14.333606652236973], [216.25820256131297, 14.0], [217.6376408240306, 13.966015417828574], [233.25824788420132, 13.712819601359593], [249.99999999999923, 13.651259146936209], [267.94336563407256, 13.834943903493418], [274.70182352350076, 14.0], [287.1745887492579, 14.2922315695733], [307.6220206759806, 15.0], [307.78610333622805, 15.005524771331562], [329.87697769322244, 15.941728690255479], [331.1023520631181, 16.0], [352.5077908732492, 17.0], [353.55339059327247, 17.047487476430625], [373.385986875034, 18.0], [378.929141627598, 18.25831019341698], [394.7743290822464, 19.0], [406.12619817811606, 19.51488348007901], [417.1522437792439, 20.0], [435.2752816480601, 20.771103371432275], [440.9776720851131, 21.0], [466.5164957684015, 21.99034615870295], [466.7880313865909, 21.999999999999996], [495.7713916984085, 23.0], [499.9999999999975, 23.13903756597528], [529.0857625939784, 24.0], [535.8867312681438, 24.193754894192484], [568.3968252622968, 25.0], [574.3491774985143, 25.143481063982037], [615.5722066724546, 25.987325739358678], [616.2859058229177, 25.999999999999996], [659.753955386444, 26.741504757453733], [677.0106016549961, 27.0], [707.1067811865431, 27.433610800496126], [750.9756009801062, 28.0], [757.8582832551941, 28.08605230920074], [812.2523963562301, 28.718534951789227], [837.8156316146857, 28.999999999999996], [870.5505632961181, 29.345240964719736], [933.0329915368019, 29.946537827162288], [939.0992903890341, 30.0], [999.9999999999914, 30.514912146063367], [1066.270528711719, 31.0], [1071.773462536285, 31.039845797296223], [1148.6983549970273, 31.537067000702812], [1221.9639957451589, 32.0], [1231.1444133449063, 32.05767630393364], [1319.5079107728832, 32.668730507607044], [1358.6321632405002, 33.0], [1414.2135623730828, 33.45201902033477], [1468.527604509785, 34.0], [1515.7165665103846, 34.45206940813781], [1563.3814298642662, 35.0], [1624.5047927124563, 35.666208750666904], [1652.3426787337505, 36.0], [1738.276419027853, 37.0], [1741.1011265922318, 37.031254120270454], [1827.543268579317, 38.0], [1866.065983073597, 38.41562828790156], [1928.623870845321, 39.0], [1999.9999999999827, 39.656041435471124], [2051.8312061311344, 40.0], [2143.5469250725646, 40.597281042996116], [2262.6289738161177, 41.0], [2297.396709994046, 41.11530213558797], [2462.2888266898062, 41.14638047372061], [2517.4048707771276, 41.0], [2639.01582154576, 40.694304230273346], [2788.863184390358, 40.0], [2828.427124746159, 39.8245026701348], [2966.525425443222, 39.0], [3031.4331330207615, 38.63048399953248], [3126.6034325437904, 38.0], [3249.0095854249043, 37.219805581674706], [3281.9899978463513, 37.0], [3432.6868176138805, 36.0], [3482.2022531844596, 35.6906210962552], [3592.78500107611, 35.0], [3732.1319661471844, 34.15728836255961], [3760.992050005249, 34.0], [3944.514815138845, 33.0], [3999.9999999999504, 32.71184813302958], [4163.430278736596, 32.0], [4287.093850145118, 31.476176962577437], [4444.5856987264115, 31.000000000000004], [4594.7934199880865, 30.55701740508414], [4924.577653379601, 30.06122171076408], [5278.031643091506, 30.052457807666336], [5656.854249492303, 30.53883707730188], [5857.811777654627, 31.0], [6062.866266041508, 31.45665182528222], [6254.431291835469, 32.0], [6498.019170849792, 32.66328603251286], [6613.93342299212, 33.0], [6964.404506368894, 33.97292277627462], [6975.215041593951, 34.00000000000001], [7387.081792729099, 35.0], [7464.2639322943505, 35.17746499999324], [7948.736230148577, 36.0], [7999.999999999882, 36.0874884372089]], 'plus_line': [[125.0, 13.783590356808478], [133.9716828170366, 13.43232805732863], [143.5872943746293, 13.076001595502527], [145.9949703561866, 13.0], [153.89305166811442, 12.731630853616771], [164.93848884661162, 12.451887636615481], [176.77669529663666, 12.203114231532634], [186.09939803357037, 12.0], [189.46457081379947, 11.92331892507862], [203.0630990890585, 11.5751503648173], [217.6376408240306, 11.225560249438786], [230.27935328694267, 11.0], [233.25824788420132, 10.941680298449729], [249.99999999999952, 10.830633272511204], [266.83191997812, 11.0], [267.94336563407256, 11.009752492318594], [287.1745887492579, 11.455035058616001], [302.20079153300014, 12.0], [307.78610333622805, 12.188882004078955], [326.95153327416364, 13.0], [329.87697769322244, 13.119309975051408], [349.32010392194223, 14.0], [353.55339059327247, 14.18858659954552], [371.160486548353, 15.0], [378.929141627598, 15.356877751584564], [393.1023235250134, 16.0], [406.12619817811606, 16.59399994012043], [415.4765881697639, 17.0], [435.2752816480601, 17.868064176955443], [438.55475327706637, 18.0], [463.506637892576, 19.0], [466.5164957684015, 19.115663358451954], [491.7661081542625, 20.0], [499.9999999999975, 20.28047833845472], [524.0728237564638, 21.0], [535.8867312681438, 21.342124842701462], [562.3781590656478, 22.0], [574.3491774985143, 22.285808052866365], [609.2621703123172, 23.0], [615.5722066724546, 23.123292614545587], [659.7539553864424, 23.866826180094037], [668.2481846702289, 24.0], [707.1067811865431, 24.556468453485184], [739.1796205907648, 25.0], [757.8582832551941, 25.237760656271178], [812.2523963562301, 25.901873297390306], [820.4793897808535, 26.0], [870.5505632961181, 26.537480831641467], [915.7830197219379, 27.0], [933.0329915368008, 27.16227884001365], [999.9999999999926, 27.70975068355055], [1040.4427200551854, 28.0], [1071.773462536285, 28.20535289511164], [1148.6983549970246, 28.63670283136925], [1210.891253233647, 29.0], [1231.1444133449063, 29.10945851794517], [1319.5079107728816, 29.677613446976203], [1356.3897374679643, 30.0], [1414.2135623730828, 30.47158624409527], [1464.0356427536647, 31.0], [1515.7165665103846, 31.523598734945004], [1555.8643541787774, 32.0], [1624.5047927124563, 32.80578011362498], [1640.804230958599, 33.0], [1723.4188487744764, 34.0], [1741.1011265922318, 34.2048054662719], [1814.6959414146456, 35.0], [1866.065983073597, 35.56257748572536], [1915.3221825056285, 36.0], [1999.9999999999802, 36.76018112715838], [2037.3624729766293, 37.0], [2143.5469250725646, 37.65522775220953], [2243.8101702447743, 38.0], [2297.396709994046, 38.16845652035114], [2462.2888266898062, 38.21571946203619], [2554.3029555819394, 38.0], [2639.01582154576, 37.794454968299846], [2820.3189641786753, 37.0], [2828.427124746159, 36.96483052903048], [2991.5206155617416, 36.0], [3031.4331330207656, 35.78052593228958], [3147.6321556680195, 35.0], [3249.0095854249043, 34.38383507477664], [3305.541934068297, 34.0], [3461.59369334894, 33.0], [3482.2022531844555, 32.878645246838374], [3617.5407134345564, 32.0], [3732.1319661471844, 31.340960989078294], [3792.569303906384, 31.0], [3978.2411327133, 30.0], [3999.999999999946, 29.891135183872883], [4196.359140676115, 29.0], [4287.093850145118, 28.617643212115283], [4486.909886859917, 28.0], [4594.793419988081, 27.67181863892905], [4924.577653379601, 27.15988856790054], [5278.031643091506, 27.12676289290085], [5656.854249492303, 27.574304385210414], [5843.634853021679, 28.0], [6062.866266041508, 28.47821731717349], [6246.09259350556, 29.0], [6498.019170849792, 29.711717331711707], [6595.316612361001, 30.0], [6929.898271400256, 31.0], [6964.404506368894, 31.096720810318576], [7325.595844180839, 32.0], [7464.2639322943505, 32.33628747174477], [7891.272248775191, 33.0], [7999.999999999882, 33.164932375653514]], 'minus_line': [[125.0, 19.707585574856658], [133.9716828170366, 19.103612518801466], [137.0596231641119, 19.0], [143.5872943746293, 18.80796824615135], [153.8930516681145, 18.619544930613195], [164.93848884661162, 18.372127879904994], [176.3243350856069, 18.0], [176.77669529663677, 17.986929314189187], [189.46457081379947, 17.544050256295478], [203.0630990890585, 17.06751347542686], [205.45491347869842, 17.0], [217.6376408240306, 16.701648199851938], [233.25824788420132, 16.492225025339593], [249.99999999999937, 16.472819370952593], [267.94336563407256, 16.670262169714498], [282.4890409051445, 17.0], [287.1745887492579, 17.111883789413376], [307.78610333622805, 17.816007105101423], [311.9812435202373, 18.0], [329.87697769322244, 18.764260700258674], [334.6847976940478, 19.0], [353.55339059327247, 19.89237969832218], [355.69564260844965, 20.0], [375.9152572434218, 21.0], [378.929141627598, 21.140486732707387], [396.7007746744949, 22.0], [406.12619817811606, 22.421834036171294], [419.1568748450546, 23.0], [435.2752816480601, 23.666132511276174], [443.6822517478772, 24.000000000000004], [466.5164957684015, 24.85230483010774], [470.73800559942794, 25.0], [499.9999999999975, 25.973105234737826], [500.88635109843943, 26.0], [534.9815269853555, 27.0], [535.8867312681438, 27.02549538585718], [574.3491774985143, 27.9890170153515], [574.8590172181163, 28.0], [615.5722066724546, 28.862515700109068], [623.3491588055184, 29.0], [659.7539553864432, 29.639921588822098], [684.6497252990258, 30.0], [707.1067811865431, 30.328184955597514], [757.8582832551941, 30.945614397011333], [762.5874168309971, 31.0], [812.2523963562301, 31.568812539052402], [854.7781042891268, 32.0], [870.5505632961181, 32.16382230357462], [933.0329915368008, 32.754119304695735], [961.7954191496427, 33.0], [999.9999999999926, 33.335317084985675], [1071.773462536285, 33.879085745862994], [1088.7380423485047, 34.0], [1148.698354997026, 34.44260757143147], [1231.1444133449063, 34.998585881212996], [1231.3358180997639, 34.99999999999999], [1319.5079107728832, 35.65506499455016], [1361.5884507616406, 36.0], [1414.2135623730828, 36.42758423202915], [1474.2434406913355, 37.0], [1515.7165665103846, 37.378993575970334], [1571.789800488869, 38.0], [1624.5047927124563, 38.54159156046326], [1662.5856659906726, 39.0], [1741.1011265922318, 39.875021633943255], [1751.847685374551, 40.0], [1837.7379957578278, 41.0], [1866.065983073597, 41.301954926548134], [1935.8855125277137, 42.0], [1999.9999999999777, 42.605173281530774], [2056.519210284097, 43.0], [2143.5469250725646, 43.59921745775459], [2261.939475410969, 44.0], [2297.396709994046, 44.12569339299973], [2462.2888266898062, 44.13586245031163], [2507.233244813271, 44.0], [2639.01582154576, 43.65005117382499], [2771.3554529223056, 43.0], [2828.427124746159, 42.73621443020253], [2949.6674420107547, 42.0], [3031.4331330207615, 41.51330555502793], [3109.764610717172, 41.0], [3249.0095854249043, 40.05782527483148], [3257.954471105203, 40.0], [3409.753967942808, 39.0], [3482.2022531844555, 38.52219560500952], [3568.9912225669045, 38.0], [3725.596551459486, 37.0], [3732.1319661471844, 36.9610698031239], [3914.7772331987303, 36.0], [3999.999999999946, 35.545789983387465], [4129.754456507454, 35.0], [4287.093850145118, 34.33385836802804], [4399.307580961899, 34.0], [4594.793419988081, 33.44298612085294], [4890.200020625378, 33.0], [4924.577653379601, 32.95259985097344], [5278.031643091506, 32.96648574891484], [5302.557603358439, 33.0], [5656.854249492303, 33.49541844511077], [5874.778942871033, 34.0], [6062.866266041508, 34.4268390028508], [6266.016627834194, 35.0], [6498.019170849792, 35.612766872541854], [6635.22607377228, 36.0], [6964.404506368894, 36.85954656866753], [7021.744280926068, 37.0], [7450.440001030366, 38.0], [7464.2639322943505, 38.03065072003392], [7968.379604185877, 39.0], [7999.999999999882, 39.0608805571496]]}",,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
