tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,feedback.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,9,0,9,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.7590745999478,None,,,,,"[0.7489793437856582, 0.7089751822119098, 0.6850661721031396, 0.6117184655770618]","[480.03178836254966, 427.6597049188101, 381.0014829124437, 339.43373273626446]",Tone,"[25.0, 28.00213892984289, 30.0, 29.0]",True,1217.7785048999358,1220.9649372999556,1220.9649372999556,1222.178441899945,None,1,3.7803824198199436,4.788417319767177,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.6261969999177,None,632.6657841497146,15.0,0.0002864053844470408,1,"[0.7301960321158816, 0.7301960321158816, 0.7301960321158816, 0.7301960321158816]","[1850.8540389817101, 441.94393477519236, 188.71188800423278, 3299.438228870121]",None,"[14.740833633636964, 28.0, 16.72540755029058, 9.977041029447504]",False,1223.6183887999505,1226.8365424999502,1226.8365424999502,1228.0463434000267,['space'],1,3.9498870198149234,4.978820919874124,None,1,None,1,,,[0.26246680004987866],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228.6646450000117,None,4287.0938501451765,-2.0,8.236702324754047e-05,1,"[0.4002093841209329, 0.4002093841209329, 0.4002093841209329, 0.4002093841209329]","[3617.4861918070883, 5134.301855823083, 2557.0662143334066, 216.8739483540091]",None,"[8.213167330708274, 7.022136109135772, 13.173429664566957, 17.765565160124222]",False,1233.8475436000153,1236.0773107999703,1236.0773107999703,1237.2881419999758,['space'],1,2.6084417393431067,3.635895939427428,None,1,None,1,,,[0.11943909991532564],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.5475814000238,None,615.5722066724584,14.0,0.00026771111915540653,1,"[0.48924406717843943, 0.7163843806111565, 0.4820200257899962, 0.7073253076382012]","[583.4742946165223, 2264.129305133358, 1876.302727211708, 2399.7667199836606]",None,"[21.8580067445056, 14.020284546888995, 14.740833633636964, 13.736246230917883]",False,1238.5551061999286,1241.2643826999702,1241.2643826999702,1242.4723087999737,['space'],1,3.443789909943007,4.4630253098439425,None,1,None,1,,,[0.371056400006637],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243.0609422000125,None,7018.22194714911,1.2799769858504781,0.00017587759782350412,1,"[0.7803294708923111, 0.7803294708923111, 0.7803294708923111, 0.7803294708923111]","[1392.5916127313506, 2086.5298685544935, 3126.2624681697694, 4684.101180232727]",Perfect_5th,"[16.0, 14.174236238575745, 11.0, 7.487080647649432]",False,1244.05513959995,1247.41621950001,1247.41621950001,1248.6195576000027,['space'],1,4.135791819775477,5.1492218198254704,None,1,None,1,,,[0.19934309995733202],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.273723899969,None,,,,,"[0.44155630182095784, 0.44155630182095784, 0.44155630182095784, 0.44155630182095784]","[2120.6792374895012, 3007.4593844203014, 1711.0540814452586, 468.3985064017618]",None,"[14.174236238575745, 11.157465300610848, 15.259401909493146, 26.22569265138384]",True,1250.2660405000206,1252.607487399946,1252.607487399946,1253.812311799964,['space'],0,2.7916392198530957,3.811167119885795,None,1,None,1,,0,[0.05349940003361553],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.1346507000271,None,7757.801746678834,4.0,0.0002760843073771252,1,"[0.5225411088794474, 0.5225411088794474, 0.5225411088794474, 0.5225411088794474]","[7461.611081139825, 130.82696426503017, 1837.93684908546, 3145.336035102765]",None,"[8.523674680694327, 18.09798957993931, 14.740833633636964, 11.0]",False,1255.1382094,1257.732727500028,1257.732727500028,1258.9387154999422,['space'],1,3.1269441198091954,4.135079419822432,None,1,None,1,,,[0.23846649995539337],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.3445409999695,None,1207.3483129112642,8.68421633517286,0.00014329441928090486,1,"[0.7406752888135553, 0.47414882204946485, 0.7294958765968801, 0.41445278714697587]","[7100.32156879167, 449.6174885590228, 160.0124335917343, 7895.401102562978]",None,"[7.279976985850478, 27.0, 16.535813243161147, 10.0]",False,1260.3370273000328,1263.2960395999253,1263.2960395999253,1264.4963422999717,['space'],1,3.3728032199433073,4.39020211994648,None,1,None,1,,,[0.24903209996409714],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.7939127000282,None,5656.85424949238,-9.0,4.560192465694118e-05,1,"[0.47649671963458595, 0.47649671963458595, 0.47649671963458595, 0.47649671963458595]","[2384.100787000167, 4798.655029132462, 855.2172609284459, 134.20123279984895]",None,"[14.0, 7.31058309055847, 15.15034245042767, 18.09798957993931]",False,1265.8296000999399,1268.273650499992,1268.273650499992,1269.494871999952,['space'],1,2.9457487099571154,3.9636422098847106,None,1,None,1,,,[0.13961030007340014],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.8399918000214,None,,,,,"[0.5280747903248013, 0.6502871459342301, 0.5197378972226644, 0.4270306917774821]","[805.7312391254827, 144.93986166354753, 2601.35786086908, 380.93469132349725]",None,"[16.63746682027365, 17.29647638438854, 13.173429664566957, 30.0]",True,1270.8360673999414,1273.5665091000265,1273.5665091000265,1274.7789183999412,['space'],0,3.148945519933477,4.173190419911407,None,1,None,1,,0,[0.293931599939242],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0681497999467,None,6062.8662660415985,-5.0,6.682440389904723e-05,0,"[0.4502502783799752, 0.7122975678435906, 0.7462846581173754, 0.6443164296725857]","[816.5112765104196, 968.901163656858, 144.5410993001409, 459.7503210181418]",None,"[16.63746682027365, 13.28722819198618, 17.29647638438854, 26.22569265138384]",False,1276.082441299921,1279.0245882000308,1279.0245882000308,1280.2346217000159,None,0,3.587224409915507,4.605095409904607,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.7351421000203,None,1198.6335584282772,8.68421633517286,0.00014230376076823718,1,"[0.7112761363845141, 0.7112761363845141, 0.7112761363845141, 0.7112761363845141]","[981.3871355241155, 289.6327438865142, 1042.5047160171573, 955.5861012001691]",None,"[13.28722819198618, 24.4083931859817, 13.279640519195809, 13.945474298346642]",False,1281.7293338000309,1284.9097365000052,1284.9097365000052,1286.1094064000063,['space'],1,3.8618816200178117,4.892199120018631,None,1,None,1,,,[0.15971459995489568],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.6860150999855,None,1624.5047927124701,4.0,9.169717853260424e-05,1,"[0.4699078743016594, 0.4699078743016594, 0.4699078743016594, 0.4699078743016594]","[2496.7675690496003, 129.40067926186612, 7670.691878659487, 1257.2195769518848]",None,"[13.736246230917883, 19.0, 9.0, 15.0]",False,1291.6737271000165,1294.1046082000248,1294.1046082000248,1295.3315165999811,['space'],1,2.8985078093828633,3.9222168093547225,None,1,None,1,,,[0.6964899000013247],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,9,0,9,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.6617710000137,None,,,,,"[0.7859994098130281, 0.7859994098130281, 0.7859994098130281, 0.7859994098130281]","[750.4786794772641, 945.5438857707126, 1191.310645281914, 1500.9573589545278]",Major_3rd,"[18.10746395226843, 13.945474298346642, 14.0, 16.09599889204023]",True,1296.6836220999248,1300.073605799931,1300.073605799931,1301.30391040002,['space'],0,4.179816919844598,5.19220141984988,None,1,None,1,,0,[0.6479992000386119],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.906091199955,None,1000.0,5.0,7.833755350540742e-05,1,"[0.4700792790536061, 0.4700792790536061, 0.4700792790536061, 0.4700792790536061]","[629.9605249474365, 707.1067811865474, 793.7005259840997, 890.8987181403393]",Tone,"[21.0, 19.338971386041575, 17.0, 15.0]",False,1304.9621428999817,1307.4123926999746,1307.4123926999746,1308.6437153000152,['space'],1,2.9186789899831638,3.950096489978023,None,1,None,1,,,[0.10428169998340309],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.9634206999326,None,2769.882368009242,6.284322015631432,0.00014251011149361915,1,"[0.43223098584034947, 0.4091653520040508, 0.6989110351731636, 0.6653668061729088]","[1826.0787227296512, 1876.8985599515506, 575.9446991874596, 5355.901683735949]",None,"[15.0, 14.740833633636964, 21.8580067445056, 7.0]",False,1309.9793379999464,1312.5406305999495,1312.5406305999495,1313.7497819999699,['space'],1,3.2195949198212475,4.2347349198535085,None,1,None,1,,,[0.3277206999482587],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.2831107999664,None,603.8295195179153,15.036801501734763,0.000311997255829752,0,"[0.6398128850502359, 0.6398128850502359, 0.6398128850502359, 0.6398128850502359]","[1769.0938529701425, 4719.481291893813, 849.1846250729081, 503.8558876686348]",None,"[15.259401909493146, 7.487080647649432, 16.0, 24.451487491523768]",False,1315.2777039000066,1318.2309643999906,1318.2309643999906,1319.4553231999744,None,0,3.57803831982892,4.5887773198774084,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.9346683999756,None,217.63764082403114,8.0,0.0005799612485594465,0,"[0.7528894504426116, 0.7528894504426116, 0.7528894504426116, 0.7528894504426116]","[230.7920363025277, 2417.0459666804563, 4824.87257229819, 445.3257745417624]",None,"[18.78141104740799, 13.736246230917883, 7.31058309055847, 27.0]",False,1323.3021811000071,1326.5827522999607,1326.5827522999607,1327.8219820000231,None,0,4.046603579656221,5.068361779674888,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.421659899992,None,125.0,17.0,0.005116464961403773,1,"[0.5206012754010149, 0.7665371297357871, 0.5572799731229721, 0.7924000461554137]","[128.34474867069954, 1176.3576459765, 6454.462850074815, 2133.5352554948895]",None,"[19.0, 14.0, 6.624589840340092, 14.174236238575745]",False,1329.4551594000077,1332.3452400999377,1332.3452400999377,1333.57208860002,['space'],1,3.6553561098407954,4.668743809801526,None,1,None,1,,,[0.26624990010168403],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334.188447499997,None,784.0548272269806,11.0,0.000138707503237452,1,"[0.4391785220936239, 0.4391785220936239, 0.4391785220936239, 0.4391785220936239]","[1244.609457540854, 1108.82097030849, 987.8471810949608, 880.0717873560482]",Tone,"[14.68421633517286, 13.279640519195809, 13.28722819198618, 15.0]",False,1335.2016647999408,1337.5315531999804,1337.5315531999804,1338.7355666999938,['space'],1,2.771024519810453,3.793836419819854,None,1,None,1,,,[0.1955127000110224],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.062189899967,None,,,,,"[0.5974465535413322, 0.5122045298781557, 0.6700190106671593, 0.47416585594336874]","[991.5371784447118, 883.3592012648826, 786.9835800643579, 701.1226626768315]",Tone,"[13.28722819198618, 15.0, 17.0, 19.338971386041575]",True,1340.0789083000273,1342.8779795999872,1342.8779795999872,1344.107000799966,['space'],0,3.275201419950463,4.2886735199717805,None,1,None,1,,0,[0.07549780001863837],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.4281015000306,None,3655.4277916027895,2.2131673307082744,0.00010049597864969017,1,"[0.6650471384024783, 0.5050882158652499, 0.5641025212739853, 0.6687438620148098]","[236.43913572431248, 2859.731273173845, 834.9504273517238, 240.7441397322895]",None,"[19.0, 12.0, 16.0, 19.0]",False,1345.445869899937,1348.1939314999618,1348.1939314999618,1349.4103729999624,['space'],1,3.4195198197849095,4.419427719782107,None,1,None,1,,,[0.4224354999605566],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.9362204999197,None,1497.8279285684655,10.095998892040232,0.00015461603392788827,0,"[0.5327790394088419, 0.6455782828317982, 0.47145211371324597, 0.7373056461702283]","[2377.653629476931, 2118.2485706827233, 1887.1449363238441, 1681.255004715945]",Tone,"[14.0, 14.174236238575745, 14.740833633636964, 15.78086081459099]",False,1350.9489552000305,1353.6245966999559,1353.6245966999559,1354.8586529999739,None,0,3.4017775199608877,4.434455520007759,None,1,['space'],0,[0.5978893999708816],,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.4593927999958,None,250.0,17.0,0.0011856868528308277,1,"[0.5013406215528784, 0.5013406215528784, 0.5013406215528784, 0.5013406215528784]","[157.49013123685913, 176.77669529663686, 198.42513149602493, 222.72467953508482]",Tone,"[16.77529653324789, 16.533228341172187, 17.0, 18.0]",False,1356.475597599987,1358.9919054999482,1358.9919054999482,1360.1980517000193,['space'],1,3.0268606098834425,4.051545309834182,None,1,None,1,,,[0.19520690001081675],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.5775284999982,None,,,,,"[0.565308822986657, 0.6038753100526396, 0.5763000821272721, 0.658294416176836]","[560.6571769133292, 444.99389621286986, 353.1918894838687, 280.3285884566646]",Major_3rd,"[22.0, 27.0, 29.782625608166118, 24.0]",True,1361.5936142000137,1364.351021499955,1364.351021499955,1365.5533846999751,None,1,3.4165119199315086,4.439643619931303,None,1,['space'],0,[0.49539649998769164],0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.1029129999224,None,4577.656649237669,1.4870806476494316,0.0001467830280032841,1,"[0.44237289432823573, 0.44237289432823573, 0.44237289432823573, 0.44237289432823573]","[128.6727928995522, 139.18591945555158, 363.15080728288564, 5410.54177432009]",None,"[19.0, 18.0, 29.782625608166118, 7.0]",False,1367.096088899998,1369.4388316000113,1369.4388316000113,1370.6594624000136,['space'],1,2.782737619942054,3.792879819869995,None,1,None,1,,,[0.0955555000109598],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.9597179000266,None,149.76801101449055,11.0,0.001781925496252585,0,"[0.5114016940500519, 0.5114016940500519, 0.5114016940500519, 0.5114016940500519]","[754.7834787121755, 503.75753432705574, 336.2178168290916, 224.39847079275597]",Perfect_5th,"[18.10746395226843, 24.451487491523768, 29.0, 18.0]",False,1371.9549307000125,1374.5242171999998,1374.5242171999998,1375.7531465999782,None,0,3.0709024199750274,4.100692319916561,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.123114899965,None,1515.7165665103996,4.0,7.865869131234175e-05,0,"[0.4745247223779901, 0.4745247223779901, 0.4745247223779901, 0.4745247223779901]","[6787.880442844442, 5885.1205276657065, 5512.633501421791, 2831.3713485734734]",None,"[7.0, 6.4872047839874, 6.6894277273926255, 12.284322015631432]",False,1377.1545359999873,1379.6190086000133,1379.6190086000133,1380.8446049999911,None,0,2.9229806098155677,3.9353072098456323,None,1,['space'],0,[0.34624370001256466],,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,10,0,10,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381.1339636999182,None,3031.4331330207992,3.0,8.164268623461776e-05,0,"[0.41966551066895436, 0.5600472487151626, 0.6954941318381982, 0.7447152607022263]","[601.5125180410589, 901.2504626108312, 1350.3499461681913, 2023.238880603847]",Perfect_5th,"[21.036801501734764, 15.0, 15.507063998267402, 14.375882463379812]",False,1382.1447994000046,1384.836615899927,1384.836615899927,1386.0351212000242,None,0,3.4440230099717155,4.454634509980679,None,1,['space'],0,[0.5535731000127271],,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
