tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_both,Audiogram_time,Audiogram_frequency,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.56308750004973,None,,,,,"[0.477197143160358, 0.527248865204006, 0.6853282662475205, 0.45130303374994485]","[981.289152971416, 5337.891362006752, 2388.674761323391, 6556.182364139297]",None,"[3.994627832510215, 0.558631801578974, 7.0, -0.2872264221292191]",True,410.5793085000478,413.29302480001934,413.29302480001934,414.50923460000195,['space'],0,[0.8970870999619365],3.1848035100847483,4.192771210102364,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,2,0,2,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.8030015999684,None,153.8930516681146,4.0,0.0007377525064661873,1,"[0.6255829383782375, 0.6255829383782375, 0.6255829383782375, 0.6255829383782375]","[832.1008600371797, 302.31976919016745, 1810.5192991525735, 477.43677850460375]",None,"[4.0, 13.419576214029288, 7.92538900570556, 11.0]",False,415.8190008000238,418.72237390000373,418.72237390000373,419.94989439996425,['space'],1,[0.10797620005905628],3.5328788101905957,4.560538810212165,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,2,0,2,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.43464900006074,None,4287.0938501451765,-2.0,8.236702324754047e-05,1,"[0.4034119608296852, 0.4034119608296852, 0.4034119608296852, 0.4034119608296852]","[850.6671609508566, 1274.5606273192634, 1909.683207820835, 2861.2918648705195]",Perfect_5th,"[4.0, 6.0, 7.92538900570556, 4.539738028552819]",False,421.4568711000029,423.68656409997493,423.68656409997493,424.88930669997353,['space'],1,[0.07939570001326501],2.628236410091631,3.6633360100677237,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,2,0,2,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.1692311000079,None,4312.058730866768,-5.415110957715061,5.651101921634482e-05,1,"[0.5707943487095855, 0.6181331902634316, 0.5304099028048184, 0.7289686745525298]","[884.2651079372089, 454.35451991704804, 1479.0511106597462, 7553.3279034844]",None,"[3.787618534096997, 11.397291563039362, 7.0, -0.9591972274050864]",False,426.18133829999715,428.92751820001286,428.92751820001286,430.1326495000394,['space'],1,[0.3895602999255061],3.4976511100539938,4.528716210043058,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,2,0,2,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.75469450000674,None,,,,,"[0.6106524481982852, 0.6106524481982852, 0.6106524481982852, 0.6106524481982852]","[1219.259653324791, 278.5744024542888, 1243.9711985864114, 2785.3221012256718]",None,"[5.688239098579929, 13.0, 5.688239098579929, 5.0]",True,431.7510579000227,434.6054667000426,434.6054667000426,435.83799350005575,['space'],0,[0.21289820002857596],3.4956071102060378,4.533530610147864,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,2,0,2,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.314993100008,None,6232.09973646841,-6.0,6.35545554685541e-05,0,"[0.4118937057882909, 0.4118937057882909, 0.4118937057882909, 0.4118937057882909]","[3925.9768215104205, 4406.759984687708, 4946.420838820346, 5552.169666542452]",Tone,"[0.7084603997272367, 0.5848890422849387, 0.6040513895135975, 0.3932899010127491]",False,437.32677070004866,439.57578680000734,439.57578680000734,440.7829517000355,None,0,,2.692397310049273,3.7002231100341305,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,2,0,2,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0684909999836,None,950.9626237244701,-2.2608329777763636,3.288259462140637e-05,1,"[0.41860735332014903, 0.41860735332014903, 0.41860735332014903, 0.41860735332014903]","[937.9823217279846, 3226.7518687258876, 340.634455178917, 2890.4265760598378]",None,"[3.7391670222236364, 2.449711566732529, 13.386035984172485, 4.0]",False,442.06455829995684,444.34132720006164,444.34132720006164,445.55308480001986,['space'],1,[0.3448999000247568],2.7313821100397035,3.7608357099816203,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,2,0,2,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.87111690000165,None,1866.0659830736151,-4.0,4.3387306094440826e-05,1,"[0.463463938237888, 0.463463938237888, 0.463463938237888, 0.463463938237888]","[2962.1951045731294, 2639.015821545789, 2351.0958125672178, 2094.5882456412537]",Tone,"[4.0, 5.590827075446662, 7.0, 7.6661718151528495]",False,446.95659850002266,449.38482729997486,449.38482729997486,450.6199987999862,['space'],1,[0.012315800064243376],2.900895980070345,3.925470180111006,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,2,0,2,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.92771119996905,None,,,,,"[0.6605394749678741, 0.7012041232048685, 0.4669282244906737, 0.4066579671705016]","[1885.516684172173, 699.5954087571581, 3457.6200839384037, 616.5332108420173]",None,"[7.92538900570556, 6.0, 1.6228778415857468, 8.068625138030386]",True,451.9346550999908,454.7875370000256,454.7875370000256,456.02265369996894,None,1,,3.268168010166846,4.2987095101270825,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,2,0,2,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.2700370999519,None,823.5697839833177,-1.8212046181870667,3.165388417038435e-05,1,"[0.7050396526773228, 0.7050396526773228, 0.7050396526773228, 0.7050396526773228]","[163.41694268304266, 244.84876170355386, 366.85863242492695, 549.6668851755693]",Perfect_5th,"[8.421597713268383, 12.0, 13.0, 10.0]",False,457.2766488000052,460.43396569998004,460.43396569998004,461.6663663999643,['space'],1,[0.20082320005167276],3.8733330101240426,4.877045910223387,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,2,0,2,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.1897848000517,None,329.87697769322364,1.0,0.00010632127908437066,0,"[0.6461531820114359, 0.6461531820114359, 0.6461531820114359, 0.6461531820114359]","[1019.077951676146, 3196.795971094344, 1985.6828157850302, 188.55862250732744]",None,"[4.0, 2.449711566732529, 7.894218693015047, 8.760153618014385]",False,463.22414529998787,466.2041313999798,466.2041313999798,467.4282496999949,None,0,,3.6020538101438433,4.6262364101130515,None,1,['space'],0,,[0.4133879999862984],,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,2,0,2,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.9059331000317,None,1741.101126592249,-2.0,5.0139344383985924e-05,1,"[0.7692320400468473, 0.4782801425832684, 0.4881348705250634, 0.46777752026767505]","[2763.825759935554, 2462.288826689834, 2193.649959389253, 1954.319936868493]",Tone,"[5.0, 6.505348377765903, 7.6661718151528495, 7.894218693015047]",False,468.9488516000565,471.7021341000218,471.7021341000218,472.92850909999106,['space'],1,[0.8421440999954939],3.229882510029711,4.25297380995471,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.2111101000337,None,1798.0823076593936,1.8014054553687762,8.083505916522816e-05,1,"[0.44845909928626587, 0.44845909928626587, 0.44845909928626587, 0.44845909928626587]","[3915.6976621204562, 2891.9721952911327, 336.5886457344387, 2901.965589743027]",None,"[0.7084603997272367, 4.0, 13.386035984172485, 4.0]",False,477.1908887999598,479.5754137999611,479.5754137999611,480.78978580003604,['space'],1,[0.2798195000505075],2.82184351014439,3.8356040101498365,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.0748346999753,None,,,,,"[0.6486115324002736, 0.6486115324002736, 0.6486115324002736, 0.6486115324002736]","[156.2785024274619, 175.4166879414502, 196.89857485440626, 221.01117764027327]",Tone,"[8.696188121303779, 8.432311991088431, 9.0, 10.22167760361431]",True,482.0727479000343,485.0520007000305,485.0520007000305,486.25603309995495,None,1,,3.6351878102868795,4.65042901027482,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.7514263000339,None,6188.6218741833245,-6.0,6.25276216611718e-05,0,"[0.5852434626340915, 0.7757135349871233, 0.7397618348096934, 0.4639586026730524]","[2455.9562183280054, 3094.3109370916627, 3898.5874845617163, 4911.91243665601]",Major_3rd,"[6.505348377765903, 3.0, 0.7084603997272367, 0.6040513895135975]",False,487.74326749995816,490.8692560000345,490.8692560000345,492.10578610002995,None,0,,3.5929776100674644,4.618204210069962,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.3963291000109,None,4000.0,-3.0,5.942511137185092e-05,1,"[0.7184584549089201, 0.4868126952253284, 0.7768272143825539, 0.5216559610170844]","[793.7005259840998, 1189.2071150027211, 1781.7974362806788, 2669.679708340069]",Perfect_5th,"[4.178795381812933, 5.064486795872355, 7.801405455368776, 5.590827075446662]",False,494.4996096000541,497.5180175000569,497.5180175000569,498.7064708999824,['space'],1,[0.31673129997216165],3.5176796200685203,4.54074332001619,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.09049590001814,None,267.9433656340732,-2.0,0.00011793657968902869,1,"[0.6382316087827055, 0.6382316087827055, 0.6382316087827055, 0.6382316087827055]","[1350.3499461681895, 901.2504626108299, 601.5125180410581, 401.46144093168806]",Perfect_5th,"[6.286726888702948, 3.787618534096997, 8.068625138030386, 12.389760054493381]",False,500.0992791999597,503.0418106999714,503.0418106999714,504.25504710001405,['space'],1,[0.35532449989113957],3.5677399100968614,4.596759810112417,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.7359625999816,None,4346.763051992137,-5.415110957715061,5.779114722464509e-05,0,"[0.7776045704293804, 0.54104622720654, 0.6704887071778242, 0.7311304616722178]","[6900.05624138882, 6147.251260549548, 5476.578268110176, 4879.0765588545955]",Tone,"[-0.6665017941203928, 0.0, 0.3932899010127491, 0.6040513895135975]",False,505.7300744999666,508.74098430003505,508.74098430003505,509.95371250004973,None,0,,3.7758225101279095,4.80037491011899,None,1,['space'],0,,[0.48291499994229525],,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.5662466000067,None,267.9433656340732,-2.0,0.00011793657968902869,1,"[0.5867597234796381, 0.46298726108067334, 0.7558856553887148, 0.4270715742828535]","[175.0787202678946, 4751.303582111282, 7148.36656391278, 133.66096212074214]",None,"[8.432311991088431, 0.5833937802563938, -0.6665017941203928, 9.749448326053159]",False,511.5802059000125,514.3900285999989,514.3900285999989,515.6078280999791,['space'],1,[0.5870959999738261],3.246115910122171,4.26602141011972,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.892438699957,None,,,,,"[0.5980172391777038, 0.4774986588588206, 0.6468521514519164, 0.612533225903901]","[5247.635959184482, 4165.051420977799, 3305.803503580901, 2623.817979592241]",Major_3rd,"[0.558631801578974, 0.5848890422849387, 2.449711566732529, 5.590827075446662]",True,516.8873050999828,519.6372071000515,519.6372071000515,520.8624133999692,None,1,,3.3822919101221487,4.413949710084125,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.3277568999911,None,185.22363185815945,2.760153618014386,0.00043868085909905513,1,"[0.6145963489589359, 0.7440525425009219, 0.5492308431559414, 0.5346266861528358]","[304.7289727559088, 855.2185044189376, 944.4774135682269, 131.19698137619372]",None,"[13.419576214029288, 3.787618534096997, 3.7391670222236364, 10.0]",False,522.3308609999949,525.2787785000401,525.2787785000401,526.5140488999896,['space'],1,[0.33441000001039356],3.4699393099872395,4.497138209990226,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.865868599969,None,4760.546864208051,-5.3959486104864025,7.321561442373124e-05,1,"[0.6003498976627828, 0.6003498976627828, 0.6003498976627828, 0.6003498976627828]","[7556.897100187775, 6732.429939675736, 5997.913203226755, 5343.533184271732]",Tone,"[-0.9591972274050864, -0.6665017941203928, 0.09795996840317045, 0.558631801578974]",False,527.8559017999796,530.6757997999666,530.6757997999666,531.8873585000401,['space'],1,[0.13066270004492253],3.439889610046521,4.466631710063666,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.3563992000418,None,176.7766952966369,-3.0,0.0002477958750990904,1,"[0.7566642799666324, 0.7566642799666324, 0.7566642799666324, 0.7566642799666324]","[280.61551207734334, 250.00000000000006, 222.72467953508487, 198.42513149602496]",Tone,"[13.0, 12.012059773774315, 10.22167760361431, 9.0]",False,534.2281248000218,537.524170299992,537.524170299992,538.7596996000502,['space'],1,[0.23257709993049502],4.034329010290094,5.071262310259044,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.3475228999741,None,309.4446908799205,7.419576214029289,0.00024553987774931835,1,"[0.6617212460882205, 0.6617212460882205, 0.6617212460882205, 0.6617212460882205]","[1559.5035192712953, 1040.8437251208757, 694.6798431270726, 463.64317024730195]",Perfect_5th,"[7.231821992746438, 4.465980350534826, 6.0, 11.397291563039362]",False,540.3582627000287,543.3523400999838,543.3523400999838,544.5708129999693,['space'],1,[0.3406896000960842],3.663746119942516,4.661431820015423,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.0885383000132,None,2000.0,-2.0,5.942511137185092e-05,1,"[0.696689161368529, 0.6904270869089575, 0.5027543142577537, 0.5158818114757072]","[3698.0227065967915, 512.7423899357859, 479.9932915450187, 1497.9284555392717]",None,"[1.0456257657653172, 10.774202387751487, 11.0, 7.231821992746438]",False,546.1280026000459,549.0379857999505,549.0379857999505,550.2719613000518,['space'],1,[0.30856729997321963],3.441874910145998,4.459438310237601,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.6296624999959,None,125.0,0.0,0.000722719885372964,0,"[0.7304854483469124, 0.7304854483469124, 0.7304854483469124, 0.7304854483469124]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[8.0, 12.0, 13.0, 8.760153618014385]",False,551.6372952000238,554.852066099993,554.852066099993,556.0790989999659,None,0,,3.939577509998344,4.9477018100442365,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.6264458999503,None,8000.0,-5.0,0.00010208689723347648,1,"[0.6400709049175597, 0.6400709049175597, 0.6400709049175597, 0.6400709049175597]","[1113.7476123156873, 211.40209479179745, 674.5773998076066, 714.256645530957]",None,"[5.0, 10.0, 6.939487120190779, 5.837203533562845]",False,557.7122969999909,560.6676017000573,560.6676017000573,561.8858199999668,['space'],1,[0.30616600008215755],3.596329690073617,4.626915390137583,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.388902900042,None,125.0,1.0,0.0008109050486794653,0,"[0.5237809977109784, 0.7633364336115911, 0.6668396750699006, 0.6119035083834234]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[13.419576214029288, 12.012059773774315, 9.0, 8.696188121303779]",False,563.4059403999709,566.3808030999498,566.3808030999498,567.6018287000479,None,0,,3.5785538100171834,4.608425710117444,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0616507000523,None,,,,,"[0.5595662733134331, 0.5595662733134331, 0.5595662733134331, 0.5595662733134331]","[146.3440715390817, 222.7526088657239, 501.45065604233713, 1475.0902936986395]",None,"[9.0, 10.22167760361431, 10.774202387751487, 7.0]",True,569.0542970000533,571.7555904999608,571.7555904999608,572.9624837000156,None,1,,3.2897046100115404,4.299630210036412,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.3787243999541,None,2758.442003155145,-1.0,6.224055651797717e-05,1,"[0.7073128033942983, 0.7073128033942983, 0.7073128033942983, 0.7073128033942983]","[2993.188858037044, 2269.7755204537702, 975.051664349287, 339.7727992994691]",None,"[3.4549613754624513, 7.21048027798575, 3.994627832510215, 13.386035984172485]",False,574.3855178999947,577.5406587000471,577.5406587000471,578.7684551000129,['space'],1,[0.31536979996599257],3.863160010194406,4.880255410214886,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
